time,open,high,low,close,EMA,EMA,Histogram,MACD,Signal line
2018-10-23,216.59,219.5236,214.32,218.56,223.65783851234966,222.04580870487817,0.39458639332975265,-2.406903724083719,-2.8014901174134716
2018-10-24,218.14,218.93,208.4,209.18,222.27899674926874,219.70657075853669,-0.3783500196361902,-3.2744276419587095,-2.8960776223225193
2018-10-25,211.27,215.69,210.3363,214.01,221.49147324933838,218.67083062062093,-0.5083355526839708,-3.5314970631774827,-3.023161510493512
2018-10-26,210.73,214.8,209.5275,212.36,220.62180913035377,217.52340687141714,-0.6408977357824117,-3.8242836802215265,-3.183385944439115
2018-10-29,214.15,218.21,212.05,214.49,220.0378273084153,216.9718783493413,-0.525434279717031,-3.8401787940854035,-3.3147445143683725
2018-10-30,215.99,220.35,215.04,219.28,219.9656532790424,217.39153683127924,-0.08961338647728656,-3.426761247464981,-3.3371478609876943
2018-10-31,221.89,229,221.4,225.37,220.48035296675266,218.8421664983194,0.6073221006426328,-2.577995235184403,-3.185317335827036
2018-11-01,225.76,228.88,225.47,226.97,221.0984145889667,220.31995440771587,1.143459126252889,-1.7559934280109246,-2.8994525542638137
2018-11-02,230,231.69,226.29,229.69,221.91666081858892,222.02359906085843,1.619575211394917,-0.8749835400201675,-2.4945587514150844
2018-11-05,228.32,231.095,226.95,228.72,222.56459788348522,223.24112650433872,1.7939340229222922,-0.2521412227622193,-2.0460752456845115
2018-11-06,228.19,229.52,227.05,228.2,223.10130284696282,224.14273986718624,1.7946462545474833,0.19723257249984272,-1.5974136820476406
2018-11-07,230.05,232.7958,226.9025,231.28,223.88022638534733,225.44042352769782,1.9121360655344315,0.7927563998703988,-1.1193796656640327
2018-11-08,231,234.06,230.6,231.65,224.62020482483805,226.56943743175276,1.9193567770484534,1.2798163056465341,-0.6395404714019193
2018-11-09,231.69,231.69,222.3,222.65,224.43256627009157,225.85681244416136,1.2547383193387112,0.9288824277714696,-0.3258558915672415
2018-11-12,222,222.31,205.13,206.05,222.68184567294,222.25557381795022,-0.2840095636212955,-0.6808678460938609,-0.3968582824725654
2018-11-13,204.4,209.5858,202.33,205.05,221.00262227551715,219.127287669232,-1.2937782581416846,-2.014081105149671,-0.7203028470079866
2018-11-14,206.24,207.34,198.44,202.49,219.23951539213456,216.1023262748262,-2.0156660750483746,-3.2398854408184548,-1.2242193657700802
2018-11-15,201.8,204.5,199.32,203.74,217.76337106907414,213.85463058849416,-2.2715337729632568,-4.063636581974151,-1.7921028090108946
2018-11-16,202.93,204.7442,200.35,202.12,216.2735262053528,211.72106139058613,-2.3998754912820837,-4.791947173113499,-2.3920716818314154
2018-11-19,201.83,202.3,197.35,198.22,214.55414275722396,209.2663229559341,-2.5815929830447506,-5.6190629106373535,-3.037469927592603
2018-11-20,195.1,195.89,190.345,191.34,212.34327201844073,206.00699150940062,-2.971532109915012,-6.751885064986368,-3.780352955071356
2018-11-21,192.09,195.24,191.19,192.6,210.46296039763686,203.5693566895096,-2.9452907641395045,-7.461966410245736,-4.516675646106232
2018-11-23,191.61,191.87,188.94,189.1,208.42839274071906,200.9385645641442,-2.9566303419220876,-8.212463573508842,-5.255833231586754
2018-11-26,191.17,195.23,190.69,194.34,207.08664105112678,199.73882555248161,-2.4264253347418006,-8.288864900014005,-5.862439565272204
2018-11-27,193.4,194.62,191.564,193.65,205.80696095101948,198.63176636112132,-1.957493328052971,-8.309306225338418,-6.351812897285447
2018-11-28,194.84,198.45,192.23,198.35,205.09677419377954,198.5805361136447,-1.2031095104488898,-7.855699785346559,-6.652590274897669
2018-11-29,196.02,197.45,193.16,194.85,204.1208909372291,197.90225682025476,-0.8299187875291469,-7.689988759309102,-6.860069971779955
2018-11-30,190.57,191.45,188.12,190.69,202.8417584670168,196.59093739839025,-0.7554438911115273,-7.804374835669364,-7.048930944557837
2018-12-03,194,195.66,191.62,191.63,201.77397194634852,195.6889487805011,-0.5449104898838657,-7.730069056912669,-7.185158567028803
2018-12-04,190.69,191.11,183.63,184.31,200.11073652288675,193.62004900222817,-0.7860267044182283,-8.167691947551589,-7.3816652431333605
2018-12-06,181.33,184.88,180.15,184.09,198.58495209213564,191.88731282000487,-0.8426915108519619,-8.435029631698313,-7.592338120846351
2018-12-07,183.85,186.25,179,179.67,196.7835280833608,189.6659832163676,-1.046888808940376,-8.900949132021822,-7.854060323081446
2018-12-10,178.6,179.84,174.68,178.83,195.07366826589788,187.69580444975531,-1.1019989470061624,-9.231559006839149,-8.129560059832986
2018-12-11,182.15,184.43,175.45,176.8,193.33331890724094,185.71474909525435,-1.1342065183967378,-9.547318207828908,-8.41311168943217
2018-12-12,178.5,180,176.48,176.7,191.74919329702752,184.0757038052081,-1.0246176533290399,-9.69388375609347,-8.66926610276443
2018-12-13,177.83,178.69,175.12,175.92,190.241651078263,182.59284856789753,-0.8729590588418841,-9.760464926316786,-8.887505867474902
2018-12-14,174.34,176.26,172.37,172.77,188.57768430890462,180.80687610100708,-0.8521403800789678,-9.952681342573612,-9.100540962494645
2018-12-17,169.4,171.43,166.53,168.01,186.6188572318661,178.48017135536944,-1.0152252136935687,-10.369572479611605,-9.354347265918037
2018-12-18,169.78,173.02,169.32,171.5,185.17896606692645,177.21104929075682,-0.7562183994836342,-10.29962026527258,-9.543401865788946
2018-12-19,171.59,174.85,167.6,169.25,183.6619216796001,175.76358578334649,-0.6108200984944272,-10.30692698890698,-9.696106890412553
2018-12-20,168.39,171.65,167.16,168.41,182.20935771011438,174.4265701863744,-0.45287634328289883,-10.262202319516177,-9.809325976233279
2018-12-21,168.25,169.63,159.42,160.05,180.09894269010348,171.81264833430632,-0.7742256481635685,-10.777108036437738,-10.00288238827417
2018-12-24,159,160,154.31,156.35,177.83713862437935,169.0012577280688,-1.0799859658418,-11.35286484557642,-10.27287887973462
2018-12-26,157,163.11,151.7,162.93,176.41741113634322,167.89739268660173,-0.7014398567323159,-11.149678700650014,-10.448238843917698
2018-12-27,160.12,165.41,159.02,165.41,175.3690862662153,167.44513947085596,-0.17388144742037248,-10.665590653193163,-10.491709205772791
2018-12-28,165.64,165.95,162.02,163.03,174.19393519324242,166.64238683979124,0.10966196608287504,-10.354631748169197,-10.464293714252072
2018-12-31,163.78,167.12,163.78,167.05,173.51356041293363,166.71649832346557,0.6335807999301721,-9.672317714339357,-10.30589851426953
