date,open,high,low,close,volume,open_interest,settle
2026-03-10,2.1509,2.1704,2.0338,2.1525,9740,9142,2.1273
2026-03-11,2.1204,2.2287,2.1145,2.2242,7740,9886,2.2249
2026-03-12,2.2503,2.3254,2.2476,2.3098,8769,10444,2.3052
2026-03-13,2.3111,2.324,2.2684,2.3189,6184,10899,2.3224
2026-03-16,2.3095,2.3401,2.2632,2.2785,5538,10757,2.2737
2026-03-17,2.3075,2.3478,2.3024,2.3478,4155,9972,2.3376
2026-03-18,2.328,2.4335,2.3151,2.4334,5509,9361,2.401
2026-03-19,2.4255,2.48,2.3596,2.3761,4858,9102,2.4068
2026-03-20,2.3667,2.448,2.3667,2.4364,5019,9330,2.4285
2026-03-23,2.4485,2.5016,2.2486,2.2556,5109,8811,2.2849
2026-03-24,2.352,2.3943,2.3018,2.3165,4721,9086,2.3813
2026-03-25,2.328,2.3439,2.2776,2.3404,6668,8656,2.3329
2026-03-26,2.3438,2.3988,2.3368,2.3739,4760,9753,2.3927
2026-03-27,2.3588,2.4197,2.3519,2.4099,4372,9273,2.4009
2026-03-30,2.4262,2.4304,2.4023,2.4214,2475,8822,2.4047
2026-03-31,2.4216,2.4519,2.2958,2.2958,4339,8967,2.3081
2026-04-01,2.3117,2.3216,2.2473,2.2626,3431,9458,2.2764
2026-04-02,2.2593,2.3472,2.2593,2.3069,4694,9351,2.3194
2026-04-06,2.3222,2.3647,2.2918,2.3552,1711,9101,2.36
2026-04-07,2.3628,2.3964,2.3476,2.3494,3135,9032,2.3881
2026-04-08,2.2123,2.3575,2.2012,2.3387,6090,8634,2.3353
2026-04-09,2.338,2.3554,2.2995,2.3304,3766,8883,2.3357
2026-04-10,2.337,2.3775,2.3275,2.3525,2199,8346,2.3705
2026-04-13,2.4235,2.443,2.394,2.4147,4673,8692,2.4309
2026-04-14,2.4109,2.4319,2.3786,2.3928,3057,9297,2.3892
2026-04-15,2.3764,2.4248,2.3764,2.4092,2976,9623,2.4114
2026-04-16,2.4048,2.4388,2.3971,2.4246,2308,9797,2.4367
2026-04-17,2.4195,2.4195,2.2648,2.3296,5483,9848,2.3185
2026-04-20,2.3646,2.3932,2.364,2.3724,3016,9796,2.3751
2026-04-21,2.3636,2.4489,2.3539,2.4224,3391,9616,2.4223
2026-04-22,2.4096,2.4766,2.4066,2.4755,3155,9747,2.4742
2026-04-23,2.48,2.5473,2.4665,2.5383,2693,10029,2.5263
2026-04-24,2.5337,2.5465,2.4862,2.5251,2237,10344,2.5162
2026-04-27,2.5443,2.5645,2.5235,2.5527,2988,10640,2.5481
2026-04-28,2.5554,2.6001,2.5554,2.5709,4376,10758,2.5698
2026-04-29,2.5635,2.6425,2.559,2.6255,5385,10919,2.6194
2026-04-30,2.6186,2.6676,2.5766,2.6431,4968,10859,2.6311
2026-05-01,2.653,2.6682,2.5821,2.6348,3228,11432,2.6205
2026-05-04,2.6078,2.7503,2.6057,2.7326,4222,11441,2.746
2026-05-05,2.7266,2.7403,2.6816,2.7211,5431,11371,2.7101
2026-05-06,2.7091,2.7091,2.4822,2.584,7761,11952,2.5839
