date,open,high,low,close,volume,open_interest,settle
2026-03-10,2.6429,2.7646,2.5072,2.6942,64138,82325,2.6403
2026-03-11,2.7111,2.8216,2.6308,2.8158,47397,76029,2.7883
2026-03-12,2.8185,2.9907,2.8026,2.9744,45536,71620,2.9646
2026-03-13,2.9821,3.0669,2.9003,3.0653,39719,66048,3.0414
2026-03-16,3.09,3.1181,2.9758,3.0121,34521,59165,3.0003
2026-03-17,3.009,3.1448,3.009,3.1393,28772,53131,3.1234
2026-03-18,3.1358,3.2451,3.0341,3.1843,33726,47508,3.0985
2026-03-19,3.1612,3.2711,3.0398,3.1172,22738,41633,3.1271
2026-03-20,3.1131,3.3323,3.0747,3.3092,19472,38410,3.2862
2026-03-23,3.3734,3.4079,2.8972,2.9818,13704,34555,2.9749
2026-03-24,2.9746,3.1551,2.9677,3.0398,11634,32988,3.148
2026-03-25,3.0483,3.06,2.9127,3.025,13845,28006,3.0124
2026-03-26,3.0081,3.1588,3.0081,3.1099,11447,21421,3.1302
2026-03-27,3.1032,3.2862,3.0649,3.2859,11772,15150,3.2501
2026-03-30,3.316,3.3996,3.2697,3.3996,7384,10540,3.3515
2026-03-31,3.399,3.399,3.2663,3.3104,1949,3510,3.2039
2026-04-01,3.1877,3.2595,3.0615,3.0689,46718,97580,3.0914
2026-04-02,3.0848,3.3167,3.0372,3.279,48189,96490,3.288
2026-04-06,3.306,3.3456,3.2092,3.2924,24074,93868,3.3082
2026-04-07,3.2962,3.3655,3.2064,3.2299,39585,89687,3.3052
2026-04-08,3.2001,3.2248,2.8871,3.0185,54931,86967,3.0059
2026-04-09,3.028,3.1151,2.9677,3.0211,45545,79217,3.0007
2026-04-10,3.0139,3.072,2.9849,3.0197,39522,80204,3.0373
2026-04-13,3.11,3.2084,3.0706,3.0762,35804,76587,3.116
2026-04-14,3.0939,3.1156,3.01,3.0365,32597,75857,3.0395
2026-04-15,3.0387,3.1,2.9952,3.0625,34106,72864,3.0692
2026-04-16,3.0627,3.1655,3.044,3.1526,28024,68521,3.1637
2026-04-17,3.16,3.173,2.89,3.0167,37097,62108,3.0048
2026-04-20,3.1414,3.1644,3.0683,3.086,19297,56706,3.1168
2026-04-21,3.078,3.2456,3.0771,3.2146,19667,52684,3.2098
2026-04-22,3.2198,3.3704,3.1574,3.3574,21160,47202,3.3579
2026-04-23,3.3364,3.499,3.3195,3.4778,21479,38478,3.4621
2026-04-24,3.47,3.4939,3.3922,3.4793,17794,31965,3.4626
2026-04-27,3.4992,3.5364,3.4504,3.4999,13565,24928,3.491
2026-04-28,3.4913,3.579,3.4586,3.5774,14086,16789,3.5604
2026-04-29,3.5747,3.7684,3.5525,3.7558,11088,10096,3.7411
2026-04-30,3.7535,3.8232,3.6846,3.8182,2275,1758,3.615
2026-05-01,3.6311,3.6768,3.5355,3.6103,47318,98233,3.5952
2026-05-04,3.569,3.764,3.54,3.7246,41701,96765,3.7382
2026-05-05,3.7138,3.7292,3.599,3.6448,41179,95653,3.6206
2026-05-06,3.643,3.6467,3.2869,3.4679,53567,96924,3.4593
2026-05-07,3.4434,3.527,3.3352,3.5174,45542,94812,3.456
2026-05-08,3.527,3.5413,3.4184,3.521,47503,90632,3.5267
2026-05-11,3.5751,3.6506,3.5559,3.6037,40271,87785,3.5998
2026-05-12,3.5926,3.7158,3.5926,3.6774,33400,84761,3.6977
2026-05-13,3.6996,3.7026,3.6,3.6057,43575,79680,3.6187
2026-05-14,3.6062,3.6406,3.5247,3.6254,33014,72956,3.6057
2026-05-15,3.6312,3.7151,3.6149,3.7053,27311,67872,3.7019
2026-05-18,3.706,3.7777,3.6619,3.6914,20068,61064,3.7607
2026-05-19,3.7143,3.7227,3.64,3.6697,22055,56394,3.6962
2026-05-20,3.6804,3.6808,3.4622,3.4935,21525,51470,3.4874
2026-05-21,3.5099,3.5597,3.359,3.4552,23148,44229,3.3796
2026-05-22,3.4374,3.4874,3.3886,3.4626,18218,37248,3.4539
2026-05-26,3.39,3.39,3.2061,3.2102,21044,31528,3.2205
2026-05-27,3.2125,3.222,3.0539,3.1512,13179,20652,3.1337
2026-05-28,3.1524,3.2205,3.0849,3.1951,11446,11780,3.1852
2026-05-29,3.1777,3.193,3.07,3.081,2355,4414,3.1267
2026-06-01,3.0547,3.1716,3.0487,3.0897,57597,103052,3.0847
2026-06-02,3.0826,3.1546,3.0461,3.1271,39278,98669,3.1443
2026-06-03,3.1239,3.1983,3.1206,3.1289,39838,99334,3.1316
2026-06-04,3.1415,3.1415,2.9971,3.0421,40367,97996,3.0383
2026-06-05,3.04,3.0802,3.0152,3.0419,41595,94415,3.0459
2026-06-08,3.0822,3.1714,3.0527,3.0646,34024,88748,3.0706
2026-06-09,3.0639,3.0768,2.9676,3.0354,40631,81320,3.0211
2026-06-10,3.0448,3.1411,3.0054,3.1395,34849,76304,3.1099
2026-06-11,3.1425,3.1835,3.0443,3.0607,49726,71851,3.1014
2026-06-12,3.0798,3.0901,2.9619,3.0422,37737,65103,3.0498
2026-06-15,3.0134,3.0134,2.9149,2.9605,29637,59772,2.9472
2026-06-16,2.9564,2.9686,2.8418,2.8973,30530,54613,2.8805
2026-06-17,2.894,2.9581,2.86,2.9055,25690,49285,2.9096
2026-06-18,2.9098,3.011,2.8568,2.9752,27137,46669,2.9949
2026-06-22,2.9846,3.0424,2.9449,2.9996,21839,41388,2.987
2026-06-23,3.0119,3.0119,2.9025,2.9431,15113,34786,2.959
2026-06-24,2.9487,2.9487,2.8517,2.8691,16981,30585,2.8818
2026-06-25,2.8688,3.0393,2.849,3.0068,23206,24111,3.0273
2026-06-26,3.0078,3.0104,2.9212,2.9801,14852,14946,2.9571
2026-06-29,2.9798,3.0682,2.9659,3.0492,10910,10947,3.0614
2026-06-30,3.036,3.0649,2.9743,2.9774,2644,2857,2.8949
2026-07-01,2.9091,2.9621,2.901,2.9386,53072,100912,2.9452
2026-07-02,2.9319,2.9413,2.8549,2.92,51682,101286,2.9173
2026-07-06,2.919,3.0222,2.909,3.0034,52032,101705,3.0033
2026-07-07,3.002,3.0266,2.9352,2.9997,49752,98389,2.9539
2026-07-08,3.0175,3.1551,2.9409,3.1388,62165,98522,3.1034
2026-07-09,3.1233,3.1622,3.012,3.0202,49281,88167,3.0387
2026-07-10,3.0368,3.0368,2.9449,2.9858,48492,84499,2.9846
2026-07-13,3.0404,3.1776,3.0232,3.1598,49280,77637,3.1663
2026-07-14,3.154,3.2685,3.1521,3.235,47308,72460,3.2273
2026-07-15,3.2285,3.3218,3.2226,3.3025,40013,67770,3.3009
2026-07-16,3.2981,3.3629,3.2612,3.3057,34348,65055,3.2847
2026-07-17,3.3092,3.4358,3.2678,3.391,34879,62182,3.3927
2026-07-20,3.42,3.4578,3.3439,3.3951,33257,56821,3.389
2026-07-21,3.4022,3.4275,3.3593,3.407,26063,49979,3.4059
2026-07-22,3.3998,3.4845,3.3931,3.4146,19660,42979,3.4147
2026-07-23,3.43,3.534,3.4246,3.493,16130,38576,3.4964
2026-07-24,3.493,3.494,3.3686,3.4214,19337,33103,3.3959
2026-07-27,3.314,3.3607,3.2416,3.3079,21461,28541,3.3273
2026-07-28,3.3075,3.3577,3.2939,3.3266,14946,19219,3.3345
2026-07-29,3.3264,3.4056,3.3264,3.3914,11565,13669,3.3978
2026-07-30,3.3884,3.3884,3.2425,3.2488,7409,8075,3.2847
2026-07-31,3.2402,3.2626,3.1992,3.218,1780,2660,3.2216
2026-08-03,3.0041,3.0511,2.9566,2.9589,45219,104583,2.9667
2026-08-04,2.9727,3.0067,2.808,2.8395,48857,100480,2.8522
2026-08-05,2.8422,2.888,2.7975,2.8292,44351,95746,2.8388
2026-08-06,2.8338,2.9615,2.8086,2.9542,37201,92233,2.9385
2026-08-07,2.958,3.0111,2.9251,2.9647,40983,88284,2.9853
2026-08-10,2.982,3.148,2.98,3.1297,41532,81579,3.1354
2026-08-11,3.1359,3.186,3.093,3.149,46822,75864,3.1366
2026-08-12,3.139,3.1778,3.0937,3.1379,38997,74289,3.1537
2026-08-13,3.15,3.17,3.1095,3.1134,47484,67329,3.128
2026-08-14,3.1119,3.188,3.0904,3.1788,35344,60378,3.1841
2026-08-17,3.1764,3.2758,3.1549,3.2737,36746,56856,3.2701
2026-08-18,3.2839,3.3272,3.263,3.3072,31667,50784,3.3017
2026-08-19,3.3129,3.333,3.2081,3.2134,28388,44596,3.2551
2026-08-20,3.205,3.2875,3.1937,3.2676,26075,42058,3.2629
2026-08-21,3.2677,3.3662,3.2497,3.322,21927,40669,3.3479
2026-08-24,3.3244,3.3269,3.2396,3.277,19776,36306,3.2708
2026-08-25,3.2658,3.3014,3.1845,3.2157,17345,31201,3.2529
2026-08-26,3.2216,3.3462,3.1991,3.2825,14939,25110,3.3201
2026-08-27,3.2913,3.3934,3.2415,3.378,17318,18663,3.3842
2026-08-28,3.3773,3.5139,3.3728,3.4743,8329,11803,3.4899
2026-08-31,3.4899,3.5185,3.4027,3.5078,1967,1840,3.077
2026-09-01,3.112,3.1645,3.0788,3.1589,52737,103982,3.1351
2026-09-02,3.1625,3.1924,3.0895,3.0984,60377,101272,3.1038
2026-09-03,3.0803,3.1606,3.0539,3.1596,43705,98480,3.1349
2026-09-04,3.149,3.2203,3.0838,3.1998,53792,97626,3.2146
2026-09-08,3.2285,3.3269,3.1758,3.2755,70195,96353,3.2525
2026-09-09,3.2925,3.2925,3.1809,3.2296,59010,88925,3.2106
2026-09-10,3.2288,3.4396,3.1944,3.4356,59653,84717,3.3932
2026-09-11,3.4465,3.4698,3.298,3.3199,52547,77606,3.3072
2026-09-14,3.3372,3.437,3.3345,3.4345,5513,68357,None
