date,open,high,low,close,volume,open_interest,settle
2026-03-10,2.211,2.211,2.211,2.211,50,510,2.211
2026-03-11,2.2386,2.2778,2.2217,2.2778,250,509,2.2806
2026-03-12,2.311,2.319,2.301,2.3035,291,512,2.3221
2026-03-13,2.3225,2.3225,2.3068,2.3068,94,617,2.3328
2026-03-16,2.3025,2.31,2.302,2.31,134,621,2.3019
2026-03-17,2.3379,2.3379,2.324,2.333,175,629,2.3426
2026-03-18,2.391,2.3941,2.3719,2.3719,319,713,2.3889
2026-03-19,2.3895,2.3895,2.3895,2.3895,38,756,2.3895
2026-03-20,2.4112,2.4173,2.4082,2.4173,559,757,2.4254
2026-03-23,2.3161,2.3161,2.3161,2.3161,226,919,2.3161
2026-03-24,2.4072,2.4124,2.3881,2.3943,271,963,2.4068
2026-03-25,2.3772,2.3772,2.3772,2.3772,58,1036,2.3772
2026-03-26,2.3959,2.418,2.394,2.4038,232,1017,2.4158
2026-03-27,2.4172,2.424,2.4064,2.424,474,1052,2.4086
2026-03-30,2.4029,2.4029,2.4029,2.4029,130,1199,2.4029
2026-03-31,2.3127,2.3127,2.3127,2.3127,82,1233,2.3127
2026-04-01,2.2789,2.2789,2.2789,2.2789,107,1236,2.2874
2026-04-02,2.3257,2.3293,2.297,2.3,227,1218,2.3088
2026-04-06,2.3344,2.3542,2.3344,2.3542,95,1252,2.3513
2026-04-07,2.379,2.388,2.379,2.3827,177,1238,2.3822
2026-04-08,2.3787,2.3787,2.3787,2.3787,67,1283,2.3787
2026-04-09,2.39,2.39,2.3696,2.3696,40,1279,2.3853
2026-04-10,2.3915,2.4023,2.3908,2.4009,214,1292,2.4081
2026-04-13,2.447,2.447,2.4225,2.43,173,1296,2.4482
2026-04-14,2.4219,2.43,2.4035,2.43,424,1314,2.4167
2026-04-15,2.417,2.4303,2.413,2.4303,88,1410,2.4319
2026-04-16,2.4432,2.4432,2.4258,2.4258,241,1409,2.4357
2026-04-17,2.3551,2.3622,2.3214,2.3319,413,1640,2.3385
2026-04-20,2.3829,2.3829,2.3829,2.3829,135,1736,2.3775
2026-04-21,2.4122,2.4279,2.4067,2.4253,619,1788,2.4145
2026-04-22,2.4258,2.447,2.4258,2.4427,376,1818,2.4455
2026-04-23,2.4721,2.4881,2.4654,2.4844,559,1965,2.4784
2026-04-24,2.468,2.4755,2.4498,2.4755,483,1866,2.4548
2026-04-27,2.5029,2.5046,2.4807,2.4896,227,1894,2.487
2026-04-28,2.5116,2.5116,2.4855,2.5056,376,1910,2.4898
2026-04-29,2.5107,2.5305,2.51,2.5136,789,1926,2.5147
2026-04-30,2.5171,2.5438,2.5139,2.5438,544,2215,2.5356
2026-05-01,2.5573,2.5657,2.5295,2.54,25,2489,2.5301
2026-05-04,2.546,2.63,2.541,2.6256,444,2490,2.6288
2026-05-05,2.6093,2.626,2.5913,2.6112,610,2562,2.6099
2026-05-06,2.5814,2.5897,2.5223,2.5245,597,2769,2.5281
2026-05-07,2.5253,2.5516,2.4837,2.5516,637,3039,2.5424
2026-05-08,2.5638,2.5782,2.5398,2.5752,158,3080,2.5959
2026-05-11,2.6454,2.658,2.6082,2.653,219,3098,2.6444
2026-05-12,2.6529,2.7106,2.6529,2.7068,856,3076,2.7055
2026-05-13,2.6896,2.6955,2.6441,2.6581,403,3467,2.6594
2026-05-14,2.6526,2.6573,2.627,2.6277,183,3467,2.6272
2026-05-15,2.6644,2.6671,2.6421,2.6671,337,3433,2.6642
2026-05-18,2.6741,2.7119,2.6741,2.7119,159,3402,2.711
2026-05-19,2.6783,2.6783,2.6783,2.6783,128,3434,2.6921
2026-05-20,2.6787,2.6787,2.6078,2.6078,276,3427,2.6157
2026-05-21,2.6184,2.6618,2.5938,2.5965,758,3496,2.594
2026-05-22,2.6287,2.64,2.6053,2.628,326,3713,2.6271
2026-05-26,2.5445,2.6148,2.5445,2.5996,1063,3798,2.6002
