date,open,high,low,close,volume,open_interest,settle
2026-03-10,2.228,2.228,2.228,2.228,64,1143,2.228
2026-03-11,2.2958,2.2958,2.2958,2.2958,173,1141,2.2958
2026-03-12,2.3263,2.3265,2.3208,2.3249,219,1141,2.3429
2026-03-13,2.3293,2.3352,2.3292,2.3352,83,1178,2.3523
2026-03-16,2.3325,2.3339,2.3325,2.3332,93,1213,2.3246
2026-03-17,2.3654,2.3654,2.3654,2.3654,80,1251,2.3654
2026-03-18,2.39,2.39,2.39,2.39,121,1274,2.412
2026-03-19,2.42,2.42,2.42,2.42,32,1298,2.4131
2026-03-20,2.4411,2.4411,2.4411,2.4411,672,1301,2.4437
2026-03-23,2.315,2.315,2.315,2.315,226,1289,2.3343
2026-03-24,2.415,2.415,2.415,2.415,201,1296,2.4234
2026-03-25,2.3955,2.3955,2.3955,2.3955,66,1279,2.3955
2026-03-26,2.4441,2.4441,2.4441,2.4441,177,1268,2.4357
2026-03-27,2.4266,2.4266,2.4266,2.4266,506,1250,2.4266
2026-03-30,2.421,2.421,2.421,2.421,188,1367,2.421
2026-03-31,2.3307,2.3307,2.3307,2.3307,136,1388,2.3307
2026-04-01,2.304,2.304,2.304,2.304,84,1395,2.304
2026-04-02,2.3284,2.3284,2.3284,2.3284,286,1395,2.3249
2026-04-06,2.365,2.365,2.365,2.365,80,1435,2.367
2026-04-07,2.402,2.402,2.402,2.402,214,1446,2.3977
2026-04-08,2.3921,2.3921,2.3921,2.3921,110,1471,2.3921
2026-04-09,2.4,2.4,2.4,2.4,94,1494,2.3981
2026-04-10,2.4248,2.4248,2.4248,2.4248,380,1482,2.4248
2026-04-13,2.441,2.47,2.441,2.47,462,1368,2.4672
2026-04-14,2.4347,2.4347,2.4347,2.4347,481,1451,2.4347
2026-04-15,2.4389,2.4486,2.4374,2.4486,171,1459,2.4494
2026-04-16,2.45,2.454,2.45,2.4535,426,1451,2.4533
2026-04-17,2.3542,2.3542,2.3542,2.3542,822,1555,2.3542
2026-04-20,2.394,2.394,2.394,2.394,214,1674,2.3942
2026-04-21,2.4357,2.437,2.4319,2.4319,568,1667,2.4317
2026-04-22,2.464,2.464,2.464,2.464,354,1622,2.464
2026-04-23,2.5,2.5,2.5,2.5,989,1629,2.5031
2026-04-24,2.4817,2.4817,2.4817,2.4817,400,1664,2.4817
2026-04-27,2.5135,2.5135,2.5135,2.5135,220,1691,2.5135
2026-04-28,2.534,2.534,2.5091,2.5091,348,1690,2.5178
2026-04-29,2.5416,2.5416,2.5416,2.5416,667,1720,2.5406
2026-04-30,2.561,2.561,2.561,2.561,408,1684,2.5615
2026-05-01,2.548,2.548,2.5426,2.5426,34,1790,2.5548
2026-05-04,2.583,2.649,2.583,2.649,286,1780,2.6576
2026-05-05,2.6356,2.6358,2.6354,2.6358,367,1816,2.6382
2026-05-06,2.5474,2.5474,2.5443,2.5443,582,1871,2.5496
2026-05-07,2.5152,2.5658,2.5071,2.564,773,1964,2.5654
2026-05-08,2.5689,2.592,2.5646,2.592,214,1820,2.6197
2026-05-11,2.6515,2.6665,2.6368,2.6665,191,1864,2.6698
2026-05-12,2.6787,2.7253,2.6787,2.7253,526,1888,2.7309
2026-05-13,2.7082,2.7151,2.6875,2.6875,361,1987,2.6856
2026-05-14,2.6792,2.6792,2.6792,2.6792,181,1899,2.6525
2026-05-15,2.6905,2.6966,2.6863,2.6903,329,1923,2.6911
2026-05-18,2.7186,2.7186,2.7186,2.7186,173,1903,2.7387
2026-05-19,2.7196,2.7196,2.7196,2.7196,179,1913,2.7196
2026-05-20,2.6845,2.6883,2.6438,2.6438,422,1950,2.6401
2026-05-21,2.6181,2.6181,2.6181,2.6181,412,1982,2.6169
2026-05-22,2.6361,2.6615,2.6361,2.6507,270,2046,2.6505
2026-05-26,2.6212,2.6212,2.6212,2.6212,855,2034,2.6212
2026-05-27,2.5852,2.5852,2.5852,2.5852,666,2189,2.5852
2026-05-28,2.591,2.6226,2.591,2.6226,904,2154,2.6222
2026-05-29,2.6107,2.6111,2.5728,2.581,546,2154,2.5829
2026-06-01,2.6396,2.6396,2.6396,2.6396,522,2231,2.6396
2026-06-02,2.64,2.6555,2.64,2.6555,338,2381,2.6828
2026-06-03,2.7164,2.7284,2.7164,2.7284,744,2356,2.7258
2026-06-04,2.6727,2.6727,2.6704,2.6704,516,2434,2.6747
2026-06-05,2.6534,2.6534,2.6534,2.6534,776,2350,2.6669
2026-06-08,2.6939,2.7062,2.6939,2.7062,778,2449,2.7079
2026-06-09,2.6874,2.6874,2.6874,2.6874,904,2382,2.6795
2026-06-10,2.6954,2.7113,2.6954,2.7071,819,2340,2.7038
2026-06-11,2.6962,2.7104,2.6645,2.6645,1073,2467,2.6685
2026-06-12,2.6166,2.6166,2.6129,2.6129,660,2635,2.6021
2026-06-15,2.5542,2.5649,2.5542,2.5649,1739,2631,2.5636
2026-06-16,2.5451,2.5451,2.5402,2.541,2016,2856,2.5159
2026-06-17,2.5213,2.5213,2.5032,2.5032,1219,3047,2.4984
2026-06-18,2.4694,2.4872,2.4657,2.4872,1414,3253,2.4849
2026-06-22,2.4793,2.4793,2.4598,2.4638,1344,3197,2.4647
2026-06-23,2.4756,2.4756,2.4541,2.4581,509,3231,2.4591
2026-06-24,2.4341,2.4394,2.3979,2.3987,590,3179,2.4023
2026-06-25,2.3833,2.4297,2.3802,2.4277,671,3158,2.4302
2026-06-26,2.4019,2.4038,2.3747,2.3974,836,3012,2.3878
2026-06-29,2.406,2.4168,2.3946,2.4168,506,3210,2.4163
2026-06-30,2.4049,2.4266,2.3975,2.4121,789,3340,2.4097
2026-07-01,2.4193,2.4281,2.4088,2.4268,1285,3612,2.4253
2026-07-02,2.4103,2.4365,2.4006,2.4362,710,3933,2.4347
2026-07-06,2.4329,2.4738,2.4294,2.4738,822,3942,2.4721
2026-07-07,2.4728,2.5146,2.468,2.5113,516,3884,2.4897
2026-07-08,2.5141,2.5887,2.5004,2.5887,2326,3902,2.5664
2026-07-09,2.5706,2.576,2.5371,2.5371,925,3875,2.5483
2026-07-10,2.5293,2.5307,2.5074,2.5206,983,3744,2.5265
2026-07-13,2.5654,2.6211,2.5508,2.6211,1636,3743,2.6191
2026-07-14,2.6261,2.6283,2.5919,2.625,1601,3659,2.6213
2026-07-15,2.617,2.644,2.617,2.6242,1840,3798,2.6251
2026-07-16,2.6298,2.6389,2.6179,2.6238,1027,4299,2.6205
2026-07-17,2.6305,2.6686,2.6305,2.6644,1293,4386,2.6648
2026-07-20,2.6985,2.6985,2.6559,2.6762,1137,4298,2.6786
2026-07-21,2.6748,2.6997,2.6748,2.6879,1505,4423,2.6909
2026-07-22,2.6935,2.7088,2.6935,2.7001,1483,4657,2.7012
2026-07-23,2.7254,2.7512,2.7254,2.7299,2035,4682,2.7337
2026-07-24,2.7182,2.7206,2.697,2.6994,656,5186,2.7045
2026-07-27,2.647,2.6577,2.6202,2.6202,1703,5166,2.6414
2026-07-28,2.6197,2.6197,2.5786,2.589,1490,5475,2.59
2026-07-29,2.625,2.6778,2.6136,2.6765,2765,5601,2.6736
2026-07-30,2.6709,2.6709,2.6134,2.6136,1542,5459,2.6174
2026-07-31,2.6006,2.642,2.6006,2.632,1026,5676,2.6263
2026-08-03,2.5607,2.5797,2.5554,2.5555,1213,5598,2.5607
2026-08-04,2.5834,2.5865,2.4982,2.5047,2104,5527,2.5176
2026-08-05,2.4869,2.5196,2.4862,2.5085,1344,5819,2.5199
2026-08-06,2.5109,2.5719,2.5052,2.567,759,5586,2.563
2026-08-07,2.5634,2.5921,2.5507,2.5917,936,5646,2.5908
2026-08-10,2.5946,2.6822,2.5946,2.6752,1636,5593,2.6807
2026-08-11,2.6802,2.684,2.645,2.684,2724,5727,2.6815
2026-08-12,2.6925,2.6925,2.666,2.6899,1173,6039,2.6868
2026-08-13,2.6857,2.6857,2.6472,2.6619,1299,6058,2.6643
2026-08-14,2.6582,2.6871,2.6541,2.6808,500,6329,2.6857
2026-08-17,2.6829,2.726,2.6736,2.7231,1216,6365,2.7224
2026-08-18,2.7406,2.7561,2.7365,2.7561,1432,6532,2.747
2026-08-19,2.7652,2.7692,2.7326,2.7326,5010,6670,2.7385
2026-08-20,2.7288,2.7805,2.7271,2.7805,1322,7150,2.7783
2026-08-21,2.7748,2.7974,2.7631,2.7632,2521,7299,2.7749
2026-08-24,2.727,2.7408,2.7019,2.7158,1418,7837,2.7172
2026-08-25,2.7238,2.7262,2.6523,2.657,2305,7856,2.6817
2026-08-26,2.6444,2.7058,2.635,2.6738,2430,7887,2.6854
2026-08-27,2.6626,2.7249,2.6399,2.7205,2716,8393,2.7205
2026-08-28,2.7219,2.7573,2.7131,2.7521,1937,8660,2.7505
2026-08-31,2.7641,2.8069,2.7641,2.8069,1806,8784,2.7945
2026-09-01,2.821,2.877,2.8067,2.877,4988,8707,2.861
2026-09-02,2.8747,2.8912,2.8372,2.8406,3169,9301,2.8463
2026-09-03,2.8457,2.8457,2.8196,2.8404,2036,9487,2.8362
2026-09-04,2.8294,2.8572,2.7905,2.8451,2183,9957,2.8547
2026-09-08,2.8467,2.9272,2.8462,2.9272,4807,10003,2.9117
2026-09-09,2.9298,2.9417,2.91,2.9354,3534,10675,2.9306
2026-09-10,2.9245,3.0122,2.9071,3.0007,5983,10313,3.0018
2026-09-11,2.9834,2.9976,2.913,2.933,3523,10483,2.9321
2026-09-14,2.9704,2.9704,2.9485,2.9526,706,10302,None
