ticker,dir,in_choppy,maxdev_adr,fwd20,fake15
AAOI,up,True,0.1247366431993411,7.111756168359951,False
AAOI,dn,True,3.2903714935557233,13.74807987711215,True
AAOI,up,True,0.43479336710346284,-1.6260162601625994,False
AAOI,up,True,0.0,17.477592829705515,False
AAOI,dn,True,1.8312449352719404,6.224783861671468,True
AAOI,dn,True,0.1918952001880679,0.5841741901221553,False
AAOI,dn,False,0.0,1.410039481105474,False
AAOI,dn,True,0.0,-5.460122699386504,False
AAOI,up,False,0.3827327572008574,7.16454159077109,False
AAOI,dn,True,0.0,-21.245733788395903,False
AAOI,up,True,0.0,1.3039117352056095,False
AAOI,dn,True,0.7006545930410911,16.964285714285698,False
AAOI,dn,False,7.52598601382951,33.89610389610389,True
AAOI,dn,True,0.0,4.767233661593551,False
AAOI,dn,False,0.9542097653732302,28.039376538146037,False
AAOI,dn,True,0.5687992078878075,-10.684500393391028,False
AAOI,dn,True,0.09487888693319868,-34.42705704189804,False
AAOI,dn,False,2.2490465349694113,16.472765732416693,True
AAOI,dn,False,0.36296456591995996,-4.540991654393722,False
AAOI,dn,False,0.0,-12.900703674745884,False
AAOI,dn,False,0.0,6.14218504966022,False
AAOI,dn,False,0.0,-36.38344226579521,False
AAOI,up,True,0.023861171366593853,-11.837121212121216,False
AAOI,up,True,0.0,4.392236976506658,False
AAOI,up,True,1.2493088988973458,-8.296557811120909,False
AAOI,up,False,0.06927990467085378,-9.599999999999998,False
AAOI,up,False,4.407589312399131,-52.07843137254902,True
AAOI,up,False,0.0,28.854961832061065,False
AAOI,up,True,2.666048094023039,-22.96983758700696,True
AAOI,up,True,2.5890798799019157,-29.58904109589041,True
AAOI,up,True,3.1951113051069413,-33.19672131147541,True
AAOI,dn,True,1.249933506875673,-4.502870957993355,False
AAOI,dn,True,0.0,-3.417721518987349,False
AAOI,dn,True,0.4400770736956278,-13.050847457627125,False
AAOI,dn,True,1.5248708856929873,55.618156691825234,True
AAOI,dn,False,2.500396898981205,28.374355623321,True
AAOI,dn,False,1.5058443504268137,-5.245880941859737,True
AAOI,dn,True,0.0,-41.27914723517655,False
AAPL,dn,False,0.558841271573532,-3.2049365169633197,False
AAPL,dn,False,1.525262995314459,11.272628143258178,True
AAPL,up,False,1.011346060509398,5.128100462898955,False
AAPL,up,False,0.0,6.39202301695414,False
AAPL,dn,False,0.31416703451113903,-1.930900702249838,False
AAPL,dn,False,0.0,-11.718816920728658,False
AAPL,up,False,0.0,3.929321191530377,False
AAPL,up,False,2.465004382974462,-20.3571152422927,True
AAPL,up,False,2.653814630419893,-15.89969180746299,True
AAPL,up,True,0.6820339954383421,3.365173541191946,False
AAPL,up,True,0.0,-6.511655463824939,False
AAPL,up,True,0.4129704154877763,8.522639160435741,False
AAPL,up,True,0.27024359927054153,-6.28275948416176,False
AAPL,up,True,1.1614319383862572,-5.583844009158357,False
AAPL,up,True,0.7310842177913264,6.521899610989568,False
AAPL,up,False,0.7323741548623942,43.72692333385182,False
AAPL,up,True,6.597499350103299,-25.98443252373833,True
AAPL,up,True,0.08935151997913442,-2.56392883056894,False
AAPL,up,True,0.0,31.002626018047263,False
AAPL,dn,True,1.2276445363709232,26.653401833021185,False
AAPL,dn,True,1.1898249797738327,2.1017555188519,False
AAPL,dn,True,0.4430131087507885,-4.655480434940607,False
AAPL,dn,True,0.3131323425100229,-12.37628711386586,False
AAPL,dn,True,0.0,11.676008046356625,False
AAPL,dn,True,1.5612199332731136,10.882452430774167,True
AAPL,dn,True,4.215011781172325,19.8855362864824,True
AAPL,dn,True,1.9339515179662923,13.68428030279192,True
AAPL,dn,True,0.27725480634698335,-16.84976768687513,False
AAPL,dn,True,0.0,-4.531211196999763,False
AAPL,dn,True,0.0,2.095648265675676,False
AAPL,dn,False,0.35227702286478757,20.1018896559376,False
AAPL,dn,False,0.03428181172666279,-7.304339794508452,False
