"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2025/26","Est.","Annual","1123.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2025/26","Est.","Annual","4241.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2025/26","Est.","Annual","1195.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2025/26","Est.","Annual","1040.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2025/26","Est.","Annual","42.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2025/26","Est.","Annual","5310.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Beginning Stocks","","Sugar","Mexico","2026/27","Proj.","Annual","1195.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Domestic","","Sugar","Mexico","2026/27","Proj.","Annual","4226.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Ending Stocks","","Sugar","Mexico","2026/27","Proj.","Annual","1082.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Exports","","Sugar","Mexico","2026/27","Proj.","Annual","1292.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Imports","","Sugar","Mexico","2026/27","Proj.","Annual","28.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Mexico Sugar Supply and Use and High Fructose Corn Syrup Consumption","Production","","Sugar","Mexico","2026/27","Proj.","Annual","5377.00","1000 Metric Tons, Actual Weight","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","above_final","Coarse Grain","Foreign","","","Annual","20.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","average","Coarse Grain","Foreign","","","Annual","12.50","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","below_final","Coarse Grain","Foreign","","","Annual","25.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","confidence_interval","Coarse Grain","Foreign","","","Annual","3.30","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","largest","Coarse Grain","Foreign","","","Annual","40.60","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","root_mean_square_error","Coarse Grain","Foreign","","","Annual","1.90","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","smallest","Coarse Grain","Foreign","","","Annual","1.00","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","above_final","Coarse Grain","Foreign","","","Annual","13.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","average","Coarse Grain","Foreign","","","Annual","14.80","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","below_final","Coarse Grain","Foreign","","","Annual","32.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","confidence_interval","Coarse Grain","Foreign","","","Annual","25.90","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","largest","Coarse Grain","Foreign","","","Annual","155.20","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","root_mean_square_error","Coarse Grain","Foreign","","","Annual","15.40","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","smallest","Coarse Grain","Foreign","","","Annual",".20","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","above_final","Coarse Grain","Foreign","","","Annual","14.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","average","Coarse Grain","Foreign","","","Annual","7.40","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","below_final","Coarse Grain","Foreign","","","Annual","31.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","confidence_interval","Coarse Grain","Foreign","","","Annual","22.30","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","largest","Coarse Grain","Foreign","","","Annual","19.70","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","root_mean_square_error","Coarse Grain","Foreign","","","Annual","13.20","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","smallest","Coarse Grain","Foreign","","","Annual",".20","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","above_final","Coarse Grain","Foreign","","","Annual","22.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","average","Coarse Grain","Foreign","","","Annual","14.50","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","below_final","Coarse Grain","Foreign","","","Annual","23.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","confidence_interval","Coarse Grain","Foreign","","","Annual","4.20","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","largest","Coarse Grain","Foreign","","","Annual","53.00","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","root_mean_square_error","Coarse Grain","Foreign","","","Annual","2.50","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","smallest","Coarse Grain","Foreign","","","Annual","1.10","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","above_final","Cotton","Foreign","","","Annual","26.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","average","Cotton","Foreign","","","Annual","3.50","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","below_final","Cotton","Foreign","","","Annual","19.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","confidence_interval","Cotton","Foreign","","","Annual","8.90","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","largest","Cotton","Foreign","","","Annual","21.00","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","root_mean_square_error","Cotton","Foreign","","","Annual","5.30","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","smallest","Cotton","Foreign","","","Annual",".10","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","above_final","Cotton","Foreign","","","Annual","17.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","average","Cotton","Foreign","","","Annual","5.40","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","below_final","Cotton","Foreign","","","Annual","28.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","confidence_interval","Cotton","Foreign","","","Annual","25.50","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","largest","Cotton","Foreign","","","Annual","19.50","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","root_mean_square_error","Cotton","Foreign","","","Annual","15.10","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","smallest","Cotton","Foreign","","","Annual",".30","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","above_final","Cotton","Foreign","","","Annual","25.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","average","Cotton","Foreign","","","Annual","2.00","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","below_final","Cotton","Foreign","","","Annual","20.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","confidence_interval","Cotton","Foreign","","","Annual","22.80","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","largest","Cotton","Foreign","","","Annual","9.80","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","root_mean_square_error","Cotton","Foreign","","","Annual","13.60","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","smallest","Cotton","Foreign","","","Annual",".00","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","above_final","Cotton","Foreign","","","Annual","20.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","average","Cotton","Foreign","","","Annual","3.00","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","below_final","Cotton","Foreign","","","Annual","24.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","confidence_interval","Cotton","Foreign","","","Annual","9.20","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","largest","Cotton","Foreign","","","Annual","12.10","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","root_mean_square_error","Cotton","Foreign","","","Annual","5.50","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","smallest","Cotton","Foreign","","","Annual",".00","Million 480-Pounds Bales","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","above_final","Oilseed, Soybean","Foreign","","","Annual","21.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","average","Oilseed, Soybean","Foreign","","","Annual","5.00","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","below_final","Oilseed, Soybean","Foreign","","","Annual","24.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","confidence_interval","Oilseed, Soybean","Foreign","","","Annual","6.70","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","largest","Oilseed, Soybean","Foreign","","","Annual","16.10","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","root_mean_square_error","Oilseed, Soybean","Foreign","","","Annual","4.00","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","smallest","Oilseed, Soybean","Foreign","","","Annual",".10","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","above_final","Oilseed, Soybean","Foreign","","","Annual","18.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","average","Oilseed, Soybean","Foreign","","","Annual","4.30","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","below_final","Oilseed, Soybean","Foreign","","","Annual","27.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","confidence_interval","Oilseed, Soybean","Foreign","","","Annual","29.90","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","largest","Oilseed, Soybean","Foreign","","","Annual","21.80","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","root_mean_square_error","Oilseed, Soybean","Foreign","","","Annual","17.80","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Ending Stocks","smallest","Oilseed, Soybean","Foreign","","","Annual",".00","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","above_final","Oilseed, Soybean","Foreign","","","Annual","17.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","average","Oilseed, Soybean","Foreign","","","Annual","3.30","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","below_final","Oilseed, Soybean","Foreign","","","Annual","28.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","confidence_interval","Oilseed, Soybean","Foreign","","","Annual","31.10","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","largest","Oilseed, Soybean","Foreign","","","Annual","19.50","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","root_mean_square_error","Oilseed, Soybean","Foreign","","","Annual","18.50","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Exports","smallest","Oilseed, Soybean","Foreign","","","Annual",".00","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","above_final","Oilseed, Soybean","Foreign","","","Annual","22.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","average","Oilseed, Soybean","Foreign","","","Annual","7.10","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","below_final","Oilseed, Soybean","Foreign","","","Annual","23.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","confidence_interval","Oilseed, Soybean","Foreign","","","Annual","12.30","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","largest","Oilseed, Soybean","Foreign","","","Annual","34.10","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","root_mean_square_error","Oilseed, Soybean","Foreign","","","Annual","7.30","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Production","smallest","Oilseed, Soybean","Foreign","","","Annual",".80","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","above_final","RICE, milled","Foreign","","","Annual","17.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","average","RICE, milled","Foreign","","","Annual","4.60","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","below_final","RICE, milled","Foreign","","","Annual","28.00","Years","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","confidence_interval","RICE, milled","Foreign","","","Annual","3.20","Percent","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","largest","RICE, milled","Foreign","","","Annual","22.90","Million Metric Tons","2026-07-10","12:00:00.0000000","2026","7"
"673","July 2026","Reliability of July Projections","Domestic Use","root_mean_square_error","RICE, milled","Foreign","","","Annual","1.90","Percent","2026-07-10","12:00:00.0000000","2026","7"
