time,open,high,low,close,EMA,EMA,Histogram,MACD,Signal line
2018-10-23,87.112,88.817,85.7,88.435,91.8298191287595,89.93542661044677,-0.35445860223533376,-2.201506886697942,-1.8470482844626082
2018-10-24,88.685,88.885495,82.828,83.21,91.00888397363954,88.71262177218372,-0.6094188402078267,-2.6088218347223915,-1.9994029945145648
2018-10-25,85.167,89.7405,84.600505,89.1085,90.82789502376912,88.78459963178669,-0.34261956987072884,-2.427677456852976,-2.085057886982247
2018-10-26,82.4795,84.923,80.15,82.1405,90.00052406912444,87.57658151691638,-0.5831066787079817,-2.813941235367224,-2.2308345566592425
2018-10-29,83,83.286915,74.75,76.944,88.75704558635069,85.64338487747703,-1.0145623210859216,-3.4990374580166446,-2.484475136930723
2018-10-30,74.308,77.0495,73.818,76.521,87.59170791146015,83.98476944520849,-1.2361497119035474,-4.029662276810157,-2.7935125649066097
2018-10-31,78.4995,81.1955,78.2545,79.9005,86.85921191989252,83.24217500062512,-1.0690956693769156,-4.129882151627754,-3.0607864822508386
2018-11-01,81.1765,83.522325,79.922,83.2765,86.51800126085513,83.24841590960237,-0.6649926311558447,-3.8920272711956443,-3.2270346400397996
2018-11-02,83.9295,84.872,82.5915,83.2765,86.2092868550594,83.25352210785648,-0.3474284041756994,-3.661320145259424,-3.3138917410837245
2018-11-05,82.8785,82.9045,79.818,81.39,85.75030715457756,82.91469990642803,-0.2203524322556616,-3.5893322814033013,-3.3689798491476397
2018-11-06,80.9175,83.25,80.7275,82.1405,85.40651599699873,82.77393628707748,-0.05054293341467764,-3.4321585159159866,-3.381615582501309
2018-11-07,83.65,87.9615,83.20375,87.7745,85.63203828299885,83.68312968942702,0.44891817651082233,-2.820467861862781,-3.2693860383736033
2018-11-08,87.75,89.2,86.2555,87.7455,85.83332035128467,84.42174247316757,0.7663933476179574,-2.3113943538511563,-3.0777877014691137
2018-11-09,86.625,87.19603,85.0935,85.6215,85.81314698449566,84.63988020531892,0.8177159136923202,-2.0556428093537136,-2.873358723046034
2018-11-12,84.912,85.4275,81.5005,81.8425,85.43499012882941,84.13126562253366,0.5920467958523505,-2.1333002282305955,-2.725347024082946
2018-11-13,82.4645,83.85319,80.6875,81.5585,85.06580059275042,83.66349005480026,0.4262879454494706,-2.192487092271108,-2.6187750377205785
2018-11-14,82.816,83.64976,79.8535,79.9505,84.57862910772657,82.9884009539275,0.2213028595115789,-2.3421464633311047,-2.5634493228426836
2018-11-15,79.0505,81.241,77.3255,80.972,84.23514062127641,82.62178259866795,0.16978133903222448,-2.351222649052403,-2.5210039880846273
2018-11-16,79.375,80.724,78.656,79.6705,83.80041294305961,82.0851857625465,0.06851325247445006,-2.435362422491565,-2.503875674966015
2018-11-19,78.8505,79.0595,75.168,75.6145,83.02080218657774,80.90869744208351,-0.23456828806215224,-2.797086035043705,-2.5625177469815528
2018-11-20,71.875,76.7375,71,74.773,82.23529721642748,79.79311608897741,-0.44257804768428954,-3.1157403065869147,-2.673162258902625
2018-11-21,77.1495,77.5,75.75,75.8365,81.62588795772011,79.07373134552698,-0.457513067088823,-3.2450535927636537,-2.7875405256748307
