time,open,high,low,close,EMA,EMA,Histogram,MACD,Signal line
2018-10-23,5.51075,5.60475,5.41775,5.5265,6.231618963970743,5.975369454442108,-0.09488317617364586,-0.275204963985872,-0.18032178781222616
2018-10-24,5.48775,5.53475,4.97125,4.98525,6.112917157878291,5.7953477354526335,-0.12700233974934616,-0.33907471249890886,-0.2120723727495627
2018-10-25,4.88675,5.24375,4.8420375,5.196,6.025591714270835,5.686375419915791,-0.12509334072503658,-0.3684390486558584,-0.24334570793082183
2018-10-26,4.95775,5.12105,4.828,4.95725,5.923844884340279,5.553807161749283,-0.13035714836017243,-0.40629214338103736,-0.27593499502086494
2018-10-29,5.09975,5.10325,4.40025,4.6405,5.801621562022158,5.387751314158504,-0.14452146222295303,-0.4565868227995562,-0.31206536057660317
2018-10-30,4.66375,5.085,4.6405,5.075,5.732419508496238,5.3308874388569585,-0.11524951063054345,-0.4561272488647825,-0.34087773823423906
2018-10-31,5.24125,5.31475,5.10025,5.27075,5.688450983877549,5.319953359064784,-0.07526082371236231,-0.434953767874692,-0.35969294416232966
2018-11-01,5.3075,5.46225,5.17975,5.45275,5.666003271127306,5.344098202871187,-0.03135732599262786,-0.3988896016531145,-0.36753227566048663
2018-11-02,5.44325,5.55,5.25527,5.373,5.6380981976866105,5.349353075076426,-0.00393439841792792,-0.3724502736828965,-0.3685158752649686
2018-11-05,5.35975,5.38325,5.132,5.29425,5.605350750287886,5.339334334153439,0.011794056847518553,-0.3537733042055704,-0.36556736105308896
2018-11-06,5.28625,5.37125,5.23912,5.2765,5.574031631212849,5.327909909761905,0.023234128265677445,-0.33652470072099216,-0.3597588289866696
2018-11-07,5.34375,5.43525,5.2795,5.34475,5.552195285383053,5.3309717443506495,0.036821980130816334,-0.3137313538231492,-0.35055333395396554
2018-11-08,5.285,5.28575,5.09575,5.14975,5.51386716296562,5.298022336286895,0.03415979678203063,-0.30785358797642726,-0.3420133847584579
2018-11-09,5.06,5.233,5.026,5.14175,5.4784274331593705,5.269609184234732,0.03330800827406738,-0.3003783744158737,-0.33368638268994105
2018-11-12,5.0495,5.07175,4.7165,4.7385,5.407958153810859,5.173043878010236,0.008335745027950592,-0.3232667014050028,-0.3316024464329534
2018-11-13,4.83725,5.10525,4.8309225,4.98275,5.367462139162206,5.138444991099284,0.010857261284148767,-0.3180308698277674,-0.32888813111191617
2018-11-14,5.1575,5.172,4.820755,4.92975,5.325775268765805,5.100500447263051,0.01148461737615214,-0.31453235939172597,-0.3260169767678781
2018-11-15,4.92375,5.1325,4.8875,5.05975,5.300439528883348,5.093091275033405,0.022544320242752658,-0.2978365764644373,-0.32038089670718994
2018-11-16,4.083,4.2665,4.04025,4.11075,5.187135764227791,4.914483770481877,-0.029347594265371035,-0.35706538953890377,-0.32771779527353273
2018-11-19,4.04475,4.0455,3.61575,3.6175,5.037646643825144,4.678668539485172,-0.08882431367400112,-0.43874818736603416,-0.34992387369203304
2018-11-20,3.3515,3.8565,3.33275,3.727,4.912823153937035,4.505637895942414,-0.11126862849588826,-0.48900965931189333,-0.3777410308160051
2018-11-21,3.8655,3.8825,3.59025,3.61775,4.789482853562079,4.344203733043793,-0.12303169173771034,-0.531530645488143,-0.40849895375043266
2018-11-23,3.58275,3.73975,3.56973,3.625,4.678579724651405,4.2134394179449215,-0.11976814225972099,-0.5582091315750839,-0.4384409893153629
2018-11-26,3.74725,3.83675,3.664,3.82625,4.5974054651607945,4.143041341954936,-0.09460368109577288,-0.556695590685079,-0.4620919095893061
2018-11-27,3.8,3.92525,3.76375,3.84325,4.52558113514548,4.0885338252358565,-0.06857409904757789,-0.5478095333987785,-0.4792354343512006
2018-11-28,3.962,4.007,3.828125,4.00175,4.475692455607816,4.072754947920246,-0.034180296019081735,-0.5219608043750528,-0.48778050835597103
2018-11-29,4,4.0375,3.9035,3.934,4.4241026979308815,4.047526775571111,-0.010707783939995219,-0.501165238280965,-0.4904574543409698
2018-11-30,3.94375,4.0964975,3.893,4.08575,4.391878631461274,4.0544764527399995,0.01872138909643256,-0.4670557179704291,-0.48577710706686167
2018-12-03,4.315,4.367,4.1835,4.251,4.378461618941152,4.090208006787273,0.051160224570089896,-0.4218268263542493,-0.4729870509243392
2018-12-04,4.206,4.211,3.9125,3.92775,4.335536702851519,4.060670187371405,0.05249342751901548,-0.40737026652556985,-0.4598636940445853
2018-12-06,3.786,3.9623,3.77025,3.95725,4.29950939781804,4.041866516940241,0.056652371688121816,-0.38904822943443307,-0.4457006011225549
2018-12-07,3.9615,3.97175,3.6404,3.69025,4.241484693263941,3.977936241132924,0.04331335744804865,-0.39155890431249407,-0.4348722617605427
2018-12-10,3.645,3.8214975,3.64125,3.7965,4.199105198667375,3.9449478336542105,0.04342743815395539,-0.38058796406809847,-0.42401540222205386
2018-12-11,3.889,3.89725,3.625,3.70475,4.1520237511752445,3.901275500262536,0.03923280049121314,-0.3749744016080374,-0.41420720209925055
2018-12-12,3.7105,3.8195,3.6205,3.7225,4.111116727253792,3.8687708638511658,0.039456046166073566,-0.3648871443916586,-0.40434319055773216
2018-12-13,3.76975,3.8345,3.686,3.72225,4.074081800848669,3.8421307067873176,0.04119798636208005,-0.3528457076051321,-0.39404369396721217
2018-12-14,3.68025,3.76475,3.6375,3.66125,4.034764486482129,3.80924330555326,0.03982967785710628,-0.3442565966458293,-0.3840862745029356
2018-12-17,3.631,3.70375,3.531,3.5895,3.9923583449124025,3.7692899772708492,0.03580683493615039,-0.3393277308327476,-0.375134565768898
2018-12-18,3.63375,3.75825,3.60625,3.6735,3.9619908834921738,3.7518736177670586,0.040189055463286716,-0.3248982464397896,-0.3650873019030763
2018-12-19,3.6395,3.6936125,3.41075,3.46275,3.9144441326833954,3.699305687263957,0.030707828288174033,-0.32670251654285876,-0.3574103448310328
2018-12-20,3.45425,3.545,3.3172,3.3775,3.863306596237358,3.640795562306874,0.020973409725302927,-0.33119358267440413,-0.35216699239970706
2018-12-21,3.40425,3.4375,3.2115,3.23925,3.8038726346909426,3.567787278251079,0.008160451186561501,-0.34196642841650515,-0.35012687960306665
2018-12-24,3.16225,3.2494975,3.1125,3.177,3.744170479006091,3.496735045841792,-0.0010788569776153945,-0.3514754508250859,-0.3503965938474705
