date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nr_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
2023-02-28,912670,313678,89879,155810,352835,616828,90347,50153,223799,-263993,40194,-4198,5341,-13166,-26915
2023-03-07,929179,329833,89124,170223,331184,620772,97939,49060,240709,-289588,48879,16155,-755,-21651,3944
2023-03-14,932452,324347,93204,166480,342602,622034,99023,50734,231143,-279432,48289,-5486,4080,11418,1262
2023-03-21,929418,302634,91978,171694,353905,612427,101185,53319,210656,-258522,47866,-21713,-1226,11303,-9607
2023-03-28,953477,314608,91779,175133,357720,632877,106016,53688,222829,-275157,52328,11974,-199,3815,20450
2023-04-04,1005892,328123,81472,181361,388632,692651,107776,50408,246651,-304019,57368,13515,-10307,30912,59774
2023-04-11,992086,341373,81585,155768,386564,703872,108381,50861,259788,-317308,57520,13250,113,-2068,11221
2023-04-18,961060,340696,71524,128904,385588,711786,105872,48846,269172,-326198,57026,-677,-10061,-976,7914
2023-04-25,959708,354581,75053,124206,379027,714667,101894,45782,279528,-335640,56112,13885,3529,-6561,2881
2023-05-02,940050,341209,73862,137099,365773,688165,95969,40924,267347,-322392,55045,-13372,-1191,-13254,-26502
2023-05-09,955975,346478,69868,146351,368007,699363,95139,40393,276610,-331356,54746,5269,-3994,2234,11198
2023-05-16,963347,340486,69657,152199,379303,702686,91359,38805,270829,-323383,52554,-5992,-211,11296,3323
2023-05-23,983887,350244,76434,155209,386150,709473,92284,42771,273810,-323323,49513,9758,6777,6847,6787
2023-05-30,962437,332464,82077,153648,386730,680462,89595,46250,250387,-293732,43345,-17780,5643,580,-29011
2023-06-06,1021535,316809,82941,175504,436281,714676,92941,48414,233868,-278395,44527,-15655,864,49551,34214
2023-06-13,1001738,330679,79419,159102,420558,718946,91399,44271,251260,-298388,47128,13870,-3522,-15723,4270
2023-06-20,967113,342320,81319,136612,395116,705878,93065,43304,261001,-310762,49761,11641,1900,-25442,-13068
2023-06-27,891033,302773,82599,128662,384718,633086,74880,46686,220174,-248368,28194,-39547,1280,-10398,-72792
2023-07-03,863843,280634,81266,134450,374262,603975,74497,44152,199368,-229713,30345,-22139,-1333,-10456,-29111
2023-07-11,877695,278769,82465,136879,385649,611679,76398,46672,196304,-226030,29726,-1865,1199,11387,7704
2023-07-18,881020,280498,84192,136365,386226,612455,77931,48008,196306,-226229,29923,1729,1727,577,776
2023-07-25,911185,303615,83801,132192,397188,648585,78190,46607,219814,-251397,31583,23117,-391,10962,36130
2023-08-01,919658,296713,85112,132655,407517,654046,82773,47845,211601,-246529,34928,-6902,1311,10329,5461
2023-08-08,912260,284974,85751,135755,414856,645625,76675,45129,199223,-230769,31546,-11739,639,7339,-8421
2023-08-15,929306,274489,83056,140420,429317,657810,85080,48020,191433,-228493,37060,-10485,-2695,14461,12185
2023-08-22,944221,266200,80917,143943,454345,670571,79733,48790,185283,-216226,30943,-8289,-2139,25028,12761
2023-08-29,944052,288327,79897,139785,424930,683831,91010,40539,208430,-258901,50471,22127,-1020,-29415,13260
2023-09-05,966992,317572,82151,135493,415119,704924,98808,44424,235421,-289805,54384,29245,2254,-9811,21093
2023-09-12,996532,328566,84131,122559,446542,744267,98865,45575,244435,-297725,53290,10994,1980,31423,39343
2023-09-19,956532,329115,84806,113370,414505,709119,99542,49237,244309,-294614,50305,549,675,-32037,-35148
2023-09-26,903444,324664,85424,108289,381053,662107,89438,47624,239240,-281054,41814,-4451,618,-33452,-47012
2023-10-03,820468,305051,87669,109393,320294,575423,85730,47983,217382,-255129,37747,-19613,2245,-60759,-86684
2023-10-10,821749,311308,89628,103255,319387,582430,87799,46436,221680,-263043,41363,6257,1959,-907,7007
2023-10-17,842662,318662,90703,108981,321577,599276,93442,43702,227959,-277699,49740,7354,1075,2190,16846
2023-10-24,857661,320884,96189,116090,328055,599751,92632,45631,224695,-271696,47001,2222,5486,6478,475
2023-10-31,865859,310643,97054,132348,336357,594944,86511,41513,213589,-258587,44998,-10241,865,8302,-4807
2023-11-07,879489,328025,95942,132324,325418,609358,93722,41865,232083,-283940,51857,17382,-1112,-10939,14414
2023-11-14,860384,312037,85771,125322,331517,609042,91508,40249,226266,-277525,51259,-15988,-10171,6099,-316
2023-11-21,871894,304939,82802,130799,347460,614860,88696,43433,222137,-267400,45263,-7098,-2969,15943,5818
2023-11-28,875946,290604,85528,134208,361766,611371,89368,44839,205076,-249605,44529,-14335,2726,14306,-3489
2023-12-05,853428,249241,83772,114765,413191,602012,76231,52879,165469,-188821,23352,-41363,-1756,51425,-9359
2023-12-12,781527,200473,93081,98894,408051,537682,74109,51870,107392,-129631,22239,-48768,9309,-5140,-64330
2023-12-19,774617,188054,95207,96441,414854,529819,75268,53150,92847,-114965,22118,-12419,2126,6803,-7863
2023-12-26,792894,183582,105039,98772,435814,534838,74726,54245,78543,-99024,20481,-4472,9832,20960,5019
2024-01-02,826270,179642,104817,102408,469798,561985,74422,57060,74825,-92187,17362,-3940,-222,33984,27147
2024-01-09,811145,173488,104530,100712,463071,544664,73874,61239,68958,-81593,12635,-6154,-287,-6727,-17321
2024-01-16,801086,167220,107005,94718,463362,544930,75786,54433,60215,-81568,21353,-6268,2475,291,266
2024-01-23,819120,171000,103445,106001,469513,561029,72606,48645,67555,-91516,23961,3780,-3560,6151,16099
2024-01-30,851084,178443,104759,120005,478435,574435,74201,51885,73684,-96000,22316,7443,1314,8922,13406
2024-02-06,881004,183705,103181,130594,491357,591639,75348,55590,80524,-100282,19758,5262,-1578,12922,17204
2024-02-13,884135,184125,91970,131853,493076,605214,75081,55098,92155,-112138,19983,420,-11211,1719,13575
2024-02-20,848563,184174,92484,131952,461062,558755,71375,65372,91690,-97693,6003,49,514,-32014,-46459
2024-02-27,822162,187869,84615,137056,431227,542179,66010,58312,103254,-110952,7698,3695,-7869,-29835,-16576
2024-03-05,842380,182546,100769,159038,439249,519810,61547,62763,81777,-80561,-1216,-5323,16154,8022,-22369
2024-03-12,819781,177558,92595,142998,429842,519310,69383,64878,84963,-89468,4505,-4988,-8174,-9407,-500
2024-03-19,834490,179189,87866,146503,439456,537329,69342,62792,91323,-97873,6550,1631,-4729,9614,18019
2024-03-26,839231,184549,84124,143978,434384,552390,76320,58739,100425,-118006,17581,5360,-3742,-5072,15061
2024-04-02,845531,196650,79189,138872,433097,566127,76912,61343,117461,-133030,15569,12101,-4935,-1287,13737
2024-04-09,834056,197840,92146,122779,439653,551855,73784,67276,105694,-112202,6508,1190,12957,6556,-14272
2024-04-16,811191,186059,123495,106172,448732,499011,70228,82513,62564,-50279,-12285,-11781,31349,9079,-52844
2024-04-23,827078,197297,152196,111639,451980,491130,66162,72113,45101,-39150,-5951,11238,28701,3248,-7881
2024-04-30,833374,199571,159266,110101,460096,489916,63606,74091,40305,-29820,-10485,2274,7070,8116,-1214
2024-05-07,825438,200063,171502,121171,438212,463388,65992,69377,28561,-25176,-3385,492,12236,-21884,-26528
2024-05-14,829891,209791,183900,119954,439623,451082,60523,74955,25891,-11459,-14432,9728,12398,1411,-12306
2024-05-21,858459,203079,194658,123828,470669,464046,60883,75927,8421,6623,-15044,-6712,10758,31046,12964
2024-05-28,875017,203331,198226,139830,468232,459949,63624,77012,5105,8283,-13388,252,3568,-2437,-4097
2024-06-04,881990,193811,197851,149736,469221,456880,69222,77523,-4040,12341,-8301,-9520,-375,989,-3069
2024-06-11,858042,194930,183860,137458,453702,457665,71952,79059,11070,-3963,-7107,1119,-13991,-15519,785
2024-06-18,829375,177819,159295,119571,460148,472817,71837,77692,18524,-12669,-5855,-17111,-24565,6446,15152
2024-06-25,808974,180313,143126,110813,445248,488534,72600,66501,37187,-43286,6099,2494,-16169,-14900,15717
2024-07-02,775139,181116,116258,114105,408533,488219,71385,56557,64858,-79686,14828,803,-26868,-36715,-315
2024-07-09,778762,175342,107323,114501,417731,498520,71188,58418,68019,-80789,12770,-5774,-8935,9198,10301
2024-07-16,769545,177958,110369,101354,424395,500723,65838,57099,67589,-76328,8739,2616,3046,6664,2203
2024-07-23,787803,177323,142078,112616,437247,468627,60617,64482,35245,-31380,-3865,-635,31709,12852,-32096
2024-07-30,794156,185165,148686,109541,440185,474735,59265,61194,36479,-34550,-1929,7842,6608,2938,6108
2024-08-06,803315,186989,161174,112531,443364,463638,60431,65972,25815,-20274,-5541,1824,12488,3179,-11097
2024-08-13,808191,188878,154316,122335,436150,469173,60828,62367,34562,-33023,-1539,1889,-6858,-7214,5535
2024-08-20,822948,188316,169012,126211,446314,459608,62107,68117,19304,-13294,-6010,-562,14696,10164,-9565
2024-08-27,831103,188930,141015,125144,453498,506491,63531,58453,47915,-52993,5078,614,-27997,7184,46883
2024-09-03,831823,185306,112504,124906,455449,534340,66162,60073,72802,-78891,6089,-3624,-28511,1951,27849
2024-09-10,819876,176409,113006,124429,452228,517446,66810,64995,63403,-65218,1815,-8897,502,-3221,-16894
2024-09-17,756272,174439,102189,104541,409670,488728,67622,60814,72250,-79058,6808,-1970,-10817,-42558,-28718
2024-09-24,810059,197713,82330,103720,431724,572287,76902,51722,115383,-140563,25180,23274,-19859,22054,83559
2024-10-01,791833,230838,101377,106741,381600,538494,72654,45221,129461,-156894,27433,33125,19047,-50124,-33793
2024-10-08,799899,230158,127072,106600,382030,521697,81111,44530,103086,-139667,36581,-680,25695,430,-16797
2024-10-15,813905,233674,128201,113693,382060,527392,84478,44619,105473,-145332,39859,3516,1129,30,5695
2024-10-22,824496,226981,133430,114524,399369,529112,83622,47430,93551,-129743,36192,-6693,5229,17309,1720
2024-10-29,850281,222539,139696,123809,420265,537745,83668,49031,82843,-117480,34637,-4442,6266,20896,8633
2024-11-05,863169,216399,138178,132130,430632,544192,84008,48669,78221,-113560,35339,-6140,-1518,10367,6447
2024-11-12,854106,213319,145197,133278,431903,524967,75606,50664,68122,-93064,24942,-3080,7019,1271,-19225
2024-11-19,879396,220130,148392,136320,445189,546343,77757,48341,71738,-101154,29416,6811,3195,13286,21376
2024-11-26,877135,224726,148632,133592,447137,546272,71680,48639,76094,-99135,23041,4596,240,1948,-71
2024-12-03,890137,228964,140649,138504,449489,557837,73180,53147,88315,-108348,20033,4238,-7983,2352,11565
2024-12-10,930326,237266,139939,150715,469791,585717,72554,53955,97327,-115926,18599,8302,-710,20302,27880
2024-12-17,945162,221468,153285,150003,505126,585124,68565,56750,68183,-79998,11815,-15798,13346,35335,-593
2024-12-24,958813,225306,165212,154850,511583,578821,67074,59930,60094,-67238,7144,3838,11927,6457,-6303
2024-12-31,966547,228766,183647,159737,515124,564751,62920,58412,45119,-49627,4508,3460,18435,3541,-14070
2025-01-07,959156,232677,182850,165856,497621,551478,63002,58972,49827,-53857,4030,3911,-797,-17503,-13273
2025-01-14,987977,228583,214421,159511,534962,544875,64921,69170,14162,-9913,-4249,-4094,31571,37341,-6603
2025-01-21,992164,231219,262686,153409,538361,503473,69175,72596,-31467,34888,-3421,2636,48265,3399,-41402
2025-01-28,1002229,230941,260375,160377,541544,515798,69367,65679,-29434,25746,3688,-278,-2311,3183,12325
2025-02-04,1013425,227314,260423,166736,544960,515215,74415,71051,-33109,29745,3364,-3627,48,3416,-583
2025-02-11,1011895,231941,258467,163823,538044,518747,78087,70858,-26526,19297,7229,4627,-1956,-6916,3532
2025-02-18,988298,205612,226319,169634,538441,526385,74611,65960,-20707,12056,8651,-26329,-32148,397,7638
2025-02-25,965822,206226,172735,188554,494532,545144,76510,59389,33491,-50612,17121,614,-53584,-43909,18759
2025-03-04,904274,191009,165000,189564,464615,491017,59086,58693,26009,-26402,393,-15217,-7735,-29917,-54127
2025-03-11,881296,184219,175480,172463,461219,482189,63395,51164,8739,-20970,12231,-6790,10480,-3396,-8828
2025-03-18,899339,189131,157329,183336,453803,508197,73069,50477,31802,-54394,22592,4912,-18151,-7416,26008
2025-03-25,898876,211369,159327,162929,450055,522818,74523,53802,52042,-72763,20721,22238,1998,-3748,14621
2025-04-01,894479,212886,159813,168539,441582,513165,71472,52962,53073,-71583,18510,1517,486,-8473,-9653
2025-04-08,873824,196237,151410,149812,457838,511941,69937,60661,44827,-54103,9276,-16649,-8403,16256,-1224
2025-04-15,854643,188422,158608,123737,474484,510218,68000,62080,29814,-35734,5920,-7815,7198,16646,-1723
2025-04-22,830293,193078,159843,116437,463598,496100,57180,57913,33235,-32502,-733,4656,1235,-10886,-14118
2025-04-29,814178,196828,158063,116063,444878,479590,56409,60462,38765,-34712,-4053,3750,-1780,-18720,-16510
2025-05-06,797126,196150,173710,115651,424216,442218,61109,65547,22440,-18002,-4438,-678,15647,-20662,-37372
2025-05-13,788002,200858,171928,115388,406500,437782,65256,62904,28930,-31282,2352,4708,-1782,-17716,-4436
2025-05-20,805373,202598,174167,117804,422726,444398,62245,69004,28431,-21672,-6759,1740,2239,16226,6616
2025-05-27,824628,209622,190119,124500,428417,441042,62089,68967,19503,-12625,-6878,7024,15952,5691,-3356
2025-06-03,878105,214220,218064,156670,445078,434371,62137,69000,-3844,10707,-6863,4598,27945,16661,-6671
2025-06-10,903273,217346,236861,149480,464706,438338,71741,78594,-19515,26368,-6853,3126,18797,19628,3967
2025-06-17,877614,199061,246202,131045,477295,426069,70213,74298,-47141,51226,-4085,-18285,9341,12589,-12269
2025-06-24,860131,201571,248791,127348,458220,406813,72992,77179,-47220,51407,-4187,2510,2589,-19075,-19256
2025-07-01,840169,197850,264765,133106,446478,370349,62735,71949,-66915,76129,-9214,-3721,15974,-11742,-36464
2025-07-08,850532,201975,262426,143418,445016,370623,60123,74065,-60451,74393,-13942,4125,-2339,-1462,274
2025-07-15,866727,204179,256278,151553,448590,383191,62405,75705,-52099,65399,-13300,2204,-6148,3574,12568
2025-07-22,866505,198761,258490,145051,460209,388178,62484,74786,-59729,72031,-12302,-5418,2212,11619,4987
2025-07-29,872591,199477,261625,148637,459566,392619,64911,69710,-62148,66947,-4799,716,3135,-643,4441
2025-08-05,888761,195681,272653,154778,475643,386114,62659,75216,-76972,89529,-12557,-3796,11028,16077,-6505
2025-08-12,898919,198447,266959,157975,470364,406356,72133,67629,-68512,64008,4504,2766,-5694,-5279,20242
2025-08-19,901121,193091,263384,156099,482317,409888,69614,71750,-70293,72429,-2136,-5356,-3575,11953,3532
2025-08-26,915782,190535,265273,162217,491865,416063,71165,72229,-74738,75802,-1064,-2556,1889,9548,6175
2025-09-02,940447,184300,270105,180388,505407,416832,70352,73122,-85805,88575,-2770,-6235,4832,13542,769
2025-09-09,954758,170080,309690,177791,528585,388501,78302,78776,-139610,140084,-474,-14220,39585,23178,-28331
2025-09-16,918579,175246,281590,153801,514370,401972,75162,81216,-106344,112398,-6054,5166,-28100,-14215,13471
2025-09-23,898935,173035,298663,135597,514582,386452,75721,78223,-125628,128130,-2502,-2211,17073,212,-15520
2025-09-30,859715,181603,286810,131353,481780,374707,64979,66845,-105207,107073,-1866,8568,-11853,-32802,-11745
2025-10-07,834349,177486,292293,130840,456150,346766,69873,64450,-114807,109384,5423,-4117,5483,-25630,-27941
2025-10-14,867493,173974,314725,140641,488323,341830,64555,70297,-140751,146493,-5742,-3512,22432,32173,-4936
2025-10-21,880454,165348,305749,150137,499911,345391,65058,79177,-140401,154520,-14119,-8626,-8976,11588,3561
2025-10-28,898257,164391,331810,149383,514201,336986,70282,80078,-167419,177215,-9796,-957,26061,14290,-8405
2025-11-04,929991,165775,361303,169211,523661,319765,71344,79712,-195528,203896,-8368,1384,29493,9460,-17221
2025-11-10,938758,158486,359113,182267,518267,310061,79738,87317,-200627,208206,-7579,-7289,-2190,-5394,-9704
2025-11-18,941444,150467,338867,200293,510657,316270,80027,86014,-188400,194387,-5987,-8019,-20246,-7610,6209
2025-11-25,946665,148893,343497,198779,516283,318649,82710,85740,-194604,197634,-3030,-1574,4630,5626,2379
2025-12-02,951437,149636,334531,196064,523340,334939,82397,85903,-184895,188401,-3506,743,-8966,7057,16290
2025-12-09,941986,154913,337475,191302,514533,326504,81238,86705,-182562,188029,-5467,5277,2944,-8807,-8435
2025-12-16,942193,159080,316729,194217,511885,345914,77011,85333,-157649,165971,-8322,4167,-20746,-2648,19410
2025-12-23,938797,161284,310825,195813,508199,354215,73501,77944,-149541,153984,-4443,2204,-5904,-3686,8301
2025-12-30,923101,155133,292955,193304,498962,353800,75702,83042,-137822,145162,-7340,-6151,-17870,-9237,-415
2026-01-06,943170,146552,300650,204568,517536,357320,74514,80632,-154098,160216,-6118,-8581,7695,18574,3520
2026-01-13,970010,143494,309205,211228,545372,369099,69916,80478,-165711,176273,-10562,-3058,8555,27836,11779
2026-01-20,985716,143656,322004,208183,564457,374227,69420,81302,-178348,190230,-11882,162,12799,19085,5128
2026-01-27,1006304,153423,321176,210720,565901,389148,76260,85260,-167753,176753,-9000,9767,-828,1444,14921
2026-02-03,1059582,154357,364646,220154,606374,370340,78697,104442,-210289,236034,-25745,934,43470,40473,-18808
2026-02-10,1095771,167418,402819,216835,625829,367420,85689,108697,-235401,258409,-23008,13061,38173,19455,-2920
2026-02-17,1099675,171981,425573,219405,625812,359988,82477,94709,-253592,265824,-12232,4563,22754,-17,-7432
2026-02-24,1054389,183446,429569,212749,582265,322526,75929,89545,-246123,259739,-13616,11465,3996,-43547,-37462
2026-03-03,1048631,193313,438347,222206,557892,306573,75220,81505,-245034,251319,-6285,9867,8778,-24373,-15953
2026-03-10,1035892,198364,407119,223402,531749,325085,82377,80286,-208755,206664,2091,5051,-31228,-26143,18512
2026-03-17,1005609,192309,400064,197127,531142,331074,85031,77344,-207755,200068,7687,-6055,-7055,-607,5989
2026-03-24,940662,205205,301009,162889,482040,405711,90528,71053,-95804,76329,19475,12896,-99055,-49102,74637
