datetime,open,high,low,close,volume
2026-03-10 00:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 01:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 02:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 03:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 04:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 05:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 06:00,2.4542,2.4542,2.4542,2.4542,0
2026-03-10 07:00,2.3902,2.3902,2.3855,2.3855,8
2026-03-10 08:00,2.3688,2.3688,2.3657,2.3657,6
2026-03-10 09:00,2.4252,2.4282,2.4193,2.4282,6
2026-03-10 10:00,2.4105,2.4279,2.4097,2.4187,57
2026-03-10 11:00,2.4298,2.4298,2.4121,2.4137,49
2026-03-10 12:00,2.4155,2.42,2.4155,2.42,4
2026-03-10 13:00,2.4193,2.4341,2.3947,2.3947,15
2026-03-10 14:00,2.3643,2.393,2.3629,2.3763,31
2026-03-10 15:00,2.3763,2.3763,2.3763,2.3763,0
2026-03-10 16:00,2.4362,2.4388,2.4362,2.4388,2
2026-03-10 17:00,2.4279,2.4279,2.4279,2.4279,1
2026-03-10 19:00,2.4683,2.4683,2.4143,2.4143,0
2026-03-10 20:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-10 21:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-10 22:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-10 23:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 00:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 01:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 02:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 03:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 04:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 05:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 06:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 07:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 08:00,2.4143,2.4143,2.4143,2.4143,0
2026-03-11 09:00,2.4683,2.4683,2.4683,2.4683,1
2026-03-11 10:00,2.446,2.4577,2.4427,2.4465,14
2026-03-11 11:00,2.4247,2.4247,2.4242,2.4242,2
2026-03-11 12:00,2.477,2.4832,2.477,2.4832,2
