datetime,open,high,low,close,volume
2026-03-10 00:00,3.2244,3.27,3.2182,3.2381,167
2026-03-10 01:00,3.2444,3.2658,3.2261,3.2537,100
2026-03-10 02:00,3.2461,3.2485,3.1953,3.242,153
2026-03-10 03:00,3.2391,3.29,3.2221,3.2861,138
2026-03-10 04:00,3.2867,3.2939,3.1474,3.1634,345
2026-03-10 05:00,3.1615,3.2466,3.1541,3.2454,307
2026-03-10 06:00,3.2456,3.2514,3.1693,3.2339,249
2026-03-10 07:00,3.2407,3.3347,3.2381,3.3075,371
2026-03-10 08:00,3.3029,3.3158,3.2451,3.274,434
2026-03-10 09:00,3.2692,3.3204,3.2636,3.2852,751
2026-03-10 10:00,3.2819,3.298,3.1868,3.1961,1481
2026-03-10 11:00,3.197,3.232,3.136,3.167,1351
2026-03-10 12:00,3.1609,3.1856,3.1257,3.1492,1109
2026-03-10 13:00,3.1492,3.1845,3.1181,3.1215,980
2026-03-10 14:00,3.1172,3.1251,2.9378,3.0409,4101
2026-03-10 15:00,3.035,3.2229,3.0107,3.1496,1978
2026-03-10 16:00,3.1511,3.225,3.143,3.1989,547
2026-03-10 17:00,3.1896,3.1966,3.1574,3.1721,298
2026-03-10 19:00,3.2204,3.2205,3.1912,3.1986,17
2026-03-10 20:00,3.1937,3.1965,3.1427,3.1662,50
2026-03-10 21:00,3.176,3.1943,3.0534,3.1253,478
2026-03-10 22:00,3.1198,3.1553,3.111,3.1224,212
2026-03-10 23:00,3.1212,3.2,3.1212,3.1765,126
2026-03-11 00:00,3.1829,3.1875,3.1328,3.1332,120
2026-03-11 01:00,3.1474,3.1647,3.1408,3.1539,19
2026-03-11 02:00,3.1553,3.1929,3.1553,3.1859,45
2026-03-11 03:00,3.1872,3.198,3.1613,3.1685,95
2026-03-11 04:00,3.1677,3.2142,3.1524,3.2079,204
2026-03-11 05:00,3.2046,3.2448,3.187,3.2292,249
2026-03-11 06:00,3.2315,3.3004,3.2315,3.275,217
2026-03-11 07:00,3.2758,3.2773,3.1949,3.1949,467
2026-03-11 08:00,3.1979,3.3106,3.195,3.2833,1237
2026-03-11 09:00,3.2844,3.4006,3.2787,3.3691,1355
2026-03-11 10:00,3.3714,3.39,3.2994,3.304,1965
2026-03-11 11:00,3.3059,3.3695,3.2646,3.3583,2628
2026-03-11 12:00,3.3598,3.4107,3.3569,3.4049,1928
2026-03-11 13:00,3.4095,3.448,3.4058,3.4271,1202
2026-03-11 14:00,3.427,3.4614,3.397,3.4614,912
2026-03-11 15:00,3.4588,3.4815,3.4362,3.4606,1670
2026-03-11 16:00,3.4589,3.4936,3.4589,3.4925,692
2026-03-11 17:00,3.4911,3.5352,3.4877,3.5334,586
2026-03-11 19:00,3.552,3.6665,3.5182,3.6254,244
2026-03-11 20:00,3.6234,3.6837,3.6212,3.6251,359
2026-03-11 21:00,3.6198,3.6761,3.605,3.6373,243
2026-03-11 22:00,3.641,3.6498,3.5882,3.6444,288
2026-03-11 23:00,3.6468,3.7051,3.6379,3.6719,223
2026-03-12 00:00,3.6733,3.7157,3.6733,3.6917,128
2026-03-12 01:00,3.6886,3.7209,3.6801,3.7074,140
2026-03-12 02:00,3.7054,3.7121,3.6219,3.6601,232
2026-03-12 03:00,3.6525,3.6738,3.6124,3.6368,171
2026-03-12 04:00,3.6367,3.6367,3.5863,3.6021,296
2026-03-12 05:00,3.6012,3.6887,3.5859,3.6697,318
2026-03-12 06:00,3.6643,3.6947,3.6269,3.6269,204
2026-03-12 07:00,3.6222,3.6343,3.5962,3.6127,356
2026-03-12 08:00,3.609,3.6514,3.5896,3.6495,567
