date,prev,L,S,OI,net,dL,dS,dNet,dOI,dLpct,net_prev
2019-04-23,2019-04-16,204782,308366,1041888,-103584,6089,10201,-4112,26852,0.5998802012933531,-99472
2019-04-30,2019-04-23,203029,324413,991118,-121384,-1753,16047,-17800,-50770,-0.16825224976197056,-103584
2019-05-07,2019-04-30,207326,322583,1008041,-115257,4297,-1830,6127,16923,0.43355079818951936,-121384
2019-05-14,2019-05-07,207595,311450,1054486,-103855,269,-11133,11402,46445,0.026685422517536493,-115257
2019-05-21,2019-05-14,205585,266669,1026747,-61084,-2010,-44781,42771,-27739,-0.19061419497271656,-103855
2019-05-28,2019-05-21,203414,243739,1014860,-40325,-2171,-22930,20759,-11887,-0.2114444941158825,-61084
2019-06-04,2019-05-28,186699,201795,1002284,-15096,-16715,-41944,25229,-12576,-1.6470252054470569,-40325
2019-06-11,2019-06-04,191717,190051,977515,1666,5018,-11744,16762,-24769,0.5006565005527376,-15096
2019-06-18,2019-06-11,201900,173144,982789,28756,10183,-16907,27090,5274,1.0417231449133773,1666
2019-06-25,2019-06-18,194639,163323,828374,31316,-7261,-9821,2560,-154415,-0.7388157580111295,28756
2019-07-02,2019-06-25,199735,163584,819522,36151,5096,261,4835,-8852,0.6151810655573449,31316
2019-07-09,2019-07-02,198361,173101,833953,25260,-1374,9517,-10891,14431,-0.16765870836902488,36151
2019-07-16,2019-07-09,194867,174058,859171,20809,-3494,957,-4451,25218,-0.4189684550568198,25260
2019-07-23,2019-07-16,189682,184879,891601,4803,-5185,10821,-16006,32430,-0.6034887117931123,20809
2019-07-30,2019-07-23,194460,181606,864015,12854,4778,-3273,8051,-27586,0.535889932828698,4803
2019-08-06,2019-07-30,191554,194834,901387,-3280,-2906,13228,-16134,37372,-0.33633675341284586,12854
2019-08-13,2019-08-06,187739,203364,911037,-15625,-3815,8530,-12345,9650,-0.4232366342092797,-3280
2019-08-20,2019-08-13,182697,209494,920096,-26797,-5042,6130,-11172,9059,-0.5534352611364851,-15625
2019-08-27,2019-08-20,188034,213302,818295,-25268,5337,3808,1529,-101801,0.5800481688867248,-26797
2019-09-03,2019-08-27,182365,235373,824530,-53008,-5669,22071,-27740,6235,-0.6927819429423374,-25268
2019-09-10,2019-09-03,191726,231676,854082,-39950,9361,-3697,13058,29552,1.1353134512995282,-53008
2019-09-17,2019-09-10,190203,223836,845054,-33633,-1523,-7840,6317,-9028,-0.17832011446207743,-39950
2019-09-24,2019-09-17,186693,216834,840225,-30141,-3510,-7002,3492,-4829,-0.41535807179186185,-33633
2019-10-01,2019-09-24,189517,210051,874620,-20534,2824,-6783,9607,34395,0.33610044928441785,-30141
2019-10-08,2019-10-01,179075,213250,900308,-34175,-10442,3199,-13641,25688,-1.1938899179072053,-20534
2019-10-15,2019-10-08,179955,196218,929914,-16263,880,-17032,17912,29606,0.0977443274968122,-34175
2019-10-22,2019-10-15,184530,177856,933223,6674,4575,-18362,22937,3309,0.4919809788862196,-16263
2019-10-29,2019-10-22,175490,179525,922527,-4035,-9040,1669,-10709,-10696,-0.9686859410880359,6674
2019-11-05,2019-10-29,170258,186959,930433,-16701,-5232,7434,-12666,7906,-0.5671378723874748,-4035
2019-11-12,2019-11-05,180654,189081,927979,-8427,10396,2122,8274,-2454,1.117329243481261,-16701
2019-11-19,2019-11-12,175440,192730,879463,-17290,-5214,3649,-8863,-48516,-0.561866162919635,-8427
2019-11-26,2019-11-19,180644,181928,776087,-1284,5204,-10802,16006,-103376,0.5917247229275138,-17290
2019-12-03,2019-11-26,189212,183099,796906,6113,8568,1171,7397,20819,1.103999938151264,-1284
2019-12-10,2019-12-03,190336,202530,822023,-12194,1124,19431,-18307,25117,0.14104549344590203,6113
2019-12-17,2019-12-10,210358,190482,884684,19876,20022,-12048,32070,62661,2.4356982712162556,-12194
2019-12-24,2019-12-17,190975,179193,875803,11782,-19383,-11289,-8094,-8881,-2.1909517974779695,19876
2019-12-31,2019-12-24,193404,160610,877049,32794,2429,-18583,21012,1246,0.2773454760945098,11782
2020-01-07,2019-12-31,199491,162521,909304,36970,6087,1911,4176,32255,0.6940319183990861,32794
2020-01-14,2020-01-07,213483,167456,984485,46027,13992,4935,9057,75181,1.538759314816607,36970
2020-01-21,2020-01-14,229891,170863,1032767,59028,16408,3407,13001,48282,1.6666582020040934,46027
2020-01-28,2020-01-21,236682,179033,1029156,57649,6791,8170,-1379,-3611,0.6575539303637703,59028
2020-02-04,2020-01-28,236573,176577,1050944,59996,-109,-2456,2347,21788,-0.010591202888580547,57649
2020-02-11,2020-02-04,233690,184152,1025248,49538,-2883,7575,-10458,-25696,-0.27432479751537664,59996
2020-02-18,2020-02-11,247938,181946,1035691,65992,14248,-2206,16454,10443,1.3897125378445019,49538
2020-02-25,2020-02-18,222270,185659,912298,36611,-25668,3713,-29381,-123393,-2.4783453752132636,65992
2020-03-03,2020-02-25,185379,183298,871787,2081,-36891,-2361,-34530,-40511,-4.043744478229701,36611
2020-03-10,2020-03-03,182591,194100,910062,-11509,-2788,10802,-13590,38275,-0.31980288763195597,2081
2020-03-17,2020-03-10,143509,171079,875861,-27570,-39082,-23021,-16061,-34201,-4.294432687003743,-11509
2020-03-24,2020-03-17,140154,131814,824857,8340,-3355,-39265,35910,-51004,-0.3830516486063428,-27570
2020-03-31,2020-03-24,166194,126732,824413,39462,26040,-5082,31122,-444,3.1569108342415713,8340
2020-04-07,2020-03-31,162069,135432,822876,26637,-4125,8700,-12825,-1537,-0.5003560108828948,39462
2020-04-14,2020-04-07,161849,134987,839341,26862,-220,-445,225,16465,-0.026735498422605593,26637
2020-04-21,2020-04-14,166375,142304,841470,24071,4526,7317,-2791,2129,0.5392325645953194,26862
2020-04-28,2020-04-21,162402,159010,764470,3392,-3973,16706,-20679,-77000,-0.4721499281020119,24071
2020-05-05,2020-04-28,153466,165001,778795,-11535,-8936,5991,-14927,14325,-1.168914411291483,3392
2020-05-12,2020-05-05,144329,169081,776146,-24752,-9137,4080,-13217,-2649,-1.1732227351228501,-11535
2020-05-19,2020-05-12,137217,204823,824495,-67606,-7112,35742,-42854,48349,-0.916322444488537,-24752
2020-05-26,2020-05-19,145639,208638,829810,-62999,8422,3815,4607,5315,1.0214737505988514,-67606
2020-06-02,2020-05-26,156181,210666,839606,-54485,10542,2028,8514,9796,1.2704112989720537,-62999
2020-06-09,2020-06-02,156365,208071,818608,-51706,184,-2595,2779,-20998,0.021915041102612415,-54485
2020-06-16,2020-06-09,151475,218147,861046,-66672,-4890,10076,-14966,42438,-0.5973555108183648,-51706
2020-06-23,2020-06-16,143625,240857,897720,-97232,-7850,22710,-30560,36674,-0.9116818381364062,-66672
2020-06-30,2020-06-23,148933,232310,798071,-83377,5308,-8547,13855,-99649,0.5912756761573765,-97232
2020-07-07,2020-06-30,158999,234826,818890,-75827,10066,2516,7550,20819,1.261291288619684,-83377
2020-07-14,2020-07-07,175069,205834,824272,-30765,16070,-28992,45062,5382,1.9624125340399807,-75827
2020-07-21,2020-07-14,187052,211823,838657,-24771,11983,5989,5994,14385,1.453767688335889,-30765
2020-07-28,2020-07-21,189344,212291,823022,-22947,2292,468,1824,-15635,0.2732940880479147,-24771
2020-08-04,2020-07-28,193264,224526,847760,-31262,3920,12235,-8315,24738,0.47629346481625034,-22947
2020-08-11,2020-08-04,174237,232719,873665,-58482,-19027,8193,-27220,25905,-2.244385203359441,-31262
2020-08-18,2020-08-11,179285,218258,880143,-38973,5048,-14461,19509,6478,0.5777958370771406,-58482
2020-08-25,2020-08-18,191853,206093,768987,-14240,12568,-12165,24733,-111156,1.4279497763431623,-38973
2020-09-01,2020-08-25,216870,168422,760700,48448,25017,-37671,62688,-8287,3.2532409520577072,-14240
2020-09-08,2020-09-01,207316,160508,765833,46808,-9554,-7914,-1640,5133,-1.2559484685158406,48448
2020-09-15,2020-09-08,201047,163311,766851,37736,-6269,2803,-9072,1018,-0.8185857752277585,46808
2020-09-22,2020-09-15,205577,158159,804006,47418,4530,-5152,9682,37155,0.5907275337712281,37736
2020-09-29,2020-09-22,198009,159991,767136,38018,-7568,1832,-9400,-36870,-0.9412865078121307,47418
2020-10-06,2020-09-29,216893,143279,848292,73614,18884,-16712,35596,81156,2.4616234930964,38018
2020-10-13,2020-10-06,222750,138340,868818,84410,5857,-4939,10796,20526,0.6904462142752732,73614
2020-10-20,2020-10-13,238047,134762,946993,103285,15297,-3578,18875,78175,1.7606679419625282,84410
2020-10-27,2020-10-20,249612,140391,933731,109221,11565,5629,5936,-13262,1.2212339478750107,103285
2020-11-03,2020-10-27,241817,133990,945777,107827,-7795,-6401,-1394,12046,-0.8348228772526562,109221
2020-11-10,2020-11-03,235264,139340,918258,95924,-6553,5350,-11903,-27519,-0.6928694607714081,107827
2020-11-17,2020-11-10,216911,139424,893992,77487,-18353,84,-18437,-24266,-1.998675753437487,95924
2020-11-24,2020-11-17,219048,130191,792867,88857,2137,-9233,11370,-101125,0.23904017038183784,77487
2020-12-01,2020-11-24,199884,135241,766270,64643,-19164,5050,-24214,-26597,-2.4170510312574494,88857
2020-12-08,2020-12-01,197485,132156,753586,65329,-2399,-3085,686,-12684,-0.31307502577420493,64643
2020-12-15,2020-12-08,203395,118489,769821,84906,5910,-13667,19577,16235,0.7842502381944463,65329
2020-12-21,2020-12-15,203699,123493,780156,80206,304,5004,-4700,10335,0.03948969955353257,84906
2020-12-29,2020-12-21,212621,116870,784509,95751,8922,-6623,15545,4353,1.143617430360082,80206
2021-01-05,2020-12-29,231443,123488,842712,107955,18822,6618,12204,58203,2.3992076572735304,95751
2021-01-12,2021-01-05,235885,129115,868826,106770,4442,5627,-1185,26114,0.5271077188885408,107955
2021-01-19,2021-01-12,242384,125242,900597,117142,6499,-3873,10372,31771,0.748020892560766,106770
2021-01-26,2021-01-19,235226,121982,904823,113244,-7158,-3260,-3898,4226,-0.7948061119457426,117142
2021-02-02,2021-01-26,227978,122241,903791,105737,-7248,259,-7507,-1032,-0.8010406455185158,113244
2021-02-09,2021-02-02,218936,117509,901567,101427,-9042,-4732,-4310,-2224,-1.0004525382527598,105737
2021-02-16,2021-02-09,220034,118642,907223,101392,1098,1133,-35,5656,0.12178795364071665,101427
2021-02-23,2021-02-16,220854,117636,846764,103218,820,-1006,1826,-60459,0.09038571552969887,101392
2021-03-02,2021-02-23,223571,113234,833991,110337,2717,-4402,7119,-12773,0.3208686245518232,103218
2021-03-09,2021-03-02,215532,112175,824217,103357,-8039,-1059,-6980,-9774,-0.9639192749082424,110337
2021-03-16,2021-03-09,208236,129127,832063,79109,-7296,16952,-24248,7846,-0.8852037752193901,103357
2021-03-23,2021-03-16,206886,141946,844032,64940,-1350,12819,-14169,11969,-0.16224732982959225,79109
2021-03-30,2021-03-23,188935,157778,839420,31157,-17951,15832,-33783,-4612,-2.1268150970579316,64940
2021-04-06,2021-03-30,187049,160569,831351,26480,-1886,2791,-4677,-8069,-0.22467894498582355,31157
2021-04-13,2021-04-06,189443,159117,850148,30326,2394,-1452,3846,18797,0.28796501116856776,26480
2021-04-20,2021-04-13,203688,144436,863851,59252,14245,-14681,28926,13703,1.6755906030479397,30326
2021-04-27,2021-04-20,219118,135771,870067,83347,15430,-8665,24095,6216,1.7861876643078496,59252
2021-05-04,2021-04-27,221995,136698,868143,85297,2877,927,1950,-1924,0.3306641902290283,83347
2021-05-11,2021-05-04,215074,134155,877993,80919,-6921,-2543,-4378,9850,-0.7972188913577603,85297
2021-05-18,2021-05-11,207540,134010,864450,73530,-7534,-145,-7389,-13543,-0.8580934016558218,80919
2021-05-25,2021-05-18,189040,132547,837695,56493,-18500,-1463,-17037,-26755,-2.1400890739776735,73530
2021-06-01,2021-05-25,176869,126826,836320,50043,-12171,-5721,-6450,-1375,-1.4529154405839835,56493
2021-06-08,2021-06-01,170838,120935,840742,49903,-6031,-5891,-140,4422,-0.7211354505452459,50043
2021-06-15,2021-06-08,170175,129598,843117,40577,-663,8663,-9326,2375,-0.07885891272233336,49903
2021-06-22,2021-06-15,167677,120106,802305,47571,-2498,-9492,6994,-40812,-0.2962815362517895,40577
2021-06-29,2021-06-22,163803,113139,693500,50664,-3874,-6967,3093,-108805,-0.4828587631885629,47571
2021-07-06,2021-06-29,159449,124555,691924,34894,-4354,11416,-15770,-1576,-0.627829848594088,50664
2021-07-13,2021-07-06,165059,137457,711596,27602,5610,12902,-7292,19672,0.8107826871159259,34894
2021-07-20,2021-07-13,173657,116058,748172,57599,8598,-21399,29997,36576,1.2082698609885385,27602
2021-07-27,2021-07-20,174344,109801,741147,64543,687,-6257,6944,-7025,0.09182380522125928,57599
2021-08-03,2021-07-27,194078,106900,800714,87178,19734,-2901,22635,59567,2.662629680751592,64543
2021-08-10,2021-08-03,205675,111541,815913,94134,11597,4641,6956,15199,1.4483323633656962,87178
2021-08-17,2021-08-10,224314,123723,836090,100591,18639,12182,6457,20177,2.2844347375271625,94134
2021-08-24,2021-08-17,223416,136648,838344,86768,-898,12925,-13823,2254,-0.10740470523508235,100591
2021-08-31,2021-08-24,217210,134889,770964,82321,-6206,-1759,-4447,-67380,-0.7402689110913897,86768
2021-09-07,2021-08-31,209955,138221,775647,71734,-7255,3332,-10587,4683,-0.9410296719431777,82321
2021-09-14,2021-09-07,186683,135378,755549,51305,-23272,-2843,-20429,-20098,-3.0003339147834,71734
2021-09-21,2021-09-14,181405,132654,752798,48751,-5278,-2724,-2554,-2751,-0.698564884607087,51305
2021-09-28,2021-09-21,189319,134814,753999,54505,7914,2160,5754,1201,1.0512780320882893,48751
2021-10-05,2021-09-28,202176,133207,796428,68969,12857,-1607,14464,42429,1.705174675297978,54505
2021-10-12,2021-10-05,199414,144985,812911,54429,-2762,11778,-14540,16483,-0.34679845510203056,68969
2021-10-19,2021-10-12,199151,152033,831521,47118,-263,7048,-7311,18610,-0.03235286519680506,54429
2021-10-26,2021-10-19,212518,146252,842398,66266,13367,-5781,19148,10877,1.6075360694438263,47118
2021-11-02,2021-10-26,220098,131428,878886,88670,7580,-14824,22404,36488,0.8998122027830076,66266
2021-11-09,2021-11-02,222504,137182,872661,85322,2406,5754,-3348,-6225,0.2737556406632942,88670
2021-11-16,2021-11-09,232324,133584,920770,98740,9820,-3598,13418,48109,1.1252937853301568,85322
2021-11-23,2021-11-16,242162,135652,954407,106510,9838,2068,7770,33637,1.0684535768975967,98740
2021-11-30,2021-11-23,226539,139864,780234,86675,-15623,4212,-19835,-174173,-1.636932671281749,106510
2021-12-07,2021-11-30,216854,138850,767830,78004,-9685,-1014,-8671,-12404,-1.2412942783831518,86675
2021-12-14,2021-12-07,206979,138040,762747,68939,-9875,-810,-9065,-5083,-1.286091973483714,78004
2021-12-21,2021-12-14,199714,129568,770981,70146,-7265,-8472,1207,8234,-0.9524783447198087,68939
2021-12-28,2021-12-21,201621,130294,755845,71327,1907,726,1181,-15136,0.24734721089105957,70146
2022-01-04,2021-12-28,191888,137086,763710,54802,-9733,6792,-16525,7865,-1.2876978745642296,71327
2022-01-11,2022-01-04,170288,138342,769557,31946,-21600,1256,-22856,5847,-2.828298699768237,54802
2022-01-18,2022-01-11,164982,137890,780576,27092,-5306,-452,-4854,11019,-0.6894875883137961,31946
2022-01-25,2022-01-18,173071,129287,812721,43784,8089,-8603,16692,32145,1.0362860246792112,27092
2022-02-01,2022-01-25,164393,135437,810200,28956,-8678,6150,-14828,-2521,-1.0677711047210543,43784
2022-02-08,2022-02-01,160146,137734,799120,22412,-4247,2297,-6544,-11080,-0.5241915576400888,28956
2022-02-15,2022-02-08,164351,142133,834134,22218,4205,4399,-194,35014,0.5262038242066273,22412
2022-02-22,2022-02-15,179560,132609,776811,46951,15209,-9524,24733,-57323,1.8233281463170186,22218
2022-03-01,2022-02-22,193377,126084,813498,67293,13817,-6525,20342,36687,1.7786823307084993,46951
2022-03-08,2022-03-01,200426,111269,802940,89157,7049,-14815,21864,-10558,0.8665048961398799,67293
2022-03-15,2022-03-08,196549,104934,791203,91615,-3877,-6335,2458,-11737,-0.48285052432311254,89157
2022-03-22,2022-03-15,200748,111699,795993,89049,4199,6765,-2566,4790,0.530710828952873,91615
2022-03-29,2022-03-22,199167,111331,744643,87836,-1581,-368,-1213,-51350,-0.19861983710912032,89049
2022-04-05,2022-03-29,199772,106711,759852,93061,605,-4620,5225,15209,0.08124698681112963,87836
2022-04-12,2022-04-05,207864,111317,773589,96547,8092,4606,3486,13737,1.0649442259808488,93061
2022-04-19,2022-04-12,211887,113090,773721,98797,4023,1773,2250,132,0.5200435890375897,96547
2022-04-26,2022-04-19,203936,112497,699988,91439,-7951,-593,-7358,-73733,-1.0276314071868284,98797
2022-05-03,2022-04-26,199210,112945,693099,86265,-4726,448,-5174,-6889,-0.6751544312188209,91439
2022-05-10,2022-05-03,198078,109217,698780,88861,-1132,-3728,2596,5681,-0.16332443128615104,86265
2022-05-17,2022-05-10,208787,112068,767049,96719,10709,2851,7858,68269,1.5325281204384784,88861
2022-05-24,2022-05-17,203151,109097,735740,94054,-5636,-2971,-2665,-31309,-0.7347640111648669,96719
2022-05-31,2022-05-24,195484,109586,736931,85898,-7667,489,-8156,1191,-1.0420800826378884,94054
2022-06-07,2022-05-31,184598,106117,740969,78481,-10886,-3469,-7417,4038,-1.4772074997523512,85898
2022-06-14,2022-06-07,176486,105986,742253,70500,-8112,-131,-7981,1284,-1.0947826427286431,78481
2022-06-21,2022-06-14,169097,107050,725180,62047,-7389,1064,-8453,-17073,-0.9954826723502632,70500
2022-06-28,2022-06-21,147698,106984,614377,40714,-21399,-66,-21333,-110803,-2.950853581179845,62047
2022-07-05,2022-06-28,135046,105076,623612,29970,-12652,-1908,-10744,9235,-2.059321882166813,40714
2022-07-12,2022-07-05,122157,107277,633989,14880,-12889,2201,-15090,10377,-2.0668300160997544,29970
2022-07-19,2022-07-12,123477,117614,653206,5863,1320,10337,-9017,19217,0.2082055051428337,14880
2022-07-26,2022-07-19,121831,123587,648801,-1756,-1646,5973,-7619,-4405,-0.2519878874352042,5863
2022-08-02,2022-07-26,127979,132176,671262,-4197,6148,8589,-2441,22461,0.9475941005023112,-1756
2022-08-09,2022-08-02,124828,136359,671570,-11531,-3151,4183,-7334,308,-0.4694143270436878,-4197
2022-08-16,2022-08-09,127236,136489,655037,-9253,2408,130,2278,-16533,0.3585627708206144,-11531
2022-08-23,2022-08-16,131583,142547,667079,-10964,4347,6058,-1711,12042,0.6636266348313148,-9253
2022-08-30,2022-08-23,137571,138868,568999,-1297,5988,-3679,9667,-98080,0.897644806687064,-10964
2022-09-06,2022-08-30,136291,136012,572215,279,-1280,-2856,1576,3216,-0.22495645862295016,-1297
2022-09-13,2022-09-06,138671,132119,589010,6552,2380,-3893,6273,16795,0.41592757966848126,279
2022-09-20,2022-09-13,142953,126259,617524,16694,4282,-5860,10142,28514,0.7269825639632603,6552
2022-09-27,2022-09-20,138909,108231,603320,30678,-4044,-18028,13984,-14204,-0.6548733328583181,16694
2022-10-04,2022-09-27,132399,99796,619000,32603,-6510,-8435,1925,15680,-1.0790293708148246,30678
2022-10-11,2022-10-04,132237,107331,644421,24906,-162,7535,-7697,25421,-0.026171243941841678,32603
2022-10-18,2022-10-11,129776,105668,637808,24108,-2461,-1663,-798,-6613,-0.3818932033561911,24906
2022-10-25,2022-10-18,128298,118114,645127,10184,-1478,12446,-13924,7319,-0.23173117928906506,24108
2022-11-01,2022-10-25,133325,126161,671933,7164,5027,8047,-3020,26806,0.7792264158840042,10184
2022-11-08,2022-11-01,130517,127055,668780,3462,-2808,894,-3702,-3153,-0.4178988083633339,7164
2022-11-15,2022-11-08,123420,130529,671333,-7109,-7097,3474,-10571,2553,-1.0611860402523998,3462
2022-11-22,2022-11-15,122700,140150,654049,-17450,-720,9621,-10341,-17284,-0.10724930846539645,-7109
2022-11-29,2022-11-22,126023,144819,567917,-18796,3323,4669,-1346,-86132,0.50806590943492,-17450
2022-12-06,2022-11-29,125785,165586,612601,-39801,-238,20767,-21005,44684,-0.04190753226263697,-18796
2022-12-13,2022-12-06,128001,169216,619361,-41215,2216,3630,-1414,6760,0.3617362687948599,-39801
2022-12-20,2022-12-13,121324,167220,620182,-45896,-6677,-1996,-4681,821,-1.0780465673492519,-41215
2022-12-27,2022-12-20,121512,162788,605571,-41276,188,-4432,4620,-14611,0.030313682112670153,-45896
2023-01-03,2022-12-27,120036,157298,608197,-37262,-1476,-5490,4014,2626,-0.243736902856973,-41276
2023-01-10,2023-01-03,118693,175767,629215,-57074,-1343,18469,-19812,21018,-0.2208166104074831,-37262
2023-01-17,2023-01-10,124142,179162,648003,-55020,5449,3395,2054,18788,0.8659996980364423,-57074
2023-01-24,2023-01-17,127236,190769,674474,-63533,3094,11607,-8513,26471,0.47746692530744456,-55020
2023-01-31,2023-01-24,139066,181333,678123,-42267,11830,-9436,21266,3649,1.7539593816811323,-63533
2023-02-07,2023-01-31,139709,184297,694732,-44588,643,2964,-2321,16609,0.09482055615279233,-42267
2023-02-14,2023-02-07,144520,169528,724755,-25008,4811,-14769,19580,30023,0.6924972507384142,-44588
2023-02-21,2023-02-14,142454,175607,698199,-33153,-2066,6079,-8145,-26556,-0.28506184848673,-25008
2023-02-28,2023-02-21,136982,206270,641685,-69288,-5472,30663,-36135,-56514,-0.7837307128769878,-33153
2023-03-07,2023-02-28,143225,231546,673752,-88321,6243,25276,-19033,32067,0.9729072675845625,-69288
2023-03-14,2023-03-07,146729,232394,707776,-85665,3504,848,2656,34024,0.5200726676878139,-88321
2023-03-21,2023-03-14,142571,215308,703763,-72737,-4158,-17086,12928,-4013,-0.587474003074419,-85665
2023-03-28,2023-03-21,145355,209691,698989,-64336,2784,-5617,8401,-4774,0.39558771916113805,-72737
2023-04-04,2023-03-28,142051,201319,707873,-59268,-3304,-8372,5068,8884,-0.4726826888549033,-64336
2023-04-11,2023-04-04,152547,220198,726055,-67651,10496,18879,-8383,18182,1.4827518495549343,-59268
2023-04-18,2023-04-11,151765,224491,710824,-72726,-782,4293,-5075,-15231,-0.1077053391272011,-67651
2023-04-25,2023-04-18,144679,239659,669030,-94980,-7086,15168,-22254,-41794,-0.9968712367618426,-72726
2023-05-02,2023-04-25,148724,270459,723242,-121735,4045,30800,-26755,54212,0.604606669357129,-94980
2023-05-09,2023-05-02,150794,251357,729085,-100563,2070,-19102,21172,5843,0.28621125432427874,-121735
2023-05-16,2023-05-09,157528,243721,745896,-86193,6734,-7636,14370,16811,0.9236234458259326,-100563
2023-05-23,2023-05-16,153165,247432,752787,-94267,-4363,3711,-8074,6891,-0.5849340926885249,-86193
2023-05-30,2023-05-23,143993,252822,742122,-108829,-9172,5390,-14562,-10665,-1.2184057376123658,-94267
2023-06-06,2023-05-30,140256,248562,764563,-108306,-3737,-4260,523,22441,-0.5035560190912006,-108829
2023-06-13,2023-06-06,136582,241207,730052,-104625,-3674,-7355,3681,-34511,-0.48053594013835355,-108306
2023-06-20,2023-06-13,130756,204496,705940,-73740,-5826,-36711,30885,-24112,-0.7980253461397271,-104625
2023-06-27,2023-06-20,128296,159421,582574,-31125,-2460,-45075,42615,-123366,-0.34847154149077825,-73740
2023-07-03,2023-06-27,126993,159205,567039,-32212,-1303,-216,-1087,-15535,-0.22366257333832268,-31125
2023-07-11,2023-07-03,125948,151920,581235,-25972,-1045,-7285,6240,14196,-0.18429067489185047,-32212
2023-07-18,2023-07-11,131956,158487,610198,-26531,6008,6567,-559,28963,1.0336610837268918,-25972
2023-07-25,2023-07-18,146599,141532,661638,5067,14643,-16955,31598,51440,2.3997128800815473,-26531
2023-08-01,2023-07-25,147522,159143,658436,-11621,923,17611,-16688,-3202,0.1395022655893404,5067
2023-08-08,2023-08-01,146474,177537,686175,-31063,-1048,18394,-19442,27739,-0.15916505172864182,-11621
2023-08-15,2023-08-08,142853,195762,727947,-52909,-3621,18225,-21846,41772,-0.5277079462236309,-31063
2023-08-22,2023-08-15,143424,211316,752371,-67892,571,15554,-14983,24424,0.07843977652219186,-52909
2023-08-29,2023-08-22,146150,222785,678695,-76635,2726,11469,-8743,-73676,0.3623212484266406,-67892
2023-09-05,2023-08-29,153296,232936,718120,-79640,7146,10151,-3005,39425,1.0529029976646358,-76635
2023-09-12,2023-09-05,154997,244382,746956,-89385,1701,11446,-9745,28836,0.23686848994597004,-79640
2023-09-19,2023-09-12,164209,261861,765925,-97652,9212,17479,-8267,18969,1.2332721070585149,-89385
2023-09-26,2023-09-19,165118,269838,772886,-104720,909,7977,-7068,6961,0.11868002741782813,-97652
2023-10-03,2023-09-26,162625,285288,812902,-122663,-2493,15450,-17943,40016,-0.3225572723532319,-104720
2023-10-10,2023-10-03,156619,290791,816375,-134172,-6006,5503,-11509,3473,-0.73883444744877,-122663
2023-10-17,2023-10-10,157672,294969,834366,-137297,1053,4178,-3125,17991,0.12898484152503445,-134172
2023-10-24,2023-10-17,162270,289214,846071,-126944,4598,-5755,10353,11705,0.5510771052511728,-137297
2023-10-31,2023-10-24,164591,305340,863177,-140749,2321,16126,-13805,17106,0.2743268590933858,-126944
2023-11-07,2023-10-31,178456,307681,853286,-129225,13865,2341,11524,-9891,1.6062754220744995,-140749
2023-11-14,2023-11-07,173266,301191,838340,-127925,-5190,-6490,1300,-14946,-0.6082368631385022,-129225
2023-11-21,2023-11-14,173914,328244,841298,-154330,648,27053,-26405,2958,0.07729560798721283,-127925
2023-11-28,2023-11-21,173425,339510,750801,-166085,-489,11266,-11755,-90497,-0.0581244695696412,-154330
2023-12-05,2023-11-28,178401,302472,750365,-124071,4976,-37038,42014,-436,0.662758840225306,-166085
2023-12-12,2023-12-05,163445,253561,684511,-90116,-14956,-48911,33955,-65854,-1.9931633271807718,-124071
2023-12-19,2023-12-12,150887,239277,685860,-88390,-12558,-14284,1726,1349,-1.834594330843478,-90116
2023-12-26,2023-12-19,155965,240540,688300,-84575,5078,1263,3815,2440,0.7403843349954802,-88390
2024-01-02,2023-12-26,154286,243767,697237,-89481,-1679,3227,-4906,8937,-0.24393433096033706,-84575
2024-01-09,2024-01-02,155116,246139,717101,-91023,830,2372,-1542,19864,0.11904130159472318,-89481
2024-01-16,2024-01-09,160594,269794,756977,-109200,5478,23655,-18177,39876,0.7639091285606908,-91023
2024-01-23,2024-01-16,163036,267730,778391,-104694,2442,-2064,4506,21414,0.3225989693213928,-109200
2024-01-30,2024-01-23,178136,265425,784470,-87289,15100,-2305,17405,6079,1.9398990995527954,-104694
2024-02-06,2024-01-30,185236,275736,811787,-90500,7100,10311,-3211,27317,0.9050696648692748,-87289
2024-02-13,2024-02-06,190045,276505,794089,-86460,4809,769,4040,-17698,0.5923967740306263,-90500
2024-02-20,2024-02-13,192588,295900,799516,-103312,2543,19395,-16852,5427,0.3202411820337519,-86460
2024-02-27,2024-02-20,200020,293954,746440,-93934,7432,-1946,9378,-53076,0.9295623852430721,-103312
2024-03-05,2024-02-27,210026,309281,795236,-99255,10006,15327,-5321,48796,1.3404962220674133,-93934
2024-03-12,2024-03-05,202798,306451,807321,-103653,-7228,-2830,-4398,12085,-0.9089125743804355,-99255
2024-03-19,2024-03-12,203103,315505,841853,-112402,305,9054,-8749,34532,0.037779272433146174,-103653
2024-03-26,2024-03-19,193943,319788,830356,-125845,-9160,4283,-13443,-11497,-1.0880759467507986,-112402
2024-04-02,2024-03-26,196287,324899,861557,-128612,2344,5111,-2767,31201,0.28228856056920165,-125845
2024-04-09,2024-04-02,190536,312359,827558,-121823,-5751,-12540,6789,-33999,-0.6675124222773421,-128612
2024-04-16,2024-04-09,185847,321861,811946,-136014,-4689,9502,-14191,-15612,-0.5666068118488372,-121823
2024-04-23,2024-04-16,187900,300359,804826,-112459,2053,-21502,23555,-7120,0.2528493274183259,-136014
2024-04-30,2024-04-23,178663,234119,730006,-55456,-9237,-66240,57003,-74820,-1.1477014907570084,-112459
