date,prev,L,S,OI,net,dL,dS,dNet,dOI,dLpct,net_prev
2014-04-29,2014-04-22,194368,112754,693692,81614,11343,-110,11453,-56283,1.5124504150138338,70161
2014-05-06,2014-04-29,199381,110573,723384,88808,5013,-2181,7194,29692,0.7226550111576896,81614
2014-05-13,2014-05-06,207281,116223,727869,91058,7900,5650,2250,4485,1.0920894020326688,88808
2014-05-20,2014-05-13,197152,124356,744374,72796,-10129,8133,-18262,16505,-1.391596564766462,91058
2014-05-27,2014-05-20,194243,128386,735935,65857,-2909,4030,-6939,-8439,-0.39079817403616995,72796
2014-06-03,2014-05-27,191754,140337,759940,51417,-2489,11951,-14440,24005,-0.3382092168465965,65857
2014-06-10,2014-06-03,176407,153433,777806,22974,-15347,13096,-28443,17866,-2.019501539595231,51417
2014-06-17,2014-06-10,168978,154415,790320,14563,-7429,982,-8411,12514,-0.9551224855555241,22974
2014-06-24,2014-06-17,172006,166198,671186,5808,3028,11783,-8755,-119134,0.38313594493369774,14563
2014-07-01,2014-06-24,174573,172341,663099,2232,2567,6143,-3576,-8087,0.3824573218154133,5808
2014-07-08,2014-07-01,173771,181136,691706,-7365,-802,8795,-9597,28607,-0.12094724920411583,2232
2014-07-15,2014-07-08,169654,187071,743773,-17417,-4117,5935,-10052,52067,-0.5951950684250246,-7365
2014-07-22,2014-07-15,174453,200635,774451,-26182,4799,13564,-8765,30678,0.6452237443413514,-17417
2014-07-29,2014-07-22,172605,215004,777895,-42399,-1848,14369,-16217,3444,-0.23862064869178296,-26182
2014-08-05,2014-07-29,177850,214009,777384,-36159,5245,-995,6240,-511,0.6742555229176175,-42399
2014-08-12,2014-08-05,172482,204168,766140,-31686,-5368,-9841,4473,-11244,-0.6905210295040803,-36159
2014-08-19,2014-08-12,172593,200479,758709,-27886,111,-3689,3800,-7431,0.014488213642415223,-31686
2014-08-26,2014-08-19,173482,203010,688292,-29528,889,2531,-1642,-70417,0.11717272366612232,-27886
2014-09-02,2014-08-26,174278,205497,670735,-31219,796,2487,-1691,-17557,0.11564859100498044,-29528
2014-09-09,2014-09-02,174155,212149,697525,-37994,-123,6652,-6775,26790,-0.018338091794822098,-31219
2014-09-16,2014-09-09,174243,220647,741380,-46404,88,8498,-8410,43855,0.012616035267553135,-37994
2014-09-23,2014-09-16,178530,235470,793221,-56940,4287,14823,-10536,51841,0.5782459737246756,-46404
2014-09-30,2014-09-23,186221,239843,790570,-53622,7691,4373,3318,-2651,0.96959107234932,-56940
2014-10-07,2014-09-30,183672,238328,792986,-54656,-2549,-1515,-1034,2416,-0.3224255916617124,-53622
2014-10-14,2014-10-07,185649,228442,787864,-42793,1977,-9886,11863,-5122,0.24931083272592452,-54656
2014-10-21,2014-10-14,183608,215108,783619,-31500,-2041,-13334,11293,-4245,-0.2590548622604917,-42793
2014-10-28,2014-10-21,189709,209200,783511,-19491,6101,-5908,12009,-108,0.7785671353042742,-31500
2014-11-04,2014-10-28,184849,195831,778354,-10982,-4860,-13369,8509,-5157,-0.6202848460327934,-19491
2014-11-11,2014-11-04,179271,197632,781540,-18361,-5578,1801,-7379,3186,-0.7166405003378925,-10982
2014-11-18,2014-11-11,175679,176874,770633,-1195,-3592,-20758,17166,-10907,-0.45960539447757,-18361
2014-11-25,2014-11-18,171535,173024,645561,-1489,-4144,-3850,-294,-125072,-0.5377397542020651,-1195
2014-12-02,2014-11-25,171470,159610,681927,11860,-65,-13414,13349,36366,-0.010068761898565743,-1489
2014-12-09,2014-12-02,180124,151980,677638,28144,8654,-7630,16284,-4289,1.2690507928267982,11860
2014-12-16,2014-12-09,183165,143042,705793,40123,3041,-8938,11979,28155,0.44876467966672473,28144
2014-12-23,2014-12-16,197760,143338,729563,54422,14595,296,14299,23770,2.0678867599990367,40123
2014-12-30,2014-12-23,192745,142983,688663,49762,-5015,-355,-4660,-40900,-0.6873977984080881,54422
2015-01-06,2014-12-30,187639,146649,695660,40990,-5106,3666,-8772,6997,-0.74143666786222,49762
2015-01-13,2015-01-06,177719,144835,706689,32884,-9920,-1814,-8106,11029,-1.4259839576804763,40990
2015-01-20,2015-01-13,172971,155789,743014,17182,-4748,10954,-15702,36325,-0.6718655589658251,32884
2015-01-27,2015-01-20,165575,170548,743335,-4973,-7396,14759,-22155,321,-0.9954052009787164,17182
2015-02-03,2015-01-27,169870,197369,813640,-27499,4295,26821,-22526,70305,0.5778013950641366,-4973
2015-02-10,2015-02-03,163891,191768,802627,-27877,-5979,-5601,-378,-11013,-0.7348458777837864,-27499
2015-02-17,2015-02-10,167461,196274,786407,-28813,3570,4506,-936,-16220,0.4447894227331002,-27877
2015-02-24,2015-02-17,175724,213733,733297,-38009,8263,17459,-9196,-53110,1.0507281852781067,-28813
2015-03-03,2015-02-24,174733,226925,758780,-52192,-991,13192,-14183,25483,-0.1351430593606683,-38009
2015-03-10,2015-03-03,173044,238934,791904,-65890,-1689,12009,-13698,33124,-0.22259416431640264,-52192
2015-03-17,2015-03-10,174495,235934,804188,-61439,1451,-3000,4451,12284,0.18322928031680608,-65890
2015-03-24,2015-03-17,157074,222446,800435,-65372,-17421,-13488,-3933,-3753,-2.1662845006391542,-61439
2015-03-31,2015-03-24,151282,219852,793692,-68570,-5792,-2594,-3198,-6743,-0.7236065389444489,-65372
2015-04-07,2015-03-31,153848,211843,803910,-57995,2566,-8009,10575,10218,0.3232992143047933,-68570
2015-04-14,2015-04-07,151558,227426,837894,-75868,-2290,15583,-17873,33984,-0.2848577577091963,-57995
2015-04-21,2015-04-14,157016,252238,838919,-95222,5458,24812,-19354,1025,0.6513950451966478,-75868
2015-04-28,2015-04-21,165065,273378,803135,-108313,8049,21140,-13091,-35784,0.9594490052078926,-95222
2015-05-05,2015-04-28,165231,283049,827619,-117818,166,9671,-9505,24484,0.020669003343149035,-108313
2015-05-12,2015-05-05,165548,277216,822188,-111668,317,-5833,6150,-5431,0.03830264892420305,-117818
2015-05-19,2015-05-12,169854,248618,808777,-78764,4306,-28598,32904,-13411,0.5237245009657159,-111668
2015-05-26,2015-05-19,163614,245374,808833,-81760,-6240,-3244,-2996,56,-0.771535293412152,-78764
2015-06-02,2015-05-26,153735,236792,827853,-83057,-9879,-8582,-1297,19020,-1.2213893350048775,-81760
2015-06-09,2015-06-02,161199,200717,844289,-39518,7464,-36075,43539,16436,0.9016093436878286,-83057
2015-06-16,2015-06-09,162524,215812,846146,-53288,1325,15095,-13770,1857,0.1569367834947512,-39518
2015-06-23,2015-06-16,153597,221581,823903,-67984,-8927,5769,-14696,-22243,-1.0550188738113753,-53288
2015-06-30,2015-06-23,182933,177210,765393,5723,29336,-44371,73707,-58510,3.560613324626807,-67984
2015-07-07,2015-06-30,195869,160822,781468,35047,12936,-16388,29324,16075,1.6901121384700408,5723
2015-07-14,2015-07-07,198057,161960,798157,36097,2188,1138,1050,16689,0.27998587274207004,35047
2015-07-21,2015-07-14,195897,171742,815187,24155,-2160,9782,-11942,17030,-0.27062344877010414,36097
2015-07-28,2015-07-21,178082,176104,766078,1978,-17815,4362,-22177,-49109,-2.185388137936449,24155
2015-08-04,2015-07-28,180387,203590,815878,-23203,2305,27486,-25181,49800,0.30088319988304063,1978
2015-08-11,2015-08-04,181382,208898,814394,-27516,995,5308,-4313,-1484,0.12195450790436806,-23203
2015-08-18,2015-08-11,183137,201160,813506,-18023,1755,-7738,9493,-888,0.21549765838156962,-27516
2015-08-25,2015-08-18,174267,200886,704392,-26619,-8870,-274,-8596,-109114,-1.0903422961846625,-18023
2015-09-01,2015-08-25,162398,211884,700685,-49486,-11869,10998,-22867,-3707,-1.6849992617746938,-26619
2015-09-08,2015-09-01,155288,227097,715524,-71809,-7110,15213,-22323,14839,-1.0147213084338897,-49486
2015-09-15,2015-09-08,161680,227898,731490,-66218,6392,801,5591,15966,0.8933313208222226,-71809
2015-09-22,2015-09-15,162447,224918,730217,-62471,767,-2980,3747,-1273,0.10485447511244173,-66218
2015-09-29,2015-09-22,159228,210116,705325,-50888,-3219,-14802,11583,-24892,-0.4408278634981108,-62471
2015-10-06,2015-09-29,167750,202985,724313,-35235,8522,-7131,15653,18988,1.2082373373976536,-50888
2015-10-13,2015-10-06,164815,201930,720538,-37115,-2935,-1055,-1880,-3775,-0.40521155909116635,-35235
2015-10-20,2015-10-13,154682,239282,755066,-84600,-10133,37352,-47485,34528,-1.4063102848149578,-37115
2015-10-27,2015-10-20,165004,235724,753311,-70720,10322,-3558,13880,-1755,1.3670328156743914,-84600
2015-11-03,2015-10-27,168244,227771,761950,-59527,3240,-7953,11193,8639,0.43010124636438335,-70720
2015-11-10,2015-11-03,158608,225059,778337,-66451,-9636,-2712,-6924,16387,-1.26464991141151,-59527
2015-11-17,2015-11-10,149002,235085,792076,-86083,-9606,10026,-19632,13739,-1.2341697747890696,-66451
2015-11-24,2015-11-17,148524,241480,702258,-92956,-478,6395,-6873,-89818,-0.06034774440836485,-86083
2015-12-01,2015-11-24,152359,271268,712679,-118909,3835,29788,-25953,10421,0.5460955944966095,-92956
2015-12-08,2015-12-01,146923,263797,693252,-116874,-5436,-7471,2035,-19427,-0.7627557427677819,-118909
2015-12-15,2015-12-08,149439,236043,672959,-86604,2516,-27754,30270,-20293,0.3629271895356955,-116874
2015-12-22,2015-12-15,140080,242753,702682,-102673,-9359,6710,-16069,29723,-1.3907236547843183,-86604
2015-12-29,2015-12-22,139875,258522,707182,-118647,-205,15769,-15974,4500,-0.029173936432127193,-102673
2016-01-05,2015-12-29,143597,285993,779992,-142396,3722,27471,-23749,72810,0.5263143009861676,-118647
2016-01-12,2016-01-05,149944,271135,803435,-121191,6347,-14858,21205,23443,0.8137262946286629,-142396
2016-01-19,2016-01-12,147203,264514,800417,-117311,-2741,-6621,3880,-3018,-0.3411601436332746,-121191
2016-01-26,2016-01-19,148274,246440,792755,-98166,1071,-18074,19145,-7662,0.13380525401134657,-117311
2016-02-02,2016-01-26,153265,255980,809956,-102715,4991,9540,-4549,17201,0.6295766031119324,-98166
2016-02-09,2016-02-02,154720,295105,862672,-140385,1455,39125,-37670,52716,0.17963938781859756,-102715
2016-02-16,2016-02-09,162361,299804,879022,-137443,7641,4699,2942,16350,0.88573640966671,-140385
2016-02-23,2016-02-16,166941,321181,821347,-154240,4580,21377,-16797,-57675,0.521033603254526,-137443
2016-03-01,2016-02-23,164669,335059,825547,-170390,-2272,13878,-16150,4200,-0.27661877379475425,-154240
2016-03-08,2016-03-01,159807,312587,825487,-152780,-4862,-22472,17610,-60,-0.5889428463794308,-170390
2016-03-15,2016-03-08,149597,263010,808494,-113413,-10210,-49577,39367,-16993,-1.2368456438441793,-152780
2016-03-22,2016-03-15,146449,271602,821859,-125153,-3148,8592,-11740,13365,-0.3893659074773591,-113413
2016-03-29,2016-03-22,149581,265834,822946,-116253,3132,-5768,8900,1087,0.3810872667939391,-125153
2016-04-05,2016-03-29,152057,265110,845863,-113053,2476,-724,3200,22917,0.30087028796543147,-116253
2016-04-12,2016-04-05,148764,307156,889472,-158392,-3293,42046,-45339,43609,-0.3893065425488525,-113053
2016-04-19,2016-04-12,156560,284595,893347,-128035,7796,-22561,30357,3875,0.8764750323787596,-158392
2016-04-26,2016-04-19,163162,243486,779954,-80324,6602,-41109,47711,-113393,0.739018544865545,-128035
2016-05-03,2016-04-26,162485,243811,775979,-81326,-677,325,-1002,-3975,-0.08679999076868636,-80324
2016-05-10,2016-05-03,161709,258138,805213,-96429,-776,14327,-15103,29234,-0.1000027062588034,-81326
2016-05-17,2016-05-10,168061,260637,799150,-92576,6352,2499,3853,-6063,0.78885959367273,-96429
2016-05-24,2016-05-17,154641,265127,803024,-110486,-13420,4490,-17910,3874,-1.6792842395044736,-92576
2016-05-31,2016-05-24,157765,270282,806661,-112517,3124,5155,-2031,3637,0.3890294686086593,-110486
2016-06-07,2016-05-31,172875,237333,824715,-64458,15110,-32949,48059,18054,1.8731536543851754,-112517
2016-06-14,2016-06-07,182235,224866,829299,-42631,9360,-12467,21827,4584,1.1349375238718828,-64458
2016-06-21,2016-06-14,178511,239800,834284,-61289,-3724,14934,-18658,4985,-0.44905396003130355,-42631
2016-06-28,2016-06-21,177393,271849,751602,-94456,-1118,32049,-33167,-82682,-0.134007124672174,-61289
2016-07-05,2016-06-28,179346,294798,818335,-115452,1953,22949,-20996,66733,0.25984497114164146,-94456
2016-07-12,2016-07-05,186819,311356,845960,-124537,7473,16558,-9085,27625,0.9131956961391118,-115452
2016-07-19,2016-07-12,189181,318200,874995,-129019,2362,6844,-4482,29035,0.27920941888505363,-124537
2016-07-26,2016-07-19,188170,329501,881867,-141331,-1011,11301,-12312,6872,-0.11554351739152796,-129019
2016-08-02,2016-07-26,191328,330360,906649,-139032,3158,859,2299,24782,0.3581038864137109,-141331
2016-08-09,2016-08-02,187685,315735,872958,-128050,-3643,-14625,10982,-33691,-0.40180929996062426,-139032
2016-08-16,2016-08-09,190185,302432,859678,-112247,2500,-13303,15803,-13280,0.28638262092792555,-128050
2016-08-23,2016-08-16,203169,299412,867589,-96243,12984,-3020,16004,7911,1.5103329386118989,-112247
2016-08-30,2016-08-23,204379,322954,825969,-118575,1210,23542,-22332,-41620,0.13946695958570243,-96243
2016-09-06,2016-08-30,209568,339229,853125,-129661,5189,16275,-11086,27156,0.6282318101526813,-118575
2016-09-13,2016-09-06,210147,329836,862164,-119689,579,-9393,9972,9039,0.06786813186813186,-129661
2016-09-20,2016-09-13,216293,331503,862705,-115210,6146,1667,4479,541,0.7128574145986146,-119689
2016-09-27,2016-09-20,221746,334156,864583,-112410,5453,2653,2800,1878,0.632081650158513,-115210
2016-10-04,2016-09-27,228291,353973,888432,-125682,6545,19817,-13272,23849,0.7570123400529504,-112410
2016-10-11,2016-10-04,233856,340636,905478,-106780,5565,-13337,18902,17046,0.6263844616132692,-125682
2016-10-18,2016-10-11,244034,313196,916297,-69162,10178,-27440,37618,10819,1.1240471883358845,-106780
2016-10-25,2016-10-18,239205,328013,934993,-88808,-4829,14817,-19646,18696,-0.5270125297801914,-69162
2016-11-01,2016-10-25,239509,321867,947481,-82358,304,-6146,6450,12488,0.03251361240137626,-88808
2016-11-08,2016-11-01,238358,332214,959937,-93856,-1151,10347,-11498,12456,-0.12148000857009271,-82358
2016-11-15,2016-11-08,225676,342079,976676,-116403,-12682,9865,-22547,16739,-1.321128365715667,-93856
2016-11-22,2016-11-15,237215,326061,969188,-88846,11539,-16018,27557,-7488,1.1814562864245666,-116403
2016-11-29,2016-11-22,237106,322230,833533,-85124,-109,-3831,3722,-135655,-0.01124652802139523,-88846
2016-12-06,2016-11-29,238039,332117,859849,-94078,933,9887,-8954,26316,0.11193318080987796,-85124
2016-12-13,2016-12-06,248379,324978,874579,-76599,10340,-7139,17479,14730,1.2025367244713898,-94078
2016-12-20,2016-12-13,239666,321901,872299,-82235,-8713,-3077,-5636,-2280,-0.99625076751214,-76599
2016-12-27,2016-12-20,238998,316818,864925,-77820,-668,-5083,4415,-7374,-0.0765792463364053,-82235
2017-01-03,2016-12-27,243144,308460,878563,-65316,4146,-8358,12504,13638,0.47934792033991386,-77820
2017-01-10,2017-01-03,254731,269406,901238,-14675,11587,-39054,50641,22675,1.318858180915882,-65316
2017-01-17,2017-01-10,261156,266261,936072,-5105,6425,-3145,9570,34834,0.7129082439932626,-14675
2017-01-24,2017-01-17,254469,259919,927664,-5450,-6687,-6342,-345,-8408,-0.7143681255288055,-5105
2017-01-31,2017-01-24,246621,274074,929000,-27453,-7848,14155,-22003,1336,-0.8459959640559513,-5450
2017-02-07,2017-01-31,250709,262675,923019,-11966,4088,-11399,15487,-5981,0.44004305705059205,-27453
2017-02-14,2017-02-07,261813,227319,943176,34494,11104,-35356,46460,20157,1.2030088221369224,-11966
2017-02-21,2017-02-14,264670,210890,916346,53780,2857,-16429,19286,-26830,0.3029127119434761,34494
2017-02-28,2017-02-21,247554,225187,767145,22367,-17116,14297,-31413,-149201,-1.8678534090834684,53780
2017-03-07,2017-02-28,244095,233397,801444,10698,-3459,8210,-11669,34299,-0.4508925952720803,22367
2017-03-14,2017-03-07,227352,267195,849843,-39843,-16743,33798,-50541,48399,-2.0891041669786037,10698
2017-03-21,2017-03-14,229183,295812,900904,-66629,1831,28617,-26786,51061,0.21545155987635362,-39843
2017-03-28,2017-03-21,230168,329926,936458,-99758,985,34114,-33129,35554,0.10933462388889381,-66629
2017-04-04,2017-03-28,241661,345792,969837,-104131,11493,15866,-4373,33379,1.2272840853513984,-99758
2017-04-11,2017-04-04,246057,355083,971861,-109026,4396,9291,-4895,2024,0.45327204468379734,-104131
2017-04-18,2017-04-11,244008,368527,980874,-124519,-2049,13444,-15493,9013,-0.21083261906795314,-109026
2017-04-25,2017-04-18,240522,392222,951138,-151700,-3486,23695,-27181,-29736,-0.35539732932058554,-124519
2017-05-02,2017-04-25,236081,327638,888732,-91557,-4441,-64584,60143,-62406,-0.4669143699442142,-151700
2017-05-09,2017-05-02,231643,295087,857843,-63444,-4438,-32551,28113,-30889,-0.4993631375937853,-91557
2017-05-16,2017-05-09,235129,322945,885558,-87816,3486,27858,-24372,27715,0.4063680650188904,-63444
2017-05-23,2017-05-16,235998,313763,913968,-77765,869,-9182,10051,28410,0.09813021846112847,-87816
2017-05-30,2017-05-23,231844,314926,922781,-83082,-4154,1163,-5317,8813,-0.4545016893370446,-77765
2017-06-06,2017-05-30,246108,317462,958471,-71354,14264,2536,11728,35690,1.5457622122692167,-83082
2017-06-13,2017-06-06,251437,284862,949676,-33425,5329,-32600,37929,-8795,0.5559896960888748,-71354
2017-06-20,2017-06-13,264024,224194,986049,39830,12587,-60668,73255,36373,1.3253993993741024,-33425
2017-06-27,2017-06-20,262299,200574,843589,61725,-1725,-23620,21895,-142460,-0.17494059625840094,39830
2017-07-03,2017-06-27,276319,179782,920741,96537,14020,-20792,34812,77152,1.6619467536916672,61725
2017-07-11,2017-07-03,292390,156614,978405,135776,16071,-23168,39239,57664,1.7454419864000843,96537
2017-07-18,2017-07-11,286181,158206,965867,127975,-6209,1592,-7801,-12538,-0.6346042794139442,135776
2017-07-25,2017-07-18,269176,158036,917901,111140,-17005,-170,-16835,-47966,-1.7605943675474987,127975
2017-08-01,2017-07-25,268400,179948,954323,88452,-776,21912,-22688,36422,-0.0845407075490712,111140
2017-08-08,2017-08-01,261636,190260,962102,71376,-6764,10312,-17076,7779,-0.7087747020662816,88452
2017-08-15,2017-08-08,256548,214990,976908,41558,-5088,24730,-29818,14806,-0.5288420562476743,71376
2017-08-22,2017-08-15,263437,256341,1053563,7096,6889,41351,-34462,76655,0.7051841115028232,41558
2017-08-29,2017-08-22,259414,270054,923045,-10640,-4023,13713,-17736,-130518,-0.38184712257359077,7096
2017-09-05,2017-08-29,264616,285280,921505,-20664,5202,15226,-10024,-1540,0.563569490111533,-10640
2017-09-12,2017-09-05,265104,284734,923336,-19630,488,-546,1034,1831,0.05295684776534039,-20664
2017-09-19,2017-09-12,267378,288597,924401,-21219,2274,3863,-1589,1065,0.24628087716714175,-19630
2017-09-26,2017-09-19,257951,275405,902495,-17454,-9427,-13192,3765,-21906,-1.0197955216405001,-21219
2017-10-03,2017-09-26,249466,264048,922685,-14582,-8485,-11357,2872,20190,-0.9401714136920427,-17454
2017-10-10,2017-10-03,250408,276869,964542,-26461,942,12821,-11879,41857,0.10209334713363716,-14582
2017-10-17,2017-10-10,250830,293728,999513,-42898,422,16859,-16437,34971,0.043751334830416926,-26461
2017-10-24,2017-10-17,253294,305307,1049593,-52013,2464,11579,-9115,50080,0.24652005526691498,-42898
2017-10-31,2017-10-24,255401,346000,1125240,-90599,2107,40693,-38586,75647,0.20074447905045095,-52013
2017-11-07,2017-10-31,255420,357074,1141836,-101654,19,11074,-11055,16596,0.0016885286694394083,-90599
2017-11-14,2017-11-07,264315,338605,1121129,-74290,8895,-18469,27364,-20707,0.779008544134184,-101654
2017-11-21,2017-11-14,264995,346788,1112612,-81793,680,8183,-7503,-8517,0.060653145177762775,-74290
2017-11-28,2017-11-21,267992,366480,992249,-98488,2997,19692,-16695,-120363,0.2693661402177938,-81793
2017-12-05,2017-11-28,269036,360628,975354,-91592,1044,-5852,6896,-16895,0.10521552553844851,-98488
2017-12-12,2017-12-05,266088,400557,1055398,-134469,-2948,39929,-42877,80044,-0.30224923463686004,-91592
2017-12-19,2017-12-12,268451,400410,1068756,-131959,2363,-147,2510,13358,0.22389657740492214,-134469
2017-12-26,2017-12-19,264434,390764,1035807,-126330,-4017,-9646,5629,-32949,-0.3758575390453948,-131959
2018-01-02,2017-12-26,267633,375824,1039294,-108191,3199,-14940,18139,3487,0.30884131889435,-126330
2018-01-09,2018-01-02,270679,367091,1048285,-96412,3046,-8733,11779,8991,0.293083574041609,-108191
2018-01-16,2018-01-09,267671,374771,1076116,-107100,-3008,7680,-10688,27831,-0.2869448670924415,-96412
2018-01-23,2018-01-16,263837,382939,1109985,-119102,-3834,8168,-12002,33869,-0.3562812930947965,-107100
2018-01-30,2018-01-23,270679,322680,1100423,-52001,6842,-60259,67101,-9562,0.6164047261899935,-119102
2018-02-06,2018-01-30,259162,288470,1076030,-29308,-11517,-34210,22693,-24393,-1.0465975356749178,-52001
2018-02-13,2018-02-06,247372,245591,1069650,1781,-11790,-42879,31089,-6380,-1.0956943579639973,-29308
2018-02-20,2018-02-13,248672,257962,1041617,-9290,1300,12371,-11071,-28033,0.12153508156873745,1781
2018-02-27,2018-02-20,243998,247893,941374,-3895,-4674,-10069,5395,-100243,-0.4487253952268444,-9290
2018-03-06,2018-02-27,248487,208849,1007998,39638,4489,-39044,43533,66624,0.47685616981136086,-3895
2018-03-13,2018-03-06,239450,199916,1017172,39534,-9037,-8933,-104,9174,-0.8965295566062631,39638
2018-03-20,2018-03-13,220139,196841,972985,23298,-19311,-3075,-16236,-44187,-1.8984989755911488,39534
2018-03-27,2018-03-20,225251,224010,991234,1241,5112,27169,-22057,18249,0.5253935055525008,23298
2018-04-03,2018-03-27,222786,226278,1011930,-3492,-2465,2268,-4733,20696,-0.24867992825104868,1241
2018-04-10,2018-04-03,230527,202799,1003304,27728,7741,-23479,31220,-8626,0.7649738618283873,-3492
2018-04-17,2018-04-10,237827,206401,974237,31426,7300,3602,3698,-29067,0.7275960227408642,27728
2018-04-24,2018-04-17,236298,209042,923994,27256,-1529,2641,-4170,-50243,-0.15694333103751962,31426
2018-05-01,2018-04-24,250477,199380,942105,51097,14179,-9662,23841,18111,1.5345337740288356,27256
2018-05-08,2018-05-01,256574,176261,950805,80313,6097,-23119,29216,8700,0.6471677785384856,51097
2018-05-15,2018-05-08,252464,185412,945537,67052,-4110,9151,-13261,-5268,-0.43226529099026617,80313
2018-05-22,2018-05-15,254595,172710,1006240,81885,2131,-12702,14833,60703,0.22537457550577078,67052
2018-05-29,2018-05-22,267105,165631,1076871,101474,12510,-7079,19589,70631,1.2432421688662745,81885
2018-06-05,2018-05-29,261666,162896,1076384,98770,-5439,-2735,-2704,-487,-0.5050744239560727,101474
2018-06-12,2018-06-05,260986,160184,1076375,100802,-680,-2712,2032,-9,-0.06317448048280168,98770
2018-06-19,2018-06-12,236326,179761,1006475,56565,-24660,19577,-44237,-69900,-2.2910231099756126,100802
2018-06-26,2018-06-19,227672,193582,909291,34090,-8654,13821,-22475,-97184,-0.8598325840184804,56565
2018-07-03,2018-06-26,221130,190745,923626,30385,-6542,-2837,-3705,14335,-0.7194616464916072,34090
2018-07-10,2018-07-03,218575,190894,940265,27681,-2555,149,-2704,16639,-0.27662711963500375,30385
2018-07-17,2018-07-10,222209,194509,966959,27700,3634,3615,19,26694,0.38648678829904337,27681
2018-07-24,2018-07-17,223777,183707,967762,40070,1568,-10802,12370,803,0.1621578577788717,27700
2018-07-31,2018-07-24,251114,158952,1029491,92162,27337,-24755,52092,61729,2.8247647665438405,40070
2018-08-07,2018-07-31,274939,152661,1068342,122278,23825,-6291,30116,38851,2.314250440266112,92162
2018-08-14,2018-08-07,278435,150336,1041844,128099,3496,-2325,5821,-26498,0.327236034902681,122278
2018-08-21,2018-08-14,277757,150796,1044264,126961,-678,460,-1138,2420,-0.06507692130491705,128099
2018-08-28,2018-08-21,248438,134783,912876,113655,-29319,-16013,-13306,-131388,-2.8076233596102136,126961
2018-09-04,2018-08-28,241383,141495,909462,99888,-7055,6712,-13767,-3414,-0.7728322357034252,113655
2018-09-11,2018-09-04,226101,159313,936946,66788,-15282,17818,-33100,27484,-1.6803340876254311,99888
2018-09-18,2018-09-11,218837,175511,973973,43326,-7264,16198,-23462,37027,-0.7752848083027197,66788
2018-09-25,2018-09-18,223188,184373,942912,38815,4351,8862,-4511,-31061,0.44672696265707573,43326
2018-10-02,2018-09-25,225284,198581,984701,26703,2096,14208,-12112,41789,0.2222900970610195,38815
2018-10-09,2018-10-02,222433,199286,994736,23147,-2851,705,-3556,10035,-0.28952951200415156,26703
2018-10-16,2018-10-09,226023,198344,1017170,27679,3590,-942,4532,22434,0.3608997764230912,23147
2018-10-23,2018-10-16,222244,211780,1032207,10464,-3779,13436,-17215,15037,-0.3715209846928242,27679
2018-10-30,2018-10-23,222941,244066,1112567,-21125,697,32286,-31589,80360,0.06752521538799873,10464
2018-11-06,2018-10-30,223730,240387,1121455,-16657,789,-3679,4468,8888,0.07091707735354365,-21125
2018-11-13,2018-11-06,218801,230520,1057081,-11719,-4929,-9867,4938,-64374,-0.4395183043456937,-16657
2018-11-20,2018-11-13,221267,249946,1024820,-28679,2466,19426,-16960,-32261,0.2332839205321068,-11719
2018-11-27,2018-11-20,223175,261970,916606,-38795,1908,12024,-10116,-108214,0.18617903631857302,-28679
2018-12-04,2018-11-27,230271,247237,882890,-16966,7096,-14733,21829,-33716,0.7741603262470462,-38795
2018-12-11,2018-12-04,235443,243671,886811,-8228,5172,-3566,8738,3921,0.5858034409722616,-16966
2018-12-18,2018-12-11,239922,224408,908996,15514,4479,-19263,23742,22185,0.5050681599574205,-8228
2018-12-24,2018-12-18,224784,229159,891295,-4375,-15138,4751,-19889,-17701,-1.6653538629432914,15514
2018-12-31,2018-12-24,222606,251961,921818,-29355,-2178,22802,-24980,30523,-0.24436353844686665,-4375
2019-01-08,2018-12-31,223318,237328,935252,-14010,712,-14633,15345,13434,0.07723867401157278,-29355
2019-01-15,2019-01-08,219961,237827,940385,-17866,-3357,499,-3856,5133,-0.35894069192046635,-14010
2019-01-22,2019-01-15,230730,235350,949580,-4620,10769,-2477,13246,9195,1.1451692657794414,-17866
2019-01-29,2019-01-22,219611,241636,955567,-22025,-11119,6286,-17405,5987,-1.1709387308073043,-4620
2019-02-05,2019-01-29,225089,236535,971898,-11446,5478,-5101,10579,16331,0.5732722038329076,-22025
2019-02-12,2019-02-05,215528,243159,955900,-27631,-9561,6624,-16185,-15998,-0.9837452078304514,-11446
2019-02-19,2019-02-12,211118,275069,1010265,-63951,-4410,31910,-36320,54365,-0.4613453290093106,-27631
2019-02-26,2019-02-19,205197,294409,934837,-89212,-5921,19340,-25261,-75428,-0.5860838492870682,-63951
2019-03-05,2019-02-26,212299,314963,985305,-102664,7102,20554,-13452,50468,0.7597046330001914,-89212
2019-03-12,2019-03-05,208772,313258,1059036,-104486,-3527,-1705,-1822,73731,-0.35796022551392714,-102664
2019-03-19,2019-03-12,207067,309753,1065973,-102686,-1705,-3505,1800,6937,-0.16099547135319292,-104486
2019-03-26,2019-03-19,205197,291154,1036369,-85957,-1870,-18599,16729,-29604,-0.17542658209917136,-102686
2019-04-02,2019-03-26,202030,284503,1048949,-82473,-3167,-6651,3484,12580,-0.3055861377559537,-85957
2019-04-09,2019-04-02,197582,280646,1015761,-83064,-4448,-3857,-591,-33188,-0.42404349496496013,-82473
2019-04-16,2019-04-09,198693,298165,1015036,-99472,1111,17519,-16408,-725,0.10937612292655458,-83064
