date,prev,L,S,OI,net,dL,dS,dNet,dOI,dLpct,net_prev
2005-03-29,2005-03-22,107707,77665,809917,30042,-10103,11247,-21350,-18079,-1.2201749766907086,51392
2005-04-05,2005-03-29,95870,90972,825178,4898,-11837,13307,-25144,15261,-1.4615077841309665,30042
2005-04-12,2005-04-05,90056,110439,817318,-20383,-5814,19467,-25281,-7860,-0.7045752552782552,4898
2005-04-19,2005-04-12,88020,115928,840766,-27908,-2036,5489,-7525,23448,-0.24910744655079173,-20383
2005-04-26,2005-04-19,86295,99085,789190,-12790,-1725,-16843,15118,-51576,-0.205170047313997,-27908
2005-05-03,2005-04-26,86489,131837,813921,-45348,194,32752,-32558,24731,0.024582166525171374,-12790
2005-05-10,2005-05-03,87197,148056,835393,-60859,708,16219,-15511,21472,0.08698632914005168,-45348
2005-05-17,2005-05-10,85957,155775,849035,-69818,-1240,7719,-8959,13642,-0.14843313266929456,-60859
2005-05-24,2005-05-17,82017,99476,843045,-17459,-3940,-56299,52359,-5990,-0.46405625209797,-69818
2005-05-31,2005-05-24,87385,90527,865883,-3142,5368,-8949,14317,22838,0.6367394385827565,-17459
2005-06-07,2005-05-31,94475,84907,871737,9568,7090,-5620,12710,5854,0.8188173228946636,-3142
2005-06-14,2005-06-07,97625,90515,888593,7110,3150,5608,-2458,16856,0.3613475165101401,9568
2005-06-21,2005-06-14,119220,73795,956269,45425,21595,-16720,38315,67676,2.430246468293133,7110
2005-06-28,2005-06-21,114537,63650,880668,50887,-4683,-10145,5462,-75601,-0.48971575989601257,45425
2005-07-05,2005-06-28,108046,73368,876277,34678,-6491,9718,-16209,-4391,-0.7370541452624599,50887
2005-07-12,2005-07-05,114915,64398,872954,50517,6869,-8970,15839,-3323,0.7838845479226317,34678
2005-07-19,2005-07-12,157098,54351,952406,102747,42183,-10047,52230,79452,4.832213381232001,50517
2005-07-26,2005-07-19,148737,48100,933138,100637,-8361,-6251,-2110,-19268,-0.8778819117057222,102747
2005-08-02,2005-07-26,150808,52103,933811,98705,2071,4003,-1932,673,0.221939305869014,100637
2005-08-09,2005-08-02,134343,59825,929520,74518,-16465,7722,-24187,-4291,-1.7632047598496914,98705
2005-08-16,2005-08-09,123650,92347,933395,31303,-10693,32522,-43215,3875,-1.1503786900765987,74518
2005-08-23,2005-08-16,124442,116060,939963,8382,792,23713,-22921,6568,0.08485153659490355,31303
2005-08-30,2005-08-23,123487,127938,885617,-4451,-955,11878,-12833,-54346,-0.10159974381970353,8382
2005-09-06,2005-08-30,133788,132601,881842,1187,10301,4663,5638,-3775,1.1631438872560034,-4451
2005-09-13,2005-09-06,118399,145600,890355,-27201,-15389,12999,-28388,8513,-1.7450971942819689,1187
2005-09-20,2005-09-13,119573,144501,896292,-24928,1174,-1099,2273,5937,0.1318575175070618,-27201
2005-09-27,2005-09-20,123803,150280,909727,-26477,4230,5779,-1549,13435,0.47194441097320966,-24928
2005-10-04,2005-09-27,137391,155189,944177,-17798,13588,4909,8679,34450,1.4936349036579106,-26477
2005-10-11,2005-10-04,136214,161938,964554,-25724,-1177,6749,-7926,20377,-0.12465882985923189,-17798
2005-10-18,2005-10-11,140523,155599,996908,-15076,4309,-6339,10648,32354,0.44673496766381143,-25724
2005-10-25,2005-10-18,141890,161307,1022777,-19417,1367,5708,-4341,25869,0.1371239873689448,-15076
2005-11-01,2005-10-25,145627,165525,1064779,-19898,3737,4218,-481,42002,0.36537779007545146,-19417
2005-11-08,2005-11-01,150407,173801,1075735,-23394,4780,8276,-3496,10956,0.4489194471341001,-19898
2005-11-15,2005-11-08,152054,175121,1055722,-23067,1647,1320,327,-20013,0.15310462149135243,-23394
2005-11-22,2005-11-15,152706,188650,961024,-35944,652,13529,-12877,-94698,0.06175868268350948,-23067
2005-11-29,2005-11-22,137908,190966,907533,-53058,-14798,2316,-17114,-53491,-1.5398158630793821,-35944
2005-12-06,2005-11-29,137044,187924,901189,-50880,-864,-3042,2178,-6344,-0.09520314963753385,-53058
2005-12-13,2005-12-06,140701,188537,916821,-47836,3657,613,3044,15632,0.4057972301037851,-50880
2005-12-20,2005-12-13,142469,174323,927511,-31854,1768,-14214,15982,10690,0.19284025998531884,-47836
2005-12-27,2005-12-20,152285,146423,931080,5862,9816,-27900,37716,3569,1.058316289510313,-31854
2006-01-03,2005-12-27,153368,127090,996901,26278,1083,-19333,20416,65821,0.11631653563603558,5862
2006-01-10,2006-01-03,156242,120651,1020989,35591,2874,-6439,9313,24088,0.2882934213126479,26278
2006-01-17,2006-01-10,149747,126926,1050677,22821,-6495,6275,-12770,29688,-0.6361478918969744,35591
2006-01-24,2006-01-17,148403,154316,1084169,-5913,-1344,27390,-28734,33492,-0.12791752365379655,22821
2006-01-31,2006-01-24,194225,110071,1182962,84154,45822,-44245,90067,98793,4.226462848504246,-5913
2006-02-07,2006-01-31,221045,95753,1247118,125292,26820,-14318,41138,64156,2.267190323949544,84154
2006-02-14,2006-02-07,222731,91343,1275982,131388,1686,-4410,6096,28864,0.13519169797886005,125292
2006-02-21,2006-02-14,240260,94368,1310227,145892,17529,3025,14504,34245,1.3737654606412943,131388
2006-02-28,2006-02-21,246828,80092,1257355,166736,6568,-14276,20844,-52872,0.5012871815341922,145892
2006-03-07,2006-02-28,235525,80257,1255067,155268,-11303,165,-11468,-2288,-0.8989505748177723,166736
2006-03-14,2006-03-07,236751,87157,1259596,149594,1226,6900,-5674,4529,0.0976840280240019,155268
2006-03-21,2006-03-14,201554,118853,1296817,82701,-35197,31696,-66893,37221,-2.7943086513453523,149594
2006-03-28,2006-03-21,198621,133561,1322489,65060,-2933,14708,-17641,25672,-0.22616915108299782,82701
2006-04-04,2006-03-28,237366,98051,1375494,139315,38745,-35510,74255,53005,2.9297030069815326,65060
2006-04-11,2006-04-04,265698,86647,1456767,179051,28332,-11404,39736,81273,2.059769072057021,139315
2006-04-18,2006-04-11,281124,72482,1473792,208642,15426,-14165,29591,17025,1.058920197945176,179051
2006-04-25,2006-04-18,275955,71381,1428271,204574,-5169,-1101,-4068,-45521,-0.3507279181865555,208642
2006-05-02,2006-04-25,284168,76579,1449507,207589,8213,5198,3015,21236,0.5750309290043696,204574
2006-05-09,2006-05-02,283719,95414,1513004,188305,-449,18835,-19284,63497,-0.030976049098072656,207589
2006-05-16,2006-05-09,340065,69342,1648034,270723,56346,-26072,82418,135030,3.7241144108012936,188305
2006-05-23,2006-05-16,329319,65702,1684064,263617,-10746,-3640,-7106,36030,-0.6520496543153843,270723
2006-05-30,2006-05-23,330683,62733,1674219,267950,1364,-2969,4333,-9845,0.08099454652554772,263617
2006-06-06,2006-05-30,325006,62076,1670601,262930,-5677,-657,-5020,-3618,-0.33908347713172526,267950
2006-06-13,2006-06-06,294504,68790,1651025,225714,-30502,6714,-37216,-19576,-1.8258099929306877,262930
2006-06-20,2006-06-13,260893,89436,1660431,171457,-33611,20646,-54257,9406,-2.0357656607259127,225714
2006-06-27,2006-06-20,265989,118883,1599046,147106,5096,29447,-24351,-61385,0.30690826658861464,171457
2006-07-03,2006-06-27,292014,132957,1630673,159057,26025,14074,11951,31627,1.6275329165014638,147106
2006-07-11,2006-07-03,299183,110437,1671220,188746,7169,-22520,29689,40547,0.439634433145088,159057
2006-07-18,2006-07-11,291812,80085,1666137,211727,-7371,-30352,22981,-5083,-0.44105503763717524,188746
2006-07-25,2006-07-18,300069,87322,1703133,212747,8257,7237,1020,36996,0.4955774945277609,211727
2006-08-01,2006-07-25,302278,99359,1731018,202919,2209,12037,-9828,27885,0.129702143050484,212747
2006-08-08,2006-08-01,296212,101094,1699740,195118,-6066,1735,-7801,-31278,-0.3504296315809541,202919
2006-08-15,2006-08-08,273137,135056,1704444,138081,-23075,33962,-57037,4704,-1.3575605680868839,195118
2006-08-22,2006-08-15,261991,151159,1701840,110832,-11146,16103,-27249,-2604,-0.6539375890319659,138081
2006-08-29,2006-08-22,274049,158753,1625725,115296,12058,7594,4464,-76115,0.7085272411037465,110832
2006-09-05,2006-08-29,283122,153888,1635746,129234,9073,-4865,13938,10021,0.5580894677759154,115296
2006-09-12,2006-09-05,258532,158068,1657493,100464,-24590,4180,-28770,21747,-1.503289630541661,129234
2006-09-19,2006-09-12,268818,150385,1639081,118433,10286,-7683,17969,-18412,0.6205757731706861,100464
2006-09-26,2006-09-19,291924,113367,1651672,178557,23106,-37018,60124,12591,1.4096923824997056,118433
2006-10-03,2006-09-26,297525,94251,1658557,203274,5601,-19116,24717,6885,0.33911091306264196,178557
2006-10-10,2006-10-03,301794,70803,1704664,230991,4269,-23448,27717,46107,0.2573924200374181,203274
2006-10-17,2006-10-10,315028,52407,1834478,262621,13234,-18396,31630,129814,0.7763406747605393,230991
2006-10-24,2006-10-17,326650,41280,1905066,285370,11622,-11127,22749,70588,0.633531718559721,262621
2006-10-31,2006-10-24,314140,48608,1931056,265532,-12510,7328,-19838,25990,-0.6566701626085396,285370
2006-11-07,2006-10-31,334536,48626,2067296,285910,20396,18,20378,136240,1.0562096593780812,265532
2006-11-14,2006-11-07,342687,54586,2063733,288101,8151,5960,2191,-3563,0.3942831602247574,285910
2006-11-21,2006-11-14,359386,68604,1869504,290782,16699,14018,2681,-194229,0.8091647514479829,288101
2006-11-28,2006-11-21,337969,53504,1900334,284465,-21417,-15100,-6317,30830,-1.1455979767895657,290782
2006-12-05,2006-11-28,330634,51405,1897803,279229,-7335,-2099,-5236,-2531,-0.3859847795177058,284465
2006-12-12,2006-12-05,342232,50357,1918795,291875,11598,-1048,12646,20992,0.6111277092511709,279229
2006-12-19,2006-12-12,350435,56202,1926939,294233,8203,5845,2358,8144,0.4275078890657939,291875
2006-12-26,2006-12-19,352950,55552,1965459,297398,2515,-650,3165,38520,0.1305178835448346,294233
2007-01-03,2006-12-26,339566,57741,1962900,281825,-13384,2189,-15573,-2559,-0.6809605288128626,297398
2007-01-09,2007-01-03,318152,71817,1982035,246335,-21414,14076,-35490,19135,-1.090936879107443,281825
2007-01-16,2007-01-09,367327,59166,2116104,308161,49175,-12651,61826,134069,2.4810359050168134,246335
2007-01-23,2007-01-16,373620,55490,2165406,318130,6293,-3676,9969,49302,0.2973861398116539,308161
2007-01-30,2007-01-23,369006,55647,2117734,313359,-4614,157,-4771,-47672,-0.2130778246665983,318130
2007-02-06,2007-01-30,364759,63219,2124616,301540,-4247,7572,-11819,6882,-0.2005445443100975,313359
2007-02-13,2007-02-06,398588,60578,2146315,338010,33829,-2641,36470,21699,1.5922406684313777,301540
2007-02-20,2007-02-13,409650,62882,2178460,346768,11062,2304,8758,32145,0.5153949909496043,338010
2007-02-27,2007-02-20,403744,57696,2056876,346048,-5906,-5186,-720,-121584,-0.2711089485232687,346768
2007-03-06,2007-02-27,372338,66631,2044698,305707,-31406,8935,-40341,-12178,-1.5268786256439375,346048
2007-03-13,2007-03-06,339682,64835,2040518,274847,-32656,-1796,-30860,-4180,-1.5971062719286662,305707
2007-03-20,2007-03-13,333816,60086,2069720,273730,-5866,-4749,-1117,29202,-0.287476023245078,274847
2007-03-27,2007-03-20,323960,61132,2047064,262828,-9856,1046,-10902,-22656,-0.47619967918365774,273730
2007-04-03,2007-03-27,259327,68267,2073836,191060,-64633,7135,-71768,26772,-3.1573512112957878,262828
2007-04-10,2007-04-03,265503,65620,2064809,199883,6176,-2647,8823,-9027,0.2978056124013664,191060
2007-04-17,2007-04-10,247636,72038,2026793,175598,-17867,6418,-24285,-38016,-0.8653100601556851,199883
2007-04-24,2007-04-17,252111,73762,1843103,178349,4475,1724,2751,-183690,0.22079215785726514,175598
2007-05-01,2007-04-24,268645,76684,1845252,191961,16534,2922,13612,2149,0.8970741190264462,178349
2007-05-08,2007-05-01,256056,76687,1838949,179369,-12589,3,-12592,-6303,-0.6822374396559386,191961
2007-05-15,2007-05-08,259252,84111,1854647,175141,3196,7424,-4228,15698,0.1737949230783453,179369
2007-05-22,2007-05-15,245847,86605,1824437,159242,-13405,2494,-15899,-30210,-0.7227790517548622,175141
2007-05-29,2007-05-22,241710,96181,1830297,145529,-4137,9576,-13713,5860,-0.2267548838353969,159242
2007-06-05,2007-05-29,264232,73944,1861219,190288,22522,-22237,44759,30922,1.2305106766825276,145529
2007-06-12,2007-06-05,270644,67414,1853611,203230,6412,-6530,12942,-7608,0.3445054021047496,190288
2007-06-19,2007-06-12,301165,65127,1851543,236038,30521,-2287,32808,-2068,1.6465698574296335,203230
2007-06-26,2007-06-19,266308,68483,1656375,197825,-34857,3356,-38213,-195168,-1.8825919786902061,236038
2007-07-03,2007-06-26,259627,102485,1661833,157142,-6681,34002,-40683,5458,-0.40335069051392347,197825
2007-07-10,2007-07-03,267576,103491,1675341,164085,7949,1006,6943,13508,0.4783272446750065,157142
2007-07-17,2007-07-10,254947,120243,1719601,134704,-12629,16752,-29381,44260,-0.7538166856777218,164085
2007-07-24,2007-07-17,248439,112969,1714010,135470,-6508,-7274,766,-5591,-0.37845988691562754,134704
2007-07-31,2007-07-24,249503,108911,1679356,140592,1064,-4058,5122,-34654,0.062076650661314695,135470
2007-08-07,2007-07-31,246768,97996,1659771,148772,-2735,-10915,8180,-19585,-0.1628600487329667,140592
2007-08-14,2007-08-07,237170,81336,1599397,155834,-9598,-16660,7062,-60374,-0.5782725448269671,148772
2007-08-21,2007-08-14,239488,82257,1572036,157231,2318,921,1397,-27361,0.14492962035066967,155834
2007-08-28,2007-08-21,247302,83511,1510757,163791,7814,1254,6560,-61279,0.4970624082400148,157231
2007-09-04,2007-08-28,236113,90728,1521929,145385,-11189,7217,-18406,11172,-0.740622085484297,163791
2007-09-11,2007-09-04,240960,92660,1532637,148300,4847,1932,2915,10708,0.3184774059762315,145385
2007-09-18,2007-09-11,250457,86000,1552246,164457,9497,-6660,16157,19609,0.6196509675807123,148300
2007-09-25,2007-09-18,276682,82995,1597369,193687,26225,-3005,29230,45123,1.6894873621835713,164457
2007-10-02,2007-09-25,273958,94312,1617964,179646,-2724,11317,-14041,20595,-0.17053041595273227,193687
2007-10-09,2007-10-02,248559,104858,1615276,143701,-25399,10546,-35945,-2688,-1.5698124309317143,179646
2007-10-16,2007-10-09,249179,99894,1630952,149285,620,-4964,5584,15676,0.03838353321661437,143701
2007-10-23,2007-10-16,253963,98212,1640585,155751,4784,-1682,6466,9633,0.293325615959268,149285
2007-10-30,2007-10-23,260146,86929,1647761,173217,6183,-11283,17466,7176,0.37687776006729307,155751
2007-11-06,2007-10-30,292899,86385,1715094,206514,32753,-544,33297,67333,1.9877275891345894,173217
2007-11-13,2007-11-06,283230,81999,1675679,201231,-9669,-4386,-5283,-39415,-0.5637591875430735,206514
2007-11-20,2007-11-13,288710,85412,1458168,203298,5480,3413,2067,-217511,0.32703160927600095,201231
2007-11-27,2007-11-20,275588,74010,1426948,201578,-13122,-11402,-1720,-31220,-0.8998963082443177,203298
2007-12-04,2007-11-27,297871,73663,1445029,224208,22283,-347,22630,18081,1.5615845847220782,201578
2007-12-11,2007-12-04,318363,81304,1538786,237059,20492,7641,12851,93757,1.4181030276901017,224208
2007-12-18,2007-12-11,337434,70107,1616549,267327,19071,-11197,30268,77763,1.2393536203214741,237059
2007-12-24,2007-12-18,353668,79268,1651670,274400,16234,9161,7073,35121,1.0042380404181994,267327
2007-12-31,2007-12-24,364888,81776,1726038,283112,11220,2508,8712,74368,0.6793124534561988,274400
2008-01-08,2007-12-31,377894,80714,1835417,297180,13006,-1062,14068,109379,0.753517593471291,283112
2008-01-15,2008-01-08,379970,79747,1979178,300223,2076,-967,3043,143761,0.11310781146736681,297180
2008-01-22,2008-01-15,376045,84105,1994131,291940,-3925,4358,-8283,14953,-0.19831465386135053,300223
2008-01-29,2008-01-22,364280,81744,2004859,282536,-11765,-2361,-9404,10728,-0.5899813001252174,291940
2008-02-05,2008-01-29,379576,81823,2069386,297753,15296,79,15217,64527,0.7629464216685563,282536
2008-02-12,2008-02-05,379029,81283,2099426,297746,-547,-540,-7,30040,-0.026432961274503647,297753
2008-02-19,2008-02-12,392010,74345,2157730,317665,12981,-6938,19919,58304,0.6183118623852424,297746
2008-02-26,2008-02-19,388968,74970,2063360,313998,-3042,625,-3667,-94370,-0.14098149444091707,317665
2008-03-04,2008-02-26,386576,79968,2088241,306608,-2392,4998,-7390,24881,-0.1159274193548387,313998
2008-03-11,2008-03-04,371069,79372,2116928,291697,-15507,-596,-14911,28687,-0.7425867033546416,306608
2008-03-18,2008-03-11,333483,84123,2116132,249360,-37586,4751,-42337,-796,-1.7754973244248267,291697
2008-03-25,2008-03-18,292132,81336,2069835,210796,-41351,-2787,-38564,-46297,-1.9540841497600339,249360
2008-04-01,2008-03-25,293236,81691,2144353,211545,1104,355,749,74518,0.05333758487995421,210796
2008-04-08,2008-04-01,322156,78820,2200149,243336,28920,-2871,31791,55796,1.3486585464240264,211545
2008-04-15,2008-04-08,341564,77940,2280549,263624,19408,-880,20288,80400,0.8821220744595025,243336
2008-04-22,2008-04-15,335918,83076,2277500,252842,-5646,5136,-10782,-3049,-0.24757196622392239,263624
2008-04-29,2008-04-22,331811,105133,2115380,226678,-4107,22057,-26164,-162120,-0.1803293084522503,252842
2008-05-06,2008-04-29,339585,99686,2106567,239899,7774,-5447,13221,-8813,0.36749898363414607,226678
2008-05-13,2008-05-06,329192,82208,2138015,246984,-10393,-17478,7085,31448,-0.4933619486111764,239899
2008-05-20,2008-05-13,326024,73969,2114083,252055,-3168,-8239,5071,-23932,-0.14817482571450621,246984
2008-05-27,2008-05-20,321574,73416,2109630,248158,-4450,-553,-3897,-4453,-0.2104931547153068,252055
2008-06-03,2008-05-27,316887,69828,2131857,247059,-4687,-3588,-1099,22227,-0.22217166043334613,248158
2008-06-10,2008-06-03,350749,65240,2227228,285509,33862,-4588,38450,95371,1.5883804589144581,247059
2008-06-17,2008-06-10,333874,69216,2337654,264658,-16875,3976,-20851,110426,-0.7576682764404902,285509
2008-06-24,2008-06-17,325462,73018,2067462,252444,-8412,3802,-12214,-270192,-0.35984795012435544,264658
2008-07-01,2008-06-24,324988,75763,2049965,249225,-474,2745,-3219,-17497,-0.02292666080440656,252444
2008-07-08,2008-07-01,295392,73062,2026074,222330,-29596,-2701,-26895,-23891,-1.4437319661555197,249225
2008-07-15,2008-07-08,274569,95296,2026276,179273,-20823,22234,-43057,202,-1.0277512075077218,222330
2008-07-22,2008-07-15,248508,93734,2058725,154774,-26061,-1562,-24499,32449,-1.2861525280860062,179273
2008-07-29,2008-07-22,239837,72509,1939753,167328,-8671,-21225,12554,-118972,-0.4211830137585156,154774
2008-08-05,2008-07-29,220837,80667,1960640,140170,-19000,8158,-27158,20887,-0.9795061536185278,167328
2008-08-12,2008-08-05,211236,88818,1958525,122418,-9601,8151,-17752,-2115,-0.48968704096621507,140170
2008-08-19,2008-08-12,213180,85858,1933672,127322,1944,-2960,4904,-24853,0.0992583704573595,122418
2008-08-26,2008-08-19,199195,77224,1765382,121971,-13985,-8634,-5351,-168290,-0.7232353780785986,127322
2008-09-02,2008-08-26,191485,74211,1700368,117274,-7710,-3013,-4697,-65014,-0.4367326731551585,121971
2008-09-09,2008-09-02,184034,75032,1685113,109002,-7451,821,-8272,-15255,-0.4381992603953968,117274
2008-09-16,2008-09-09,183079,76654,1710581,106425,-955,1622,-2577,25468,-0.056672757257228444,109002
2008-09-23,2008-09-16,182977,63487,1684482,119490,-102,-13167,13065,-26099,-0.005962886294188933,106425
2008-09-30,2008-09-23,172444,74200,1685800,98244,-10533,10713,-21246,1318,-0.625296085087285,119490
2008-10-07,2008-09-30,157557,84260,1728906,73297,-14887,10060,-24947,43106,-0.8830822161585005,98244
2008-10-14,2008-10-07,140180,80080,1725221,60100,-17377,-4180,-13197,-3685,-1.0050864535145345,73297
2008-10-21,2008-10-14,133069,86991,1707036,46078,-7111,6911,-14022,-18185,-0.41217907734719206,60100
2008-10-28,2008-10-21,135749,100889,1697112,34860,2680,13898,-11218,-9924,0.15699727480849848,46078
2008-11-04,2008-10-28,134787,104336,1714300,30451,-962,3447,-4409,17188,-0.05668453231136189,34860
2008-11-11,2008-11-04,128026,121987,1712370,6039,-6761,17651,-24412,-1930,-0.3943883800968325,30451
2008-11-18,2008-11-11,123304,118355,1615398,4949,-4722,-3632,-1090,-96972,-0.27575815974351336,6039
2008-11-25,2008-11-18,118728,110215,1256683,8513,-4576,-8140,3564,-358715,-0.2832738433500599,4949
2008-12-02,2008-11-25,119461,112245,1217149,7216,733,2030,-1297,-39534,0.058328154355553476,8513
2008-12-09,2008-12-02,121294,107536,1246848,13758,1833,-4709,6542,29699,0.1505978314898176,7216
2008-12-16,2008-12-09,130445,100500,1279967,29945,9151,-7036,16187,33119,0.7339306796016836,13758
2008-12-22,2008-12-16,120083,100132,1254797,19951,-10362,-368,-9994,-25170,-0.8095521212656264,29945
2008-12-30,2008-12-22,123456,93608,1239047,29848,3373,-6524,9897,-15750,0.2688084208043213,19951
2009-01-06,2008-12-30,128032,88425,1269024,39607,4576,-5183,9759,29977,0.3693160953539293,29848
2009-01-13,2009-01-06,126067,98765,1270167,27302,-1965,10340,-12305,1143,-0.1548434072168848,39607
2009-01-20,2009-01-13,131483,97093,1258263,34390,5416,-1672,7088,-11904,0.42640062291021574,27302
2009-01-27,2009-01-20,127317,102347,1227531,24970,-4166,5254,-9420,-30732,-0.3310913537153997,34390
2009-02-03,2009-01-27,132514,122675,1247816,9839,5197,20328,-15131,20285,0.42337016336043654,24970
2009-02-10,2009-02-03,133664,121700,1228466,11964,1150,-975,2125,-19350,0.09216102374067972,9839
2009-02-17,2009-02-10,130013,143130,1225572,-13117,-3651,21430,-25081,-2894,-0.29719992250497773,11964
2009-02-24,2009-02-17,129330,140851,1091888,-11521,-683,-2279,1596,-133684,-0.05572907997245368,-13117
2009-03-03,2009-02-24,128424,132887,1107615,-4463,-906,-7964,7058,15727,-0.08297554327916416,-11521
2009-03-10,2009-03-03,139887,109492,1119773,30395,11463,-23395,34858,12158,1.0349263959047141,-4463
2009-03-17,2009-03-10,145526,78725,1160066,66801,5639,-30767,36406,40293,0.5035842085851329,30395
2009-03-24,2009-03-17,149358,74115,1195955,75243,3832,-4610,8442,35889,0.33032603317397463,66801
2009-03-31,2009-03-24,157038,74905,1224961,82133,7680,790,6890,29006,0.6421646299400897,75243
2009-04-07,2009-03-31,159651,73938,1251985,85713,2613,-967,3580,27024,0.21331291363561777,82133
2009-04-14,2009-04-07,166545,82338,1245011,84207,6894,8400,-1506,-6974,0.5506455748271745,85713
2009-04-21,2009-04-14,163407,122856,1234636,40551,-3138,40518,-43656,-10375,-0.2520459658589362,84207
2009-04-28,2009-04-21,159337,126995,1164978,32342,-4070,4139,-8209,-69658,-0.32965181640580704,40551
2009-05-05,2009-04-28,186439,105732,1175078,80707,27102,-21263,48365,10100,2.326395863269521,32342
2009-05-12,2009-05-05,222325,85052,1264514,137273,35886,-20680,56566,89436,3.0539249309407546,80707
2009-05-19,2009-05-12,236880,73599,1294390,163281,14555,-11453,26008,29876,1.1510351012325684,137273
2009-05-26,2009-05-19,252861,72830,1329830,180031,15981,-769,16750,35440,1.2346356198672734,163281
2009-06-02,2009-05-26,285563,82991,1412608,202572,32702,10161,22541,82778,2.4591113149801105,180031
2009-06-09,2009-06-02,282446,73535,1412631,208911,-3117,-9456,6339,23,-0.22065569499818777,202572
2009-06-16,2009-06-09,256448,86074,1395921,170374,-25998,12539,-38537,-16710,-1.840395687196444,208911
2009-06-23,2009-06-16,238142,113775,1388160,124367,-18306,27701,-46007,-7761,-1.3113922636023099,170374
2009-06-30,2009-06-23,235436,117252,1277177,118184,-2706,3477,-6183,-110983,-0.19493430152143845,124367
2009-07-07,2009-06-30,229900,129235,1291765,100665,-5536,11983,-17519,14588,-0.43345597360428506,118184
2009-07-14,2009-07-07,218171,140841,1298664,77330,-11729,11606,-23335,6899,-0.9079824890750253,100665
2009-07-21,2009-07-14,213684,151348,1356748,62336,-4487,10507,-14994,58084,-0.345508923016269,77330
2009-07-28,2009-07-21,212950,142250,1308608,70700,-734,-9098,8364,-48140,-0.05409995076462246,62336
2009-08-04,2009-07-28,218842,123345,1313252,95497,5892,-18905,24797,4644,0.45024942534357115,70700
2009-08-11,2009-08-04,222335,117394,1330309,104941,3493,-5951,9444,17057,0.26598093892109054,95497
2009-08-18,2009-08-11,215162,131335,1321382,83827,-7173,13941,-21114,-8927,-0.5391980359450324,104941
2009-08-25,2009-08-18,206272,143605,1267297,62667,-8890,12270,-21160,-54085,-0.6727804677224299,83827
2009-09-01,2009-08-25,210373,155899,1262635,54474,4101,12294,-8193,-4662,0.3236021232591887,62667
2009-09-08,2009-09-01,209823,163540,1272639,46283,-550,7641,-8191,10004,-0.043559698566885914,54474
2009-09-15,2009-09-08,227387,151384,1316649,76003,17564,-12156,29720,44010,1.380124292906315,46283
2009-09-22,2009-09-15,233405,150493,1345219,82912,6018,-891,6909,28570,0.45706942396948613,76003
2009-09-29,2009-09-22,229160,123234,1313096,105926,-4245,-27259,23014,-32123,-0.31556200142876367,82912
2009-10-06,2009-09-29,247273,107306,1377970,139967,18113,-15928,34041,64874,1.3794117109487807,105926
2009-10-13,2009-10-06,256317,83856,1411074,172461,9044,-23450,32494,33104,0.6563277865265572,139967
2009-10-20,2009-10-13,261083,69340,1448787,191743,4766,-14516,19282,37713,0.3377569142369571,172461
2009-10-27,2009-10-20,252000,64127,1435654,187873,-9083,-5213,-3870,-13133,-0.626938259385265,191743
2009-11-03,2009-10-27,258034,61926,1422687,196108,6034,-2201,8235,-12967,0.42029625522584135,187873
2009-11-09,2009-11-03,256519,59779,1473215,196740,-1515,-2147,632,50528,-0.10648863734609229,196108
2009-11-17,2009-11-09,274815,62162,1502122,212653,18296,2383,15913,28907,1.2419097008922662,196740
2009-11-24,2009-11-17,255748,63164,1214860,192584,-19067,1002,-20069,-287262,-1.2693376436800738,212653
2009-12-01,2009-11-24,282585,59602,1220867,222983,26837,-3562,30399,6007,2.209061126384933,192584
2009-12-08,2009-12-01,269720,80575,1218859,189145,-12865,20973,-33838,-2008,-1.0537593366025948,222983
2009-12-15,2009-12-08,272089,67873,1212495,204216,2369,-12702,15071,-6364,0.19436210423026784,189145
2009-12-22,2009-12-15,269131,67734,1220477,201397,-2958,-139,-2819,7982,-0.24395976890626356,204216
2009-12-29,2009-12-22,283385,60629,1247226,222756,14254,-7105,21359,26749,1.1679040244101282,201397
2010-01-05,2009-12-29,310554,60444,1299567,250110,27169,-185,27354,52341,2.178354203648737,222756
2010-01-12,2010-01-05,326717,70306,1384055,256411,16163,9862,6301,84488,1.2437219473870913,250110
2010-01-19,2010-01-12,269266,102381,1410976,166885,-57451,32075,-89526,26921,-4.150918857993361,256411
2010-01-26,2010-01-19,260302,128413,1435139,131889,-8964,26032,-34996,24163,-0.6353049236840315,166885
2010-02-02,2010-01-26,256749,146376,1476113,110373,-3553,17963,-21516,40974,-0.2475718379892122,131889
2010-02-09,2010-02-02,240265,169214,1481038,71051,-16484,22838,-39322,4925,-1.1167166741299617,110373
2010-02-16,2010-02-09,240291,167179,1513817,73112,26,-2035,2061,32779,0.0017555255165633832,71051
2010-02-23,2010-02-16,243167,149482,1385976,93685,2876,-17697,20573,-127841,0.18998333352049818,73112
2010-03-02,2010-02-23,253695,135690,1390497,118005,10528,-13792,24320,4521,0.7596091130005137,93685
2010-03-09,2010-03-02,255594,143074,1423552,112520,1899,7384,-5485,33055,0.1365698739371606,118005
2010-03-16,2010-03-09,251451,167565,1445533,83886,-4143,24491,-28634,21981,-0.29103257204513777,112520
2010-03-23,2010-03-16,247950,188016,1483169,59934,-3501,20451,-23952,37636,-0.24219440164977207,83886
2010-03-30,2010-03-23,229438,197405,1520751,32033,-18512,9389,-27901,37582,-1.2481382768922489,59934
