date,open,close,high,low,volume,amount
2005-12-13,19380,19835,19890,19230,77534,0
2005-12-14,19590,19315,19655,19240,80954,0
2005-12-15,19180,19230,19305,19115,60438,0
2005-12-16,19080,19240,19275,19080,68463,0
2005-12-19,19340,19300,19470,19270,49226,0
2005-12-20,19375,19460,19510,19330,34460,0
2005-12-21,19580,19430,19755,19370,67353,0
2005-12-22,19430,19505,19520,19370,40821,0
2005-12-23,19590,19595,19665,19485,31098,0
2005-12-26,19590,19630,19630,19530,16091,0
2005-12-27,19600,19770,19855,19530,52922,0
2005-12-28,19690,19760,19845,19670,37191,0
2005-12-29,20000,20145,20175,19950,40860,0
2005-12-30,20315,20115,20355,20015,44377,0
2006-01-02,20030,20085,20135,19965,28996,0
2006-01-05,20105,20390,20425,20090,42744,0
2006-01-06,20470,20335,20545,20320,55452,0
2006-01-09,20275,20525,20560,20260,37830,0
2006-01-10,20530,20480,20625,20430,28199,0
2006-01-11,20520,20580,20640,20380,34497,0
2006-01-12,20530,20495,20565,20460,26675,0
2006-01-13,20540,20780,20795,20510,49962,0
2006-01-16,20810,21070,21175,20785,70591,0
2006-01-17,21140,21490,21495,21140,50458,0
2006-01-18,21600,21330,21660,21240,60574,0
2006-01-19,21390,21140,21545,21045,63010,0
2006-01-20,21300,21605,21610,21255,53229,0
2006-01-23,21705,21890,21970,21635,59253,0
2006-01-24,21970,21990,22060,21850,56013,0
2006-01-25,22080,22560,22560,22005,51346,0
2006-01-26,22630,23015,23125,22440,65004,0
2006-01-27,23080,23390,23390,22975,49177,0
2006-01-30,23410,23960,24270,23400,59882,0
2006-02-07,24535,24535,24535,24490,7846,0
2006-02-08,24680,25595,25690,23880,70476,0
2006-02-09,24680,24390,25230,24390,41356,0
2006-02-10,25080,25455,25790,25015,84099,0
2006-02-13,25905,24960,26160,24870,85727,0
2006-02-14,24180,23905,24320,23905,5393,0
2006-02-15,23380,23395,23980,23380,86249,0
2006-02-16,23780,24060,24290,23675,94394,0
2006-02-17,23580,23340,23610,23340,16554,0
2006-02-20,23680,22675,23810,22280,101999,0
2006-02-21,22985,23205,23300,22755,85489,0
2006-02-22,23440,23400,23560,23020,119978,0
2006-02-23,23370,23240,23550,23220,78579,0
2006-02-24,22980,22700,23075,22700,64206,0
2006-02-27,22475,23180,23380,22230,97701,0
2006-02-28,23100,22820,23200,22640,99934,0
2006-03-01,22670,23005,23165,22630,102685,0
2006-03-02,23130,22860,23250,22850,84759,0
2006-03-03,23090,23370,23430,23005,89673,0
2006-03-06,23595,23580,23850,23440,104340,0
2006-03-07,23640,23450,23675,23370,94682,0
2006-03-08,23370,23620,23660,23365,78715,0
2006-03-09,23450,22860,23450,22860,58558,0
2006-03-10,22530,22875,23150,22350,121256,0
2006-03-13,22930,22150,22975,22150,126013,0
2006-03-14,22380,22150,22425,21850,144025,0
2006-03-15,22130,22195,22330,22030,110288,0
2006-03-16,22330,22155,22425,22135,85568,0
2006-03-17,22180,21770,22210,21665,93915,0
2006-03-20,21810,21845,21905,21560,121764,0
2006-03-21,21680,21770,22000,21530,117628,0
2006-03-22,21695,21705,21810,21615,51595,0
2006-03-23,21700,21880,21920,21700,69440,0
2006-03-24,21785,21755,21950,21630,73214,0
2006-03-27,21980,21965,22095,21880,82829,0
2006-03-28,22115,22175,22225,22085,58102,0
2006-03-29,22475,22255,22475,22125,76685,0
2006-03-30,22300,22075,22300,22060,52517,0
2006-03-31,22140,21950,22155,21915,51318,0
2006-04-03,22000,21945,22080,21905,46610,0
2006-04-04,21950,22030,22060,21760,63079,0
2006-04-05,21965,22370,22520,21950,91952,0
2006-04-06,22330,21755,22520,21695,109871,0
2006-04-07,22015,22060,22095,21865,72982,0
2006-04-10,22260,22060,22260,21970,57046,0
2006-04-11,21940,22130,22150,21885,44250,0
2006-04-12,22230,22650,22650,22230,43764,0
2006-04-13,22580,22940,23480,22490,147525,0
2006-04-14,22960,22925,23170,22740,113237,0
2006-04-17,23160,23390,23475,23100,124181,0
2006-04-18,23680,23930,23930,23580,56419,0
2006-04-19,23880,23350,24260,23230,143004,0
2006-04-20,23475,23590,23850,23380,120545,0
2006-04-21,23880,23870,24000,23800,89354,0
2006-04-24,23405,23225,23450,23225,56760,0
2006-04-25,23585,23660,23985,23530,84652,0
2006-04-26,23230,23130,23250,23075,27422,0
2006-04-27,23430,23275,23550,23140,57825,0
2006-04-28,23095,23150,23210,23030,38710,0
2006-05-01,23180,23285,23360,23040,30776,0
2006-05-09,23595,23825,23845,23400,38456,0
2006-05-10,23975,25020,25020,23930,76546,0
2006-05-11,25630,25970,25980,25400,79644,0
2006-05-12,25880,26780,26780,25880,13466,0
2006-05-15,27835,27200,27835,26790,100098,0
2006-05-16,27730,28055,28055,27500,34010,0
2006-05-17,27230,26530,27780,26365,132180,0
2006-05-18,27740,27740,27740,27190,66623,0
2006-05-19,27680,27050,28020,26290,186837,0
2006-05-22,26880,27235,27430,26530,144002,0
2006-05-23,26480,26280,26580,26280,89121,0
2006-05-24,26980,27560,27660,26780,133822,0
2006-05-25,27980,27980,27980,27980,364,0
2006-05-26,28460,29135,29225,27780,179500,0
2006-05-29,29335,29335,29335,29335,894,0
2006-05-30,30830,30990,30990,30380,83063,0
2006-05-31,31550,30180,31660,29380,181624,0
2006-06-01,30180,30160,30620,29880,139291,0
2006-06-02,29780,29080,29960,29080,94072,0
2006-06-05,29035,29180,29440,28330,162378,0
2006-06-06,29880,29795,30000,28735,143254,0
2006-06-07,29670,29070,29780,29005,183536,0
2006-06-08,29180,29240,29415,28360,202256,0
2006-06-09,29525,29505,29900,29280,189064,0
2006-06-12,28700,28680,29205,28490,176687,0
2006-06-13,29410,29040,29430,28440,168846,0
2006-06-14,28880,27725,28965,27725,175252,0
2006-06-15,26365,26365,26365,26365,3573,0
2006-06-16,25805,25880,26930,25400,205732,0
2006-06-19,26310,26335,26600,25760,210987,0
2006-06-20,26360,25825,26430,25580,152687,0
2006-06-21,25380,25895,25900,25080,161469,0
2006-06-22,25780,26050,26430,25495,174892,0
2006-06-23,26460,26945,26945,26380,128524,0
2006-06-26,26480,26320,26660,26095,152250,0
2006-06-27,26500,26290,26715,26265,118193,0
2006-06-28,26580,26610,26725,26420,110307,0
2006-06-29,26170,26315,26480,26080,109420,0
2006-06-30,26435,26345,26475,26300,62700,0
2006-07-03,26880,27390,27390,26810,59628,0
2006-07-04,27680,28320,28640,27500,127612,0
2006-07-05,27880,27275,28290,27120,152784,0
2006-07-06,27270,27200,27340,26900,134430,0
2006-07-07,27380,27080,27520,27060,102507,0
2006-07-10,27700,27810,27980,27530,104035,0
2006-07-11,26890,26750,27140,26680,81988,0
2006-07-12,26990,27265,27375,26880,104224,0
2006-07-13,27190,27180,27435,27085,97286,0
2006-07-14,27155,26515,27155,26410,111205,0
2006-07-17,26630,26280,26660,25935,127419,0
2006-07-18,26330,26435,26575,25970,108713,0
2006-07-19,25680,25770,25825,25495,85114,0
2006-07-20,25730,25570,25865,25110,135007,0
2006-07-21,25740,25505,25830,25365,112308,0
2006-07-24,25310,25505,25640,24935,120330,0
2006-07-25,25180,25545,25655,25165,112339,0
2006-07-26,25660,25415,25760,25385,105325,0
2006-07-27,25130,24605,25175,24605,85670,0
2006-07-28,24810,24395,24860,24000,130314,0
2006-07-31,24350,24430,24480,24150,107139,0
2006-08-01,24470,25220,25220,24435,91219,0
2006-08-02,25415,25060,25660,24995,141016,0
2006-08-03,24590,24465,24755,24345,120859,0
2006-08-04,24475,24145,24535,23885,123678,0
2006-08-07,23615,23595,23825,23455,109102,0
2006-08-08,23490,23570,23755,23465,83751,0
2006-08-09,23680,23450,23770,23350,85982,0
2006-08-10,23495,23560,23735,23405,91267,0
2006-08-11,23895,24080,24165,23735,119405,0
2006-08-14,23685,23745,23860,23645,80453,0
2006-08-15,23435,22890,23530,22840,74255,0
2006-08-16,22885,22875,22930,22545,93484,0
2006-08-17,22645,22585,22715,22440,76005,0
2006-08-18,22335,22405,22495,22300,62728,0
2006-08-21,22155,22450,22630,22135,68003,0
2006-08-22,22485,22075,22545,22070,71791,0
2006-08-23,22075,21590,22165,21450,96078,0
2006-08-24,21485,21345,21625,21235,93231,0
2006-08-25,21425,21655,21680,21345,83203,0
2006-08-28,21315,21360,21455,21285,65246,0
2006-08-29,21385,21115,21425,21105,68820,0
2006-08-30,20685,20530,20765,20450,72256,0
2006-08-31,20565,20415,20645,20355,78303,0
2006-09-01,20575,20235,20575,20155,66099,0
2006-09-04,20295,20675,21045,20270,143048,0
2006-09-05,20155,19945,20205,19945,40343,0
2006-09-06,19575,19660,19780,19505,83429,0
2006-09-07,19740,19225,19755,19065,97134,0
2006-09-08,18775,18875,19060,18695,88315,0
2006-09-11,18995,18925,19075,18745,76735,0
2006-09-12,18825,18950,19145,18645,116682,0
2006-09-13,19095,19605,19635,19095,110283,0
2006-09-14,19185,19865,19935,19035,110558,0
2006-09-15,20195,20195,20195,19985,43953,0
2006-09-18,19890,20175,20775,19715,219862,0
2006-09-19,20205,20575,20680,20205,87661,0
2006-09-20,20785,19975,20875,19815,158235,0
2006-09-21,19590,19590,19785,19590,37683,0
2006-09-22,19165,19435,19755,19120,150958,0
2006-09-25,19300,19050,19610,18815,132425,0
2006-09-26,18915,18950,19035,18705,98991,0
2006-09-27,19280,19340,19495,19165,104683,0
2006-09-28,19385,19565,19630,19235,110449,0
2006-09-29,19835,19245,19930,18995,131225,0
2006-10-02,19365,19685,19705,19150,100786,0
2006-10-10,20440,20440,20440,20440,425,0
2006-10-11,20385,20080,20765,19955,106610,0
2006-10-12,19885,20100,20215,19885,98879,0
2006-10-13,20145,20195,20355,20035,116261,0
2006-10-16,20035,20110,20175,19955,83139,0
2006-10-17,20385,20405,20460,20100,83891,0
2006-10-18,20385,21045,21085,20335,126843,0
2006-10-19,20920,20780,21525,20620,172048,0
2006-10-20,20835,21175,21215,20770,151538,0
2006-10-23,21295,21385,21475,21165,143341,0
2006-10-24,21185,21715,21775,21135,161855,0
2006-10-25,21665,21425,22015,21365,159178,0
2006-10-26,21685,21595,21865,21450,171071,0
2006-10-27,21835,21500,21905,21415,157393,0
2006-10-30,21385,20820,21485,20820,102316,0
2006-10-31,20695,20345,20715,20145,126980,0
2006-11-01,20185,19610,20290,19610,131155,0
2006-11-02,19685,19785,19935,19685,106112,0
2006-11-03,19975,19435,20005,19150,140942,0
2006-11-06,19420,19310,19510,19285,57634,0
2006-11-07,19265,19600,19640,19180,119945,0
2006-11-08,19600,19675,19870,19550,133859,0
2006-11-09,19565,19470,19645,19285,133690,0
2006-11-10,19465,19675,19690,19315,117619,0
2006-11-13,19980,19945,20070,19860,105278,0
2006-11-14,19685,19700,19735,19435,95879,0
2006-11-15,19645,18995,19685,18845,115880,0
2006-11-16,19085,18905,19125,18585,137133,0
2006-11-17,18800,18775,18905,18405,166770,0
2006-11-20,18295,18150,18335,18055,111658,0
2006-11-21,18250,17955,18430,17890,123629,0
2006-11-22,18575,18445,18575,18215,145539,0
2006-11-23,18410,18460,18570,18245,125305,0
2006-11-24,18425,17985,18470,17965,75871,0
2006-11-27,17905,17580,17995,17565,112498,0
2006-11-28,17490,18430,18430,17390,174422,0
2006-11-29,18415,18475,18835,18195,229994,0
2006-11-30,18785,18450,18895,18250,209356,0
2006-12-01,18605,18615,18815,18540,156155,0
2006-12-04,18485,17945,18555,17945,133680,0
2006-12-05,17760,18195,18240,17665,203073,0
2006-12-06,18030,18585,18730,17885,192480,0
2006-12-07,18785,18440,18905,18365,208179,0
2006-12-08,18450,18560,18585,18375,157747,0
2006-12-11,18685,19110,19185,18625,177841,0
2006-12-12,18985,19065,19240,18930,203734,0
2006-12-13,18900,19175,19425,18825,247761,0
2006-12-14,18995,19010,19335,18920,225357,0
2006-12-15,19140,19130,19270,18955,185676,0
2006-12-18,19005,19045,19200,18950,164544,0
2006-12-19,19035,19220,19305,19000,143051,0
2006-12-20,19285,19225,19285,19135,128620,0
2006-12-21,19365,19685,19710,19335,184238,0
2006-12-22,19535,19665,19710,19505,142330,0
2006-12-25,19885,20315,20380,19885,215658,0
2006-12-26,20350,20415,20425,20130,169343,0
2006-12-27,20495,20795,21005,20495,238441,0
2006-12-28,20730,20895,20990,20685,183858,0
2006-12-29,20880,21025,21155,20805,199212,0
2007-01-01,20970,20595,21080,20435,200069,0
2007-01-05,20165,19890,20340,19890,145851,0
2007-01-08,19695,19390,19785,19390,121036,0
2007-01-09,19105,19345,19580,19105,161622,0
2007-01-10,19515,20145,20145,19365,211260,0
2007-01-11,20580,20940,21315,20545,282911,0
2007-01-12,21035,21070,21255,20875,259325,0
2007-01-15,20980,20300,21055,20300,212563,0
2007-01-16,20645,21215,21295,20635,210494,0
2007-01-17,21315,20785,21395,20565,284591,0
2007-01-18,20765,21020,21230,20690,250214,0
2007-01-19,21020,21115,21300,20985,198957,0
2007-01-22,20875,20730,20895,20435,193943,0
2007-01-23,20625,20965,21085,20505,197670,0
2007-01-24,20950,21355,21575,20815,186370,0
2007-01-25,21610,21785,22015,21585,203595,0
2007-01-26,22065,21940,22255,21815,227662,0
2007-01-29,21985,21985,22085,21845,178680,0
2007-01-30,22315,22745,22755,22275,170366,0
2007-01-31,22520,22495,22610,22295,218697,0
2007-02-01,22885,22750,23065,22635,196870,0
2007-02-02,22875,22600,22895,22465,201944,0
2007-02-05,22365,21920,22405,21915,179592,0
2007-02-06,22235,21745,22315,21250,215968,0
2007-02-07,21665,22075,22130,21635,211880,0
2007-02-08,22275,22745,22745,22145,187057,0
2007-02-09,23010,22465,23160,22435,306277,0
2007-02-12,22435,22685,22740,22345,261345,0
2007-02-13,22690,22735,22770,22555,75240,0
2007-02-14,22565,22685,22715,22435,180151,0
2007-02-15,22775,22750,23050,22705,227492,0
2007-02-16,22285,22245,22360,22085,172566,0
2007-02-19,21965,22760,22775,21885,158049,0
2007-02-27,22885,23195,23255,22885,123462,0
2007-02-28,22945,22750,23060,22735,157140,0
2007-03-01,21990,22015,22190,21990,78406,0
2007-03-02,22285,22270,22430,21685,246139,0
2007-03-05,22335,22195,22425,21965,223651,0
2007-03-06,21745,21505,21890,21395,189496,0
2007-03-07,21845,21905,22045,21735,181040,0
2007-03-08,21910,21595,21930,21395,198504,0
2007-03-09,21765,21680,21905,21615,227469,0
2007-03-12,21640,21805,21825,21455,203092,0
2007-03-13,21825,21865,21975,21715,176927,0
2007-03-14,21855,21765,22060,21725,190073,0
2007-03-15,21445,21370,21625,21210,224814,0
2007-03-16,21485,21380,21580,21320,185122,0
2007-03-19,21685,21860,21905,21615,161886,0
2007-03-20,21855,21890,22010,21775,166146,0
2007-03-21,22090,22145,22160,22025,133203,0
2007-03-22,22145,21980,22170,21945,73647,0
2007-03-23,22230,22090,22265,22060,138329,0
2007-03-26,21985,22020,22120,21950,109259,0
2007-03-27,22020,22345,22375,21910,133016,0
2007-03-28,22235,22630,22765,22220,226166,0
2007-03-29,22695,22715,22765,22505,181182,0
2007-03-30,22625,22585,22755,22570,155760,0
2007-04-02,22775,23125,23160,22765,148741,0
2007-04-03,22955,23170,23270,22950,135732,0
2007-04-04,23185,23080,23280,23045,120725,0
2007-04-05,23145,22965,23175,22930,121606,0
2007-04-06,22925,22805,22930,22660,119846,0
2007-04-09,22730,23135,23150,22700,126515,0
2007-04-10,23420,23715,23835,23420,141997,0
2007-04-11,23615,23540,23785,23505,106466,0
2007-04-12,23635,23965,24000,23485,126278,0
2007-04-13,24165,24580,24580,24115,135197,0
2007-04-16,24465,24175,25145,23820,271087,0
2007-04-17,24535,24625,24850,24250,273322,0
2007-04-18,24985,24305,25045,24150,196304,0
2007-04-19,24245,24370,24590,23910,285671,0
2007-04-20,24385,23335,24520,23335,173905,0
2007-04-23,23525,22670,23580,22670,209767,0
2007-04-24,22785,22180,22840,22095,196931,0
2007-04-25,22235,22285,22505,21930,240120,0
2007-04-26,22065,21495,22135,21415,207525,0
2007-04-27,21685,21580,21860,21370,213651,0
2007-04-30,21185,21320,21485,21065,206108,0
2007-05-01,21435,21435,21565,21315,102731,0
2007-05-09,21835,21945,22085,21765,135503,0
2007-05-10,21775,21515,21900,21510,139099,0
2007-05-11,21415,20840,21415,20835,138872,0
2007-05-14,20505,20565,20730,20225,171116,0
2007-05-15,20685,20505,20880,20355,195883,0
2007-05-16,20410,20045,20450,19855,206259,0
2007-05-17,20250,20790,20790,20015,241759,0
2007-05-18,20795,20635,20975,20445,337067,0
2007-05-21,20815,20830,20895,20595,226024,0
2007-05-22,20890,21575,21575,20805,149332,0
2007-05-23,22065,21965,22345,21830,239061,0
2007-05-24,21735,21815,22005,21225,270154,0
2007-05-25,21995,21775,22135,21715,221342,0
2007-05-28,21170,21515,21620,21120,200178,0
2007-05-29,21245,21115,21505,21075,313995,0
2007-05-30,21265,20530,21315,20465,272225,0
2007-05-31,19295,19385,19465,19160,268470,0
2007-06-01,19085,19450,19570,18915,303125,0
2007-06-04,19615,19390,19715,19365,212496,0
2007-06-05,19605,19565,19740,19440,192162,0
2007-06-06,19585,19985,20045,19540,224116,0
2007-06-07,19935,19875,20205,19805,228340,0
2007-06-08,19780,19220,19835,19220,218036,0
2007-06-11,18795,19015,19090,18790,214101,0
2007-06-12,18985,18880,19125,18565,254186,0
2007-06-13,19070,18515,19130,18475,280869,0
2007-06-14,18485,18490,18705,18245,245401,0
2007-06-15,18665,18470,18680,18420,204079,0
2007-06-18,18530,18255,18835,18135,253692,0
2007-06-19,18385,18625,18635,18170,245501,0
2007-06-20,18590,18760,18840,18385,279267,0
2007-06-21,18580,18335,18915,18165,357306,0
2007-06-22,18235,18385,18495,18195,311837,0
2007-06-25,18305,18380,18415,18205,207889,0
2007-06-26,18475,18390,18495,18270,194742,0
2007-06-27,18375,18285,18425,18245,164531,0
2007-06-28,17885,17575,17935,17575,142591,0
2007-06-29,17435,17475,17585,16890,230175,0
2007-07-02,17535,17515,17655,17265,234937,0
2007-07-03,17265,17485,17565,16985,228031,0
2007-07-04,17645,17800,17840,17435,280015,0
2007-07-05,17765,17635,17805,17565,165180,0
2007-07-06,17695,17870,17930,17645,202210,0
2007-07-09,17800,17360,17870,17320,190183,0
2007-07-10,17390,17685,17785,17275,181171,0
2007-07-11,17635,17605,17775,17505,181651,0
2007-07-12,17485,17625,17735,17470,166429,0
2007-07-13,17735,17690,17780,17625,122658,0
2007-07-16,17675,17585,17700,17560,81474,0
2007-07-17,17685,17950,17970,17680,90111,0
2007-07-18,17665,17590,17775,17550,199905,0
2007-07-19,17735,17755,17810,17615,121765,0
2007-07-20,17865,17895,17965,17825,120747,0
2007-07-23,18085,18585,18620,18005,221761,0
2007-07-24,18495,18500,18925,18275,245756,0
2007-07-25,18385,18490,18610,18305,191026,0
2007-07-26,18365,18535,18545,18235,168817,0
2007-07-27,18805,18985,19095,18710,198260,0
2007-07-30,18705,18805,18955,18685,181402,0
2007-07-31,18820,19195,19315,18805,192876,0
2007-08-01,19390,19210,19540,19150,194702,0
2007-08-02,19295,18780,19480,18635,252784,0
2007-08-03,19075,18955,19085,18705,225283,0
2007-08-06,19105,19050,19215,18810,201318,0
2007-08-07,18595,18730,18765,18435,151632,0
2007-08-08,18745,18695,18795,18565,136037,0
2007-08-09,18675,18695,18735,18550,129275,0
2007-08-10,18740,19070,19150,18720,192886,0
2007-08-13,18765,18775,18850,18645,128754,0
2007-08-14,18830,18990,19035,18805,121811,0
2007-08-15,18865,18930,19000,18845,94732,0
2007-08-16,18880,18460,18935,18285,172895,0
2007-08-17,18400,18190,18580,18005,208539,0
2007-08-20,17670,17640,17865,17590,216655,0
2007-08-21,17885,17990,18045,17865,105368,0
2007-08-22,17960,17925,18135,17910,135197,0
2007-08-23,17845,17970,18010,17765,131919,0
2007-08-24,18155,18120,18220,18045,106174,0
2007-08-27,18085,17935,18085,17860,109328,0
2007-08-28,18075,18115,18175,18015,89043,0
2007-08-29,18110,18230,18375,18065,149671,0
2007-08-30,18065,18165,18175,17955,109129,0
2007-08-31,18395,18315,18475,18265,109544,0
2007-09-03,18380,18695,18725,18365,124479,0
2007-09-04,18855,18790,18935,18745,115978,0
2007-09-05,18770,18805,18910,18715,29330,0
2007-09-06,18990,19000,19135,18885,22436,0
2007-09-07,18965,19185,19185,18965,13063,0
2007-09-10,19305,19195,19330,19145,134772,0
2007-09-11,19305,19300,19430,19180,105630,0
2007-09-12,19405,19275,19450,19245,90018,0
2007-09-13,19455,19175,19520,19095,124273,0
2007-09-14,19255,19325,19435,19195,125924,0
2007-09-17,19350,19455,19480,19295,104248,0
2007-09-18,19415,19825,19870,19375,105133,0
2007-09-19,20305,20395,20395,20230,58521,0
2007-09-20,20705,20680,20940,20430,167752,0
2007-09-21,20610,20555,20705,20465,107370,0
2007-09-24,20710,20590,20860,20395,119186,0
2007-09-25,20655,21020,21045,20560,121307,0
2007-09-26,20925,21175,21210,20885,167606,0
2007-09-27,21185,20895,21255,20760,162901,0
2007-09-28,20905,20645,20995,20605,139464,0
2007-10-01,20755,20830,20865,20705,87230,0
2007-10-09,20955,21465,21470,20885,127810,0
2007-10-10,21425,21275,21540,21145,160555,0
2007-10-11,21425,21605,21730,21215,164363,0
2007-10-12,21705,21560,21790,21485,157884,0
2007-10-15,21565,21325,21580,21195,138859,0
2007-10-16,21470,21520,21630,21410,124097,0
2007-10-17,21410,21655,21825,21195,184071,0
2007-10-18,21585,21450,21700,21380,124440,0
2007-10-19,21505,21410,21655,21290,154513,0
2007-10-22,21365,21230,21500,21125,159690,0
2007-10-23,20930,20450,21000,20450,147954,0
2007-10-24,20450,20610,20740,20355,176093,0
2007-10-25,20605,20560,20650,20470,120017,0
2007-10-26,20520,20650,20865,20515,160907,0
2007-10-29,20820,21430,21445,20820,165410,0
2007-10-30,21705,21945,22030,21685,146316,0
2007-10-31,21705,21740,21855,21520,134543,0
2007-11-01,21615,21690,22165,21545,251303,0
2007-11-02,22225,21990,22355,21925,155713,0
2007-11-05,21840,21680,21940,21615,171448,0
2007-11-06,21985,21530,22045,21385,163439,0
2007-11-07,21585,21805,21830,21455,166448,0
2007-11-08,22120,21950,22335,21850,204657,0
2007-11-09,21785,21805,21950,21700,144568,0
2007-11-12,21835,21735,21925,21585,136101,0
2007-11-13,21120,20815,21120,20815,39832,0
2007-11-14,20305,20600,20620,20025,215521,0
2007-11-15,20605,20715,20775,20485,130184,0
2007-11-16,20715,20015,20935,19805,182504,0
2007-11-19,20510,20635,20690,20155,141044,0
2007-11-20,20655,20400,20705,20215,131333,0
2007-11-21,20115,20480,20525,19610,193507,0
2007-11-22,20635,20235,20685,20195,170805,0
2007-11-23,19985,20825,20865,19905,165983,0
2007-11-26,20750,21160,21280,20675,199105,0
2007-11-27,21355,20840,21455,20770,169811,0
2007-11-28,20405,21255,21285,20380,206215,0
2007-11-29,21065,20955,21255,20870,179864,0
2007-11-30,21195,21010,21265,20745,199494,0
2007-12-03,20920,21085,21355,20865,154678,0
2007-12-04,20955,20680,21115,20610,131098,0
2007-12-05,20605,20800,20915,20515,209131,0
2007-12-06,20870,20765,20995,20670,132536,0
2007-12-07,20605,20775,20935,20565,110284,0
2007-12-10,20990,21015,21055,20830,118574,0
2007-12-11,21055,21600,21620,20900,187371,0
2007-12-12,21695,21685,21905,21625,154483,0
2007-12-13,21735,21550,21775,21395,134057,0
2007-12-14,21900,21660,21995,21570,121710,0
2007-12-17,21685,21635,21780,21555,93483,0
2007-12-18,21725,21645,21845,21480,90973,0
2007-12-19,21565,21705,21815,21345,141978,0
2007-12-20,21780,21945,22015,21715,153310,0
2007-12-21,21965,21820,21965,21735,123126,0
2007-12-24,21705,21900,22000,21575,129654,0
2007-12-25,22065,22705,22705,22045,64169,0
2007-12-26,22705,22405,22755,22320,114389,0
2007-12-27,22455,22550,22665,22385,70423,0
2007-12-28,22685,22420,22845,22360,87559,0
2007-12-31,22400,22290,22555,22185,69673,0
2008-01-03,22305,22250,22480,22235,43506,0
2008-01-04,22325,22345,22445,22255,47243,0
2008-01-07,22505,23175,23205,22465,141222,0
2008-01-08,22830,22460,22865,22405,94109,0
2008-01-09,22355,22905,23025,22355,93153,0
2008-01-10,23255,22970,23555,22935,64184,0
2008-01-11,23605,23480,23705,23355,38238,0
2008-01-14,23515,23665,23845,23375,56462,0
2008-01-15,23655,23920,23945,23565,58411,0
2008-01-16,24045,23785,24155,23725,60984,0
2008-01-17,23485,22945,23540,22945,67153,0
2008-01-18,22785,22980,23155,22705,71472,0
2008-01-21,22705,22670,22850,22555,54088,0
2008-01-22,22760,22615,22985,22595,57859,0
2008-01-23,22110,21905,22205,21905,57160,0
2008-01-24,22155,22265,22400,21820,89823,0
2008-01-25,22215,22430,22535,22095,73127,0
2008-01-28,22665,22820,22905,22505,77406,0
2008-01-29,22725,22505,22765,22355,60400,0
2008-01-30,22720,22770,22875,22670,60675,0
2008-01-31,22920,22690,22940,22570,56321,0
2008-02-01,22635,22730,22800,22590,35763,0
2008-02-04,22935,23010,23090,22755,68078,0
2008-02-05,23010,23215,23245,22930,42521,0
2008-02-06,23205,23240,23260,23015,31004,0
2008-02-14,23605,23135,23605,22965,43021,0
2008-02-15,23305,22940,23345,22725,65486,0
2008-02-18,22890,22910,22975,22690,53794,0
2008-02-19,22765,23325,23325,22760,63273,0
2008-02-20,23605,23260,23655,23195,59553,0
2008-02-21,23605,23140,23640,23115,75590,0
2008-02-22,23305,23890,24085,23205,124938,0
2008-02-25,23785,23685,24040,23585,83711,0
2008-02-26,23930,23730,23990,23680,69540,0
2008-02-27,23685,22870,23745,22870,47647,0
2008-02-28,23000,22630,23155,22405,93091,0
2008-02-29,22605,22665,22800,22505,55971,0
2008-03-03,22780,22900,23035,22655,76389,0
2008-03-04,22805,23145,23265,22755,92293,0
2008-03-05,23385,22490,23385,22105,89806,0
2008-03-06,22215,22220,22395,22020,57215,0
2008-03-07,22955,22590,23030,22385,61905,0
2008-03-10,22365,22500,22680,22145,83417,0
2008-03-11,22385,22615,22625,21715,117545,0
2008-03-12,22705,22445,22715,22385,64505,0
2008-03-13,22505,21805,22565,21760,87526,0
2008-03-14,21900,21265,21985,21265,71574,0
2008-03-17,21255,21900,22030,20955,149841,0
2008-03-18,21855,22175,22260,21795,115618,0
2008-03-19,21505,21905,21905,21405,207998,0
2008-03-20,22205,21370,22225,21105,138788,0
2008-03-21,20865,20805,21095,20765,81446,0
2008-03-24,20725,21080,21300,20705,70529,0
2008-03-25,21190,21070,21190,20835,67223,0
2008-03-26,21200,21595,21635,21145,72387,0
2008-03-27,21605,21455,21665,21305,66082,0
2008-03-28,21635,21520,21635,21385,52592,0
2008-03-31,21405,21480,21520,21015,69141,0
2008-04-01,21430,21845,21855,21340,87089,0
2008-04-02,21605,21245,21605,21110,123459,0
2008-04-03,21505,21350,21565,21010,90217,0
2008-04-04,21520,21465,21700,21425,77512,0
2008-04-08,21690,21340,21690,21245,77208,0
2008-04-09,21305,20825,21335,20565,117897,0
2008-04-10,20805,20780,20945,20560,108952,0
2008-04-11,20905,20425,20915,20405,128086,0
2008-04-14,20395,20285,20450,20140,129966,0
2008-04-15,20195,20515,20615,20105,109417,0
2008-04-16,20455,20470,20725,20360,91087,0
2008-04-17,20655,20530,20655,20430,62853,0
2008-04-18,20610,20780,20855,20555,79250,0
2008-04-21,20710,20740,20800,20610,61065,0
2008-04-22,20855,20800,21010,20615,76872,0
2008-04-23,20705,20655,20825,20525,96976,0
2008-04-24,20705,20775,20805,20655,57726,0
2008-04-25,20700,20885,20905,20615,71829,0
2008-04-28,20820,20805,20910,20755,91617,0
2008-04-29,20215,20690,20690,20190,79275,0
2008-04-30,20755,20705,20850,20515,84309,0
2008-05-01,20615,20995,21015,20555,102983,0
2008-05-06,21110,21490,21670,20995,105561,0
2008-05-07,21615,21680,21755,21425,140807,0
