symbol,event_date,group,close,ema10,ema20,diff_cur,dea_cur,hist_cur,weeks_since_cross,diff_drawdown,spy_pre8,fwd5,exc5,fwd10,exc10,fwd20,exc20,fwd60,exc60,broken5,broken10,broken20,broken60
trow,1996-05-03,C,3.12564754486084,3.143116986652796,3.054134924551862,0.1284289906370777,0.13216408363078747,-0.0037350929937097765,999.0,0.4551028653001429,1.7293929912543193,0.0,-5.150628495681819,-6.526990714509551,-7.447673078394446,18.798175365883353,10.950668891445403,91.96275552032522,50.50130843222828,0,1,1,1
trow,2002-04-19,A,9.439009666442873,9.520827721297678,9.260015792638988,0.33699426328704085,0.35379789444193593,-0.016803631154895082,14.0,0.2857831461002437,3.2500771761085456,-3.867443952368288,-0.15554773295272106,-13.096655838700599,-1.0717616139337416,-27.474900528102054,-7.484647823555992,-0.06620851144618634,10.231338848324123,1,1,1,1
trow,2018-06-29,C,84.50260162353516,86.46643629412118,83.5653925509175,4.073167591352359,4.093747248577083,-0.0205796572247241,999.0,0.3788774831517884,2.4351807624077626,1.1284204253820818,-3.4130179172061847,-7.201330814356366,-13.217276398769439,-16.88926207066227,-18.249200686172138,-6.38980491471367,-13.46894404780895,0,1,1,1
trow,2020-11-06,C,103.9544906616211,104.7685889482689,102.26854434474116,3.514354035443219,3.76254694233537,-0.24819290689215112,22.0,0.29048053774900084,5.239086517739477,13.272033667992055,8.662717249379568,17.657274513426024,9.906078701982723,34.8254742221638,20.885996019653728,53.62331412893289,15.588483955602086,0,0,0,0
ge,1980-09-26,A,1.6171661615371704,1.6201507386387302,1.583781832087268,0.049022247432207955,0.05158644828746611,-0.0025642008552581586,15.0,0.27916259257547016,,0.9324053999724136,,11.646273308568578,,15.894951212879626,,11.82122095069702,,0,0,0,0
ge,1997-12-26,C,59.18197250366211,59.31818564773824,57.74802780583383,2.2881906949956985,2.3642472092901965,-0.076056514294498,999.0,0.5059168200413627,2.272245114285898,9.909586695387883,5.0778240774346886,11.411204664836383,-1.5511884250705155,17.640259738836672,-1.093806185880375,44.40220858324686,10.194408368619136,0,0,0,0
ge,2013-08-23,C,92.303955078125,92.89189316946945,91.37230330939667,2.161663341107783,2.2467996679257793,-0.08513632681799654,999.0,0.3034348061433686,3.864819393380392,1.914358715288178,0.04582004963562536,12.465995683418996,6.194890442290069,15.170148871790667,3.5135976462034915,8.747655900782124,-7.128019247095164,0,0,0,0
ge,2014-07-11,C,106.4757308959961,106.50063561347532,105.3521943951318,1.6344989358091908,1.6560048962037304,-0.02150596039453956,999.0,0.589111635371989,5.052953053454412,-3.427482413103422,-2.9747765762212275,-0.1430138907409395,-2.7003866079792216,0.6166457449408691,-5.262237148473514,-6.347125430827649,-6.228726172849486,1,1,1,1
regn,2023-03-10,C,740.8807373046875,745.2698293392829,731.1474070571611,20.388473444396254,21.735813304557542,-1.3473398601612878,25.0,0.3490516235403882,-3.15934100038483,11.021420115515879,3.733684007036331,1.613128048644863,-7.276950480573752,-0.12048351579548866,-19.41451532660884,28.112457871960437,-6.8085518388072686,0,0,1,1
regn,2023-10-20,B,801.8472290039062,809.8238978696892,793.6220308234385,20.144411098431533,17.568798653517558,2.5756124449139755,10.0,0.2958006078499694,-3.930779301641496,-1.2579367480712644,-9.35640564257263,8.636072484303469,-4.670763156055369,19.834998608940158,-2.151436530792882,-9.545197646577941,-54.938106447249446,1,1,1,1
sbux,2021-08-13,C,103.71160125732422,104.03534341133783,101.34380179242926,3.883973771685646,4.004685124743057,-0.12071135305741088,50.0,0.2949543850387176,7.471315383698873,-2.869125940592865,-2.1725980212996876,-1.8927756685879316,-3.832938689935872,0.6118060537954051,-6.617189096510967,-23.799908001412717,-6.653237775087096,0,1,1,1
cat,2005-03-24,C,27.75227737426757,28.017841226795117,27.21079638599597,1.1388024087772664,1.1996132476238879,-0.06081083884662153,25.0,0.29798326629533267,0.14486969574571962,-5.469132834453083,-4.282508290938658,0.8865797316955693,-1.6829883194721562,18.22045436395112,12.742675499732135,58.8518799690946,48.430245598094544,1,1,1,1
cat,2012-04-05,A,74.09992218017578,75.69068199853393,73.33825341360613,3.124642888905342,3.3356418848972513,-0.2109989959919094,13.0,0.2661617825612109,4.4973654025247445,-9.413529576804969,-6.42332912012381,-17.54258591443435,-13.997987952118809,-16.50027670741344,-18.255177545692668,-16.592802518423568,-36.11869455705434,1,1,1,1
