date,open,high,low,close,volume,open_interest,settle
2026-03-10,66.13,66.83,65.66,66.55,3967,21217,66.72
2026-03-11,67.5,68.48,67.5,68.48,1902,21488,68.44
2026-03-12,70.07,70.18,70.07,70.18,3744,21683,70.23
2026-03-13,71.11,71.24,71.11,71.24,2432,22867,71.2
2026-03-16,71.5,71.5,70.41,70.41,2471,23665,70.84
2026-03-17,71.8,71.8,71.8,71.8,1749,24473,71.91
2026-03-18,73.68,74.11,73.47,74.11,3393,24644,73.72
2026-03-19,74.25,75.01,73.46,73.46,12012,24044,74.92
2026-03-20,75.19,75.19,74.51,74.51,3551,22773,75.12
2026-03-23,70,71.64,70,71.64,5242,22568,71.27
2026-03-24,73.33,73.8,71.77,71.77,2877,22536,73.72
2026-03-25,71.5,73,71.5,73,2173,22664,72.89
2026-03-26,73.95,73.95,73.83,73.83,3166,22852,74.06
2026-03-27,74.25,74.25,74.25,74.25,2397,23112,73.75
2026-03-30,73.75,73.75,73.55,73.55,2681,22666,73.31
2026-03-31,72.92,72.92,70.26,70.26,3405,22861,69.93
2026-04-01,69.13,69.13,68.79,69.06,2385,23084,69.03
2026-04-02,69.41,70.4,68.32,69.28,3061,22952,69.7
2026-04-06,69.3,69.3,69.3,69.3,2073,23000,71.12
2026-04-07,72.2,72.22,71.2,71.2,3200,23414,72.24
2026-04-08,69.48,72.12,69.47,71.84,3224,23555,71.61
2026-04-09,71.6,71.6,70.81,71.28,1931,23581,71.64
2026-04-10,71.07,72.71,71.07,72.03,1513,23560,72.49
2026-04-13,73.36,73.64,73.21,73.36,2653,23533,73.7
2026-04-14,73.89,73.89,72.36,72.36,2423,23558,72.69
2026-04-15,72.72,73.76,72.72,73.51,5336,23814,73.74
2026-04-16,73.94,73.94,73.49,73.49,1870,25254,73.76
2026-04-17,72.53,72.53,69.88,70.66,2567,25312,70.53
2026-04-20,72.23,72.23,72.23,72.23,1771,25291,71.91
2026-04-21,72.21,72.21,72.2,72.21,5924,25656,72.09
2026-04-22,72.42,72.86,72.42,72.86,5099,26333,72.84
2026-04-23,73.72,74.21,73.71,73.71,7364,26602,73.78
2026-04-24,73.3,73.42,72.93,73.42,4382,26944,73.48
2026-04-27,74.47,74.7,73.79,74,4166,26946,73.97
2026-04-28,75.18,75.46,73.56,73.56,6495,27127,73.54
2026-04-29,74.13,74.73,73.66,73.83,6709,27025,73.7
2026-04-30,73.93,75.24,73.81,74.99,4600,27626,74.65
2026-05-01,75.48,75.48,73.89,74.4,2225,27376,74.38
2026-05-04,74.32,77.46,74.32,77.19,3590,27352,77.32
2026-05-05,77.08,77.1,75.62,76.37,4284,27711,76.17
2026-05-06,75.6,75.6,71,72.6,6676,27932,72.61
2026-05-07,71.33,73.85,71.29,73.8,7497,27740,72.8
2026-05-08,73.48,74.88,73.1,74.46,2668,28396,74.77
2026-05-11,76.08,76.94,75.24,76.92,2730,28346,76.8
2026-05-12,77.43,78.15,77.38,77.95,2516,28296,78.02
2026-05-13,77.37,77.42,76.37,76.61,1328,28528,76.54
2026-05-14,76.29,76.61,75.54,76.25,2293,28486,76.28
2026-05-15,76.62,77.52,76.62,77.45,2550,28512,77.41
2026-05-18,77.74,78.57,77.16,77.29,4451,28472,78.42
2026-05-19,77.02,78.63,77,78,1651,28793,77.88
2026-05-20,77.78,77.81,75.17,75.86,3702,28852,75.66
2026-05-21,76.55,77.9,75.54,75.58,3420,29458,75.47
2026-05-22,76.12,76.54,74.99,75.36,2583,29708,75.51
2026-05-26,73.92,75.41,73.37,74.48,3316,30097,74.85
2026-05-27,74.29,74.29,73.81,73.88,3719,30075,73.83
2026-05-28,74.13,75.29,74.13,74.65,2753,30722,75.11
2026-05-29,74.56,75.04,73.99,74.54,2296,30864,74.26
2026-06-01,75.2,76.11,75.08,75.52,2371,30845,75.47
2026-06-02,75.1,76.47,75.1,76.47,1704,31003,76.37
2026-06-03,76.86,77.41,76.86,77.41,4480,31115,77.43
2026-06-04,77.04,77.04,75.5,75.93,3032,31777,75.89
2026-06-05,75.77,75.77,75.23,75.23,2338,32309,75.28
2026-06-08,77.03,77.49,76,76.97,2704,32567,76.98
2026-06-09,76.43,76.52,74.94,75.99,3427,32178,76
2026-06-10,76.29,77.44,75.82,77.27,3071,32250,77.06
2026-06-11,78.09,78.09,75.41,75.5,3712,32904,76.49
2026-06-12,75.58,75.58,73.64,73.86,2731,32909,74.03
2026-06-15,72.18,72.55,71.91,72.24,3427,33062,72.05
2026-06-16,72.23,72.23,70.34,70.48,6647,33053,70.39
2026-06-17,70.53,70.62,69.94,69.94,3833,33989,70.24
2026-06-18,69.73,70.04,68.43,69.7,4105,34660,69.96
2026-06-22,69.62,70.88,68.74,69.02,4984,35163,68.92
2026-06-23,69.03,69.19,68.45,68.85,2004,35169,68.79
2026-06-24,68.52,68.59,66.66,66.79,4296,35218,66.98
2026-06-25,66.76,68.31,66.35,68.22,3596,35221,68.11
2026-06-26,67.91,68.03,66.03,66.71,3445,35447,66.55
2026-06-29,67.08,67.55,66.7,67.24,2968,35353,67.35
2026-06-30,67.28,67.7,66.8,67.2,7798,35571,66.87
2026-07-01,67.18,67.18,66.51,66.96,4410,36546,67.12
2026-07-02,66.52,67.44,66.4,67.28,3703,36398,67.46
2026-07-06,67.24,67.84,67,67.75,6213,36518,67.75
2026-07-07,67.8,69.12,67.75,69.11,5119,38157,68.63
2026-07-08,68.99,70.8,68.99,70.59,8130,39547,70.05
2026-07-09,70.52,70.52,69,69.05,5015,39518,69.3
2026-07-10,69.05,69.52,68.49,69.25,2842,39168,69.23
2026-07-13,70.25,72.55,70.06,72.55,5653,39273,72.52
2026-07-14,72.28,72.8,71,72.19,8374,38688,71.95
2026-07-15,72.31,72.89,72,72.6,4428,38660,72.23
2026-07-16,72.4,73.01,71.97,72.55,4030,38867,72.1
2026-07-17,72.72,73.76,71.9,73.39,3124,39348,73.56
2026-07-20,74,74.29,72.42,73.3,5364,39669,73.3
2026-07-21,73.33,73.73,73.03,73.24,5888,40032,73.33
2026-07-22,73,73.82,73,73.44,8855,40275,73.37
2026-07-23,73.75,74.83,73.74,73.87,12396,40082,74.05
2026-07-24,73.96,74.27,73.38,74.27,8216,40463,74.04
2026-07-27,73.29,73.35,71.71,71.93,9515,39910,72.35
2026-07-28,72.06,72.08,69.84,70.17,6378,40110,70.09
2026-07-29,71.44,73,71.06,72.92,5419,39855,72.81
2026-07-30,72.46,72.61,71.38,71.7,5955,40457,71.5
2026-07-31,71.8,72.44,70.66,71.63,4200,40498,71.63
2026-08-03,70,70.77,69.99,70.26,8842,40628,70.33
2026-08-04,70.37,71.12,68.8,68.97,9744,40294,69.37
2026-08-05,69.32,69.71,68.69,68.82,10856,39710,69.18
2026-08-06,69.29,70.22,68.74,70.21,5482,39471,70
2026-08-07,70.23,70.8,69.57,70.04,5484,40094,70.67
2026-08-10,70.94,73.68,70.51,73.34,8052,40197,73.46
2026-08-11,73.31,74,72.52,73.53,9130,41413,73.43
2026-08-12,73.5,73.69,72.84,73.39,8264,43118,73.43
2026-08-13,73,73.55,72.14,72.68,7082,45307,72.81
2026-08-14,72.67,73.54,72.5,73.3,6326,46142,73.34
