date,open,high,low,close,volume,open_interest,settle
2026-03-10,65.96,65.96,65.96,65.96,2004,15293,66.09
2026-03-11,67.41,67.41,67.41,67.41,602,15647,67.41
2026-03-12,68.87,69.59,68.87,69.59,1331,15877,68.98
2026-03-13,69.76,69.76,69.76,69.76,1412,16070,69.76
2026-03-16,70,70,69.65,69.7,1103,16410,69.7
2026-03-17,70.75,70.75,70.49,70.52,1158,16399,70.55
2026-03-18,72,72.69,71.97,72.69,2687,16630,72.44
2026-03-19,73,73.01,72.99,73.01,3799,15831,73.8
2026-03-20,74,74,72.98,72.98,1614,16216,73.91
2026-03-23,70.52,70.52,70.52,70.52,2817,16179,70.52
2026-03-24,72.79,72.79,72.79,72.79,1144,16248,72.79
2026-03-25,71.5,71.83,71.5,71.83,595,16585,71.93
2026-03-26,73.05,73.05,73.05,73.05,629,16390,73.05
2026-03-27,72.65,72.65,72.65,72.65,821,16435,72.76
2026-03-30,72.35,72.35,72.35,72.35,876,16506,72.35
2026-03-31,72.35,72.35,69.48,69.48,1626,17018,69.2
2026-04-01,68.29,68.3,68.25,68.3,1068,17317,68.33
2026-04-02,69.55,69.55,68.59,68.59,440,17405,68.9
2026-04-06,69.15,70.13,68.94,70.13,424,17398,70.17
2026-04-07,70.31,70.31,70.25,70.25,612,17398,71.17
2026-04-08,69,69,69,69,1256,17955,70.71
2026-04-09,69.98,70.57,69.98,70.57,644,18093,70.62
2026-04-10,71.58,71.66,71.46,71.46,342,18082,71.45
2026-04-13,72.37,72.37,72.37,72.37,919,18168,72.37
2026-04-14,71.56,71.67,71.41,71.41,1181,18554,71.53
2026-04-15,72.69,72.75,72.63,72.75,817,18813,72.8
2026-04-16,72.95,72.95,72.95,72.95,442,18827,72.8
2026-04-17,69.48,70.04,69.44,70.04,961,18811,69.81
2026-04-20,71.15,71.15,71.06,71.06,697,18834,71.05
2026-04-21,70.92,71.72,70.92,71.72,1180,19010,71.1
2026-04-22,71.85,71.85,71.85,71.85,1368,19131,71.71
2026-04-23,72.44,72.62,71.48,72.62,1006,19757,72.49
2026-04-24,72.06,72.22,71.87,72.22,990,19840,72.12
2026-04-27,72.38,72.6,72.34,72.6,916,19847,72.62
2026-04-28,72.01,72.01,72.01,72.01,1173,19830,72.01
2026-04-29,72.33,72.54,72.16,72.28,1405,20081,72.17
2026-04-30,72.98,73.09,72.94,73.09,1095,20216,73.03
2026-05-01,72.6,73.28,72.6,73.28,1155,20604,72.91
2026-05-04,74.85,75.6,74.85,75.47,2080,20665,75.51
2026-05-05,75.1,75.11,74.32,74.32,1550,20912,74.67
2026-05-06,72.29,72.54,71.75,71.75,4712,20824,71.6
2026-05-07,71.24,72.31,71.17,71.53,2129,21467,71.68
2026-05-08,73.41,73.59,73.23,73.23,1043,21550,73.53
2026-05-11,75.4,75.4,75.4,75.4,1286,21789,75.4
2026-05-12,76.36,76.36,76.36,76.36,2475,21628,76.34
2026-05-13,75.04,75.04,75.04,75.04,480,21293,75.04
2026-05-14,74.77,74.77,74.77,74.77,854,21401,74.8
2026-05-15,75.25,75.61,75.25,75.61,1050,21349,75.69
2026-05-18,75.88,76.18,75.88,75.91,1338,21627,76.46
2026-05-19,75.96,76.17,75.86,75.86,577,21787,75.91
2026-05-20,75.13,75.15,73.62,74.14,1454,21932,74.09
2026-05-21,76.13,76.13,74.23,74.36,3170,22212,74.01
2026-05-22,74.25,74.25,73.93,73.99,1098,22870,74
2026-05-26,74.02,74.02,73.56,73.56,1869,22829,73.5
2026-05-27,72.64,72.64,72.64,72.64,839,22908,72.74
2026-05-28,73.46,73.83,73.42,73.83,1665,23041,73.84
2026-05-29,73.46,73.46,73.46,73.46,2474,23412,73.12
2026-06-01,74.13,74.59,74.13,74.14,1664,23285,74.13
2026-06-02,74.4,74.63,74.35,74.63,808,23035,75.03
2026-06-03,75.2,76.1,75.2,75.88,1040,22992,75.99
2026-06-04,74.6,74.6,74.6,74.6,1313,22963,74.6
2026-06-05,73.78,74.04,73.77,74.04,1088,22934,74.05
2026-06-08,75.56,75.56,75.56,75.56,1454,22964,75.56
2026-06-09,74.82,74.92,74.66,74.66,1140,22718,74.68
2026-06-10,75.15,76.05,75.15,76.05,1426,22837,75.6
2026-06-11,75.97,75.97,74.25,74.25,2387,23201,75.16
2026-06-12,73.27,73.27,72.78,72.96,1104,23099,72.98
2026-06-15,71.53,71.53,71.53,71.53,1865,23042,71.25
2026-06-16,70.52,70.52,69.77,69.77,2747,22892,69.76
2026-06-17,70.35,70.35,70.35,70.35,2302,23600,69.55
2026-06-18,68.91,69.28,68.91,69.01,929,23906,69.21
2026-06-22,68.25,68.25,68.09,68.1,4137,24040,68.28
2026-06-23,68,68.07,67.94,68.07,4281,24490,68.17
2026-06-24,66.42,66.66,66.38,66.4,2160,24320,66.56
2026-06-25,66,67.65,66,67.65,1729,24164,67.52
2026-06-26,66.35,66.72,65.98,66.72,1911,24121,66.12
2026-06-29,66.62,66.73,66.57,66.67,1682,24239,66.74
2026-06-30,66.43,66.56,66.43,66.56,852,24187,66.29
2026-07-01,66.49,66.54,66.49,66.5,958,24194,66.64
2026-07-02,66.87,66.87,66.87,66.87,2167,24207,66.99
2026-07-06,67.06,67.27,67.06,67.27,1133,24299,67.31
2026-07-07,67.73,68.63,67.73,68.63,1722,24648,68.03
2026-07-08,69.01,69.77,69.01,69.29,2445,25149,69.29
2026-07-09,68.64,68.64,68.64,68.64,2599,25241,68.64
2026-07-10,67.89,68.52,67.89,68.52,1652,25537,68.53
2026-07-13,69.4,71.22,69.4,71.22,1748,25283,71.23
2026-07-14,70.75,70.82,70.3,70.82,2280,25280,70.69
2026-07-15,71.43,71.43,70.94,71.24,4505,25543,70.89
2026-07-16,71.2,71.2,70.89,70.89,1107,26269,70.77
2026-07-17,70.82,72.42,70.82,72.06,1638,26359,72.06
2026-07-20,71.26,71.79,71.26,71.76,2861,26176,71.75
2026-07-21,71.78,71.79,71.71,71.71,2227,26089,71.77
2026-07-22,71.8,71.83,71.8,71.83,2595,26792,71.82
2026-07-23,72.46,72.46,72.35,72.35,3131,26488,72.43
2026-07-24,72.77,72.77,72.38,72.52,3314,26760,72.56
2026-07-27,71.51,71.51,70.69,71.01,3134,27140,71.05
2026-07-28,69.63,70.15,68.77,68.99,1728,26975,68.95
2026-07-29,69.89,71.38,69.89,71.23,1761,27050,71.28
2026-07-30,70.07,70.33,70.06,70.31,1609,27167,70.17
2026-07-31,69.62,70.61,69.62,70.54,1050,27222,70.27
2026-08-03,69.11,69.32,68.97,69.06,2183,27502,69.23
2026-08-04,69.56,69.6,67.91,68.16,1815,27040,68.53
2026-08-05,68.56,68.56,68.1,68.29,1838,26796,68.35
2026-08-06,68.1,69.18,68.1,69.16,1501,26554,68.89
2026-08-07,69.11,69.49,68.83,69.47,1508,26445,69.45
2026-08-10,69.93,72.07,69.93,71.47,2498,26526,71.8
2026-08-11,71.62,72.24,70.99,71.98,2961,26787,71.89
2026-08-12,71.95,71.96,71.49,71.85,2426,27326,71.89
2026-08-13,71.84,72.14,70.92,71.39,1167,27751,71.39
2026-08-14,71.31,71.84,71.31,71.8,1886,27453,71.84
2026-08-17,71.81,73.55,71.81,73.38,1150,27973,73.4
2026-08-18,73.51,73.79,73.51,73.65,1649,27897,73.65
2026-08-19,74.09,74.1,73.11,73.11,1482,27847,73.18
2026-08-20,73.17,74.09,72.9,73.66,4591,28182,73.88
2026-08-21,73.67,74.24,73.67,73.78,1183,28546,73.93
2026-08-24,73.08,73.26,72.62,73.16,1880,28591,73.16
2026-08-25,73.3,73.31,71.93,71.93,2961,28891,72.16
2026-08-26,71.23,72.6,71.23,71.87,753,29450,72.03
2026-08-27,71.71,72.12,71.3,71.88,1277,29268,71.91
2026-08-28,71.75,71.98,71.62,71.91,463,29262,72.01
2026-08-31,72.53,73.33,72.53,72.69,1207,29300,72.76
2026-09-01,72.9,73.51,72.71,73.29,4062,29518,73.39
2026-09-02,73.51,73.73,72.78,72.88,2916,30650,72.88
2026-09-03,72.44,72.48,71.97,72.18,2606,31966,71.95
2026-09-04,72.08,73.2,72.03,72.8,1500,32391,73.13
2026-09-08,73.3,74.02,73.3,73.94,8854,32305,73.89
2026-09-09,74.02,74.52,73.57,73.86,7734,33098,73.96
2026-09-10,73.78,74.74,73.39,74.34,9865,33320,74.69
2026-09-11,73.97,74.3,73.97,74.03,808,34794,None
