date,open,high,low,close,volume,open_interest,settle
2026-03-10,65.8,65.8,65.8,65.8,373,16316,65.8
2026-03-11,65.81,65.81,65.81,65.81,397,16459,66.94
2026-03-12,68.34,68.34,68.34,68.34,1097,16589,68.34
2026-03-13,69.03,69.03,69.03,69.03,695,16706,69.03
2026-03-16,69.12,69.12,69.12,69.12,289,16457,69.12
2026-03-17,70.59,70.64,69.95,69.95,656,16595,69.88
2026-03-18,71.53,71.91,71.49,71.91,2227,16961,71.75
2026-03-19,73.12,73.12,73.12,73.12,1430,18149,73.12
2026-03-20,72.67,72.67,72.34,72.36,981,18534,73.2
2026-03-23,70.07,70.07,70.07,70.07,2452,18904,70.07
2026-03-24,71.92,71.92,71.92,71.92,672,19463,72.28
2026-03-25,71.41,71.41,71.41,71.41,673,19990,71.41
2026-03-26,72.24,72.24,72.24,72.24,682,20093,72.5
2026-03-27,72.88,72.88,72.58,72.58,646,20196,72.22
2026-03-30,72.63,72.63,72.63,72.63,601,20320,71.83
2026-03-31,71.3,71.3,71.3,71.3,984,20551,68.76
2026-04-01,67.79,67.79,67.79,67.79,820,20667,67.92
2026-04-02,67.92,68.12,67.92,68.12,1587,20776,68.41
2026-04-06,68.5,68.75,68.5,68.75,619,21763,69.61
2026-04-07,70.06,70.06,69.2,69.34,620,22351,70.54
2026-04-08,68.59,68.59,68.59,68.59,1152,22364,70.19
2026-04-09,69.44,69.67,69.44,69.67,840,22524,70.09
2026-04-10,70.87,70.87,70.87,70.87,238,22292,70.87
2026-04-13,71.69,71.69,71.69,71.69,862,22307,71.69
2026-04-14,70.95,71.04,70.78,70.78,556,22354,70.92
2026-04-15,72.24,72.24,72.24,72.24,665,22521,72.24
2026-04-16,72.27,72.27,72.27,72.27,279,22787,72.27
2026-04-17,69.59,69.59,69.29,69.42,1156,22904,69.42
2026-04-20,70.65,70.65,70.65,70.65,430,22991,70.56
2026-04-21,70.59,70.59,70.59,70.59,444,23198,70.59
2026-04-22,71.09,71.14,71.09,71.14,1290,23272,71.13
2026-04-23,71.85,71.85,71.85,71.85,1104,23584,71.83
2026-04-24,71.47,71.47,70.78,71.42,771,23612,71.43
2026-04-27,71.72,71.72,71.72,71.72,422,23813,71.87
2026-04-28,71.23,71.23,71.23,71.23,738,23930,71.23
2026-04-29,71.61,71.61,71.44,71.56,890,24320,71.35
2026-04-30,71.46,72.1,71.46,72.1,459,24183,72.15
2026-05-01,72.1,72.28,71.76,72.14,396,24249,72.14
2026-05-04,73.82,74.75,73.82,74.59,1622,24352,74.57
2026-05-05,73.99,73.99,73.88,73.88,873,23979,73.89
2026-05-06,72.24,72.24,71.24,72.01,2437,24043,71.06
2026-05-07,70.77,71.21,70.77,71.21,1816,24306,71.14
2026-05-08,72.82,72.95,72.77,72.77,599,24721,72.88
2026-05-11,74.61,74.61,74.61,74.61,1099,24712,74.61
2026-05-12,75.36,75.45,75.04,75.45,1722,24411,75.41
2026-05-13,75.09,75.09,75.09,75.09,171,24079,74.22
2026-05-14,74,74,74,74,1812,24137,74
2026-05-15,74.4,74.71,74.4,74.71,296,23873,74.79
2026-05-18,74.91,75.38,74.7,75.13,1219,23888,75.42
2026-05-19,74.87,74.87,74.87,74.87,497,24236,74.87
2026-05-20,74.24,74.24,72.86,73.02,341,24358,73.24
2026-05-21,75.26,75.26,73.23,73.46,1268,24350,73.22
2026-05-22,73.49,73.49,73.09,73.09,319,24536,73.17
2026-05-26,73.38,73.38,72.64,72.64,1672,24633,72.79
2026-05-27,72.15,72.15,72.15,72.15,736,24180,72.15
2026-05-28,73.19,73.19,72.84,72.84,578,24278,73.15
2026-05-29,72.69,72.69,72.69,72.69,1874,24294,72.47
2026-06-01,73.59,73.78,72.83,73.37,1166,25044,73.39
2026-06-02,73.6,74.19,73.6,74.19,615,24916,74.26
2026-06-03,74.91,74.91,74.91,74.91,323,25029,75.15
2026-06-04,73.87,73.87,73.87,73.87,511,25386,73.86
2026-06-05,73.16,73.26,73.06,73.26,304,25295,73.36
2026-06-08,74.81,74.81,74.75,74.75,806,25309,74.77
2026-06-09,74.1,74.18,73.88,73.93,1076,25475,73.95
2026-06-10,75.07,75.09,75.07,75.09,595,25378,74.79
2026-06-11,75.12,75.12,75.06,75.06,829,25425,74.38
2026-06-12,73.57,73.57,72.15,72.15,2070,25376,72.37
2026-06-15,71.01,71.01,71.01,71.01,639,25751,70.77
2026-06-16,69.66,69.66,69.4,69.4,1080,25545,69.39
2026-06-17,69.23,69.23,69.23,69.23,1756,25863,69.15
2026-06-18,68.54,68.62,68.54,68.62,1227,25480,68.81
2026-06-22,68.42,68.42,67.75,68.02,616,25590,67.9
2026-06-23,67.59,67.6,67.56,67.57,1086,25705,67.78
2026-06-24,66.32,66.36,66.32,66.36,1154,25317,66.29
2026-06-25,66.35,67.49,66.35,67.49,1089,25099,67.17
2026-06-26,65.87,66.45,65.87,66.45,340,25595,65.89
2026-06-29,66.41,66.41,66.3,66.33,1356,25582,66.39
2026-06-30,66.31,66.31,66,66.24,1099,25526,65.96
2026-07-01,66.35,66.35,66.35,66.35,916,25589,66.35
2026-07-02,66.54,66.7,66.54,66.7,2348,25791,66.7
2026-07-06,66.91,67.02,66.91,67.02,804,25924,67
2026-07-07,67.64,67.64,67.64,67.64,1017,25825,67.64
2026-07-08,69.33,69.33,68.72,68.8,1586,25618,68.8
2026-07-09,68.25,68.25,68.25,68.25,3184,25714,68.25
2026-07-10,68.12,68.12,68.12,68.12,686,25439,68.12
2026-07-13,69.09,70.56,69.09,70.56,1263,25551,70.53
2026-07-14,69.91,70.15,69.44,70.15,1817,25890,70.01
2026-07-15,70.76,70.76,70.23,70.23,888,25936,70.22
2026-07-16,70.15,70.15,70.15,70.15,758,26185,70.09
2026-07-17,71.39,71.66,71.39,71.66,1237,26270,71.28
2026-07-20,71.04,71.04,70.93,70.98,1102,26402,70.96
2026-07-21,70.98,71.32,70.89,71.15,1612,26680,70.98
2026-07-22,71.02,71.12,70.93,71.12,2636,27237,71.05
2026-07-23,72.21,72.21,71.45,71.45,2293,26794,71.61
2026-07-24,71.61,71.8,71.49,71.8,2157,26852,71.82
2026-07-27,69.91,70.32,69.91,70.29,2325,26821,70.4
2026-07-28,69.19,69.19,68.24,68.43,806,26941,68.4
2026-07-29,70.49,70.49,70.49,70.49,841,26922,70.49
2026-07-30,69.42,69.63,69.42,69.57,1180,27018,69.46
2026-07-31,69.55,69.55,69.55,69.55,1017,27084,69.55
2026-08-03,69.05,69.05,68.57,68.62,1258,27322,68.62
2026-08-04,68.72,68.72,67.49,68.02,1402,27621,68.05
2026-08-05,67.86,67.86,67.86,67.86,1433,26971,67.86
2026-08-06,68.3,68.3,68.3,68.3,958,26292,68.3
2026-08-07,68.81,68.81,68.81,68.81,898,26265,68.81
2026-08-10,70.87,70.87,70.65,70.81,1072,26499,70.97
2026-08-11,70.34,71.17,70.34,71.17,905,26679,71.1
2026-08-12,71.14,71.18,70.41,71.12,3359,26797,71.13
2026-08-13,71.17,71.34,71.17,71.34,760,28160,70.66
2026-08-14,71.08,71.08,71.08,71.08,1222,28124,71.08
2026-08-17,72.53,72.53,72.53,72.53,776,28138,72.53
2026-08-18,72.96,73.22,72.68,72.71,1583,28061,72.75
2026-08-19,72.3,72.33,72.24,72.24,1381,27590,72.32
2026-08-20,72.62,72.95,72.62,72.78,2011,27794,72.94
2026-08-21,73.15,73.15,72.9,72.95,1577,28398,72.97
2026-08-24,72.28,72.28,71.74,72.07,1217,28600,72.27
2026-08-25,71.65,71.76,71.41,71.43,2377,28701,71.4
2026-08-26,71.97,72.06,71.21,71.21,922,29401,71.23
2026-08-27,70.78,70.78,70.78,70.78,519,29519,71.1
2026-08-28,71.01,71.01,71.01,71.01,596,29609,71.19
2026-08-31,71.91,71.91,71.7,71.7,670,30164,71.8
2026-09-01,72.17,72.61,72.17,72.34,1830,30208,72.35
2026-09-02,71.87,71.88,71.82,71.82,1475,31615,71.83
2026-09-03,71.3,71.3,70.88,71,1026,31680,70.89
2026-09-04,71,72.04,71,72.04,1226,31989,72.02
2026-09-08,72.42,72.69,72.35,72.69,2987,32375,72.62
