market,date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
瘦肉猪 (CME),2015-08-04,283216,74012,49655,100215,89453,96740,19536,36607,24357,-7287,2081,-2840,2261,5849
瘦肉猪 (CME),2015-08-11,286012,72956,52228,103489,89489,93410,20078,36885,20728,-3921,-1056,2574,36,-3330
瘦肉猪 (CME),2015-08-18,257128,69025,46651,83191,86438,91186,18474,36100,22374,-4748,-3930,-5577,-3051,-2224
瘦肉猪 (CME),2015-08-25,255413,66976,44883,84246,85198,91717,18994,34567,22093,-6519,-2049,-1768,-1240,530
瘦肉猪 (CME),2015-09-01,257606,67346,45172,85689,85207,92301,19364,34445,22174,-7094,370,289,10,585
瘦肉猪 (CME),2015-09-08,263042,69781,43876,87133,84012,96382,22117,35651,25905,-12370,2435,-1295,-1195,4081
瘦肉猪 (CME),2015-09-15,262930,69678,41264,90359,80747,95079,22146,36228,28414,-14332,-103,-2612,-3265,-1303
瘦肉猪 (CME),2015-09-22,264726,69089,35911,93248,82108,98158,20281,37409,33178,-16050,-589,-5353,1361,3079
瘦肉猪 (CME),2015-09-29,271444,71179,32602,95663,83419,104453,21184,38726,38577,-21034,2091,-3309,1310,6295
瘦肉猪 (CME),2015-10-06,276953,73614,31620,96733,84291,109675,22314,38924,41994,-25384,2435,-982,873,5222
瘦肉猪 (CME),2015-10-13,281253,75820,31055,98892,82898,113110,23643,38196,44765,-30212,2206,-565,-1393,3435
瘦肉猪 (CME),2015-10-20,251984,74688,29327,72920,80537,112101,23838,37635,45361,-31564,-1132,-1728,-2361,-1010
瘦肉猪 (CME),2015-10-27,253544,69411,28495,77868,84088,110511,22177,36670,40916,-26423,-5277,-833,3551,-1590
瘦肉猪 (CME),2015-11-03,270552,69533,43319,86003,89161,103666,25855,37564,26214,-14505,122,14825,5074,-6845
瘦肉猪 (CME),2015-11-10,288358,71335,57413,100780,89728,93398,26514,36766,13922,-3670,1803,14094,567,-10269
瘦肉猪 (CME),2015-11-17,285681,68496,63059,101612,91431,86623,24142,34386,5437,4808,-2840,5646,1703,-6774
瘦肉猪 (CME),2015-11-24,284245,66017,64226,102721,91914,84121,23593,33176,1791,7793,-2479,1167,483,-2502
瘦肉猪 (CME),2015-12-01,273711,63060,60820,99832,88502,80981,22317,32079,2240,7521,-2957,-3407,-3412,-3140
瘦肉猪 (CME),2015-12-08,262121,55764,55461,99527,85821,75182,21009,31951,303,10639,-7296,-5358,-2682,-5799
瘦肉猪 (CME),2015-12-15,261356,55688,54898,101763,83592,74909,20313,29786,790,8683,-76,-563,-2228,-273
瘦肉猪 (CME),2015-12-22,228055,53958,54394,74971,79709,68768,19417,29922,-436,10941,-1730,-504,-3884,-6141
瘦肉猪 (CME),2015-12-29,226786,53032,50177,74171,81494,72932,18090,29506,2855,8562,-926,-4217,1785,4165
瘦肉猪 (CME),2016-01-05,227648,53618,45304,77963,78554,74373,17512,30007,8314,4181,586,-4873,-2940,1441
瘦肉猪 (CME),2016-01-12,229442,49407,37045,82374,77034,77768,20628,32255,12362,-734,-4211,-8259,-1520,3395
瘦肉猪 (CME),2016-01-19,235079,50790,35127,85631,78198,81301,20460,33020,15663,-3103,1383,-1919,1164,3534
瘦肉猪 (CME),2016-01-26,237602,53175,31151,85544,78927,86691,19956,34216,22024,-7764,2386,-3976,729,5390
瘦肉猪 (CME),2016-02-02,255450,59120,27776,92229,83592,98932,20508,36512,31344,-15340,5945,-3374,4665,12241
瘦肉猪 (CME),2016-02-09,267159,63993,26908,96251,86129,105488,20785,38511,37085,-19359,4873,-868,2537,6556
瘦肉猪 (CME),2016-02-16,280296,70819,27490,100851,87191,111540,21435,40415,43329,-24349,6827,581,1062,6052
瘦肉猪 (CME),2016-02-23,246350,71550,23143,68813,86389,115150,19598,39244,48407,-28761,731,-4346,-802,3609
瘦肉猪 (CME),2016-03-01,249760,74110,22978,65125,89027,119584,21499,42074,51132,-30557,2560,-165,2638,4434
瘦肉猪 (CME),2016-03-08,253205,79237,26856,65455,87247,118137,21266,42756,52381,-30890,5127,3878,-1780,-1447
瘦肉猪 (CME),2016-03-15,274146,91440,25990,69900,89376,133975,23430,44281,65450,-44599,12203,-866,2128,15837
瘦肉猪 (CME),2016-03-22,283079,96236,25719,73508,90798,140980,22537,42872,70517,-50182,4796,-271,1422,7005
瘦肉猪 (CME),2016-03-29,286253,96058,24541,74274,93070,143573,22851,43865,71517,-50503,-178,-1178,2272,2593
瘦肉猪 (CME),2016-04-05,280328,89414,23704,74531,94864,138893,21519,43200,65710,-44029,-6644,-837,1794,-4680
瘦肉猪 (CME),2016-04-12,284545,88005,25044,78237,96253,138771,22049,42492,62961,-42518,-1409,1340,1389,-122
瘦肉猪 (CME),2016-04-19,258797,82452,29775,58775,96694,129321,20876,40926,52677,-32627,-5553,4732,441,-9450
瘦肉猪 (CME),2016-04-26,264017,79426,31103,61817,101237,129896,21537,41200,48323,-28659,-3026,1328,4543,575
瘦肉猪 (CME),2016-05-03,272766,85332,28018,66413,98065,137735,22957,40600,57314,-39670,5905,-3085,-3172,7838
瘦肉猪 (CME),2016-05-10,275026,89124,25076,68453,93985,138352,23463,43144,64048,-44367,3792,-2942,-4079,617
瘦肉猪 (CME),2016-05-17,294615,95936,22541,76779,96690,152725,25209,42569,73395,-56035,6812,-2535,2705,14374
瘦肉猪 (CME),2016-05-24,281493,81754,22562,76255,100610,143123,22874,39553,59192,-42513,-14182,21,3920,-9602
瘦肉猪 (CME),2016-05-31,279938,80544,23405,77126,98690,140008,23578,39399,57139,-41318,-1210,843,-1920,-3115
瘦肉猪 (CME),2016-06-07,301629,91664,22129,85032,99067,153538,25866,40930,69535,-54471,11120,-1276,377,13529
瘦肉猪 (CME),2016-06-14,323033,106710,25184,89383,100623,164445,26317,44021,81526,-63822,15046,3055,1556,10907
瘦肉猪 (CME),2016-06-21,315333,113449,22796,74574,102265,173816,25045,44148,90653,-71551,6739,-2389,1642,9371
瘦肉猪 (CME),2016-06-28,307342,106857,19869,71285,104405,173996,24796,42192,86988,-69591,-6593,-2927,2140,180
瘦肉猪 (CME),2016-07-05,311159,109293,18833,70816,107804,179290,23246,42219,90460,-71486,2437,-1036,3399,5294
瘦肉猪 (CME),2016-07-12,292292,97020,18629,74216,100032,158560,21024,40887,78391,-58528,-12274,-204,-7771,-20730
瘦肉猪 (CME),2016-07-19,287523,93237,21754,72796,98135,152103,23356,40870,71483,-53968,-3783,3125,-1898,-6456
瘦肉猪 (CME),2016-07-26,281408,88151,27164,74261,98527,139500,20469,40483,60987,-40973,-5086,5410,392,-12603
瘦肉猪 (CME),2016-08-02,291455,88328,34634,87728,95037,127286,20363,41807,53694,-32249,177,7470,-3490,-12214
瘦肉猪 (CME),2016-08-09,292411,88154,39038,91066,91449,117960,21742,44347,49116,-26511,-174,4405,-3588,-9326
瘦肉猪 (CME),2016-08-16,260906,83131,40726,67497,91206,115756,19072,36927,42405,-24550,-5023,1687,-243,-2204
瘦肉猪 (CME),2016-08-23,259465,84026,39306,71386,85802,111625,18250,37147,44720,-25823,895,-1420,-5404,-4131
瘦肉猪 (CME),2016-08-30,262042,82041,39186,78502,83223,105493,18276,38862,42855,-22270,-1985,-120,-2579,-6132
瘦肉猪 (CME),2016-09-06,271027,79651,38205,84929,85599,107755,20848,40139,41446,-22156,-2390,-981,2376,2262
瘦肉猪 (CME),2016-09-13,278371,83555,41762,87042,84417,108571,23357,40996,41793,-24154,3904,3557,-1183,816
瘦肉猪 (CME),2016-09-20,295023,87338,49311,96674,87140,107610,23872,41428,38027,-20470,3782,7549,2724,-961
瘦肉猪 (CME),2016-09-27,306690,92588,56928,105226,85538,104024,23338,40511,35660,-18486,5250,7617,-1603,-3586
瘦肉猪 (CME),2016-10-04,312533,97853,61122,111603,80525,101689,22552,38118,36731,-21164,5265,4194,-5013,-2335
瘦肉猪 (CME),2016-10-11,323345,99607,66748,119912,81500,97424,22326,39260,32859,-15924,1753,5626,975,-4265
瘦肉猪 (CME),2016-10-18,299940,102992,71790,94334,80981,92875,21634,40942,31202,-11894,3385,5041,-519,-4549
瘦肉猪 (CME),2016-10-25,299883,97744,74995,95181,84644,91223,22314,38484,22749,-6579,-5248,3206,3663,-1652
瘦肉猪 (CME),2016-11-01,292534,89995,62012,98726,84407,91591,19406,40206,27983,-7184,-7749,-12984,-237,368
瘦肉猪 (CME),2016-11-08,294790,86894,56678,105561,82083,90936,20252,41615,30216,-8853,-3101,-5334,-2324,-655
瘦肉猪 (CME),2016-11-15,303024,82524,51871,116094,84048,92162,20358,42897,30653,-8114,-4371,-4807,1965,1226
瘦肉猪 (CME),2016-11-22,296226,79403,48852,112922,83481,92596,20420,41856,30551,-9115,-3120,-3019,-567,434
瘦肉猪 (CME),2016-11-29,286915,81970,48651,105569,80476,91994,18901,40702,33319,-11518,2567,-202,-3005,-603
瘦肉猪 (CME),2016-12-06,281122,77130,47469,107307,77128,88270,19557,38077,29661,-11142,-4840,-1182,-3347,-3724
瘦肉猪 (CME),2016-12-13,281394,79293,33735,106856,77939,99683,17307,41121,45558,-21744,2163,-13734,811,11413
瘦肉猪 (CME),2016-12-20,239123,80395,25561,65821,73280,107405,19627,40336,54834,-34125,1103,-8173,-4659,7722
瘦肉猪 (CME),2016-12-27,243276,79661,23072,68397,74957,109587,20261,42219,56589,-34630,-735,-2489,1677,2182
瘦肉猪 (CME),2017-01-03,246516,78425,23419,70640,77289,109624,20162,42833,55006,-32335,-1236,347,2332,37
瘦肉猪 (CME),2017-01-10,251008,78098,20727,72289,77634,114758,22987,43234,57371,-37124,-326,-2692,345,5134
瘦肉猪 (CME),2017-01-17,270810,81523,20110,81075,84562,126042,23651,43583,61413,-41480,3425,-617,6928,11284
瘦肉猪 (CME),2017-01-24,268525,76878,18535,80152,87897,127021,23598,42817,58343,-39124,-4645,-1575,3335,979
瘦肉猪 (CME),2017-01-31,279164,79874,16404,83192,89420,138785,26678,40783,63470,-49365,2995,-2131,1523,11763
瘦肉猪 (CME),2017-02-07,300082,83722,19668,95709,91589,142592,29062,42113,64054,-51003,3849,3264,2169,3808
瘦肉猪 (CME),2017-02-14,308962,84446,20428,103343,92037,144830,29135,40361,64018,-52793,724,760,449,2237
瘦肉猪 (CME),2017-02-21,277661,82861,20630,76123,91391,140468,27285,40440,62231,-49077,-1585,202,-646,-4362
瘦肉猪 (CME),2017-02-28,269886,78579,22916,75992,90161,131052,25154,39927,55663,-40891,-4283,2286,-1230,-9416
瘦肉猪 (CME),2017-03-07,265727,75143,26329,76541,88009,122115,26034,40742,48814,-34106,-3436,3414,-2152,-8937
瘦肉猪 (CME),2017-03-14,266963,73725,26521,79300,88019,121729,25918,39413,47204,-33710,-1418,192,10,-386
瘦肉猪 (CME),2017-03-21,267575,74259,24953,77607,90355,125183,25355,39833,49306,-34828,534,-1568,2336,3454
瘦肉猪 (CME),2017-03-28,261544,68329,27061,79094,91860,116506,22261,38883,41268,-24646,-5931,2108,1506,-8677
瘦肉猪 (CME),2017-04-04,263247,67037,32568,83306,90046,108485,22859,38888,34469,-18439,-1292,5507,-1815,-8021
瘦肉猪 (CME),2017-04-11,263765,64845,38331,87873,89074,101475,21973,36087,26514,-12401,-2191,5762,-972,-7010
瘦肉猪 (CME),2017-04-18,276444,65881,42041,95128,93285,102428,22150,36847,23840,-9143,1036,3710,4211,954
瘦肉猪 (CME),2017-04-25,261601,63379,50268,78074,97774,98753,22373,34505,13111,-979,-2502,8227,4490,-3676
瘦肉猪 (CME),2017-05-02,267750,65314,46885,78553,100776,106319,23106,35992,18429,-5543,1935,-3383,3001,7566
瘦肉猪 (CME),2017-05-09,262121,69043,35837,76864,93860,112564,22354,36856,33206,-18704,3729,-11048,-6916,6245
瘦肉猪 (CME),2017-05-16,272261,74084,32663,81711,93860,120999,22606,36888,41421,-27139,5041,-3174,0,8435
瘦肉猪 (CME),2017-05-23,281787,82642,25636,84804,91644,133684,22697,37663,57006,-42040,8558,-7027,-2216,12684
瘦肉猪 (CME),2017-05-30,297115,89609,24792,92932,91007,141216,23566,38175,64817,-50209,6967,-844,-636,7533
瘦肉猪 (CME),2017-06-06,312952,95680,25031,97452,95385,150251,24435,40218,70649,-54866,6071,239,4378,9035
瘦肉猪 (CME),2017-06-13,321182,97333,23700,103125,94915,151622,25809,42734,73633,-56707,1653,-1330,-471,1371
瘦肉猪 (CME),2017-06-20,297422,95833,23329,83387,93052,146121,25149,44585,72504,-53069,-1500,-372,-1863,-5501
瘦肉猪 (CME),2017-06-27,311977,96083,23663,86007,103581,156449,26306,45859,72420,-52868,249,334,10530,10328
瘦肉猪 (CME),2017-07-03,333700,106473,23099,90245,108545,171695,28437,48661,83374,-63150,10391,-564,4964,15246
瘦肉猪 (CME),2017-07-11,345721,113591,26867,96411,107874,172005,27845,50439,86724,-64131,7118,3767,-671,310
瘦肉猪 (CME),2017-07-18,344735,114169,29919,101340,101911,163253,27316,50223,84250,-61342,578,3053,-5963,-8752
瘦肉猪 (CME),2017-07-25,324311,107800,26895,86567,103438,161676,26505,49172,80905,-58238,-6369,-3024,1527,-1577
瘦肉猪 (CME),2017-08-01,322830,105076,29250,89617,103610,155879,24527,48084,75826,-52269,-2725,2354,172,-5796
瘦肉猪 (CME),2017-08-08,322416,106929,31111,91333,100434,153057,23720,46915,75818,-52623,1853,1861,-3176,-2822
瘦肉猪 (CME),2017-08-15,339299,115876,34042,96546,101850,160234,25027,48477,81834,-58384,8947,2931,1416,7177
瘦肉猪 (CME),2017-08-22,309010,106673,31982,78610,100626,152364,23101,46055,74691,-51738,-9204,-2060,-1224,-7871
瘦肉猪 (CME),2017-08-29,312947,98183,33884,90519,101686,142300,22560,46244,64299,-40614,-8490,1902,1059,-10064
瘦肉猪 (CME),2017-09-05,303998,92565,33457,89356,100077,137907,22000,43277,59108,-37830,-5618,-427,-1609,-4393
瘦肉猪 (CME),2017-09-12,315595,91547,42140,96152,104695,128872,23201,48432,49407,-24177,-1017,8683,4618,-9035
瘦肉猪 (CME),2017-09-19,332493,91008,44161,105612,113567,135013,22305,47707,46847,-21446,-539,2020,8871,6141
瘦肉猪 (CME),2017-09-26,337444,89025,42950,110384,116257,137418,21778,46692,46075,-21161,-1983,-1210,2690,2405
瘦肉猪 (CME),2017-10-03,324279,88713,33819,103635,110665,139899,21265,46926,54894,-29234,-312,-9131,-5592,2481
瘦肉猪 (CME),2017-10-10,317440,90275,31599,100635,104841,137853,21688,47353,58676,-33012,1562,-2220,-5824,-2046
瘦肉猪 (CME),2017-10-17,294124,94332,34458,77188,101121,134790,21482,47687,59874,-33669,4057,2860,-3721,-3063
瘦肉猪 (CME),2017-10-24,300079,100737,38314,77151,101418,137048,20774,47567,62423,-35630,6405,3856,297,2258
瘦肉猪 (CME),2017-10-31,315550,109679,39885,79245,103536,147088,23090,49332,69794,-43552,8942,1571,2118,10041
瘦肉猪 (CME),2017-11-07,323067,115158,37646,82375,104155,152972,21379,50075,77512,-48817,5479,-2239,619,5884
瘦肉猪 (CME),2017-11-14,325703,109617,33177,88413,106283,153700,21391,50413,76440,-47417,-5541,-4468,2127,728
瘦肉猪 (CME),2017-11-21,304790,98194,30011,81487,104336,145612,20774,47681,68183,-41276,-11424,-3166,-1946,-8088
瘦肉猪 (CME),2017-11-28,302651,96387,29161,80780,104742,145149,20742,47560,67226,-40407,-1807,-850,405,-463
瘦肉猪 (CME),2017-12-05,306338,100748,30155,81011,104302,147150,20277,48022,70593,-42848,4361,994,-439,2001
瘦肉猪 (CME),2017-12-12,297388,96632,33150,80352,101198,138818,19207,45068,63482,-37620,-4116,2996,-3104,-8332
瘦肉猪 (CME),2017-12-19,266128,88571,32065,60895,100086,130537,16577,42630,56506,-30451,-8061,-1085,-1112,-8280
瘦肉猪 (CME),2017-12-26,270946,86554,28673,63363,102373,134949,18656,43960,57881,-32576,-2017,-3392,2288,4412
瘦肉猪 (CME),2018-01-02,283180,88454,26295,69743,103778,141795,21204,45346,62159,-38017,1901,-2378,1405,6846
瘦肉猪 (CME),2018-01-09,291611,95871,26949,71301,101490,146237,22949,47124,68922,-44747,7417,654,-2288,4442
瘦肉猪 (CME),2018-01-16,289845,95545,25870,71706,99564,144453,23030,47816,69675,-44889,-326,-1078,-1926,-1784
瘦肉猪 (CME),2018-01-23,291213,93653,27150,73195,99305,142490,25060,48378,66503,-43185,-1892,1280,-259,-1963
瘦肉猪 (CME),2018-01-30,287441,87674,26486,75529,98144,138418,26094,47008,61188,-40274,-5979,-664,-1162,-4072
瘦肉猪 (CME),2018-02-06,288095,80230,34539,81739,101955,127297,24172,44521,45691,-25342,-7444,8053,3811,-11121
瘦肉猪 (CME),2018-02-13,290197,68211,39697,92132,106058,116213,23796,42154,28514,-10155,-12019,5158,4103,-11084
瘦肉猪 (CME),2018-02-20,271333,66467,42834,78579,104078,110458,22209,39462,23633,-6380,-1743,3136,-1980,-5755
瘦肉猪 (CME),2018-02-27,274952,66353,41439,79950,104772,112808,23877,40756,24914,-8036,-114,-1395,695,2350
瘦肉猪 (CME),2018-03-06,270817,65671,43748,79280,100693,108023,25173,39766,21923,-7330,-683,2309,-4079,-4785
瘦肉猪 (CME),2018-03-13,282047,62959,48958,85315,108267,106329,25505,41445,14001,1938,-2711,5210,7574,-1694
瘦肉猪 (CME),2018-03-20,294449,64378,52185,96337,108472,103800,25263,42127,12193,4672,1419,3228,204,-2529
瘦肉猪 (CME),2018-03-27,310213,67031,57678,107561,110139,105245,25482,39729,9353,4894,2653,5493,1667,1445
瘦肉猪 (CME),2018-04-03,312855,66508,59274,110172,111426,103906,24748,39503,7234,7520,-523,1596,1288,-1340
瘦肉猪 (CME),2018-04-10,307597,63035,61267,109889,111094,98524,23580,37918,1768,12570,-3474,1993,-333,-5382
瘦肉猪 (CME),2018-04-17,286398,61918,57761,92403,109290,97428,22786,38806,4157,11862,-1117,-3506,-1803,-1096
瘦肉猪 (CME),2018-04-24,292632,60913,55141,95980,114745,104292,20994,37219,5772,10453,-1004,-2619,5455,6865
瘦肉猪 (CME),2018-05-01,307115,61125,62293,103973,117063,103824,24955,37026,-1168,13239,211,7152,2317,-468
瘦肉猪 (CME),2018-05-08,298952,60444,66054,101665,112526,94652,24317,36581,-5610,17874,-681,3761,-4537,-9172
瘦肉猪 (CME),2018-05-15,293640,60624,65772,96181,113913,94635,22922,37053,-5148,19278,180,-282,1387,-17
瘦肉猪 (CME),2018-05-22,293171,60715,69092,95700,112370,89365,24387,39014,-8377,23005,90,3320,-1544,-5271
瘦肉猪 (CME),2018-05-29,288589,58072,69223,96106,110891,87200,23520,36059,-11151,23691,-2643,131,-1479,-2164
瘦肉猪 (CME),2018-06-05,287858,59119,68990,96148,109280,86187,23312,36533,-9871,23093,1047,-234,-1611,-1013
瘦肉猪 (CME),2018-06-12,287048,61239,64569,96608,107569,88550,21632,37320,-3330,19019,2121,-4420,-1711,2363
瘦肉猪 (CME),2018-06-19,269175,61678,62867,81133,107027,88841,19337,36334,-1189,18186,439,-1702,-542,291
瘦肉猪 (CME),2018-06-26,273584,62982,66725,79401,111562,90982,19639,36476,-3743,20580,1303,3858,4535,2141
瘦肉猪 (CME),2018-07-03,285224,66064,67688,87121,112943,94143,19096,36272,-1624,18800,3083,963,1380,3161
瘦肉猪 (CME),2018-07-10,292256,69311,72842,90093,113243,92652,19609,36669,-3531,20591,3247,5154,300,-1490
瘦肉猪 (CME),2018-07-17,301761,71356,74504,105560,105514,85138,19331,36559,-3148,20376,2045,1662,-7729,-7514
瘦肉猪 (CME),2018-07-24,306535,77089,79641,109478,101472,83145,18497,34273,-2552,18327,5733,5137,-4042,-1994
瘦肉猪 (CME),2018-07-31,315223,76002,82782,115848,103379,82281,19994,34312,-6780,21098,-1087,3141,1907,-864
瘦肉猪 (CME),2018-08-07,316142,80661,88117,114527,98847,78507,22106,34992,-7456,20340,4660,5335,-4531,-3773
瘦肉猪 (CME),2018-08-14,305776,79759,87334,110907,95852,73368,19258,34167,-7575,22484,-903,-782,-2996,-5139
瘦肉猪 (CME),2018-08-21,289247,73583,72501,101600,95909,78849,18155,36298,1082,17060,-6175,-14833,57,5481
瘦肉猪 (CME),2018-08-28,297490,73242,65010,104188,100219,89302,19841,38990,8232,10917,-342,-7491,4310,10453
瘦肉猪 (CME),2018-09-04,311217,79731,61852,111883,97005,98865,22598,38617,17879,-1860,6490,-3158,-3214,9563
瘦肉猪 (CME),2018-09-11,299567,76469,56668,110928,87742,93072,24429,38900,19801,-5330,-3262,-5185,-9263,-5793
瘦肉猪 (CME),2018-09-18,301676,75603,54486,113742,88167,93777,24165,39671,21117,-5610,-866,-2182,425,705
瘦肉猪 (CME),2018-09-25,300919,72799,50001,117996,86487,93136,23637,39785,22798,-6649,-2804,-4485,-1680,-641
瘦肉猪 (CME),2018-10-02,318837,73875,45543,128866,91229,102910,24866,41517,28332,-11681,1077,-4459,4742,9774
瘦肉猪 (CME),2018-10-09,318086,71566,43109,126999,94632,106775,24888,41204,28457,-12143,-2309,-2434,3403,3864
瘦肉猪 (CME),2018-10-16,295658,73964,44920,105716,92173,104240,23805,40781,29044,-12067,2398,1812,-2459,-2534
瘦肉猪 (CME),2018-10-23,295435,68793,41955,112240,90084,100799,24318,40441,26838,-10715,-5171,-2966,-2090,-3442
瘦肉猪 (CME),2018-10-30,298271,72523,37142,112136,90364,105890,23249,43104,35381,-15526,3729,-4813,280,5091
瘦肉猪 (CME),2018-11-06,296202,69335,37336,110745,92814,105750,23308,42371,31999,-12936,-3188,194,2450,-140
瘦肉猪 (CME),2018-11-13,315231,66149,37470,120142,103490,113619,25450,44001,28679,-10129,-3186,134,10676,7868
瘦肉猪 (CME),2018-11-20,300661,71296,29700,110962,93916,114720,24487,45280,41596,-20804,5147,-7770,-9574,1101
瘦肉猪 (CME),2018-11-27,300375,68797,25433,110494,95620,120203,25464,44244,43364,-24583,-2499,-4267,1704,5483
瘦肉猪 (CME),2018-12-04,292119,69119,24234,109214,88325,115728,25460,42943,44885,-27403,323,-1200,-7295,-4475
瘦肉猪 (CME),2018-12-11,287085,68373,25517,103506,89841,117011,25366,41051,42856,-27170,-746,1283,1515,1283
瘦肉猪 (CME),2018-12-18,261819,65471,25717,80945,90099,115457,25303,39700,39754,-25358,-2902,200,259,-1555
瘦肉猪 (CME),2018-12-24,258926,60958,26471,79873,92553,114690,25543,37892,34487,-22137,-4513,754,2453,-767
瘦肉猪 (CME),2018-12-31,274089,60027,32035,87427,99762,117398,26873,37229,27992,-17636,-931,5564,7209,2708
瘦肉猪 (CME),2019-01-08,269550,61413,36708,82460,96969,113593,28708,36788,24705,-16624,1386,4673,-2793,-3804
瘦肉猪 (CME),2019-01-15,264121,60254,37330,92085,82443,96477,29339,38229,22924,-14034,-1158,622,-14526,-17117
瘦肉猪 (CME),2019-01-22,267115,59432,41850,93015,87045,94668,27622,37582,17582,-7623,-822,4520,4602,-1809
瘦肉猪 (CME),2019-01-29,281634,64906,51440,96624,89538,94042,30566,39528,13466,-4504,5474,9590,2493,-626
瘦肉猪 (CME),2019-02-05,290928,68305,60495,98742,93373,91398,30508,40293,7810,1975,3399,9055,3835,-2643
