market,type,date,dnet,dlong,dshort,share_long,cluster_len,retention_4w,pre4,pre8,net_after,fwd1,fwd2,fwd4,fwd8,fwd12
小麦 SRW (CBOT),long_surge,2024-06-25,-8103,19576,27679,nan,2,0.7846,-0.0649,-0.1039,-52309,-0.0538,-0.0625,-0.0685,-0.0831,-0.0459
小麦 SRW (CBOT),long_surge,2024-08-20,14436,8052,-6384,0.5578,1,2.1042,-0.0157,-0.0831,-34142,0.0217,0.0627,0.0406,0.0254,-0.008
小麦 SRW (CBOT),long_surge,2024-11-19,-8793,8488,17281,nan,1,4.624,-0.0507,-0.0807,-52441,0.0101,0.0037,-0.003,-0.0086,0.0609
小麦 SRW (CBOT),long_surge,2025-07-22,-13300,14062,27362,nan,3,-2.3807,-0.0632,-0.0846,-59661,-0.0021,-0.0165,-0.0055,-0.0304,-0.0405
小麦 SRW (CBOT),long_surge,2025-10-14,-14265,8761,23026,nan,1,-2.7237,-0.0104,-0.0352,-91806,0.0365,0.0246,0.0229,-0.0347,-0.0198
小麦 SRW (CBOT),long_surge,2025-12-02,-13368,25740,39108,nan,3,-4.3086,-0.0194,0.0161,-27427,-0.0356,-0.0167,-0.0207,0.0018,0.1437
小麦 SRW (CBOT),long_surge,2026-02-24,41381,14183,-27198,0.3427,1,0.9054,0.1417,0.1678,-16191,-0.0077,-0.0346,-0.0315,0.0161,-0.0242
小麦 SRW (CBOT),long_surge,2026-03-31,14946,6991,-7955,0.4678,8,1.9307,-0.067,0.0366,-10493,0.0336,0.0639,0.0701,0.0041,0.0203
小麦 SRW (CBOT),long_surge,2026-08-25,44628,32500,-12128,0.7282,2,nan,0.1226,0.1208,-11740,,,,,
小麦 SRW (CBOT),short_cover,2016-01-12,40141,3458,-36683,0.0861,3,0.5753,0.0068,-0.0033,-88765,0.0029,-0.0083,-0.0132,-0.0157,-0.0197
小麦 SRW (CBOT),short_cover,2016-03-08,33087,-7755,-40842,-0.2344,2,2.6258,-0.0025,-0.0157,-110686,-0.0007,0.0091,-0.0041,0.0025,0.0216
小麦 SRW (CBOT),short_cover,2016-04-19,47834,4890,-42944,0.1022,2,2.3157,0.0059,0.0169,-103073,-0.022,-0.0123,-0.0067,-0.0323,-0.0677
小麦 SRW (CBOT),short_cover,2016-06-07,35740,12260,-23480,0.343,1,-0.1411,0.0135,0.0086,-52875,-0.0268,-0.0593,-0.0627,-0.0658,-0.0994
小麦 SRW (CBOT),short_cover,2016-10-11,48828,9848,-38980,0.2017,2,1.6855,0.0105,0.008,-107570,-0.0052,-0.001,-0.0096,-0.0228,-0.0074
小麦 SRW (CBOT),short_cover,2016-12-13,53004,21904,-31100,0.4133,5,2.0539,-0.0251,-0.0351,-76942,0.0157,0.0312,0.0358,0.0505,0.0291
小麦 SRW (CBOT),short_cover,2017-02-14,34881,10716,-24165,0.3072,1,-0.656,0.0125,0.0246,-14365,0.0047,-0.0069,-0.0223,-0.0399,-0.0248
小麦 SRW (CBOT),short_cover,2017-05-02,53480,867,-52613,0.0162,2,1.17,-0.0096,-0.0168,-104219,0.0031,0.0056,0.013,0.084,0.0059
小麦 SRW (CBOT),short_cover,2017-06-13,128296,24785,-103511,0.1932,5,7.2198,0.018,0.0252,-74046,0.0525,0.059,0.0281,-0.056,-0.0515
小麦 SRW (CBOT),short_cover,2018-01-02,108077,3374,-104703,0.0312,10,3.8036,0.0144,-0.019,-100201,-0.0114,-0.0084,0.0174,0.0602,0.0087
小麦 SRW (CBOT),short_cover,2018-05-08,20154,-244,-20398,-0.0121,1,1.296,0.0433,0.0447,16379,0.0269,0.0049,-0.019,-0.0361,0.0146
小麦 SRW (CBOT),short_cover,2018-07-03,13790,-641,-14431,-0.0465,1,4.0242,-0.0175,-0.0361,9938,0.0197,0.0353,0.0526,-0.0035,0.0072
小麦 SRW (CBOT),short_cover,2018-11-13,15990,-220,-16210,-0.0138,1,1.0835,-0.0073,-0.0134,-13129,0.0098,0.0274,0.0076,0.0111,-0.0043
小麦 SRW (CBOT),short_cover,2019-03-26,9400,-4120,-13520,-0.4383,1,0.5328,0.0344,-0.0573,-51868,-0.0037,-0.0241,-0.038,0.0383,0.0588
小麦 SRW (CBOT),short_cover,2019-05-21,54563,-11014,-65577,-0.2019,3,2.6654,0.0794,0.0383,-21613,-0.0014,0.038,0.0197,-0.0131,-0.0407
小麦 SRW (CBOT),short_cover,2019-10-22,23721,10257,-13464,0.4324,1,0.3891,0.0269,0.0606,19397,-0.0055,-0.0131,0.0262,0.0432,0.0588
小麦 SRW (CBOT),short_cover,2020-03-24,22975,757,-22218,0.0329,1,1.076,0.0415,-0.0081,26341,0.0071,-0.0179,-0.0388,-0.0324,-0.0859
小麦 SRW (CBOT),short_cover,2020-07-14,39141,12120,-27021,0.3096,1,0.7052,0.0744,0.015,11138,-0.0102,-0.0475,-0.0166,0.0293,0.0821
小麦 SRW (CBOT),short_cover,2021-07-20,23154,6424,-16730,0.2774,1,1.8639,0.0515,0.0148,20471,0.0162,0.0546,0.0141,0.0052,0.0382
小麦 SRW (CBOT),short_cover,2023-06-20,70799,-8251,-79050,-0.1165,6,2.2623,0.1319,0.1109,-72546,-0.0983,-0.093,-0.0476,-0.1312,-0.1677
小麦 SRW (CBOT),short_cover,2023-12-05,55132,-8158,-63290,-0.148,2,2.2122,0.0681,0.0225,-73249,-0.0159,-0.0009,-0.0396,-0.0387,-0.1086
小麦 SRW (CBOT),short_cover,2024-04-23,41382,24,-41358,0.0006,2,2.8754,0.0529,0.0961,-51210,0.0481,0.034,0.0705,-0.0815,-0.147
小麦 SRW (CBOT),short_cover,2024-09-10,14616,-5756,-20372,-0.3938,1,0.9861,0.0588,0.0351,-20040,0.0148,0.0293,0.0049,-0.047,-0.0502
小麦 SRW (CBOT),short_cover,2025-02-04,44117,-14046,-58163,-0.3184,3,0.5131,0.0933,0.1042,-84976,-0.0146,-0.0826,-0.0805,-0.084,-0.1499
小麦 SRW (CBOT),short_cover,2025-05-20,56681,-15875,-72556,-0.2801,6,1.999,-0.0154,-0.0169,-108398,0.036,0.0156,-0.0124,-0.0156,-0.0668
小麦 SRW (CBOT),short_cover,2025-08-26,17843,3540,-14303,0.1984,1,0.6901,-0.0283,-0.0753,-79908,0.0048,0.0057,-0.0074,0.0257,0.0057
小麦 SRW (CBOT),short_cover,2025-10-28,54489,-36778,-91267,-0.675,4,1.5504,0.051,0.0091,-54247,-0.0039,-0.0017,-0.0129,-0.0631,-0.0082
小麦 SRW (CBOT),short_cover,2026-01-27,80364,10107,-70257,0.1258,5,5.9852,0.0229,0.0018,-83127,0.0197,0.0776,0.1417,0.1057,0.1601
小麦 SRW (CBOT),short_cover,2026-07-14,42591,243,-42348,0.0057,2,0.8309,0.1496,0.0921,-25958,-0.0591,-0.0588,0.0094,,
小麦 HRW (KCBT→CBOT),net_surge,2016-03-15,14935,-5323,-20258,-0.3564,1,0.2832,0.0094,-0.0192,-22005,0.0098,-0.003,0.0014,-0.0034,0.01
小麦 HRW (KCBT→CBOT),net_surge,2016-04-26,17793,136,-17657,0.0076,1,0.0561,-0.0037,-0.0182,-6727,0.0099,0.0032,0.0298,-0.0435,-0.0621
小麦 HRW (KCBT→CBOT),net_surge,2016-06-07,23687,7804,-15883,0.3295,2,0.5132,0.0135,0.0086,-10958,-0.0268,-0.0593,-0.0627,-0.0658,-0.0994
小麦 HRW (KCBT→CBOT),net_surge,2016-08-23,8398,6070,-2328,0.7228,1,1.3795,-0.034,-0.0519,-10432,0.0033,0.0043,0.0028,0.0098,-0.0005
小麦 HRW (KCBT→CBOT),net_surge,2017-01-10,16465,-3640,-20105,-0.2211,1,1.168,0.0358,0.0098,24241,-0.0077,0.0012,0.0142,-0.0065,-0.0137
小麦 HRW (KCBT→CBOT),net_surge,2017-02-14,10771,-804,-11575,-0.0746,1,0.3151,0.0125,0.0246,37778,0.0047,-0.0069,-0.0223,-0.0399,-0.0248
小麦 HRW (KCBT→CBOT),net_surge,2017-05-02,30250,-10740,-40990,-0.355,2,1.1533,-0.0096,-0.0168,9043,0.0031,0.0056,0.013,0.084,0.0059
小麦 HRW (KCBT→CBOT),net_surge,2017-06-13,78717,15079,-63638,0.1916,5,4.0492,0.018,0.0252,33233,0.0525,0.059,0.0281,-0.056,-0.0515
小麦 HRW (KCBT→CBOT),net_surge,2017-11-14,10815,2030,-8785,0.1877,1,-0.7985,-0.0126,-0.0354,684,0.006,-0.0166,-0.009,-0.0109,0.028
小麦 HRW (KCBT→CBOT),net_surge,2018-01-30,46574,-18097,-64671,-0.3886,6,1.9221,0.0317,0.034,12322,0.0104,0.0021,0.0302,0.0107,0.0489
小麦 HRW (KCBT→CBOT),net_surge,2018-04-10,23004,14116,-8888,0.6136,5,2.543,0.0013,-0.0029,44767,0.0222,0.0497,0.0433,0.0235,0.0056
小麦 HRW (KCBT→CBOT),net_surge,2018-07-31,27504,10259,-17245,0.373,2,2.2955,0.0526,0.0342,46438,0.0136,-0.0311,-0.0533,-0.0432,-0.0578
小麦 HRW (KCBT→CBOT),net_surge,2019-01-22,10254,9254,-1000,0.9025,1,-1.8133,0.0105,0.0059,4451,0.0037,-0.0032,-0.0366,-0.0632,-0.083
小麦 HRW (KCBT→CBOT),net_surge,2019-06-04,14151,-5340,-19491,-0.3774,1,1.3536,0.0877,0.1045,-9694,-0.0126,-0.0177,-0.0205,-0.045,-0.0911
小麦 HRW (KCBT→CBOT),net_surge,2019-10-15,22594,2818,-19776,0.1247,10,0.8816,0.033,0.0639,-7065,-0.0016,-0.0071,-0.0019,0.0254,0.0562
小麦 HRW (KCBT→CBOT),net_surge,2020-03-24,19356,1663,-17693,0.0859,2,2.6444,0.0415,-0.0081,-6286,0.0071,-0.0179,-0.0388,-0.0324,-0.0859
小麦 HRW (KCBT→CBOT),net_surge,2020-08-18,44646,15321,-29325,0.3432,3,4.5285,0.0087,0.0529,-24814,0.0032,-0.0065,-0.0048,0.0925,0.0457
小麦 HRW (KCBT→CBOT),net_surge,2020-10-06,12995,4368,-8627,0.3361,1,2.0308,0.0514,0.1005,30493,0.0079,-0.0278,-0.0335,-0.0179,0.0032
小麦 HRW (KCBT→CBOT),net_surge,2021-04-20,19140,9582,-9558,0.5006,2,1.808,0.1273,0.0763,19715,0.0257,-0.0245,-0.0645,-0.0913,-0.0534
小麦 HRW (KCBT→CBOT),net_surge,2021-09-28,9355,7328,-2027,0.7833,1,1.6774,0.0429,-0.038,39466,0.0005,0.0233,0.0321,0.0569,0.0247
小麦 HRW (KCBT→CBOT),net_surge,2023-05-09,13730,3513,-10217,0.2559,1,0.9766,-0.0748,-0.0986,132,0.0143,0.0177,0.0971,0.0509,0.0125
小麦 HRW (KCBT→CBOT),net_surge,2023-07-25,10636,9184,-1452,0.8635,1,-1.672,-0.0187,-0.0085,18240,-0.0091,-0.0239,-0.0743,-0.1369,-0.0968
小麦 HRW (KCBT→CBOT),net_surge,2023-12-05,10939,-302,-11241,-0.0276,1,1.0914,0.0681,0.0225,-25427,-0.0159,-0.0009,-0.0396,-0.0387,-0.1086
小麦 HRW (KCBT→CBOT),net_surge,2024-04-30,16419,-7117,-23536,-0.4335,1,2.1339,0.1227,0.1627,-21552,-0.0134,0.0488,-0.0417,-0.1039,-0.1653
小麦 HRW (KCBT→CBOT),net_surge,2024-09-10,22147,-6775,-28922,-0.3059,5,2.1075,0.0588,0.0351,-8352,0.0148,0.0293,0.0049,-0.047,-0.0502
小麦 HRW (KCBT→CBOT),net_surge,2025-02-04,24299,-14445,-38744,-0.5945,3,-0.321,0.0933,0.1042,-16154,-0.0146,-0.0826,-0.0805,-0.084,-0.1499
小麦 HRW (KCBT→CBOT),net_surge,2025-06-17,28824,-3460,-32284,-0.12,2,2.0596,-0.0124,-0.0276,-46434,0.0251,0.0069,-0.0032,-0.0551,-0.0636
小麦 HRW (KCBT→CBOT),net_surge,2025-10-28,44534,-10355,-54889,-0.2325,4,2.2992,0.051,0.0091,-32161,-0.0039,-0.0017,-0.0129,-0.0631,-0.0082
小麦 HRW (KCBT→CBOT),net_surge,2026-02-17,28062,16520,-11542,0.5887,2,1.9681,0.0786,0.0979,-5427,0.0159,0.0594,0.0228,0.0138,0.0749
小麦 HRW (KCBT→CBOT),net_surge,2026-03-31,10269,-2436,-12705,-0.2372,4,1.0729,-0.067,0.0366,13318,0.0336,0.0639,0.0701,0.0041,0.0203
小麦 HRW (KCBT→CBOT),net_surge,2026-06-16,34580,12172,-22408,0.352,6,1.9236,-0.05,-0.0877,-8434,0.0191,0.0837,0.1496,0.1604,
小麦 HRW (KCBT→CBOT),net_surge,2026-09-01,9902,8829,-1073,0.8916,1,nan,,,31445,,,,,
小麦 HRW (KCBT→CBOT),long_surge,2016-04-19,14651,14995,344,1.0235,5,1.7889,0.0059,0.0169,-24521,-0.022,-0.0123,-0.0067,-0.0323,-0.0677
小麦 HRW (KCBT→CBOT),long_surge,2016-08-23,18911,21556,2645,1.1399,7,1.3795,-0.034,-0.0519,-10432,0.0033,0.0043,0.0028,0.0098,-0.0005
小麦 HRW (KCBT→CBOT),long_surge,2017-03-28,-17976,20039,38015,nan,2,2.0927,-0.016,-0.0366,6936,0.0046,-0.0175,0.0046,-0.0094,0.072
小麦 HRW (KCBT→CBOT),long_surge,2017-06-06,2229,8174,5945,3.6671,1,28.23,0.03,0.0462,13793,-0.0091,0.0429,0.0301,-0.0431,-0.0705
小麦 HRW (KCBT→CBOT),long_surge,2017-07-11,17994,9710,-8284,0.5396,1,-0.0746,0.0281,0.0466,92510,-0.0191,-0.0443,-0.0818,-0.0774,-0.0857
小麦 HRW (KCBT→CBOT),long_surge,2018-01-02,5895,4939,-956,0.8378,1,4.8381,0.0144,-0.019,-10300,-0.0114,-0.0084,0.0174,0.0602,0.0087
小麦 HRW (KCBT→CBOT),long_surge,2018-04-17,28956,21730,-7226,0.7504,8,6.2358,0.0327,-0.0175,46497,0.0269,-0.001,0.0481,-0.011,0.0031
小麦 HRW (KCBT→CBOT),long_surge,2018-08-07,19109,12585,-6524,0.6586,2,1.235,0.0464,0.0613,58819,-0.0441,-0.0326,-0.0672,-0.0613,-0.0767
小麦 HRW (KCBT→CBOT),long_surge,2018-11-27,-2152,6369,8521,nan,1,-2.1896,0.0227,0.0058,2065,-0.0018,-0.0193,-0.0166,-0.0076,-0.082
小麦 HRW (KCBT→CBOT),long_surge,2019-01-22,10254,9254,-1000,0.9025,1,-1.8133,0.0105,0.0059,4451,0.0037,-0.0032,-0.0366,-0.0632,-0.083
小麦 HRW (KCBT→CBOT),long_surge,2019-07-16,2495,4597,2102,1.8425,1,-5.5126,-0.0322,-0.0131,-2348,-0.0055,0.0044,-0.028,-0.0194,0.0313
小麦 HRW (KCBT→CBOT),long_surge,2019-10-01,5932,5642,-290,0.9511,1,0.5893,0.0303,0.0376,-11770,0.0231,0.0074,0.0003,0.0124,0.0467
小麦 HRW (KCBT→CBOT),long_surge,2019-11-12,11417,4840,-6577,0.4239,1,0.725,-0.0019,0.031,-8383,0.0265,0.0068,0.0273,0.0582,0.0271
小麦 HRW (KCBT→CBOT),long_surge,2019-12-17,15916,5006,-10910,0.3145,1,1.3751,0.0165,0.0432,4394,-0.0024,0.0068,0.0149,-0.005,-0.0183
小麦 HRW (KCBT→CBOT),long_surge,2020-03-31,10023,6895,-3128,0.6879,1,0.9668,0.0588,0.0168,3738,-0.0249,-0.0277,-0.0377,-0.0458,-0.0754
小麦 HRW (KCBT→CBOT),long_surge,2020-07-07,17041,13762,-3279,0.8076,3,1.7217,0.0565,0.0235,-32201,0.0057,-0.0046,-0.0375,-0.0024,0.0513
小麦 HRW (KCBT→CBOT),long_surge,2020-08-25,33955,12833,-21122,0.3779,2,4.6139,0.0516,0.007,-14939,-0.0096,0.0276,0.0233,0.0504,0.0507
小麦 HRW (KCBT→CBOT),long_surge,2021-04-27,14207,12759,-1448,0.8981,2,0.2668,0.1209,0.122,30359,-0.0489,-0.08,-0.0691,-0.1017,-0.0554
小麦 HRW (KCBT→CBOT),long_surge,2021-08-03,13115,20869,7754,1.5912,3,1.5882,0.0644,0.0947,36588,-0.0414,-0.0385,-0.0776,-0.038,-0.0071
小麦 HRW (KCBT→CBOT),long_surge,2021-09-28,15691,13267,-2424,0.8455,5,1.6774,0.0429,-0.038,39466,0.0005,0.0233,0.0321,0.0569,0.0247
小麦 HRW (KCBT→CBOT),long_surge,2023-01-17,11033,12849,1816,1.1646,3,6.4424,-0.0303,-0.0469,-8814,0.0062,0.014,0.0234,-0.0421,-0.066
小麦 HRW (KCBT→CBOT),long_surge,2023-07-25,10636,9184,-1452,0.8635,1,-1.672,-0.0187,-0.0085,18240,-0.0091,-0.0239,-0.0743,-0.1369,-0.0968
小麦 HRW (KCBT→CBOT),long_surge,2023-11-28,1901,5292,3391,2.7838,1,9.4145,0.0365,0.0317,-36366,-0.0033,-0.0191,-0.0185,-0.0371,-0.0863
小麦 HRW (KCBT→CBOT),long_surge,2024-05-28,-23548,5805,29353,nan,6,-3.7618,0.0705,0.1272,-2935,-0.0618,-0.0813,-0.142,-0.2032,-0.221
小麦 HRW (KCBT→CBOT),long_surge,2024-11-19,1753,6196,4443,3.5345,1,1.9549,-0.0507,-0.0807,-20081,0.0101,0.0037,-0.003,-0.0086,0.0609
小麦 HRW (KCBT→CBOT),long_surge,2025-04-01,-2151,7123,9274,nan,1,9.8108,-0.0038,-0.084,-38431,-0.0106,-0.036,-0.072,-0.0193,-0.0417
小麦 HRW (KCBT→CBOT),long_surge,2025-07-01,-1774,28048,29822,nan,11,0.7887,-0.0209,0.0081,-28801,0.0024,-0.0101,-0.0483,-0.0753,-0.0821
小麦 HRW (KCBT→CBOT),long_surge,2025-12-09,8608,18014,9406,2.0927,5,2.098,-0.0563,-0.0347,-4313,0.0196,-0.0055,0.0155,0.0592,0.1768
小麦 HRW (KCBT→CBOT),long_surge,2026-02-17,28062,16520,-11542,0.5887,2,1.9681,0.0786,0.0979,-5427,0.0159,0.0594,0.0228,0.0138,0.0749
小麦 HRW (KCBT→CBOT),long_surge,2026-03-31,11216,4748,-6468,0.4233,1,1.0729,-0.067,0.0366,13318,0.0336,0.0639,0.0701,0.0041,0.0203
小麦 HRW (KCBT→CBOT),long_surge,2026-06-16,11816,4537,-7279,0.384,1,1.9236,-0.05,-0.0877,-8434,0.0191,0.0837,0.1496,0.1604,
小麦 HRW (KCBT→CBOT),long_surge,2026-08-25,15500,17047,1547,1.0998,2,nan,0.1226,0.1208,21543,,,,,
小麦 HRW (KCBT→CBOT),short_cover,2016-03-08,20185,-7273,-27458,-0.3603,2,3.8634,-0.0025,-0.0157,-36940,-0.0007,0.0091,-0.0041,0.0025,0.0216
小麦 HRW (KCBT→CBOT),short_cover,2016-04-26,17793,136,-17657,0.0076,1,0.0561,-0.0037,-0.0182,-6727,0.0099,0.0032,0.0298,-0.0435,-0.0621
小麦 HRW (KCBT→CBOT),short_cover,2016-06-07,23687,7804,-15883,0.3295,2,0.5132,0.0135,0.0086,-10958,-0.0268,-0.0593,-0.0627,-0.0658,-0.0994
小麦 HRW (KCBT→CBOT),short_cover,2016-12-20,30754,-12341,-43095,-0.4013,4,9.4841,0.0046,-0.024,-2434,0.0152,0.018,0.0119,0.0246,0.0018
小麦 HRW (KCBT→CBOT),short_cover,2017-02-14,10771,-804,-11575,-0.0746,1,0.3151,0.0125,0.0246,37778,0.0047,-0.0069,-0.0223,-0.0399,-0.0248
小麦 HRW (KCBT→CBOT),short_cover,2017-05-02,30250,-10740,-40990,-0.355,2,1.1533,-0.0096,-0.0168,9043,0.0031,0.0056,0.013,0.084,0.0059
小麦 HRW (KCBT→CBOT),short_cover,2017-06-13,78717,15079,-63638,0.1916,5,4.0492,0.018,0.0252,33233,0.0525,0.059,0.0281,-0.056,-0.0515
小麦 HRW (KCBT→CBOT),short_cover,2017-11-14,10815,2030,-8785,0.1877,1,-0.7985,-0.0126,-0.0354,684,0.006,-0.0166,-0.009,-0.0109,0.028
小麦 HRW (KCBT→CBOT),short_cover,2018-01-09,55068,-34006,-89074,-0.6175,14,6.0132,-0.0019,-0.0109,-3229,0.0209,0.0261,0.0393,0.0354,0.0417
小麦 HRW (KCBT→CBOT),short_cover,2018-07-31,34712,8955,-25757,0.258,5,2.2955,0.0526,0.0342,46438,0.0136,-0.0311,-0.0533,-0.0432,-0.0578
小麦 HRW (KCBT→CBOT),short_cover,2018-12-18,4706,-4208,-8914,-0.8942,1,-3.4728,-0.0046,-0.0062,15247,0.0051,0.0092,0.0105,-0.0264,-0.0534
小麦 HRW (KCBT→CBOT),short_cover,2019-05-21,30432,-7638,-38070,-0.251,3,4.0097,0.0794,0.0383,-31875,-0.0014,0.038,0.0197,-0.0131,-0.0407
小麦 HRW (KCBT→CBOT),short_cover,2019-12-17,17895,-11471,-29366,-0.641,3,1.3751,0.0165,0.0432,4394,-0.0024,0.0068,0.0149,-0.005,-0.0183
小麦 HRW (KCBT→CBOT),short_cover,2020-03-17,10025,-15015,-25040,-1.4978,2,30.9812,0.0515,0.0203,-15619,-0.0219,-0.015,-0.0423,-0.0668,-0.0959
小麦 HRW (KCBT→CBOT),short_cover,2020-08-18,44646,15321,-29325,0.3432,3,4.5285,0.0087,0.0529,-24814,0.0032,-0.0065,-0.0048,0.0925,0.0457
小麦 HRW (KCBT→CBOT),short_cover,2020-10-06,12995,4368,-8627,0.3361,1,2.0308,0.0514,0.1005,30493,0.0079,-0.0278,-0.0335,-0.0179,0.0032
小麦 HRW (KCBT→CBOT),short_cover,2023-05-09,21471,4177,-17294,0.1945,2,0.9766,-0.0748,-0.0986,132,0.0143,0.0177,0.0971,0.0509,0.0125
小麦 HRW (KCBT→CBOT),short_cover,2023-06-27,7730,-70,-7800,-0.0091,1,2.464,0.0104,0.0056,6923,0.0092,0.05,-0.0187,-0.0916,-0.1531
小麦 HRW (KCBT→CBOT),short_cover,2023-12-05,19106,198,-18908,0.0104,2,1.0914,0.0681,0.0225,-25427,-0.0159,-0.0009,-0.0396,-0.0387,-0.1086
小麦 HRW (KCBT→CBOT),short_cover,2024-04-30,16419,-7117,-23536,-0.4335,1,2.1339,0.1227,0.1627,-21552,-0.0134,0.0488,-0.0417,-0.1039,-0.1653
小麦 HRW (KCBT→CBOT),short_cover,2024-10-08,9299,-7173,-16472,-0.7714,1,-0.3955,0.0049,0.064,3287,-0.0049,-0.0081,-0.0517,-0.0549,-0.0862
小麦 HRW (KCBT→CBOT),short_cover,2025-02-04,24299,-14445,-38744,-0.5945,3,-0.321,0.0933,0.1042,-16154,-0.0146,-0.0826,-0.0805,-0.084,-0.1499
小麦 HRW (KCBT→CBOT),short_cover,2025-06-17,28824,-3460,-32284,-0.12,2,2.0596,-0.0124,-0.0276,-46434,0.0251,0.0069,-0.0032,-0.0551,-0.0636
小麦 HRW (KCBT→CBOT),short_cover,2025-10-28,44534,-10355,-54889,-0.2325,4,2.2992,0.051,0.0091,-32161,-0.0039,-0.0017,-0.0129,-0.0631,-0.0082
小麦 HRW (KCBT→CBOT),short_cover,2026-03-10,5107,-4127,-9234,-0.8081,1,0.1016,0.0228,0.1032,7290,0.0159,0.0032,-0.0088,0.0509,-0.029
小麦 HRW (KCBT→CBOT),short_cover,2026-04-14,-1401,-12851,-11450,nan,1,-9.6274,0.0043,0.0272,1302,0.0316,0.0059,0.048,-0.0207,0.0909
小麦 HRW (KCBT→CBOT),short_cover,2026-06-16,34580,12172,-22408,0.352,6,1.9236,-0.05,-0.0877,-8434,0.0191,0.0837,0.1496,0.1604,
小麦 HRS (MGE→MIAX),net_surge,2016-03-15,3746,-63,-3809,-0.0168,1,0.6208,0.0094,-0.0192,-1409,0.0098,-0.003,0.0014,-0.0034,0.01
小麦 HRS (MGE→MIAX),net_surge,2016-08-23,5061,3095,-1966,0.6115,1,-0.0848,-0.034,-0.0519,1647,0.0033,0.0043,0.0028,0.0098,-0.0005
小麦 HRS (MGE→MIAX),net_surge,2016-10-04,8085,3955,-4130,0.4892,2,1.9038,0.017,-0.0233,-191,-0.0061,-0.0113,-0.017,-0.0268,-0.0162
小麦 HRS (MGE→MIAX),net_surge,2016-12-06,4217,3876,-341,0.9191,1,1.0303,-0.0132,-0.0228,7356,-0.0177,-0.0023,0.0157,0.037,0.0152
小麦 HRS (MGE→MIAX),net_surge,2017-05-02,4635,1248,-3387,0.2693,1,0.8516,-0.0096,-0.0168,3619,0.0031,0.0056,0.013,0.084,0.0059
小麦 HRS (MGE→MIAX),net_surge,2017-06-06,3738,4887,1149,1.3074,1,1.6744,0.03,0.0462,6669,-0.0091,0.0429,0.0301,-0.0431,-0.0705
小麦 HRS (MGE→MIAX),net_surge,2018-07-31,12386,7467,-4919,0.6029,2,2.079,0.0526,0.0342,-5915,0.0136,-0.0311,-0.0533,-0.0432,-0.0578
小麦 HRS (MGE→MIAX),net_surge,2019-03-26,4453,1433,-3020,0.3218,1,-0.9169,0.0344,-0.0573,-236,-0.0037,-0.0241,-0.038,0.0383,0.0588
小麦 HRS (MGE→MIAX),net_surge,2019-06-04,4393,-198,-4591,-0.0451,1,0.7815,0.0877,0.1045,-3609,-0.0126,-0.0177,-0.0205,-0.045,-0.0911
小麦 HRS (MGE→MIAX),net_surge,2019-09-24,11239,353,-10886,0.0314,2,3.7525,0.0328,-0.0171,-15251,0.021,0.0446,0.0269,0.0539,0.0713
小麦 HRS (MGE→MIAX),net_surge,2019-12-24,15799,823,-14976,0.0521,3,2.9165,0.0339,0.0464,-10078,0.0092,0.0165,-0.0018,-0.0315,0.0184
小麦 HRS (MGE→MIAX),net_surge,2020-08-25,16072,847,-15225,0.0527,3,3.7465,0.0516,0.007,-14539,-0.0096,0.0276,0.0233,0.0504,0.0507
小麦 HRS (MGE→MIAX),net_surge,2020-10-13,15366,8172,-7194,0.5318,3,3.0079,0.0978,0.0925,748,-0.0354,-0.0322,-0.0428,-0.0342,0.0315
小麦 HRS (MGE→MIAX),net_surge,2021-01-12,4797,4037,-760,0.8416,1,0.6385,0.0072,0.0286,16448,0.0273,0.006,0.0179,-0.0134,0.0129
小麦 HRS (MGE→MIAX),net_surge,2021-04-13,12938,8570,-4368,0.6624,3,2.8643,0.0989,0.0506,9668,0.0187,0.0449,-0.0386,-0.0491,-0.022
小麦 HRS (MGE→MIAX),net_surge,2023-05-16,4289,3978,-311,0.9275,1,-0.0462,-0.0186,-0.0877,-1118,0.0034,0.0161,0.1319,0.078,-0.0166
小麦 HRS (MGE→MIAX),net_surge,2023-06-20,11317,3618,-7699,0.3197,2,2.7915,0.1319,0.1109,-387,-0.0983,-0.093,-0.0476,-0.1312,-0.1677
小麦 HRS (MGE→MIAX),net_surge,2024-04-30,27995,874,-27121,0.0312,3,1.8749,0.1227,0.1627,-7185,-0.0134,0.0488,-0.0417,-0.1039,-0.1653
小麦 HRS (MGE→MIAX),net_surge,2024-09-10,17877,2493,-15384,0.1395,5,3.8567,0.0588,0.0351,-20725,0.0148,0.0293,0.0049,-0.047,-0.0502
小麦 HRS (MGE→MIAX),net_surge,2025-01-28,5865,-5941,-11806,-1.013,12,4.5631,0.0804,0.0447,-19661,0.0267,0.0118,-0.0623,-0.0944,-0.0958
小麦 HRS (MGE→MIAX),net_surge,2025-05-27,36036,5150,-30886,0.1429,5,6.3186,-0.0154,-0.0169,-28281,0.036,0.0156,-0.0124,-0.0156,-0.0668
小麦 HRS (MGE→MIAX),net_surge,2025-11-18,12277,5055,-7222,0.4117,2,1.9789,-0.0195,0.0132,-25169,-0.0048,-0.0151,-0.0316,-0.0143,0.0632
小麦 HRS (MGE→MIAX),net_surge,2026-02-24,46052,21041,-25011,0.4569,10,3.9146,0.1417,0.1678,-4418,-0.0077,-0.0346,-0.0315,0.0161,-0.0242
