ticker,support_id,support_mid,touch_seq,touch_date,touch_low,touch_close
biib,S1,202.747334,1,2022-02-24,200.360001,203.119995
biib,S1,202.747334,2,2022-03-02,206.429993,207.789993
biib,S1,202.747334,3,2022-03-14,192.669998,193.770004
biib,S1,202.747334,4,2022-03-16,198.059998,203.800003
biib,S1,202.747334,5,2022-04-06,205.520004,209.710007
biib,S1,202.747334,6,2022-04-12,206.619995,208.059998
biib,S1,202.747334,7,2022-04-27,206.240005,206.940002
biib,S1,202.747334,8,2022-05-06,190.649994,193.610001
biib,S1,202.747334,9,2022-05-18,195.0,195.710007
biib,S1,202.747334,10,2022-06-06,195.710007,197.110001
biib,S1,202.747334,11,2022-06-15,193.389999,197.259995
biib,S1,202.747334,12,2022-06-17,192.110001,201.740005
biib,S1,202.747334,13,2022-06-28,202.330002,202.509995
biib,S1,202.747334,14,2022-07-20,204.669998,207.490005
biib,S1,202.747334,15,2022-07-22,205.289993,206.25
biib,S1,202.747334,16,2022-08-26,198.529999,198.589996
biib,S1,202.747334,17,2022-09-02,194.710007,196.029999
biib,S1,202.747334,18,2022-09-07,194.449997,200.669998
biib,S1,202.747334,19,2022-09-26,194.630005,195.75
biib,S1,202.747334,20,2024-04-15,196.399994,196.800003
biib,S1,202.747334,21,2024-04-24,198.970001,201.990005
biib,S1,202.747334,22,2024-09-12,194.899994,197.889999
biib,S1,202.747334,23,2024-09-24,193.539993,194.119995
biib,S1,202.747334,24,2026-02-09,191.880005,193.809998
biib,S1,202.747334,25,2026-05-14,189.490005,191.369995
biib,S1,202.747334,26,2026-05-27,194.110001,196.970001
biib,S1,202.747334,27,2026-06-08,192.179993,192.619995
biib,S1,202.747334,28,2026-07-14,189.399994,191.949997
biib,S1,202.747334,29,2026-07-22,197.399994,197.740005
biib,S2,223.096945,1,2016-06-27,223.020004,224.600006
biib,S2,223.096945,2,2019-03-22,216.490005,216.710007
biib,S2,223.096945,3,2019-04-24,223.460007,224.399994
biib,S2,223.096945,4,2019-04-30,226.399994,229.240005
biib,S2,223.096945,5,2019-05-06,227.5,236.070007
biib,S2,223.096945,6,2019-05-13,222.119995,225.660004
biib,S2,223.096945,7,2019-05-20,226.610001,230.759995
biib,S2,223.096945,8,2019-05-31,219.199997,219.289993
biib,S2,223.096945,9,2019-06-14,226.960007,227.669998
biib,S2,223.096945,10,2019-07-11,227.190002,231.600006
biib,S2,223.096945,11,2019-08-14,226.0,226.720001
biib,S2,223.096945,12,2019-09-03,216.089996,217.440002
biib,S2,223.096945,13,2019-09-12,226.059998,232.309998
biib,S2,223.096945,14,2019-10-18,220.009995,220.059998
biib,S2,223.096945,15,2020-11-09,223.25,236.259995
biib,S2,223.096945,16,2021-12-03,221.720001,223.919998
biib,S2,223.096945,17,2022-01-12,217.100006,225.339996
biib,S2,223.096945,18,2022-02-11,214.110001,214.589996
biib,S2,223.096945,19,2022-04-22,209.710007,209.990005
biib,S2,223.096945,20,2022-07-07,215.130005,217.960007
biib,S2,223.096945,21,2022-07-20,204.669998,207.490005
biib,S2,223.096945,22,2022-08-04,214.740005,217.300003
biib,S2,223.096945,23,2022-08-17,216.610001,217.580002
biib,S2,223.096945,24,2023-11-13,220.860001,222.589996
biib,S2,223.096945,25,2023-11-17,226.75,228.0
biib,S2,223.096945,26,2023-11-28,223.889999,227.410004
biib,S2,223.096945,27,2024-02-29,216.699997,216.990005
biib,S2,223.096945,28,2024-04-29,208.539993,215.5
biib,S2,223.096945,29,2024-05-01,214.699997,216.130005
biib,S2,223.096945,30,2024-05-07,216.080002,218.919998
biib,S2,223.096945,31,2024-05-17,226.429993,230.570007
