ticker,support_id,support_mid,touch_seq,touch_date,touch_low,touch_close
xph,S1,67.695004,1,2015-07-15,65.445,65.580002
xph,S1,67.695004,2,2026-07-01,65.32,65.32
xph,S1,67.695004,3,2026-07-13,66.690002,66.82
xph,S2,55.639233,1,2014-11-07,53.595001,54.07
xph,S2,55.639233,2,2014-11-17,54.119999,54.57
xph,S2,55.639233,3,2014-12-01,56.455002,56.514999
xph,S2,55.639233,4,2014-12-23,53.154999,53.32
xph,S2,55.639233,5,2015-01-02,53.66,53.939999
xph,S2,55.639233,6,2015-01-15,54.189999,54.255001
xph,S2,55.639233,7,2015-08-25,55.294998,55.294998
xph,S2,55.639233,8,2015-09-01,56.450001,56.669998
xph,S2,55.639233,9,2015-09-04,56.494999,57.139999
xph,S2,55.639233,10,2015-09-09,55.91,56.025002
xph,S2,55.639233,11,2015-09-23,54.169998,54.419998
xph,S2,55.639233,12,2015-12-03,52.529999,52.959999
xph,S2,55.639233,13,2015-12-17,53.77,53.900002
xph,S2,55.639233,14,2021-01-26,53.790001,53.900002
xph,S2,55.639233,15,2021-02-22,54.349998,54.450001
xph,S2,55.639233,16,2021-02-25,53.630001,53.84
xph,S2,55.639233,17,2025-11-26,54.200001,54.779999
xph,S2,55.639233,18,2025-12-05,54.189999,54.360001
xph,S2,55.639233,19,2026-01-05,54.139999,55.029999
xph,S2,55.639233,20,2026-01-28,55.389999,55.389999
xph,S2,55.639233,21,2026-02-12,56.5,56.82
xph,S2,55.639233,22,2026-02-17,56.669998,57.490002
xph,S2,55.639233,23,2026-02-20,56.369999,57.029999
xph,S2,55.639233,24,2026-03-12,53.32,53.639999
xph,S2,55.639233,25,2026-04-06,54.349998,54.349998
xph,S2,55.639233,26,2026-04-24,56.73,57.400002
xph,S2,55.639233,27,2026-04-29,56.330002,56.540001
xph,S2,55.639233,28,2026-05-18,55.580002,55.77
xph,S2,55.639233,29,2026-06-02,55.549999,55.700001
xph,S3,52.082427,1,2014-03-06,49.654999,49.705002
xph,S3,52.082427,2,2014-07-08,50.325001,50.790001
xph,S3,52.082427,3,2014-09-04,50.915001,50.994999
xph,S3,52.082427,4,2014-09-23,52.634998,53.224998
xph,S3,52.082427,5,2014-10-13,50.325001,50.369999
xph,S3,52.082427,6,2014-10-16,49.450001,51.134998
xph,S3,52.082427,7,2015-01-06,52.395,53.060001
xph,S3,52.082427,8,2015-08-24,38.275002,55.685001
xph,S3,52.082427,9,2015-09-25,49.639999,50.150002
xph,S3,52.082427,10,2015-10-29,49.450001,49.619999
xph,S3,52.082427,11,2015-11-12,49.82,49.860001
xph,S3,52.082427,12,2015-12-03,52.529999,52.959999
xph,S3,52.082427,13,2015-12-14,51.299999,52.099998
xph,S3,52.082427,14,2015-12-18,50.099998,50.650002
xph,S3,52.082427,15,2015-12-31,51.200001,51.200001
xph,S3,52.082427,16,2020-12-16,50.459999,50.470001
xph,S3,52.082427,17,2020-12-22,50.41,51.029999
xph,S3,52.082427,18,2021-01-21,52.889999,53.25
xph,S3,52.082427,19,2021-01-29,51.57,51.889999
xph,S3,52.082427,20,2021-02-23,53.029999,53.82
xph,S3,52.082427,21,2021-02-26,52.560001,53.360001
xph,S3,52.082427,22,2021-03-04,50.439999,51.0
xph,S3,52.082427,23,2021-03-24,49.560001,49.59
xph,S3,52.082427,24,2021-05-28,50.48,50.5
xph,S3,52.082427,25,2021-07-14,50.66,50.75
xph,S3,52.082427,26,2021-07-30,50.290001,50.34
xph,S3,52.082427,27,2021-11-12,50.549999,50.720001
xph,S3,52.082427,28,2025-11-13,50.130001,50.209999
xph,S3,52.082427,29,2025-12-02,52.650002,52.650002
