ticker,support_id,support_mid,touch_seq,touch_date,touch_low,touch_close
nrg,S1,120.647253,1,2025-05-06,114.199997,117.010002
nrg,S1,120.647253,2,2026-05-19,121.220001,123.709999
nrg,S1,120.647253,3,2026-06-10,120.110001,120.650002
nrg,S1,120.647253,4,2026-07-29,122.449997,124.230003
nrg,S1,120.647253,5,2026-08-18,115.080002,115.559998
nrg,S2,107.524086,1,2025-01-17,103.75,104.510002
nrg,S2,107.524086,2,2025-01-30,102.239998,105.0
nrg,S2,107.524086,3,2025-02-07,102.669998,103.010002
nrg,S2,107.524086,4,2025-02-13,102.839996,106.25
nrg,S2,107.524086,5,2025-02-24,102.160004,103.43
nrg,S2,107.524086,6,2025-03-03,99.190002,100.25
nrg,S2,107.524086,7,2025-04-23,100.970001,102.040001
nrg,S3,128.832687,1,2026-05-18,124.160004,125.5
nrg,S3,128.832687,2,2026-05-20,127.0,133.979996
nrg,S3,128.832687,3,2026-06-01,127.110001,129.470001
nrg,S3,128.832687,4,2026-06-10,120.110001,120.650002
nrg,S3,128.832687,5,2026-06-12,123.900002,125.470001
nrg,S3,128.832687,6,2026-07-17,128.520004,129.110001
nrg,S3,128.832687,7,2026-07-29,122.449997,124.230003
nrg,S4,100.6685,1,2024-12-09,94.550003,96.07
nrg,S4,100.6685,2,2025-01-07,94.839996,96.730003
nrg,S4,100.6685,3,2025-01-27,94.809998,97.489998
nrg,S4,100.6685,4,2025-02-12,101.349998,102.660004
nrg,S4,100.6685,5,2025-02-25,98.269997,102.440002
nrg,S4,100.6685,6,2025-03-05,96.699997,98.709999
nrg,S4,100.6685,7,2025-03-26,96.5,97.370003
nrg,S4,100.6685,8,2025-04-03,92.379997,92.769997
nrg,S4,100.6685,9,2025-04-17,97.099998,97.860001
nrg,S4,100.6685,10,2025-04-22,95.089996,98.800003
nrg,S5,144.671941,1,2025-05-12,136.949997,150.610001
nrg,S5,144.671941,2,2025-07-16,143.399994,144.960007
nrg,S5,144.671941,3,2025-07-22,147.550003,153.960007
nrg,S5,144.671941,4,2025-08-06,145.0,148.559998
nrg,S5,144.671941,5,2025-08-25,144.279999,144.770004
nrg,S5,144.671941,6,2026-01-08,141.970001,143.529999
nrg,S5,144.671941,7,2026-01-12,146.0,148.889999
nrg,S5,144.671941,8,2026-01-14,147.509995,149.830002
nrg,S5,144.671941,9,2026-01-20,145.520004,148.910004
nrg,S5,144.671941,10,2026-01-23,146.910004,149.300003
nrg,S5,144.671941,11,2026-02-04,140.490005,143.990005
nrg,S5,144.671941,12,2026-03-11,147.529999,148.630005
nrg,S5,144.671941,13,2026-03-20,144.600006,145.800003
nrg,S5,144.671941,14,2026-03-30,139.889999,141.229996
nrg,S5,144.671941,15,2026-05-08,137.759995,138.110001
nrg,S5,144.671941,16,2026-07-02,135.160004,136.699997
nrg,S5,144.671941,17,2026-07-10,140.229996,140.419998
nrg,S5,144.671941,18,2026-07-15,136.509995,137.899994
nrg,S5,144.671941,19,2026-07-27,135.399994,136.5
nrg,S6,95.76297,1,2024-10-08,93.169998,93.559998
nrg,S6,95.76297,2,2024-11-14,91.290001,91.639999
nrg,S6,95.76297,3,2024-11-25,91.519997,91.870003
