ticker,support_id,support_mid,touch_seq,touch_date,touch_low,touch_close
xlb,S1,52.271229,1,2026-02-05,50.360001,50.5
xlb,S1,52.271229,2,2026-05-04,50.5,50.650002
xlb,S1,52.271229,3,2026-05-29,51.110001,51.150002
xlb,S1,52.271229,4,2026-06-05,50.5,50.630001
xlb,S1,52.271229,5,2026-06-29,50.25,50.66
xlb,S1,52.271229,6,2026-07-01,50.48,51.02
xlb,S1,52.271229,7,2026-07-13,50.360001,50.580002
xlb,S1,52.271229,8,2026-07-17,50.389999,50.529999
xlb,S1,52.271229,9,2026-07-24,50.209999,51.259998
xlb,S1,52.271229,10,2026-08-18,51.75,51.779999
xlb,S2,49.624594,1,2024-10-21,48.275002,48.439999
xlb,S2,49.624594,2,2026-01-16,48.360001,48.68
xlb,S2,49.624594,3,2026-01-21,48.669998,49.240002
xlb,S2,49.624594,4,2026-02-05,50.360001,50.5
xlb,S2,49.624594,5,2026-03-18,48.48,48.48
xlb,S2,49.624594,6,2026-03-24,47.240002,48.450001
xlb,S2,49.624594,7,2026-05-04,50.5,50.650002
xlb,S2,49.624594,8,2026-05-19,48.889999,49.040001
xlb,S2,49.624594,9,2026-05-28,50.610001,51.360001
xlb,S2,49.624594,10,2026-06-01,50.130001,50.919998
xlb,S2,49.624594,11,2026-06-10,49.57,49.599998
xlb,S2,49.624594,12,2026-06-29,50.25,50.66
xlb,S2,49.624594,13,2026-07-01,50.48,51.02
xlb,S2,49.624594,14,2026-07-20,49.880001,50.029999
xlb,S2,49.624594,15,2026-07-31,50.209999,50.43
xlb,S3,44.602921,1,2021-05-12,42.73,42.779999
xlb,S3,44.602921,2,2021-05-18,43.82,43.849998
xlb,S3,44.602921,3,2021-05-21,43.275002,43.299999
xlb,S3,44.602921,4,2021-06-07,43.224998,43.419998
xlb,S3,44.602921,5,2021-11-04,43.384998,43.57
xlb,S3,44.602921,6,2021-12-17,43.799999,43.830002
xlb,S3,44.602921,7,2022-01-20,43.02,43.07
xlb,S3,44.602921,8,2022-03-22,43.32,43.48
xlb,S3,44.602921,9,2022-04-22,42.790001,42.869999
xlb,S3,44.602921,10,2022-04-29,42.41,42.514999
xlb,S3,44.602921,11,2022-05-05,42.415001,42.880001
xlb,S3,44.602921,12,2022-06-02,42.945,43.759998
xlb,S3,44.602921,13,2022-06-08,43.049999,43.145
xlb,S3,44.602921,14,2024-02-29,43.564999,43.779999
xlb,S3,44.602921,15,2024-04-23,43.884998,44.139999
xlb,S3,44.602921,16,2024-05-23,45.195,45.285
xlb,S3,44.602921,17,2024-07-01,43.34,43.474998
xlb,S3,44.602921,18,2024-07-09,43.619999,43.630001
xlb,S3,44.602921,19,2024-07-24,44.759998,44.805
xlb,S3,44.602921,20,2024-08-07,43.610001,43.639999
xlb,S3,44.602921,21,2024-09-06,44.855,44.945
xlb,S3,44.602921,22,2024-11-19,45.41,45.845001
xlb,S3,44.602921,23,2024-12-18,42.705002,42.724998
xlb,S3,44.602921,24,2025-03-03,43.384998,43.490002
xlb,S3,44.602921,25,2025-03-10,42.695,42.994999
xlb,S3,44.602921,26,2025-06-20,43.150002,43.209999
xlb,S3,44.602921,27,2025-06-25,43.360001,43.41
xlb,S3,44.602921,28,2025-07-07,45.005001,45.244999
xlb,S3,44.602921,29,2025-07-15,44.555,44.57
xlb,S3,44.602921,30,2025-07-31,43.814999,43.865002
xlb,S3,44.602921,31,2025-08-06,43.755001,43.764999
xlb,S3,44.602921,32,2025-09-03,45.369999,45.485001
xlb,S3,44.602921,33,2025-09-09,45.145,45.27
xlb,S3,44.602921,34,2025-10-10,43.419998,43.424999
xlb,S3,44.602921,35,2025-11-14,43.32,43.384998
xlb,S3,44.602921,36,2025-12-09,43.369999,43.389999
xlb,S3,44.602921,37,2025-12-31,45.330002,45.349998
xlb,S4,41.880645,1,2021-04-20,40.595001,40.744999
xlb,S4,41.880645,2,2021-05-19,42.689999,43.18
xlb,S4,41.880645,3,2021-06-17,40.535,41.035
xlb,S4,41.880645,4,2021-07-06,40.540001,40.825001
xlb,S4,41.880645,5,2021-07-16,40.470001,40.544998
xlb,S4,41.880645,6,2021-07-26,40.875,41.209999
xlb,S4,41.880645,7,2021-08-19,41.419998,41.645
xlb,S4,41.880645,8,2021-09-01,42.325001,42.695
xlb,S4,41.880645,9,2021-09-17,40.535,40.665001
xlb,S4,41.880645,10,2021-10-07,40.634998,40.814999
xlb,S4,41.880645,11,2021-10-11,40.59,40.595001
xlb,S4,41.880645,12,2021-10-13,40.465,40.955002
xlb,S4,41.880645,13,2021-12-01,41.875,41.895
xlb,S4,41.880645,14,2021-12-20,42.285,42.830002
xlb,S4,41.880645,15,2022-02-23,40.744999,40.805
xlb,S4,41.880645,16,2022-03-07,40.084999,40.09
xlb,S4,41.880645,17,2022-03-14,40.66,40.865002
xlb,S4,41.880645,18,2022-04-26,42.07,42.09
xlb,S4,41.880645,19,2022-05-10,40.189999,40.674999
xlb,S4,41.880645,20,2022-05-18,40.845001,41.02
xlb,S4,41.880645,21,2022-06-01,42.169998,42.584999
xlb,S4,41.880645,22,2022-06-10,40.779999,40.834999
xlb,S4,41.880645,23,2022-11-14,40.450001,40.57
xlb,S4,41.880645,24,2022-11-22,40.34,41.040001
xlb,S4,41.880645,25,2022-12-06,40.389999,40.685001
xlb,S4,41.880645,26,2022-12-09,40.48,40.490002
xlb,S4,41.880645,27,2022-12-14,40.645,40.959999
xlb,S4,41.880645,28,2023-01-18,40.869999,40.889999
xlb,S4,41.880645,29,2023-02-09,40.68,40.865002
xlb,S4,41.880645,30,2023-03-09,39.814999,39.939999
xlb,S4,41.880645,31,2023-07-05,40.485001,40.564999
xlb,S4,41.880645,32,2023-08-15,40.685001,40.775002
xlb,S4,41.880645,33,2023-09-06,40.724998,41.044998
xlb,S4,41.880645,34,2023-09-13,40.625,40.740002
xlb,S4,41.880645,35,2023-12-04,41.169998,41.189999
xlb,S4,41.880645,36,2023-12-08,40.785,40.965
xlb,S4,41.880645,37,2024-01-24,40.785,40.810001
xlb,S4,41.880645,38,2024-02-06,40.82,41.205002
xlb,S4,41.880645,39,2025-01-03,41.52,41.595001
xlb,S4,41.880645,40,2025-03-13,42.169998,42.435001
xlb,S4,41.880645,41,2025-03-21,42.365002,42.895
xlb,S4,41.880645,42,2025-03-28,42.470001,42.525002
xlb,S4,41.880645,43,2025-04-03,41.43,41.540001
xlb,S4,41.880645,44,2025-04-23,40.610001,40.740002
xlb,S4,41.880645,45,2025-05-14,42.419998,42.650002
xlb,S4,41.880645,46,2025-05-23,42.529999,42.849998
xlb,S4,41.880645,47,2025-05-30,42.610001,43.169998
xlb,S4,41.880645,48,2025-11-04,42.035,42.360001
xlb,S4,41.880645,49,2025-11-20,42.215,42.23
xlb,S5,38.242303,1,2021-01-21,37.355,37.369999
xlb,S5,38.242303,2,2021-02-25,37.099998,37.25
xlb,S5,38.242303,3,2021-03-04,36.169998,36.810001
