time,open,high,low,close,EMA,EMA,Histogram,MACD,Signal line
2018-10-23,203.1,205.25,201.88,204,211.21962639636484,208.95458861476243,-1.2093728099611212,-2.075062133932448,-0.865689323971327
2018-10-24,202.77,203.69,199.57,199.81,210.13299531099676,207.29193613935107,-1.4689407610588523,-2.7018652752948924,-1.23292451423604
2018-10-25,200.73,203.43,200.14,201.98,209.3565195670923,206.32612956855996,-1.4049039541997608,-2.989054456985741,-1.5841505027859804
2018-10-26,199.01,200.69,197.29,198.49,208.32161294165493,204.9013787379127,-1.4994007864641792,-3.4584014858662044,-1.9590006994020253
2018-10-29,201.23,203.612,197.93,200.04,207.53288789959257,204.01749169465583,-1.3632512889973674,-3.6630648106487342,-2.299813521651367
2018-10-30,199.65,203.76,198.7,203.35,207.1345176234409,203.89612956835478,-0.9742481082864565,-3.5176236570094375,-2.543375548722981
2018-10-31,205.21,208.07,204.5,205.28,206.9578968973989,204.14774237410845,-0.5330011945975999,-3.2096270419699806,-2.6766258473723807
2018-11-01,205.6,206.28,204.32,205.86,206.85333528812282,204.45906194245237,-0.16707884216529933,-2.885474400079005,-2.7183955579137056
2018-11-02,207.5,208.705,203.39,206.57,206.82635097496828,204.84286886200647,0.14112638295227686,-2.5419875792233597,-2.6831139621756366
2018-11-05,213.51,217.51,212.96,216.24,207.72288897735226,206.91507452345985,0.9684836158824943,-1.4725094423225187,-2.440993058205013
2018-11-06,216.75,218.74,216.4644,218.51,208.7502328842711,209.0232427919217,1.6034057540553506,-0.4367358656358249,-2.0401416196911755
2018-11-07,219.99,221.55,217.561,221.24,209.93973451434053,211.24447137520866,2.1101312745864496,0.5975224735418863,-1.512608801044563
2018-11-08,221.24,223.52,220.55,222.42,211.12833122726047,213.27638567062527,2.4062154547226093,1.4951605173586984,-0.9110549373639107
2018-11-09,221.67,221.99,218.3,219.63,211.93801396752139,214.43158827596613,2.295912124416699,1.9588352181569633,-0.33707690625973585
2018-11-12,219.96,220.185,215,215.42,212.2696316849003,214.61129949851775,1.8408213276744365,1.96394975333331,0.12312842565887333
2018-11-13,215.61,219.15,215.18,217.92,212.80776200062408,215.21288140787817,1.617501958231085,2.1450058734477295,0.5275039152166445
2018-11-14,219.5,220.72,213.8,216.03,213.11464181008844,215.36144842462758,1.2673130413146256,2.1116452168599267,0.844332175545301
2018-11-15,214.83,217.57,212.14,217.38,213.52086639960382,215.72845780196803,1.0598429995950736,2.169135925039143,1.1092929254440693
2018-11-16,217,220.5,215.46,218.41,213.9864981710701,216.21601092888292,0.929865057337881,2.2716242471164207,1.3417591897785397
2018-11-19,218.28,218.73,215.26,217.94,214.36302215477772,216.52946348726783,0.7574254739792221,2.288541032252567,1.5311155582733451
2018-11-20,215.31,215.99,210.42,210.71,214.01511528289413,215.4713792168555,0.13427759122539307,1.6989625473050864,1.5646849560796934
2018-11-21,211.3,213.74,210.53,210.86,213.71462811309468,214.6329466319727,-0.26803076701918793,1.2296464973057084,1.4976772643248963
2018-11-23,209.25,209.99,207.03,207.07,213.08180638803805,213.25786542615947,-0.7616622198581842,0.5455994895021661,1.3072617093603502
2018-11-26,209.2999,211,208.64,210.63,212.8483010177487,212.7800717123123,-0.8158604313942104,0.28743617011758715,1.1032966015117975
