date,open,high,low,close,volume,open_interest,settle
2026-03-10,2.3954,2.3954,2.3954,2.3954,40,376,2.3954
2026-03-11,2.4778,2.4778,2.4778,2.4778,23,375,2.4778
2026-03-12,2.5218,2.5218,2.5218,2.5218,21,377,2.5218
2026-03-13,2.5225,2.5225,2.5225,2.5225,6,382,2.5225
2026-03-16,2.5019,2.5019,2.5019,2.5019,10,382,2.5019
2026-03-17,2.5548,2.5548,2.5548,2.5548,12,386,2.5548
2026-03-18,2.5836,2.5836,2.5836,2.5836,31,392,2.5836
2026-03-19,2.5989,2.5989,2.5989,2.5989,54,386,2.6067
2026-03-20,2.674,2.674,2.674,2.674,45,387,2.674
2026-03-23,2.5224,2.5224,2.5224,2.5224,93,378,2.5224
2026-03-24,2.6233,2.6233,2.6233,2.6233,25,371,2.6233
2026-03-25,2.6042,2.6042,2.6042,2.6042,11,393,2.6042
2026-03-26,2.6534,2.6534,2.6534,2.6534,34,393,2.6534
2026-03-27,2.6421,2.6421,2.6421,2.6421,43,387,2.6421
2026-03-30,2.617,2.617,2.617,2.617,23,394,2.617
2026-03-31,2.5605,2.5605,2.5605,2.5605,37,392,2.5396
2026-04-01,2.533,2.533,2.533,2.533,75,389,2.533
2026-04-02,2.5374,2.5374,2.5374,2.5374,10,425,2.5374
2026-04-06,2.6057,2.6057,2.6057,2.6057,15,425,2.6057
2026-04-07,2.6426,2.6426,2.6426,2.6426,59,424,2.6426
2026-04-08,2.5805,2.5805,2.5805,2.5805,12,429,2.6301
2026-04-09,2.6514,2.6514,2.6514,2.6514,112,430,2.6514
2026-04-10,2.6649,2.6649,2.6649,2.6649,27,504,2.6649
2026-04-13,2.6889,2.6889,2.6889,2.6889,60,505,2.6889
2026-04-14,2.653,2.653,2.653,2.653,70,502,2.653
2026-04-15,2.674,2.674,2.674,2.674,59,516,2.674
2026-04-16,2.6783,2.6783,2.6783,2.6783,24,506,2.6783
2026-04-17,2.545,2.545,2.545,2.545,48,498,2.545
2026-04-20,2.618,2.618,2.618,2.618,4,490,2.618
2026-04-21,2.6257,2.6257,2.6257,2.6257,79,490,2.6257
2026-04-22,2.6562,2.6562,2.6562,2.6562,37,506,2.6562
2026-04-23,2.6897,2.6897,2.6897,2.6897,106,504,2.6897
2026-04-24,2.6611,2.6611,2.6611,2.6611,15,507,2.6611
2026-04-27,2.7051,2.7051,2.7051,2.7051,11,532,2.7051
2026-04-28,2.6938,2.6938,2.6938,2.6938,17,535,2.6938
2026-04-29,2.7373,2.7373,2.7373,2.7373,44,538,2.7373
2026-04-30,2.7369,2.7369,2.7369,2.7369,19,541,2.7369
2026-05-01,2.7195,2.7195,2.7195,2.7195,24,543,2.7195
2026-05-04,2.8182,2.8182,2.8182,2.8182,13,544,2.8182
2026-05-05,2.82,2.82,2.82,2.82,41,547,2.8113
2026-05-06,2.7319,2.7319,2.7319,2.7319,40,553,2.7319
2026-05-07,2.7167,2.7167,2.7167,2.7167,23,566,2.7167
2026-05-08,2.7726,2.7726,2.7726,2.7726,6,578,2.7726
2026-05-11,2.808,2.808,2.796,2.796,11,596,2.8127
2026-05-12,2.8753,2.8753,2.8753,2.8753,28,584,2.8753
2026-05-13,2.8117,2.8117,2.8117,2.8117,8,588,2.8117
2026-05-14,2.7859,2.7859,2.7859,2.7859,2,588,2.7859
2026-05-15,2.8128,2.8128,2.8128,2.8128,8,590,2.8128
2026-05-18,2.8567,2.8567,2.8567,2.8567,36,592,2.8567
2026-05-19,2.8447,2.8447,2.8447,2.8447,5,592,2.8447
2026-05-20,2.7845,2.7845,2.7845,2.7845,21,592,2.7845
2026-05-21,2.7857,2.7857,2.7857,2.7857,23,592,2.7857
2026-05-22,2.835,2.835,2.835,2.835,16,595,2.8273
2026-05-26,2.8125,2.8125,2.8125,2.8125,65,621,2.8125
2026-05-27,2.814,2.814,2.814,2.814,17,635,2.814
2026-05-28,2.8499,2.8499,2.8499,2.8499,29,633,2.8499
2026-05-29,2.815,2.815,2.815,2.815,30,630,2.815
2026-06-01,2.8755,2.8755,2.8755,2.8755,41,620,2.8755
2026-06-02,2.9195,2.9195,2.9195,2.9195,13,617,2.9195
2026-06-03,2.9467,2.9467,2.9467,2.9467,73,616,2.9961
2026-06-04,2.935,2.9508,2.935,2.9508,84,624,2.9475
2026-06-05,2.9115,2.9115,2.9115,2.9115,26,641,2.9115
2026-06-08,2.94,2.94,2.94,2.94,38,642,2.9515
2026-06-09,2.9309,2.9309,2.9309,2.9309,23,642,2.9309
2026-06-10,2.9574,2.9574,2.9574,2.9574,38,644,2.9574
2026-06-11,2.9064,2.9064,2.9064,2.9064,123,646,2.9064
2026-06-12,2.8366,2.8366,2.8366,2.8366,27,639,2.8366
2026-06-15,2.8072,2.8072,2.8072,2.8072,122,640,2.8072
2026-06-16,2.7671,2.7671,2.7671,2.7671,167,648,2.7671
2026-06-17,2.7645,2.7645,2.7645,2.7645,169,625,2.7645
2026-06-18,2.715,2.7179,2.7033,2.7179,166,630,2.7392
