date,open,high,low,close,volume,open_interest,settle
2026-03-10,2.404,2.404,2.404,2.404,44,623,2.404
2026-03-11,2.4913,2.4913,2.4913,2.4913,22,625,2.4913
2026-03-12,2.5399,2.5399,2.5399,2.5399,73,625,2.5399
2026-03-13,2.5434,2.5434,2.5434,2.5434,36,661,2.5434
2026-03-16,2.5184,2.5184,2.5184,2.5184,39,661,2.5184
2026-03-17,2.5664,2.5664,2.5664,2.5664,45,680,2.5773
2026-03-18,2.6079,2.6079,2.6079,2.6079,39,686,2.6079
2026-03-19,2.6285,2.6285,2.6285,2.6285,77,692,2.6285
2026-03-20,2.7078,2.7078,2.7078,2.7078,76,715,2.7078
2026-03-23,2.5417,2.5417,2.5417,2.5417,238,701,2.5417
2026-03-24,2.658,2.658,2.658,2.658,76,714,2.658
2026-03-25,2.6364,2.6364,2.6364,2.6364,57,733,2.6364
2026-03-26,2.6939,2.6939,2.6939,2.6939,106,734,2.6939
2026-03-27,2.6869,2.6869,2.6869,2.6869,92,729,2.6869
2026-03-30,2.6621,2.6621,2.6621,2.6621,59,707,2.6621
2026-03-31,2.5807,2.5807,2.5807,2.5807,85,683,2.5807
2026-04-01,2.5723,2.5723,2.5723,2.5723,315,702,2.5723
2026-04-02,2.5805,2.5805,2.5805,2.5805,65,881,2.5805
2026-04-06,2.6537,2.6537,2.6537,2.6537,36,1022,2.6537
2026-04-07,2.7,2.7,2.7,2.7,112,1026,2.6934
2026-04-08,2.6211,2.6211,2.6211,2.6211,75,1063,2.6653
2026-04-09,2.6919,2.6919,2.6919,2.6919,171,1033,2.6919
2026-04-10,2.7059,2.7059,2.7059,2.7059,20,1110,2.7059
2026-04-13,2.737,2.737,2.737,2.737,104,1113,2.737
2026-04-14,2.6921,2.6921,2.6921,2.6921,94,1141,2.6921
2026-04-15,2.7116,2.7116,2.7116,2.7116,238,1113,2.7116
2026-04-16,2.7243,2.7243,2.7243,2.7243,99,1097,2.7243
2026-04-17,2.655,2.655,2.655,2.655,137,1119,2.5815
2026-04-20,2.655,2.655,2.655,2.655,46,1088,2.655
2026-04-21,2.6691,2.6691,2.6691,2.6691,138,1065,2.6691
2026-04-22,2.708,2.708,2.708,2.708,244,1074,2.708
2026-04-23,2.7411,2.7411,2.7411,2.7411,455,1239,2.7411
2026-04-24,2.7147,2.7147,2.7147,2.7147,33,1484,2.7147
2026-04-27,2.7644,2.7644,2.7644,2.7644,30,1513,2.7644
2026-04-28,2.754,2.754,2.754,2.754,35,1509,2.754
2026-04-29,2.8057,2.8057,2.8057,2.8057,69,1512,2.8057
2026-04-30,2.8031,2.8031,2.8031,2.8031,66,1517,2.8031
2026-05-01,2.7805,2.7805,2.7805,2.7805,51,1511,2.7805
2026-05-04,2.8775,2.88,2.8775,2.88,36,1514,2.8842
2026-05-05,2.89,2.89,2.885,2.885,172,1516,2.8761
2026-05-06,2.7807,2.7807,2.7807,2.7807,125,1522,2.7807
2026-05-07,2.7664,2.7664,2.7664,2.7664,210,1516,2.7664
2026-05-08,2.8238,2.8238,2.8238,2.8238,63,1537,2.8238
2026-05-11,2.8702,2.8702,2.8702,2.8702,35,1551,2.8702
2026-05-12,2.9467,2.9467,2.9467,2.9467,120,1528,2.9467
2026-05-13,2.88,2.88,2.88,2.88,44,1531,2.8788
2026-05-14,2.84,2.84,2.84,2.84,20,1536,2.8505
2026-05-15,2.8812,2.8812,2.8812,2.8812,15,1540,2.8812
2026-05-18,2.9317,2.9317,2.9317,2.9317,48,1575,2.9317
2026-05-19,2.9192,2.9192,2.9192,2.9192,22,1577,2.9192
2026-05-20,2.8472,2.8472,2.8472,2.8472,87,1573,2.8472
2026-05-21,2.8445,2.8445,2.8445,2.8445,59,1578,2.8445
2026-05-22,2.8957,2.8957,2.8957,2.8957,24,1575,2.8857
2026-05-26,2.8634,2.8634,2.8634,2.8634,202,1605,2.8634
2026-05-27,2.8585,2.8585,2.8585,2.8585,71,1622,2.8585
2026-05-28,2.8976,2.8976,2.8976,2.8976,87,1623,2.8976
2026-05-29,2.8523,2.8523,2.8523,2.8523,404,1630,2.8523
2026-06-01,2.9247,2.9247,2.9247,2.9247,576,1691,2.9247
2026-06-02,2.9748,2.9748,2.9748,2.9748,189,1809,2.9748
2026-06-03,3.0102,3.0102,3.0102,3.0102,417,1842,3.0646
2026-06-04,2.995,3.0142,2.995,3.0142,543,2013,3.0104
2026-06-05,2.9727,2.9727,2.9727,2.9727,218,1908,2.9727
2026-06-08,3.005,3.005,3.005,3.005,836,1882,3.0137
2026-06-09,2.9902,2.9902,2.9902,2.9902,330,2103,2.9902
2026-06-10,3.0186,3.0186,3.0186,3.0186,344,2026,3.0186
2026-06-11,2.9637,2.9637,2.9637,2.9637,547,2166,2.9637
2026-06-12,2.888,2.888,2.888,2.888,259,2088,2.888
2026-06-15,2.8412,2.8412,2.8412,2.8412,610,2126,2.8412
2026-06-16,2.816,2.816,2.8144,2.8144,712,2321,2.7927
2026-06-17,2.7864,2.7864,2.7864,2.7864,297,2468,2.7864
2026-06-18,2.7286,2.747,2.72,2.747,451,2442,2.7549
2026-06-22,2.7346,2.7346,2.7346,2.7346,913,2476,2.7346
2026-06-23,2.7391,2.7391,2.7391,2.7391,661,2550,2.7391
2026-06-24,2.7007,2.7007,2.7007,2.7007,634,2566,2.692
2026-06-25,2.69,2.73,2.69,2.73,574,2679,2.7135
2026-06-26,2.66,2.66,2.6599,2.6599,526,2692,2.6541
2026-06-29,2.6841,2.6841,2.6841,2.6841,478,2792,2.6879
2026-06-30,2.7026,2.7026,2.7026,2.7026,668,2854,2.6972
2026-07-01,2.6839,2.6839,2.6839,2.6839,950,2872,2.6829
2026-07-02,2.6745,2.7018,2.6745,2.7018,867,2852,2.6962
2026-07-06,2.7152,2.7298,2.7133,2.7298,1051,2919,2.7353
2026-07-07,2.7317,2.7626,2.7317,2.7626,832,2894,2.7609
2026-07-08,2.8126,2.8817,2.8126,2.8817,1441,2917,2.8864
2026-07-09,2.8616,2.8616,2.8461,2.8461,496,2992,2.8511
2026-07-10,2.827,2.8412,2.8136,2.8404,952,3024,2.8407
2026-07-13,2.8834,2.9371,2.8831,2.9371,863,3214,2.9403
2026-07-14,2.9525,2.9609,2.9525,2.9607,1475,3169,2.9575
2026-07-15,2.9774,2.9802,2.9456,2.955,665,3144,2.9595
2026-07-16,2.9601,2.9623,2.9542,2.9597,1073,3114,2.9529
2026-07-17,2.9948,2.9948,2.9948,2.9948,1071,3085,3.0001
2026-07-20,3.0153,3.0184,3.0153,3.0184,723,3010,3.0167
2026-07-21,3.0184,3.0306,3.0184,3.0278,981,2979,3.0345
2026-07-22,3.0428,3.0566,3.0368,3.0566,709,3016,3.057
2026-07-23,3.1087,3.1087,3.102,3.102,1828,2991,3.1027
2026-07-24,3.0914,3.0915,3.0528,3.0813,1176,3197,3.0779
2026-07-27,3,3.0389,3,3.0083,1056,3232,3.0207
2026-07-28,2.9893,2.9984,2.9576,2.9576,757,3160,2.961
2026-07-29,3.0228,3.07,3.0228,3.07,858,3108,3.0665
2026-07-30,3.0405,3.0411,3.0215,3.0385,832,3083,3.034
2026-07-31,3.046,3.0466,3.046,3.0466,559,3085,3.0554
2026-08-03,3.004,3.0171,3.0032,3.0079,837,3077,3.0116
2026-08-04,3.0063,3.0085,2.951,2.9548,985,3132,2.9665
2026-08-05,2.966,2.974,2.9454,2.966,831,3176,2.9808
2026-08-06,2.9662,3.0331,2.9662,3.0331,577,3261,3.0161
2026-08-07,3.0226,3.0468,3.0226,3.0468,686,3298,3.049
2026-08-10,3.066,3.1513,3.0642,3.1513,1614,3367,3.1526
2026-08-11,3.1372,3.1663,3.108,3.1402,2419,3307,3.1385
2026-08-12,3.1483,3.1827,3.1483,3.1827,1253,3002,3.1835
2026-08-13,3.1821,3.2057,3.1601,3.1967,1194,3024,3.1893
2026-08-14,3.1856,3.208,3.1856,3.2079,1180,3156,3.2062
2026-08-17,3.1974,3.2799,3.1974,3.2753,1207,3228,3.2733
2026-08-18,3.2681,3.3105,3.2681,3.3105,1105,3385,3.307
2026-08-19,3.3293,3.3304,3.3078,3.3078,1401,3350,3.3158
2026-08-20,3.3144,3.3802,3.3144,3.3802,1942,3572,3.3787
2026-08-21,3.3796,3.381,3.339,3.339,1255,3667,3.3555
2026-08-24,3.3041,3.3096,3.2695,3.2695,1225,3649,3.2754
2026-08-25,3.245,3.2541,3.2205,3.2205,1599,3516,3.2514
2026-08-26,3.1906,3.2568,3.1906,3.2339,1051,3453,3.2393
2026-08-27,3.1955,3.2751,3.1954,3.2711,885,3480,3.2696
2026-08-28,3.2627,3.32,3.2609,3.3196,636,3579,3.3137
