ticker,support_id,support_mid,support_lo,support_hi,touches,first_touch_date,last_touch_date,span_trading_days,level,last_close_date,last_close,dist_pct,status,strength
mcd,S11,141.575091,138.743589,144.406592,3,2017-04-28,2020-03-23,729,1Y+,2026-08-20,269.130005,90.1,above,C
mcd,S12,131.216301,128.591975,133.840627,9,2016-04-11,2020-03-18,991,1Y+,2026-08-20,269.130005,105.1,above,A
mcd,S13,121.621714,119.189279,124.054148,12,2015-12-30,2016-12-06,236,6M+,2026-08-20,269.130005,121.28,above,A
mcd,S14,103.339212,101.272428,105.405996,11,2012-01-03,2015-10-05,944,1Y+,2026-08-20,269.130005,160.43,above,A
mcd,S15,96.541308,94.610481,98.472134,41,2011-11-08,2015-09-04,961,1Y+,2026-08-20,269.130005,178.77,above,A
mcd,S16,89.574253,87.782768,91.365738,24,2011-07-27,2015-08-25,1026,1Y+,2026-08-20,269.130005,200.45,above,A
mcd,S17,79.208447,77.624278,80.792615,6,2010-10-18,2011-06-10,163,6M+,2026-08-20,269.130005,239.77,above,A
mcd,S18,72.811974,71.355734,74.268213,16,2010-04-22,2011-03-18,229,6M+,2026-08-20,269.130005,269.62,above,A
mcd,S19,68.104457,66.742368,69.466547,9,2010-03-19,2010-07-29,91,3M+,2026-08-20,269.130005,295.17,above,B
mcd,S20,61.46655,60.237219,62.695881,22,2007-12-03,2010-02-11,552,1Y+,2026-08-20,269.130005,337.85,above,A
mcd,S21,56.924986,55.786487,58.063486,36,2007-10-02,2009-10-21,518,1Y+,2026-08-20,269.130005,372.78,above,A
mcd,S22,51.644526,50.611636,52.677417,14,2007-05-29,2009-05-01,486,1Y+,2026-08-20,269.130005,421.12,above,A
mcd,S23,49.087675,48.105921,50.069428,8,1999-11-15,2008-10-10,2239,1Y+,2026-08-20,269.130005,448.26,above,A
mcd,S24,44.587411,43.695663,45.47916,17,1999-03-22,2007-03-15,2007,1Y+,2026-08-20,269.130005,503.6,above,A
mcd,S25,40.213852,39.409575,41.018129,18,1999-01-11,2006-11-28,1983,1Y+,2026-08-20,269.130005,569.25,above,A
mcd,S26,37.408984,36.660805,38.157164,19,1998-07-08,2006-09-11,2057,1Y+,2026-08-20,269.130005,619.43,above,A
mcd,S27,35.01934,34.318953,35.719727,25,1998-06-26,2006-08-25,2054,1Y+,2026-08-20,269.130005,668.52,above,A
mcd,S28,32.567453,31.916104,33.218802,49,1998-05-15,2006-07-14,2053,1Y+,2026-08-20,269.130005,726.38,above,A
mcd,S29,28.944408,28.36552,29.523297,46,1998-03-27,2005-07-08,1831,1Y+,2026-08-20,269.130005,829.82,above,A
mcd,S30,26.027926,25.507368,26.548485,48,1996-02-16,2004-08-16,2137,1Y+,2026-08-20,269.130005,934.0,above,A
mcd,S31,24.814893,24.318595,25.31119,40,1996-01-22,2004-05-24,2099,1Y+,2026-08-20,269.130005,984.55,above,A
mcd,S32,22.807861,22.351704,23.264018,46,1995-11-20,2003-12-24,2038,1Y+,2026-08-20,269.130005,1079.99,above,A
mcd,S33,21.374615,20.947123,21.802107,22,1995-10-25,2003-08-22,1970,1Y+,2026-08-20,269.130005,1159.11,above,A
mcd,S34,19.922909,19.524451,20.321368,10,1995-07-06,2003-06-06,1994,1Y+,2026-08-20,269.130005,1250.86,above,A
mcd,S35,18.665603,18.292291,19.038915,19,1995-05-04,2003-05-28,2030,1Y+,2026-08-20,269.130005,1341.85,above,A
mcd,S36,17.478754,17.129178,17.828329,11,1995-04-03,2003-05-20,2047,1Y+,2026-08-20,269.130005,1439.76,above,A
mcd,S37,15.96337,15.644102,16.282637,8,1995-02-01,2003-04-09,2061,1Y+,2026-08-20,269.130005,1585.92,above,A
mcd,S38,14.774539,14.479048,15.070029,7,1995-01-06,2003-04-17,2085,1Y+,2026-08-20,269.130005,1721.58,above,A
mcd,S39,13.654549,13.381458,13.927639,6,2003-01-31,2003-04-03,43,1M+,2026-08-20,269.130005,1870.99,above,C
mmm,S1,160.57363,157.362158,163.785103,48,2017-02-24,2026-07-14,2357,1Y+,2026-08-20,178.089996,10.91,above,A
mmm,S2,149.165003,146.181703,152.148303,50,2016-10-04,2026-06-10,2433,1Y+,2026-08-20,178.089996,19.39,above,A
mmm,S3,138.836587,136.059855,141.613319,57,2014-12-08,2026-05-04,2866,1Y+,2026-08-20,178.089996,28.27,above,A
mmm,S4,127.942159,125.383316,130.501002,57,2014-10-29,2025-04-21,2633,1Y+,2026-08-20,178.089996,39.2,above,A
mmm,S5,119.907132,117.508989,122.305274,45,2014-05-02,2025-04-07,2749,1Y+,2026-08-20,178.089996,48.52,above,A
mmm,S6,108.64273,106.469875,110.815584,19,2013-11-07,2023-01-17,2312,1Y+,2026-08-20,178.089996,63.92,above,A
mmm,S7,101.896964,99.859025,103.934904,19,2013-10-02,2024-07-24,2719,1Y+,2026-08-20,178.089996,74.77,above,A
mmm,S8,93.866568,91.989237,95.7439,22,2013-05-09,2024-05-07,2767,1Y+,2026-08-20,178.089996,89.73,above,A
mmm,S9,88.197553,86.433602,89.961504,29,2013-02-13,2024-04-05,2804,1Y+,2026-08-20,178.089996,101.92,above,A
mmm,S10,80.7063,79.092174,82.320426,25,2007-10-02,2024-03-12,4138,1Y+,2026-08-20,178.089996,120.66,above,A
mmm,S11,73.194131,71.730249,74.658014,43,2004-05-05,2023-10-23,4900,1Y+,2026-08-20,178.089996,143.31,above,A
mmm,S12,66.652261,65.319216,67.985306,62,2003-11-18,2011-12-28,2042,1Y+,2026-08-20,178.089996,167.19,above,A
mmm,S13,62.3709,61.123482,63.618318,52,2003-10-08,2011-11-23,2048,1Y+,2026-08-20,178.089996,185.53,above,A
mmm,S14,58.512657,57.342403,59.68291,24,2003-07-22,2011-10-03,2066,1Y+,2026-08-20,178.089996,204.36,above,A
mmm,S15,51.438137,50.409374,52.4669,37,2001-01-02,2009-07-13,2142,1Y+,2026-08-20,178.089996,246.22,above,A
mmm,S16,49.406756,48.418621,50.394892,47,2000-12-06,2009-06-24,2147,1Y+,2026-08-20,178.089996,260.46,above,A
mmm,S17,45.924719,45.006224,46.843213,34,2000-12-05,2009-05-27,2128,1Y+,2026-08-20,178.089996,287.79,above,A
mmm,S18,42.658188,41.805024,43.511351,21,1997-07-17,2009-04-20,2957,1Y+,2026-08-20,178.089996,317.48,above,A
mmm,S19,39.983582,39.18391,40.783253,44,1997-05-15,2009-03-30,2986,1Y+,2026-08-20,178.089996,345.41,above,A
mmm,S20,36.710832,35.976615,37.445049,37,1997-01-03,2009-03-10,3064,1Y+,2026-08-20,178.089996,385.12,above,A
mmm,S21,33.616541,32.94421,34.288871,31,1996-11-06,2009-03-06,3101,1Y+,2026-08-20,178.089996,429.77,above,A
mmm,S22,30.427768,29.819212,31.036323,18,1996-07-01,1999-04-13,701,1Y+,2026-08-20,178.089996,485.29,above,A
mmm,S23,29.199696,28.615702,29.78369,19,1995-12-11,1999-04-12,840,1Y+,2026-08-20,178.089996,509.9,above,A
mmm,S24,27.33314,26.786477,27.879803,14,1995-11-17,1998-09-01,703,1Y+,2026-08-20,178.089996,551.55,above,A
mmm,S25,25.383756,24.876081,25.891431,12,1995-05-01,1996-07-16,306,1Y+,2026-08-20,178.089996,601.59,above,A
mmm,S26,22.988036,22.528275,23.447796,7,1995-01-03,1995-10-27,208,6M+,2026-08-20,178.089996,674.71,above,A
mo,S1,67.031768,65.691132,68.372403,49,2005-02-09,2026-08-13,5410,1Y+,2026-08-14,65.699997,-1.99,near,A
mo,S2,61.332949,60.10629,62.559608,33,2004-12-10,2026-01-29,5316,1Y+,2026-08-14,65.699997,7.12,above,A
mo,S3,71.1614,69.738172,72.584628,47,2005-08-26,2026-07-23,5257,1Y+,2026-08-14,65.699997,-7.67,below,A
mo,S4,54.699516,53.605525,55.793506,67,1998-11-05,2026-01-07,6833,1Y+,2026-08-14,65.699997,20.11,above,A
mo,S5,51.546319,50.515392,52.577245,74,1998-10-27,2025-02-18,6617,1Y+,2026-08-14,65.699997,27.46,above,A
mo,S6,46.934902,45.996204,47.8736,81,1997-03-12,2024-07-31,6891,1Y+,2026-08-14,65.699997,39.98,above,A
mo,S7,43.749044,42.874064,44.624025,102,1997-02-21,2024-06-14,6873,1Y+,2026-08-14,65.699997,50.17,above,A
mo,S8,38.971576,38.192144,39.751007,78,1996-12-12,2024-03-04,6849,1Y+,2026-08-14,65.699997,68.58,above,A
mo,S9,35.999519,35.279528,36.719509,50,1996-08-05,2020-10-30,6102,1Y+,2026-08-14,65.699997,82.5,above,A
mo,S10,33.350017,32.683016,34.017017,40,1996-02-14,2020-03-23,6066,1Y+,2026-08-14,65.699997,97.0,above,A
mo,S11,30.649395,30.036407,31.262383,34,1995-11-22,2020-03-23,6123,1Y+,2026-08-14,65.699997,114.36,above,A
mo,S12,28.257894,27.692736,28.823052,29,1992-10-02,2012-01-27,4867,1Y+,2026-08-14,65.699997,132.5,above,A
mo,S13,26.311008,25.784788,26.837229,50,1992-01-16,2011-10-25,4984,1Y+,2026-08-14,65.699997,149.71,above,A
mo,S14,23.882082,23.40444,24.359724,37,1991-04-18,2011-08-10,5120,1Y+,2026-08-14,65.699997,175.1,above,A
mo,S15,21.90611,21.467987,22.344232,42,1991-02-20,2010-08-31,4922,1Y+,2026-08-14,65.699997,199.92,above,A
mo,S16,20.388624,19.980852,20.796397,45,1991-02-14,2010-06-29,4881,1Y+,2026-08-14,65.699997,222.24,above,A
mo,S17,19.100122,18.71812,19.482125,29,1991-02-01,2010-05-06,4853,1Y+,2026-08-14,65.699997,243.98,above,A
mo,S18,17.719849,17.365452,18.074246,22,1991-01-17,2009-11-02,4737,1Y+,2026-08-14,65.699997,270.77,above,A
mo,S19,16.690014,16.356213,17.023814,32,1990-07-09,2009-06-24,4780,1Y+,2026-08-14,65.699997,293.65,above,A
mo,S20,15.294106,14.988224,15.599988,31,1989-10-12,2009-03-03,4886,1Y+,2026-08-14,65.699997,329.58,above,A
mo,S21,14.060773,13.779558,14.341988,17,1989-08-30,2008-11-20,4848,1Y+,2026-08-14,65.699997,367.26,above,A
mo,S22,12.923186,12.664722,13.18165,10,1989-07-28,1990-04-02,171,6M+,2026-08-14,65.699997,408.39,above,A
mo,S23,11.651755,11.41872,11.88479,3,1989-05-22,1989-07-14,37,1M+,2026-08-14,65.699997,463.86,above,C
mo,S24,11.082198,10.860554,11.303841,3,1989-05-12,1989-06-20,26,1M+,2026-08-14,65.699997,492.84,above,C
mo,S25,9.293284,9.107419,9.47915,8,1987-08-21,1989-03-03,387,1Y+,2026-08-14,65.699997,606.96,above,A
mo,S26,8.413453,8.245184,8.581722,6,1987-08-07,1988-12-20,347,1Y+,2026-08-14,65.699997,680.89,above,A
mo,S27,7.976956,7.817417,8.136495,11,1987-07-16,1988-12-14,359,1Y+,2026-08-14,65.699997,723.62,above,A
mo,S28,7.621075,7.468654,7.773497,21,1987-01-30,1988-11-16,455,1Y+,2026-08-14,65.699997,762.08,above,A
mo,S29,7.161878,7.018641,7.305116,29,1987-01-23,1988-07-25,379,1Y+,2026-08-14,65.699997,817.36,above,A
mo,S30,6.66831,6.534944,6.801676,8,1987-01-12,1988-05-27,349,1Y+,2026-08-14,65.699997,885.26,above,A
mo,S31,6.259049,6.133868,6.38423,6,1986-07-07,1987-01-05,126,6M+,2026-08-14,65.699997,949.68,above,A
mo,S32,5.66968,5.556286,5.783073,9,1986-04-24,1986-11-18,145,6M+,2026-08-14,65.699997,1058.8,above,A
mo,S33,5.209944,5.105745,5.314143,8,1986-03-21,1986-09-19,126,6M+,2026-08-14,65.699997,1161.05,above,A
mo,S34,3.665389,3.592082,3.738697,9,1985-02-05,1986-01-23,243,6M+,2026-08-14,65.699997,1692.44,above,A
mo,S35,3.484349,3.414662,3.554036,10,1984-11-09,1985-12-19,279,1Y+,2026-08-14,65.699997,1785.57,above,A
mo,S36,3.313413,3.247144,3.379681,9,1984-09-14,1985-11-27,304,1Y+,2026-08-14,65.699997,1882.85,above,A
mo,S37,3.107001,3.044861,3.169141,11,1984-02-03,1985-11-18,452,1Y+,2026-08-14,65.699997,2014.58,above,A
mo,S38,2.971132,2.911709,3.030554,13,1983-10-10,1985-11-04,523,1Y+,2026-08-14,65.699997,2111.28,above,A
mo,S39,2.728894,2.674316,2.783472,13,1982-11-11,1984-05-30,391,1Y+,2026-08-14,65.699997,2307.57,above,A
mo,S40,2.572631,2.521178,2.624083,24,1982-10-12,1984-05-29,412,1Y+,2026-08-14,65.699997,2453.81,above,A
mo,S41,2.380901,2.333283,2.428519,21,1982-09-08,1983-07-29,226,6M+,2026-08-14,65.699997,2659.46,above,A
mo,S42,2.128967,2.086387,2.171546,23,1981-03-17,1982-08-20,362,1Y+,2026-08-14,65.699997,2986.0,above,A
mo,S43,1.929571,1.89098,1.968163,18,1980-08-01,1982-08-12,512,1Y+,2026-08-14,65.699997,3304.9,above,A
mo,S44,1.785916,1.750197,1.821634,13,1980-07-08,1981-02-13,153,6M+,2026-08-14,65.699997,3578.79,above,A
mo,S45,1.615943,1.583624,1.648262,11,1978-09-13,1980-12-16,571,1Y+,2026-08-14,65.699997,3965.74,above,A
mo,S46,1.46371,1.434435,1.492984,32,1978-05-18,1980-04-08,477,1Y+,2026-08-14,65.699997,4388.6,above,A
mo,S47,1.397234,1.369289,1.425179,40,1973-01-12,1980-03-26,1819,1Y+,2026-08-14,65.699997,4602.15,above,A
mo,S48,1.308823,1.282646,1.334999,40,1973-01-05,1980-03-17,1817,1Y+,2026-08-14,65.699997,4919.78,above,A
mo,S49,1.257141,1.231998,1.282284,33,1973-01-02,1980-03-12,1817,1Y+,2026-08-14,65.699997,5126.14,above,A
mo,S50,1.169472,1.146083,1.192862,65,1972-07-12,1978-04-03,1443,1Y+,2026-08-14,65.699997,5517.92,above,A
mo,S51,1.049076,1.028095,1.070058,38,1972-06-06,1976-06-29,1025,1Y+,2026-08-14,65.699997,6162.65,above,A
mo,S52,0.985261,0.965555,1.004966,27,1972-04-19,1975-10-01,870,1Y+,2026-08-14,65.699997,6568.29,above,A
mo,S53,0.921013,0.902593,0.939434,26,1972-04-07,1975-10-01,878,1Y+,2026-08-14,65.699997,7033.45,above,A
mo,S54,0.865085,0.847783,0.882387,12,1972-04-03,1975-08-20,853,1Y+,2026-08-14,65.699997,7494.63,above,A
mo,S55,0.793211,0.777347,0.809075,7,1972-02-16,1974-10-21,674,1Y+,2026-08-14,65.699997,8182.79,above,A
mo,S56,0.757243,0.742098,0.772388,4,1972-01-03,1974-10-03,694,1Y+,2026-08-14,65.699997,8576.21,above,B
mo,S57,0.681401,0.667773,0.695029,10,1971-04-23,1971-12-02,155,6M+,2026-08-14,65.699997,9541.89,above,A
mo,S58,0.638756,0.625981,0.651531,15,1971-03-17,1971-11-29,178,6M+,2026-08-14,65.699997,10185.62,above,A
mo,S59,0.593733,0.581859,0.605608,5,1971-03-08,1971-11-19,180,6M+,2026-08-14,65.699997,10965.57,above,B
mo,S60,0.548255,0.53729,0.55922,4,1971-01-28,1971-03-04,24,1M+,2026-08-14,65.699997,11883.47,above,C
mo,S61,0.494045,0.484164,0.503926,3,1970-11-25,1971-01-14,33,1M+,2026-08-14,65.699997,13198.38,above,C
mo,S62,0.455785,0.446669,0.464901,5,1970-10-06,1970-11-13,28,1M+,2026-08-14,65.699997,14314.69,above,C
mo,S63,0.385181,0.377477,0.392884,8,1970-01-08,1970-09-21,178,6M+,2026-08-14,65.699997,16956.93,above,A
mo,S64,0.362115,0.354873,0.369358,11,1970-01-02,1970-06-24,121,3M+,2026-08-14,65.699997,18043.39,above,B
mo,S65,0.330849,0.324232,0.337466,8,1970-02-05,1970-05-28,78,3M+,2026-08-14,65.699997,19757.98,above,B
mo,S66,0.307029,0.300889,0.31317,4,1970-04-24,1970-05-25,21,1M+,2026-08-14,65.699997,21298.6,above,C
mrk,S1,126.685001,124.151301,129.218701,14,2024-03-05,2026-08-12,611,1Y+,2026-08-20,148.990005,17.61,above,A
mrk,S2,119.357974,116.970815,121.745134,17,2023-05-15,2026-07-14,792,1Y+,2026-08-20,148.990005,24.83,above,A
mrk,S3,113.025596,110.765084,115.286108,33,2022-12-01,2026-06-18,888,1Y+,2026-08-20,148.990005,31.82,above,A
mrk,S4,103.410293,101.342087,105.478499,23,2022-10-27,2025-12-31,796,1Y+,2026-08-20,148.990005,44.08,above,A
mrk,S5,95.596413,93.684485,97.508341,14,2022-05-17,2025-12-16,899,1Y+,2026-08-20,148.990005,55.85,above,A
mrk,S6,88.564354,86.793067,90.335641,29,2000-11-08,2025-11-10,6287,1Y+,2026-08-20,148.990005,68.23,above,A
mrk,S7,80.873704,79.25623,82.491178,48,1999-03-08,2025-11-03,6707,1Y+,2026-08-20,148.990005,84.23,above,A
mrk,S8,75.956823,74.437686,77.475959,77,1998-12-09,2025-07-29,6698,1Y+,2026-08-20,148.990005,96.15,above,A
mrk,S9,69.999309,68.599323,71.399295,54,1998-11-11,2021-09-17,5749,1Y+,2026-08-20,148.990005,112.84,above,A
mrk,S10,64.97256,63.673109,66.272011,43,1998-06-29,2020-03-23,5468,1Y+,2026-08-20,148.990005,129.31,above,A
mrk,S11,60.848502,59.631532,62.065472,62,1998-03-05,2018-08-02,5137,1Y+,2026-08-20,148.990005,144.85,above,A
mrk,S12,55.606025,54.493905,56.718146,68,1998-01-22,2018-05-08,5106,1Y+,2026-08-20,148.990005,167.94,above,A
mrk,S13,52.202301,51.158255,53.246347,63,1997-12-15,2018-04-02,5105,1Y+,2026-08-20,148.990005,185.41,above,A
mrk,S14,45.981286,45.06166,46.900912,57,1997-02-27,2016-02-11,4770,1Y+,2026-08-20,148.990005,224.02,above,A
mrk,S15,43.297633,42.431681,44.163586,69,1997-01-23,2015-08-24,4676,1Y+,2026-08-20,148.990005,244.11,above,A
mrk,S16,39.070991,38.289571,39.852411,25,1996-12-05,2013-02-04,4066,1Y+,2026-08-20,148.990005,281.33,above,A
mrk,S17,36.033885,35.313207,36.754562,37,1996-10-25,2012-06-01,3926,1Y+,2026-08-20,148.990005,313.47,above,A
mrk,S18,33.089519,32.427728,33.751309,49,1996-01-24,2011-12-13,4001,1Y+,2026-08-20,148.990005,350.26,above,A
mrk,S19,30.085029,29.483328,30.686729,60,1995-12-01,2011-10-04,3988,1Y+,2026-08-20,148.990005,395.23,above,A
mrk,S20,28.284542,27.718851,28.850233,31,1995-11-01,2011-08-10,3971,1Y+,2026-08-20,148.990005,426.75,above,A
mrk,S21,26.354763,25.827667,26.881858,29,1995-09-18,2009-07-14,3479,1Y+,2026-08-20,148.990005,465.32,above,A
mrk,S22,24.39508,23.907178,24.882981,26,1995-06-30,2009-07-14,3533,1Y+,2026-08-20,148.990005,510.74,above,A
mrk,S23,22.383183,21.935519,22.830846,11,1995-05-31,2009-05-01,3505,1Y+,2026-08-20,148.990005,565.63,above,A
mrk,S24,20.573324,20.161858,20.984791,10,1995-02-24,2009-03-09,3533,1Y+,2026-08-20,148.990005,624.19,above,A
ms,S1,208.141731,203.978897,212.304566,5,2026-05-28,2026-08-07,49,1M+,2026-08-18,217.550003,4.52,above,C
ms,S2,188.883144,185.105481,192.660807,4,2026-01-13,2026-05-19,87,3M+,2026-08-18,217.550003,15.18,above,B
ms,S3,173.323896,169.857418,176.790374,7,2025-11-13,2026-04-08,98,3M+,2026-08-18,217.550003,25.52,above,B
ms,S4,155.228186,152.123623,158.33275,11,2025-09-09,2026-03-30,139,6M+,2026-08-18,217.550003,40.15,above,A
ms,S5,144.989833,142.090036,147.889629,7,2025-07-08,2025-09-05,42,1M+,2026-08-18,217.550003,50.05,above,C
ms,S6,134.407266,131.71912,137.095411,13,2024-11-06,2025-08-01,182,6M+,2026-08-18,217.550003,61.86,above,A
ms,S7,122.594447,120.142558,125.046335,10,2024-10-21,2025-05-23,147,6M+,2026-08-18,217.550003,77.46,above,A
ms,S8,110.476418,108.266889,112.685946,11,2000-08-31,2025-04-30,6201,1Y+,2026-08-18,217.550003,96.92,above,A
ms,S9,102.404861,100.356764,104.452959,26,2000-08-16,2025-04-04,6195,1Y+,2026-08-18,217.550003,112.44,above,A
ms,S10,96.256818,94.331682,98.181954,32,2000-03-27,2025-04-09,6297,1Y+,2026-08-18,217.550003,126.01,above,A
ms,S11,89.405144,87.617041,91.193247,59,2000-03-10,2024-08-05,6138,1Y+,2026-08-18,217.550003,143.33,above,A
ms,S12,83.475541,81.80603,85.145052,67,2000-03-07,2024-04-12,6063,1Y+,2026-08-18,217.550003,160.62,above,A
ms,S13,76.297967,74.772008,77.823926,46,2000-03-01,2023-11-28,5974,1Y+,2026-08-18,217.550003,185.13,above,A
ms,S14,70.915591,69.497279,72.333902,31,1999-12-29,2023-10-27,5996,1Y+,2026-08-18,217.550003,206.77,above,A
ms,S15,65.304585,63.998493,66.610676,47,1999-12-03,2020-12-14,5291,1Y+,2026-08-18,217.550003,233.13,above,A
ms,S16,56.523464,55.392995,57.653933,54,1999-04-14,2020-11-20,5439,1Y+,2026-08-18,217.550003,284.88,above,A
ms,S17,51.898285,50.860319,52.936251,85,1999-03-17,2020-11-03,5445,1Y+,2026-08-18,217.550003,319.19,above,A
ms,S18,45.924145,45.005662,46.842628,98,1998-07-06,2020-10-29,5618,1Y+,2026-08-18,217.550003,373.72,above,A
ms,S19,42.72063,41.866217,43.575042,89,1998-04-14,2020-05-29,5568,1Y+,2026-08-18,217.550003,409.24,above,A
ms,S20,39.685664,38.891951,40.479377,72,1998-03-25,2020-05-19,5574,1Y+,2026-08-18,217.550003,448.18,above,A
ms,S21,36.601493,35.869463,37.333523,54,1998-03-09,2020-05-13,5582,1Y+,2026-08-18,217.550003,494.37,above,A
ms,S22,33.692076,33.018235,34.365918,40,1998-02-18,2020-04-03,5568,1Y+,2026-08-18,217.550003,545.7,above,A
ms,S23,31.115678,30.493364,31.737991,56,1998-02-05,2020-04-01,5574,1Y+,2026-08-18,217.550003,599.17,above,A
ms,S24,28.455474,27.886365,29.024584,60,1997-09-29,2020-03-23,5656,1Y+,2026-08-18,217.550003,664.53,above,A
ms,S25,26.382578,25.854926,26.91023,72,1997-08-15,2016-07-07,4753,1Y+,2026-08-18,217.550003,724.6,above,A
ms,S26,24.384673,23.896979,24.872366,56,1997-07-24,2016-07-05,4767,1Y+,2026-08-18,217.550003,792.16,above,A
ms,S27,22.221088,21.776666,22.66551,42,1997-02-19,2016-02-11,4776,1Y+,2026-08-18,217.550003,879.02,above,A
ms,S28,20.656527,20.243396,21.069657,33,1997-02-05,2013-04-18,4075,1Y+,2026-08-18,217.550003,953.18,above,A
ms,S29,19.017062,18.636721,19.397403,32,1997-01-24,2013-01-03,4011,1Y+,2026-08-18,217.550003,1043.97,above,A
ms,S30,17.433911,17.085232,17.782589,43,1996-11-27,2012-12-12,4036,1Y+,2026-08-18,217.550003,1147.86,above,A
ms,S31,15.836702,15.519968,16.153436,40,1996-11-06,2012-11-21,4037,1Y+,2026-08-18,217.550003,1273.71,above,A
ms,S32,14.382559,14.094907,14.67021,40,1995-09-08,2012-08-23,4271,1Y+,2026-08-18,217.550003,1412.6,above,A
ms,S33,13.143736,12.880861,13.406611,45,1995-09-01,2012-08-02,4260,1Y+,2026-08-18,217.550003,1555.16,above,A
ms,S34,12.315424,12.069115,12.561732,27,1995-06-22,2012-07-24,4303,1Y+,2026-08-18,217.550003,1666.48,above,A
ms,S35,11.56735,11.336003,11.798697,15,1993-09-22,2011-10-04,4543,1Y+,2026-08-18,217.550003,1780.72,above,A
ms,S36,10.49549,10.28558,10.7054,14,1993-09-17,2008-11-24,3826,1Y+,2026-08-18,217.550003,1972.8,above,A
ms,S37,9.705904,9.511786,9.900022,37,1993-03-30,2008-11-20,3943,1Y+,2026-08-18,217.550003,2141.42,above,A
ms,S38,8.993592,8.81372,9.173463,33,1993-03-16,2008-11-20,3953,1Y+,2026-08-18,217.550003,2318.94,above,A
ms,S39,8.088652,7.926879,8.250425,6,1993-02-23,2008-10-10,3939,1Y+,2026-08-18,217.550003,2589.57,above,A
msft,S1,485.905734,476.187619,495.623849,8,2025-06-13,2026-08-17,294,1Y+,2026-08-20,481.149994,-0.98,near,A
msft,S2,511.112345,500.890098,521.334592,8,2025-07-10,2026-08-12,274,1Y+,2026-08-20,481.149994,-5.86,below,A
msft,S3,434.738169,426.043406,443.432933,31,2024-03-14,2026-07-30,595,1Y+,2026-08-20,481.149994,10.68,above,A
msft,S4,398.974598,390.995106,406.95409,32,2024-01-16,2026-07-27,633,1Y+,2026-08-20,481.149994,20.6,above,A
msft,S5,359.029032,351.848452,366.209613,10,2023-07-20,2026-06-25,735,1Y+,2026-08-20,481.149994,34.01,above,A
msft,S6,314.260916,307.975697,320.546134,14,2021-10-18,2023-09-26,487,1Y+,2026-08-20,481.149994,53.11,above,A
msft,S7,284.896481,279.198551,290.59441,15,2021-07-06,2023-04-25,454,1Y+,2026-08-20,481.149994,68.89,above,A
msft,S8,269.298039,263.912078,274.684,21,2021-06-25,2023-03-28,441,1Y+,2026-08-20,481.149994,78.67,above,A
msft,S9,240.517326,235.70698,245.327673,25,2021-01-29,2023-01-30,503,1Y+,2026-08-20,481.149994,100.05,above,A
msft,S10,221.3462,216.919276,225.773124,17,2020-08-26,2023-01-05,594,1Y+,2026-08-20,481.149994,117.37,above,A
msft,S11,202.259008,198.213828,206.304188,11,2020-06-10,2020-11-02,101,3M+,2026-08-20,481.149994,137.89,above,B
msft,S12,192.458484,188.609315,196.307654,4,2020-02-11,2020-09-18,153,6M+,2026-08-20,481.149994,150.0,above,B
msft,S13,174.20023,170.716225,177.684234,6,2020-01-31,2020-05-27,80,3M+,2026-08-20,481.149994,176.21,above,B
msft,S14,159.711266,156.51704,162.905491,9,2019-12-24,2020-04-13,74,3M+,2026-08-20,481.149994,201.26,above,B
msft,S15,151.733838,148.699161,154.768515,7,2019-12-03,2020-04-01,82,3M+,2026-08-20,481.149994,217.1,above,B
msft,S16,140.873367,138.0559,143.690835,14,2019-07-16,2020-03-16,168,6M+,2026-08-20,481.149994,241.55,above,A
msft,S17,112.171908,109.92847,114.415346,9,2018-07-27,2019-03-07,152,6M+,2026-08-20,481.149994,328.94,above,A
msft,S18,104.156459,102.073329,106.239588,14,2018-06-07,2019-02-14,173,6M+,2026-08-20,481.149994,361.95,above,A
msft,S19,99.122041,97.1396,101.104482,9,2018-04-27,2018-12-24,166,6M+,2026-08-20,481.149994,385.41,above,A
msft,S20,94.200712,92.316698,96.084726,6,2018-02-05,2018-12-24,223,6M+,2026-08-20,481.149994,410.77,above,A
msft,S21,86.318867,84.592489,88.045244,8,2017-11-29,2018-04-02,83,3M+,2026-08-20,481.149994,457.41,above,B
msft,S22,74.604091,73.112009,76.096173,7,2017-08-01,2017-10-11,50,1M+,2026-08-20,481.149994,544.94,above,C
msft,S23,66.522553,65.192102,67.853005,6,2017-01-30,2017-05-17,75,3M+,2026-08-20,481.149994,623.29,above,B
msft,S24,62.359037,61.111857,63.606218,5,2016-11-18,2017-02-02,50,1M+,2026-08-20,481.149994,671.58,above,C
msft,S25,57.093193,55.951329,58.235057,12,1999-12-20,2016-11-14,4253,1Y+,2026-08-20,481.149994,742.74,above,A
msft,S26,51.176144,50.152621,52.199667,19,1999-12-14,2016-06-29,4161,1Y+,2026-08-20,481.149994,840.18,above,A
msft,S27,47.424769,46.476274,48.373265,34,1999-03-31,2016-06-27,4338,1Y+,2026-08-20,481.149994,914.55,above,A
msft,S28,44.440229,43.551425,45.329034,41,1999-01-27,2015-09-28,4194,1Y+,2026-08-20,481.149994,982.69,above,A
msft,S29,40.445736,39.636821,41.254651,28,1999-01-22,2015-08-25,4174,1Y+,2026-08-20,481.149994,1089.62,above,A
msft,S30,38.747672,37.972718,39.522625,29,1999-01-08,2014-05-15,3861,1Y+,2026-08-20,481.149994,1141.75,above,A
