rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,TSLA,Tesla,20260903,376.37,60.5,53.9,36.9,25.4,60.5,489.88,298.32,-23.2,17.8,-5.1,260
2,SPCX,SpaceX,20260903,149.74,60.3,54.3,42.5,32.6,60.3,201.8,108.27,-25.8,30.3,,58
3,AVGO,Broadcom,20260903,357.16,37.5,43.9,62.6,34.4,64.9,480.81,292.95,-25.7,-15.1,-8.8,260
4,NVDA,NVIDIA,20260903,228.45,59.2,61.3,61.4,37.6,64.4,235.47,164.98,-3.0,4.3,9.7,260
5,CRCL,Circle,20260903,103.23,68.4,71.6,45.0,30.7,72.1,150.48,50.23,-31.4,63.1,27.3,260
6,HOOD,Robinhood,20260903,124.72,68.9,60.3,42.2,36.0,71.2,152.46,65.16,-18.2,37.5,48.9,260
7,SNOW,Snowflake,20260903,356.47,66.2,62.2,77.5,45.7,81.7,356.47,121.11,0.0,12.1,48.7,260
8,MSTR,Strategy,20260903,144.82,67.8,72.9,46.8,23.6,72.9,359.69,82.31,-59.7,49.5,23.8,260
9,LULU,Lululemon Athletica,20260903,121.77,53.4,43.0,61.1,27.1,66.3,215.88,105.43,-43.6,-2.4,0.3,260
10,INTC,Intel,20260903,91.67,45.5,44.3,48.5,31.5,67.3,140.94,24.08,-35.0,-8.2,-15.1,260
11,BE,Bloom Energy,20260903,235.55,57.4,49.2,50.4,33.1,67.8,345.85,53.44,-31.9,2.9,-9.3,260
12,PLTR,Palantir,20260903,182.53,60.5,69.1,66.4,27.4,73.9,207.18,107.27,-11.9,17.1,38.2,260
13,GOOG,Alphabet-C,20260903,338.86,46.9,43.2,52.6,32.3,62.5,398.54,231.85,-15.0,-4.9,-6.4,260
14,MRVL,Marvell Technology,20260903,208.83,44.9,56.3,49.6,31.9,67.7,316.35,63.2,-34.0,-0.8,-21.7,260
15,AAPL,Apple,20260903,328.21,63.5,52.7,46.9,32.2,71.7,339.79,225.96,-3.4,5.1,13.1,260
16,ORCL,Oracle,20260903,154.04,57.6,57.3,54.0,25.7,61.5,324.63,114.99,-52.5,7.4,-24.9,260
17,COIN,Coinbase,20260903,192.7,60.9,64.8,40.5,33.0,67.0,387.27,141.09,-50.2,32.5,23.9,260
18,NBIS,NEBIUS,20260903,210.63,48.4,49.7,46.2,34.0,69.7,286.69,64.06,-26.5,10.9,-4.3,260
19,RKLB,Rocket Lab,20260903,63.81,36.1,38.8,49.3,29.9,56.2,150.23,39.48,-57.5,-15.7,-41.0,260
20,AMD,Advanced Micro Devices,20260903,456.16,42.8,47.4,47.8,36.0,65.2,580.91,151.14,-21.5,-6.8,-4.1,260
21,GOOGL,Alphabet-A,20260903,342.26,47.8,44.2,52.4,31.0,62.6,402.12,231.49,-14.9,-4.3,-6.0,260
22,CRDO,Credo Technology,20260903,164.17,31.6,51.6,52.0,31.6,71.2,302.52,87.81,-45.7,-28.8,-29.9,260
23,AMZN,Amazon,20260903,258.9,49.9,47.2,63.2,32.5,72.2,284.02,198.79,-8.8,-4.9,6.0,260
24,MRNA,Moderna,20260903,148.87,64.9,65.6,40.2,36.7,92.2,174.38,22.36,-14.6,176.4,211.9,260
25,AAOI,Applied Optoelectronics,20260903,100.38,40.2,45.4,52.8,31.5,62.5,223.1,19.49,-55.0,-19.2,-38.4,260
26,MCD,McDonald's,20260903,259.63,40.1,36.7,55.8,33.4,59.5,334.5,258.22,-22.4,-5.4,-7.4,260
27,CIEN,Ciena,20260903,317.46,32.8,48.5,48.4,30.4,57.2,627,116.69,-49.4,-21.4,-27.7,260
28,NOW,ServiceNow,20260903,145.59,65.7,69.0,61.1,36.2,74.4,192.23,83,-24.3,24.1,36.1,260
29,COHR,Coherent,20260903,264.41,40.4,47.1,56.1,28.3,63.6,426.89,95.62,-38.1,-20.9,-25.7,260
30,HPE,Hewlett Packard Enterprise,20260903,54.44,55.4,55.4,62.5,42.3,73.8,59.82,19.72,-9.0,3.8,13.1,260
31,CRWV,CoreWeave,20260903,84.56,46.5,47.3,51.7,28.6,65.0,143.08,60.82,-40.9,-0.9,-14.1,260
32,PL,Planet Labs PBC,20260903,18.35,29.3,37.0,43.5,27.4,52.5,51.4,6.46,-64.3,-19.2,-41.1,260
33,CRM,Salesforce,20260903,264.43,81.9,80.0,58.9,30.0,81.9,264.88,150.12,-0.2,41.6,51.2,260
34,TEM,Tempus AI,20260903,64.66,57.7,67.6,43.7,31.6,75.1,103.25,41.55,-37.4,40.2,32.4,260
35,GLW,Corning,20260903,146,43.4,46.8,47.6,30.2,69.2,255.21,69.12,-42.8,-6.9,-15.9,260
36,BMNR,Bitmine Immersion Technologies,20260903,26.45,68.2,79.8,58.1,30.2,79.8,63.2,13.31,-58.1,44.5,63.3,260
37,CBRS,Cerebras Systems,20260903,190.44,46.5,43.2,51.3,30.9,63.9,311.07,168.52,-38.8,-9.9,-16.0,78
38,AMAT,Applied Materials,20260903,435.91,33.0,41.8,48.2,33.0,78.2,722.23,157.37,-39.6,-17.3,-12.6,260
39,APP,Applovin,20260903,313.58,38.0,35.3,28.9,26.6,62.3,733.6,298.59,-57.3,-6.6,-39.8,260
40,VST,Vistra Energy,20260903,144.22,50.9,42.7,39.8,36.5,63.5,217.02,134.52,-33.5,2.0,-1.2,260
41,NFLX,Netflix,20260903,82.67,63.7,58.4,50.8,19.1,67.3,126.33,67.6,-34.6,12.2,1.5,260
42,SMCI,Super Micro Computer,20260903,37.87,58.5,61.0,50.7,34.1,70.7,58.68,20.53,-35.5,28.9,-6.8,260
43,ASTS,AST SpaceMobile,20260903,62.13,46.9,42.9,50.4,31.8,56.7,133.09,36.91,-53.3,-7.8,-30.0,260
44,NKE,Nike,20260903,38.77,43.3,36.6,46.5,35.6,57.8,72.94,38.04,-46.9,-6.7,-12.2,260
45,VRT,Vertiv Holdings,20260903,268.83,49.3,47.2,46.8,26.9,63.5,376.15,121.69,-28.5,-2.3,-7.1,260
46,KO,Coca-Cola,20260903,88.81,54.0,56.0,59.4,47.0,73.2,91.99,64.35,-3.5,2.3,9.9,260
59,FIG,Figma Inc,20260903,25.22,47.4,67.9,52.3,34.3,69.1,71.08,16.84,-64.5,5.2,23.1,260
60,NET,Cloudflare,20260903,284.51,48.6,57.9,58.7,44.1,73.3,330.83,160.19,-14.0,0.0,20.5,260
61,PYPL,PayPal,20260903,56.68,48.6,65.6,75.3,28.1,81.4,75.29,38.74,-24.7,-5.0,37.0,260
62,UNH,UnitedHealth,20260903,400.94,49.8,43.7,41.8,33.3,72.0,436.35,257.55,-8.1,-0.8,-2.4,260
63,ALAB,Astera Labs,20260903,282.82,43.6,48.0,50.1,32.5,72.5,483.02,100.27,-41.4,-14.7,-17.2,260
64,BA,Boeing,20260903,210.51,41.4,37.4,58.0,33.5,65.4,252.15,179.12,-16.5,-9.3,-1.9,260
65,PFE,Pfizer,20260903,28.81,68.9,65.4,70.4,25.1,77.4,29.02,22.05,-0.7,10.0,14.1,260
66,AVAV,AeroVironment,20260903,147.21,40.5,42.0,58.6,31.1,68.8,409.83,136.68,-64.1,-14.0,-16.6,260
67,MP,MP Materials,20260903,53.78,48.8,60.3,49.8,26.4,67.0,98.65,38.1,-45.5,13.2,-1.0,260
68,NTAP,NetApp,20260903,185.38,48.8,53.5,70.3,43.3,76.7,207.08,93.35,-10.5,-3.2,12.7,260
69,CIFR,Cipher Digital,20260903,17.37,49.8,45.3,42.6,35.0,67.2,29.18,7.4,-40.5,-4.6,-24.6,260
70,RDDT,Reddit,20260903,155.99,48.1,45.1,38.8,30.5,64.7,270.71,121.84,-42.4,3.4,-12.4,260
71,HIMS,Hims & Hers Health,20260903,27.82,43.6,52.1,46.5,33.6,71.1,62.76,14.52,-55.7,-6.2,-4.0,260
72,VSXY,Victoria's Secret,20260903,73.64,31.5,53.8,69.8,31.5,76.6,99.97,25.54,-26.3,-21.3,-1.8,260
73,TTD,The Trade Desk,20260903,15.09,52.0,35.3,43.3,27.3,54.6,54.13,13.03,-72.1,-14.6,-24.1,260
74,IBM,IBM Corp,20260903,234.71,50.3,53.2,47.4,29.2,67.9,326.89,204.3,-28.2,1.3,-14.8,260
75,LRCX,Lam Research,20260903,292.66,42.1,50.4,47.2,31.1,72.7,433.33,99.87,-32.5,-4.3,-10.5,260
76,MDB,MongoDB,20260903,384.45,45.4,61.8,62.9,37.9,80.4,472.29,225.95,-18.6,3.9,13.0,260
77,CEG,Constellation Energy,20260903,285.05,58.9,60.7,48.7,31.9,64.0,401.71,236.14,-29.0,9.3,13.4,260
78,DOCU,DocuSign,20260903,65.97,64.3,62.7,62.7,35.6,70.8,85.01,41.75,-22.4,15.9,46.4,260
79,IONQ,IonQ Inc,20260903,39.02,45.2,50.3,48.3,25.5,60.3,82.09,26.59,-52.5,-1.8,-31.2,260
80,IOT,Samsara,20260903,38.75,49.7,61.5,56.9,36.9,67.2,45.22,24.25,-14.3,1.4,15.3,260
81,KLAC,KLA Corp,20260903,172.94,35.6,40.5,43.5,32.3,76.1,301.37,86.86,-42.6,-10.4,-19.1,260
82,CF,CF Industries Holdings,20260903,137.81,69.2,57.3,45.9,33.1,72.3,139.27,74.99,-1.0,18.7,27.6,260
83,DDOG,Datadog,20260903,214.76,39.3,49.5,39.0,36.3,71.8,288.15,102.61,-25.5,-6.3,-5.5,260
84,V,Visa,20260903,378.75,59.6,64.3,65.8,47.1,76.8,384.14,294.36,-1.4,2.4,16.7,260
85,MRK,Merck & Co,20260903,152.34,66.4,64.6,54.1,44.3,83.2,156.45,75.83,-2.6,18.7,28.3,260
86,ISRG,Intuitive Surgical,20260903,369.83,44.8,42.2,49.2,29.0,59.7,592.85,332.02,-37.6,-1.0,-13.3,260
87,XE,X-Energy,20260903,17.88,46.7,48.4,63.0,29.0,67.8,35.98,13.83,-50.3,-14.1,-12.5,92
88,CVX,Chevron,20260903,211.32,71.2,58.4,53.5,28.0,72.3,211.78,142.76,-0.2,12.6,14.1,260
89,JPM,JPMorgan,20260903,362.06,60.3,51.0,62.2,48.6,72.1,365.18,280.14,-0.9,1.6,16.3,260
90,TTWO,Take-Two Interactive Software,20260903,214.13,30.5,42.9,42.9,30.5,74.3,262.29,189.69,-18.4,-7.9,1.0,260
91,HPQ,HP Inc,20260903,31.93,63.9,55.9,63.5,38.7,72.8,31.99,17.69,-0.2,13.3,29.6,260
92,RBLX,Roblox,20260903,41.51,52.9,40.9,28.9,26.6,68.6,141.56,35.54,-70.7,15.2,-3.5,260
93,GME,GameStop,20260903,19.23,52.4,34.1,30.9,24.4,59.2,27.69,17.87,-30.6,0.0,-13.7,260
94,APH,Amphenol,20260903,82.07,54.0,50.8,62.1,37.4,71.6,88.16,54.85,-6.9,-3.8,6.7,260
95,DUOL,Duolingo,20260903,158.82,66.0,55.2,44.0,44.0,68.9,347.27,90.03,-54.3,29.6,34.8,260
96,CSCO,Cisco,20260903,108.61,39.2,45.6,60.2,39.2,63.1,129.52,65.18,-16.1,-10.2,-9.4,260
97,OKTA,Okta,20260903,170.42,63.3,70.4,56.1,38.8,78.1,173.04,62.93,-1.5,18.8,42.1,260
98,TER,Teradyne,20260903,338.46,40.7,48.0,53.7,39.3,64.7,483.65,112.02,-30.0,-12.0,-8.3,260
99,ANET,Arista Networks,20260903,191.44,51.5,59.2,61.4,40.1,69.2,210.5,116.13,-9.1,-0.5,25.8,260
100,BAC,Bank of America,20260903,62.72,55.6,43.1,65.9,43.1,75.5,64.48,46.24,-2.7,0.1,15.8,260
101,JNJ,Johnson & Johnson,20260903,278.43,66.0,54.6,52.9,45.1,74.6,278.43,170.32,0.0,8.9,18.1,260
102,APLD,Applied Digital,20260903,25.91,42.6,43.9,45.6,26.4,57.4,49.65,13.89,-47.8,-10.2,-38.2,260
103,BLSH,Bullish,20260903,36.22,72.9,73.3,45.2,28.6,73.3,69.49,21.79,-47.9,57.2,34.6,260
104,FCX,Freeport-McMoRan,20260903,72.56,52.9,68.7,61.0,35.3,73.0,79.91,34.96,-9.2,6.4,13.2,260
105,IBKR,Interactive Brokers,20260903,92.95,51.0,59.1,40.9,39.2,72.0,98.1,59.91,-5.3,8.2,7.8,260
106,NEM,Newmont,20260903,130.43,64.3,72.0,65.1,30.0,78.0,134.86,74.18,-3.3,24.0,32.6,260
107,GE,GE Aerospace,20260903,333.48,38.9,41.8,60.8,35.6,76.6,381.22,272.91,-12.5,-11.0,1.0,260
108,AAL,American Airlines,20260903,12.97,33.5,38.6,53.2,30.2,79.2,18.15,10.18,-28.5,-19.1,-7.9,260
109,AMKR,Amkor Technology,20260903,46.94,39.5,44.2,41.7,25.9,72.8,93.38,24.12,-49.7,-13.2,-33.7,260
110,OXY,Occidental Petroleum,20260903,60.61,60.1,55.8,54.1,25.7,67.8,65.94,38.56,-8.1,8.2,7.7,260
111,ETN,Eaton,20260903,397.12,40.8,46.5,62.7,34.4,65.5,459.96,313.2,-13.7,-11.2,-0.9,260
112,ZETA,Zeta Global,20260903,32.68,69.8,66.6,65.4,39.4,74.3,32.68,14.55,0.0,27.9,55.0,260
113,XOM,Exxon Mobil,20260903,162.21,57.1,48.8,59.4,33.3,72.4,169.22,106.15,-4.1,5.4,9.6,260
114,ON,ON Semiconductor,20260903,73.65,40.2,39.1,37.5,33.2,60.5,133.93,44.9,-45.0,-6.0,-37.1,260
115,RGTI,Rigetti Computing,20260903,15.18,42.8,47.5,50.9,31.8,60.0,56.34,12.9,-73.1,-8.2,-22.9,260
116,INTU,Intuit,20260903,344.3,52.5,56.1,59.9,29.3,72.0,694.29,253.95,-50.4,7.0,17.7,260
117,RIOT,Riot Platforms,20260903,21.14,53.3,50.6,47.4,26.8,65.3,28.69,11.83,-26.3,-0.3,-16.4,260
118,ALB,Albemarle,20260903,132.16,48.9,55.3,49.4,25.1,67.8,215.07,71.61,-38.6,5.4,-13.3,260
149,CPB,The Campbell's Co,20260903,22.12,40.9,53.4,53.2,39.6,72.8,32.0,19.67,-30.9,-1.9,1.7,260
150,FRO,Frontline,20260903,45.42,65.1,60.7,56.2,42.0,77.5,45.42,19.11,0.0,14.8,30.7,260
151,HWM,Howmet Aerospace,20260903,260.49,42.7,40.8,60.4,27.8,67.2,292.65,177.83,-11.0,-10.0,1.3,260
152,SNPS,Synopsys,20260903,416.31,50.3,71.7,49.0,22.7,71.7,609.08,372.33,-31.6,2.5,-10.5,260
153,DAL,Delta Air Lines,20260903,78.75,37.3,37.5,60.3,29.5,75.4,93.43,55.22,-15.7,-14.4,-2.7,260
154,MPC,Marathon Petroleum,20260903,387.71,77.9,69.5,51.6,41.8,79.9,387.71,160.76,0.0,29.9,50.6,260
155,FIGR,Figure Technology Solutions,20260903,36.21,55.4,61.6,49.2,31.9,73.4,73.91,24.91,-51.0,26.6,28.0,247
156,FSLR,First Solar,20260903,207.42,43.5,42.0,61.5,31.5,64.0,318.25,184.7,-34.8,-15.0,-20.9,260
157,JOBY,Joby Aviation,20260903,6.87,38.3,39.9,54.1,32.0,59.8,19.57,6.65,-64.9,-16.5,-25.9,260
158,F,Ford Motor,20260903,14.41,56.1,48.1,42.0,38.8,66.3,17.25,10.9,-16.5,5.6,-2.6,260
159,KTOS,Kratos Defense & Security Solutions,20260903,48.1,36.2,45.8,63.4,30.6,71.0,130.72,43.88,-63.2,-16.2,-14.4,260
160,FRVO,Fervo Energy,20260903,17.16,43.5,34.9,44.4,27.3,51.5,42.5,14.77,-59.6,-25.4,-48.9,79
161,SLB,SLB Ltd,20260903,57.41,62.6,64.2,58.9,25.7,76.5,59.79,30.96,-4.0,12.0,3.3,260
162,BWXT,BWX Technologies,20260903,160.25,47.2,38.5,40.4,28.3,60.8,237.73,149.52,-32.6,-3.7,-15.1,260
163,GFS,GlobalFoundries,20260903,44.53,34.4,36.0,34.4,24.0,64.4,89.83,31.62,-50.4,-11.6,-40.7,260
164,RNG,RingCentral,20260903,76.36,80.6,71.0,75.5,34.1,80.6,76.36,24.69,0.0,23.5,95.1,260
