rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
61,ILMN,Illumina,20260904,218.22,58.6,59.7,48.0,47.2,73.8,227.69,91,-4.2,16.1,34.3,260
62,QCOM,Qualcomm,20260904,168.74,54.2,48.5,47.6,28.9,55.8,248.74,122.94,-32.2,1.1,-11.3,260
63,OXY,Occidental Petroleum,20260904,60.04,56.8,55.5,53.6,25.7,67.8,65.94,38.56,-8.9,7.4,5.1,260
64,WMT,Walmart,20260904,107.14,46.0,33.6,46.8,25.9,59.3,133.88,99.57,-20.0,-4.0,-10.9,260
79,NEM,Newmont,20260904,128.09,60.7,64.5,72.3,36.0,78.0,134.86,75.05,-5.0,13.6,38.4,260
80,AVAV,AeroVironment,20260904,144.65,38.9,39.7,65.3,31.1,68.8,409.83,136.68,-64.7,-22.5,-16.4,260
81,DUOL,Duolingo,20260904,154.46,60.7,58.5,51.3,44.0,68.9,347.27,90.03,-55.5,18.0,26.7,260
82,CSCO,Cisco,20260904,109.2,41.0,41.4,61.1,39.2,63.1,129.52,65.18,-15.7,-10.1,-7.7,260
83,XE,X-Energy,20260904,17.71,46.0,44.0,67.8,29.0,67.8,35.98,13.83,-50.8,-21.8,-1.7,93
84,MS,Morgan Stanley,20260904,217.72,55.0,50.1,52.7,37.0,71.7,227.3,144.81,-4.2,0.6,5.9,260
85,ENTG,Entegris,20260904,138.74,48.7,43.9,58.3,31.2,69.9,183.84,68.64,-24.5,-8.8,7.7,260
86,HPE,Hewlett Packard Enterprise,20260904,52,48.8,49.4,63.9,42.3,73.8,59.82,19.72,-13.1,-2.3,14.6,260
87,MDB,MongoDB,20260904,368.74,42.2,63.0,69.7,37.9,80.4,472.29,225.95,-21.9,-7.5,5.9,260
88,U,Unity Software,20260904,41.66,52.2,60.1,81.3,44.6,84.8,49.47,17.13,-15.8,-3.1,56.3,260
89,RDDT,Reddit,20260904,154.46,47.1,44.6,45.2,30.5,64.7,270.71,121.84,-42.9,-4.5,-10.3,260
90,APH,Amphenol,20260904,82.78,55.5,46.7,60.3,37.4,71.6,88.16,54.85,-6.1,-2.1,11.1,260
91,MRK,Merck & Co,20260904,150.33,62.3,62.6,54.6,44.3,83.2,156.45,75.83,-3.9,16.9,27.1,260
92,SOFI,SoFi Technologies,20260904,18.22,51.2,49.6,56.5,34.4,61.2,32.21,15.15,-43.4,-0.9,14.8,260
93,LNG,Cheniere Energy,20260904,292,65.2,62.5,49.4,36.3,70.6,295.86,187.49,-1.3,14.2,21.0,260
94,TTWO,Take-Two Interactive Software,20260904,214.69,31.3,45.8,55.7,30.5,74.3,262.29,189.69,-18.1,-12.9,2.0,260
95,IBM,IBM Corp,20260904,234.89,50.5,50.6,49.8,29.2,67.9,326.89,204.3,-28.1,-0.3,-13.1,260
96,NDAQ,Nasdaq,20260904,96.88,52.1,69.1,60.7,27.8,70.2,100.3,76.84,-3.4,2.4,12.1,260
97,CIFR,Cipher Digital,20260904,17.74,51.0,41.0,40.7,35.0,67.2,29.18,7.52,-39.2,3.3,-15.6,260
98,AEP,American Electric Power,20260904,124.5,47.4,37.6,35.1,30.7,70.3,137.64,103.24,-9.5,-0.2,-2.4,260
99,NEE,NextEra Energy,20260904,83.43,43.4,28.6,35.1,28.6,58.0,96.44,67.82,-13.5,-0.7,-1.2,260
100,JPM,JPMorgan,20260904,358.64,55.0,55.3,63.2,48.6,72.1,365.18,280.14,-1.8,0.3,16.5,260
101,GTLB,Gitlab,20260904,49.83,73.8,69.6,70.9,42.3,76.6,51.04,19.42,-2.4,27.9,74.8,260
102,ALM,Almonty Industries,20260904,17.57,56.8,60.2,50.7,30.5,67.6,23.42,4.14,-25.0,23.9,14.8,260
103,ADSK,Autodesk,20260904,217.9,35.3,61.0,69.0,26.0,72.1,326.79,187.72,-33.3,-12.5,-1.5,260
104,AXP,American Express,20260904,326.16,39.3,43.4,49.3,35.3,74.6,381.78,290.55,-14.6,-4.3,4.4,260
105,ZETA,Zeta Global,20260904,31.35,62.9,67.5,68.3,39.4,74.3,32.68,14.55,-4.1,17.7,57.3,260
106,PEP,PepsiCo,20260904,137.63,45.8,51.2,48.7,32.9,62.0,165.45,132.96,-16.8,0.1,-3.6,260
107,TXN,Texas Instruments,20260904,258.44,41.6,38.5,50.5,36.1,65.0,330.59,150.79,-21.8,-9.7,-7.9,260
108,VICR,Vicor,20260904,188.55,41.9,38.5,44.4,31.2,67.7,379.78,48.46,-50.4,-14.8,-31.6,260
146,PCG,PG&E Corp,20260904,14.3,35.6,38.8,52.0,22.0,68.1,19.0,13.27,-24.7,-18.1,-14.2,260
147,IONS,Ionis Pharmaceuticals,20260904,58.09,44.8,53.2,42.4,22.8,75.8,86.5,51.77,-32.8,2.7,-20.8,260
148,RGTI,Rigetti Computing,20260904,15.2,43.0,43.9,56.7,31.8,60.0,56.34,12.9,-73.0,-15.3,-21.8,260
149,CPNG,Coupang,20260904,15.29,38.8,51.3,46.6,34.3,62.1,33.53,15.12,-54.4,-5.8,1.1,260
150,CCL,Carnival,20260904,23.51,31.8,34.5,59.4,27.7,66.4,33.45,23.23,-29.7,-18.9,-9.1,260
151,ZS,Zscaler,20260904,169.8,48.3,60.4,67.8,40.0,76.5,336.27,118.05,-49.5,0.7,36.1,260
152,LNVGY,LENOVO GROUP LTD,20260904,83.85,66.5,56.0,69.1,45.3,78.8,87.75,22.03,-4.4,16.6,46.3,260
153,HONA,Honeywell Aerospace,20260904,161.01,43.1,40.4,37.9,32.3,62.2,269.95,152.55,-40.4,-4.5,,58
154,RIVN,Rivian Automotive,20260904,15.74,46.9,48.9,47.6,39.4,70.4,22.45,12.5,-29.9,-1.6,6.6,260
155,AMGN,Amgen,20260904,437.23,62.5,64.6,72.1,47.0,79.8,444.12,263.86,-1.6,7.0,30.2,260
156,INTU,Intuit,20260904,332.7,46.7,60.1,61.2,29.3,72.0,694.29,253.95,-52.1,2.3,17.6,260
157,APLD,Applied Digital,20260904,26.37,44.4,38.6,46.6,26.4,57.4,49.65,13.89,-46.9,-9.8,-32.2,260
158,ACN,Accenture,20260904,186.72,59.1,66.6,68.1,20.0,70.6,282.71,122.96,-34.0,6.3,10.8,260
159,FRO,Frontline,20260904,46.12,67.2,62.0,56.9,42.0,77.5,46.12,19.11,0.0,16.1,32.7,260
160,DDOG,Datadog,20260904,212.93,38.7,46.9,41.2,36.3,71.8,288.15,102.61,-26.1,-9.0,-6.5,260
161,MO,Altria,20260904,68.88,51.9,51.9,40.7,30.8,64.4,74.92,53.03,-8.1,0.8,-4.4,260
162,KHC,The Kraft Heinz,20260904,24.85,48.1,53.3,48.5,38.4,71.0,27.19,20.5,-8.6,-0.3,5.0,260
163,LEN,Lennar Corp,20260904,83.58,44.9,50.1,55.3,38.4,61.2,139.59,81.81,-40.1,-5.2,-6.4,260
164,CVX,Chevron,20260904,208.6,64.9,61.5,49.7,28.0,72.3,211.78,142.76,-1.5,12.8,10.9,260
165,RBRK,Rubrik,20260904,93.67,52.2,51.0,69.0,40.8,78.4,107.02,43.81,-12.5,4.0,31.3,260
166,ONTO,Onto Innovation,20260904,268.01,44.3,42.7,55.9,32.1,69.8,378.45,103.63,-29.2,-13.1,-0.5,260
167,RIOT,Riot Platforms,20260904,21.8,55.6,43.4,45.2,26.8,65.3,28.69,11.83,-24.0,6.2,-9.5,260
168,HD,Home Depot,20260904,321.05,40.2,42.4,61.4,34.4,70.1,411.76,293.13,-22.0,-9.1,1.4,260
169,CROX,Crocs,20260904,117.53,37.9,41.0,55.7,33.3,68.9,141.19,73.39,-16.8,-14.0,-3.6,260
170,STRL,Sterling Infrastructure,20260904,486.49,40.9,34.8,38.9,28.5,61.4,993.74,283.57,-51.0,-11.1,-36.8,260
171,BX,Blackstone,20260904,136.15,46.2,57.2,63.9,40.2,73.3,181.94,100.5,-25.2,-0.7,15.7,260
172,VWAGY,VOLKSWAGEN A G,20260904,9.43,63.3,59.0,54.9,21.8,63.3,12.04,8.15,-21.7,6.3,0.3,260
173,HON,Honeywell,20260904,209.61,34.7,37.5,56.9,29.2,62.1,268.58,202.71,-22.0,-14.6,-6.5,260
174,SAP,SAP SE,20260904,215.11,59.5,71.3,75.1,30.5,76.5,275.65,146.38,-22.0,4.3,26.3,260
175,MOG.A,Moog-A,20260904,371.68,40.2,39.3,50.4,36.3,81.6,445.38,190.93,-16.5,-7.7,-2.7,260
194,ROL,Rollins,20260904,35.86,36.3,38.0,31.5,22.6,51.2,64.87,35.71,-44.7,-4.5,-24.6,260
195,CLX,Clorox,20260904,93.06,30.5,49.0,64.4,30.5,68.7,124.13,85.13,-25.0,-10.5,-5.2,260
196,DOW,Dow Inc,20260904,29.44,43.8,48.4,45.0,18.1,63.5,40.97,19.68,-28.1,1.5,-13.0,260
197,MDLZ,Mondelez International,20260904,61.28,43.8,48.9,55.6,37.1,66.4,64.99,50.64,-5.7,-2.1,-3.7,260
200,CARR,Carrier Global,20260904,59.71,42.6,31.5,43.8,27.0,68.9,75.73,49.79,-21.2,-6.7,-11.8,260
201,RHHBY,ROCHE HOLDING AG,20260904,54.97,48.7,47.7,67.8,38.6,70.8,58.77,38.41,-6.5,-4.0,9.0,260
202,KEYS,Keysight Technologies,20260904,327.21,50.3,45.1,57.7,35.4,65.1,373.34,159.49,-12.4,-4.0,1.0,260
203,DUK,Duke Energy,20260904,120.22,41.8,40.2,46.0,36.7,62.4,131.16,111.09,-8.3,-2.9,-3.0,260
204,CNQ,Canadian Natural Resources,20260904,50.46,58.9,56.7,54.0,27.9,74.2,51.81,28.93,-2.6,10.9,12.0,260
205,ZM,Zoom Communications,20260904,101.33,52.9,47.4,70.0,32.2,72.9,111.88,72.72,-9.4,-3.0,7.8,260
206,BWXT,BWX Technologies,20260904,157.59,44.8,36.0,43.8,28.3,60.8,237.73,149.52,-33.7,-7.1,-13.7,260
207,AG,First Majestic Silver,20260904,20.97,58.3,60.0,60.3,37.0,68.0,31.96,9.12,-34.4,14.1,33.6,260
208,BTG,B2Gold,20260904,5.61,61.3,68.4,76.7,34.3,79.0,6.16,3.65,-8.9,11.5,44.6,260
209,EXPE,Expedia,20260904,298.04,43.6,59.8,66.1,43.6,74.4,338.64,187.43,-12.0,-3.9,36.3,260
210,GFS,GlobalFoundries,20260904,45.21,37.0,33.5,42.2,24.0,64.4,89.83,31.62,-49.7,-16.2,-39.5,260
211,ON,ON Semiconductor,20260904,74.38,41.9,36.3,41.3,33.2,60.5,133.93,44.9,-44.5,-8.4,-32.5,260
212,TER,Teradyne,20260904,357.03,46.9,43.8,52.4,39.3,64.7,483.65,112.02,-26.2,-5.8,2.8,260
213,AMKR,Amkor Technology,20260904,47.77,41.3,39.3,43.2,25.9,72.8,93.38,24.47,-48.8,-13.4,-31.2,260
214,WULF,TeraWulf,20260904,16.51,48.7,40.5,39.7,29.1,64.6,28.98,9.13,-43.0,-3.3,-28.8,260
215,BAC,Bank of America,20260904,62.68,55.3,50.9,66.7,43.1,75.5,64.48,46.24,-2.8,-0.3,15.5,260
216,TWLO,Twilio,20260904,232.98,54.4,59.6,73.6,33.4,77.5,255.95,100.09,-9.0,-3.4,12.5,260
217,DOCU,DocuSign,20260904,68.41,68.3,63.1,68.4,35.6,70.8,85.01,41.75,-19.5,13.5,51.6,260
218,BSX,Boston Scientific,20260904,47.8,47.7,43.0,64.7,25.1,72.3,108.14,42.63,-55.8,-3.1,-1.1,260
219,RCL,Royal Caribbean,20260904,265.19,25.6,32.4,60.1,25.6,66.7,346.35,243.31,-23.4,-17.1,-1.3,260
220,OSCR,Oscar Health,20260904,32.25,58.2,50.2,44.1,37.9,74.0,32.76,10.85,-1.6,15.6,15.8,260
221,SIRI,Sirius XM,20260904,28.99,50.1,44.9,48.0,37.0,76.1,32.3,19.3,-10.2,-2.2,6.0,260
222,EIX,Edison International,20260904,56.77,32.5,42.2,33.3,22.2,73.3,80.38,50.16,-29.4,-17.3,-19.7,260
223,MAIN,Main Street Capital,20260904,57.68,52.5,61.5,72.5,39.9,72.9,62.65,48.61,-7.9,-2.1,13.7,260
224,SNAP,Snap Inc,20260904,5.47,53.2,54.5,59.7,30.3,74.3,9.09,3.93,-39.8,2.6,1.7,260
225,KTOS,Kratos Defense & Security Solutions,20260904,47.82,35.7,42.5,67.6,30.6,71.0,130.72,43.88,-63.4,-21.3,-12.8,260
226,QBTS,D-Wave Quantum,20260904,16.58,39.9,40.4,53.2,31.3,57.4,44.78,12.98,-63.0,-20.1,-28.7,260
227,C,Citigroup,20260904,137.72,58.1,46.9,51.8,35.9,74.6,144.93,91.98,-5.0,2.0,3.8,260
228,ISRG,Intuitive Surgical,20260904,366.7,43.0,45.7,51.3,29.0,59.7,592.85,332.02,-38.1,-3.2,-11.0,260
229,AEM,Agnico Eagle,20260904,204.73,59.5,63.7,72.3,29.1,83.9,250.39,136.04,-18.2,14.7,34.6,260
230,VSXY,Victoria's Secret,20260904,75.56,35.2,50.3,75.3,31.5,76.6,99.97,25.54,-24.4,-23.3,1.8,260
231,CHWY,Chewy,20260904,23.66,54.2,53.0,61.3,28.0,66.7,42.33,17.51,-44.1,0.6,18.4,260
232,MPC,Marathon Petroleum,20260904,388.9,78.2,71.6,50.9,41.8,79.9,388.9,160.76,0.0,30.8,48.1,260
233,UAL,United Airlines,20260904,111.38,43.2,37.0,58.5,31.1,75.5,136.11,85.21,-18.2,-14.0,8.4,260
234,BLSH,Bullish,20260904,36,71.9,69.9,47.9,28.6,73.3,69.49,21.79,-48.2,52.4,37.9,260
235,BN,Brookfield,20260904,40.31,36.0,38.0,56.0,29.1,62.2,48.84,38.11,-17.5,-8.6,-9.4,260
236,FSLR,First Solar,20260904,204.45,41.4,38.7,64.0,31.5,64.0,318.25,184.7,-35.8,-18.2,-18.0,260
237,HUBS,HubSpot,20260904,247.6,54.3,61.7,47.1,35.4,65.9,522.97,170.28,-52.7,17.7,28.4,260
238,CELH,Celsius Holdings,20260904,30.66,48.3,57.7,46.7,31.1,68.9,64.86,23.77,-52.7,10.4,8.1,260
239,ABBV,AbbVie,20260904,256.46,50.3,50.6,47.7,44.7,77.2,265.97,195.99,-3.6,4.2,14.8,260
240,MGM,MGM Resorts International,20260904,41.22,32.2,32.5,41.6,25.1,72.2,50.69,30.72,-18.7,-7.3,-12.1,260
241,T,AT&T,20260904,25.68,60.2,69.1,58.7,27.3,72.4,28.42,20.21,-9.6,7.9,12.1,260
242,NXPI,NXP Semiconductors,20260904,227.84,43.9,37.2,39.7,27.7,58.9,331.55,181.81,-31.3,-5.0,-19.9,260
243,SLB,SLB Ltd,20260904,57.51,62.8,70.9,54.5,25.7,76.5,59.79,30.96,-3.8,14.4,4.1,260
244,VLO,Valero Energy,20260904,370.72,75.3,68.0,53.4,39.7,75.8,370.72,153.14,0.0,24.3,44.3,260
245,KRMN,Karman Holdings,20260904,39.98,26.5,33.2,64.4,26.5,69.2,115.29,39.98,-65.3,-31.3,-12.8,260
246,HESAY,Hermes International SA,20260904,168.84,33.9,51.6,53.1,33.9,64.9,258.19,168.84,-34.6,-10.6,-10.5,260
247,NVT,nVent Electric,20260904,156.03,50.1,40.6,56.8,30.1,67.6,184.1,90.83,-15.2,-5.3,-0.4,260
248,NCLH,Norwegian Cruise,20260904,15.57,30.1,35.1,47.5,28.3,69.9,26.94,14.79,-42.2,-19.1,-13.1,260
249,M,Macy's,20260904,23.05,48.9,36.0,58.0,35.4,76.0,26.21,16.08,-12.1,-9.3,0.3,260
250,KSPI,Kaspi.kz,20260904,107.53,67.9,69.9,56.4,42.9,81.9,108.75,65.91,-1.1,19.1,39.8,260
251,LOW,Lowe's Companies,20260904,204.45,41.4,41.5,60.0,33.7,60.0,284.26,199.84,-28.1,-8.5,-4.8,260
252,RVMD,Revolution Medicines,20260904,210.02,55.7,54.6,67.1,50.8,78.1,221.15,40.45,-5.0,2.4,45.7,260
253,ET,Energy Transfer,20260904,21.5,64.7,64.5,59.7,36.0,72.9,21.54,15.16,-0.2,6.8,14.8,260
254,CVNA,Carvana,20260904,74.59,56.5,56.3,58.1,38.4,63.3,95.69,56.26,-22.1,5.3,10.9,260
255,VIAV,Viavi Solutions,20260904,34.86,40.9,42.6,47.3,30.8,60.7,55.33,11.61,-37.0,-10.9,-25.5,260
277,RRX,Regal Rexnord,20260904,162.86,38.0,29.9,36.0,29.9,64.1,238.19,127.98,-31.6,-8.5,-18.6,260
278,LHX,L3Harris Technologies,20260904,256.45,32.5,34.1,47.4,32.5,60.2,373.85,256.45,-31.4,-10.1,-15.0,260
279,NTDOY,Nintendo (ADR),20260904,14.07,64.9,67.4,66.5,32.2,76.6,24.25,10.19,-42.0,10.6,26.8,260
280,APO,Apollo Global Management,20260904,133.67,53.4,57.2,55.0,29.3,70.4,150.8,99.46,-11.4,5.3,2.4,260
281,ADI,Analog Devices,20260904,362.25,43.4,39.4,54.4,34.8,62.1,444.13,222.42,-18.4,-6.8,-7.5,260
282,FDS,FactSet Research Systems,20260904,301.96,57.2,66.3,63.6,34.2,68.7,368.74,187.46,-18.1,6.1,21.7,260
283,CPRT,Copart,20260904,33.72,64.1,62.4,54.1,31.8,74.6,48.9,27.17,-31.0,13.7,7.5,260
284,IESC,IES Holdings,20260904,322.57,46.6,40.9,59.9,29.9,62.6,396.98,174.82,-18.7,-15.4,-4.9,260
285,ROK,Rockwell Automation,20260904,433.81,46.9,40.9,40.6,34.0,65.1,493.56,329.34,-12.1,-1.3,-1.1,260
286,RIG,Transocean,20260904,5.85,54.0,56.8,50.3,27.7,67.8,7.58,3.07,-22.8,11.2,-2.7,260
287,CORT,Corcept Therapeutics,20260904,111.62,50.0,53.9,64.3,48.1,86.8,123.57,32.15,-9.7,0.8,42.9,260
288,GSAT,Globalstar,20260904,82.34,54.6,47.9,65.3,37.0,72.0,84.43,29.94,-2.5,-1.3,2.5,260
289,BIRK,Birkenstock,20260904,34,36.6,40.9,38.2,31.2,68.2,50.19,31.19,-32.3,-11.6,-22.6,260
290,DBX,Dropbox,20260904,34.83,55.3,64.6,71.3,39.2,74.0,35.93,22.06,-3.1,0.1,26.0,260
291,HKXCY,HONG KONG EXCHANGE,20260904,52.5,57.3,66.6,73.0,28.1,75.9,56.86,45.44,-7.7,1.5,9.7,260
292,MTCH,Match group,20260904,41.86,59.6,62.1,44.8,41.4,67.9,42.44,28.57,-1.4,12.3,22.5,260
293,VRNS,Varonis Systems,20260904,46.09,58.6,54.4,53.3,41.0,85.0,63.31,20.19,-27.2,5.9,40.1,260
294,BIIB,Biogen,20260904,220.83,58.0,58.3,54.1,42.4,69.8,224.51,135.67,-1.6,6.2,13.7,260
295,LOGI,Logitech International,20260904,102.05,53.0,43.9,53.4,30.6,66.4,126.69,85.84,-19.4,-4.0,-6.5,260
296,IRDM,Iridium Communications,20260904,47.21,46.2,41.9,57.2,39.8,67.2,55.72,15.57,-15.3,-5.4,3.8,260
297,VSAT,Viasat,20260904,75.32,52.0,36.9,55.9,35.6,69.2,89.81,28.41,-16.1,-6.3,22.5,260
298,POWL,Powell Industries,20260904,181.17,38.2,33.4,42.0,28.3,58.8,321.8,89.23,-43.7,-14.3,-30.9,260
299,TAP,Molson Coors Beverage,20260904,40.5,46.3,50.7,62.6,39.7,62.6,52.58,37.99,-23.0,-5.5,0.2,260
300,HXL,Hexcel,20260904,91.98,33.5,37.8,51.2,30.3,72.7,110.09,60.57,-16.4,-10.9,0.6,260
301,COF,Capital One Financial,20260904,219.6,56.2,51.2,61.4,44.7,70.2,254.96,174.73,-13.9,1.2,24.1,260
302,LNT,Alliant Energy,20260904,67.97,37.6,36.8,33.6,29.9,70.1,77.44,61.7,-12.2,-2.0,-6.2,260
303,ADP,Automatic Data Processing,20260904,277.62,53.9,69.1,65.9,42.5,73.5,290.36,187.37,-4.4,2.3,21.0,260
