rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,AAPL,Apple,20260909,315.34,49.4,61.2,42.1,32.2,71.7,339.79,225.96,-7.2,3.4,8.4,260
2,SPCX,SpaceX,20260909,147.55,56.3,55.0,52.4,32.6,62.3,201.8,108.27,-26.9,10.7,,61
3,GOOG,Alphabet-C,20260909,328.38,39.0,40.1,45.9,32.3,62.5,398.54,236.87,-17.6,-4.2,-8.3,260
4,TSLA,Tesla,20260909,367.81,55.6,53.1,43.5,25.4,60.5,489.88,298.32,-24.9,10.5,-9.5,260
5,NVDA,NVIDIA,20260909,223.42,54.3,51.9,58.0,37.6,64.4,235.2,164.79,-5.0,2.8,9.0,260
6,INTC,Intel,20260909,106.24,63.4,41.0,46.7,31.5,67.3,140.94,24.08,-24.6,8.7,-14.7,260
7,GOOGL,Alphabet-A,20260909,330.65,39.5,41.3,45.9,31.0,62.6,402.12,235.96,-17.8,-3.8,-8.0,260
8,MRVL,Marvell Technology,20260909,235.01,55.5,45.2,50.2,31.9,67.7,316.35,66.45,-25.7,10.7,-16.0,260
9,RKLB,Rocket Lab,20260909,63.07,36.8,33.3,53.1,29.9,56.2,150.23,39.48,-58.0,-21.2,-38.4,260
10,AVGO,Broadcom,20260909,364.38,43.2,43.3,58.4,34.4,64.9,480.81,292.95,-24.2,-12.4,-4.5,260
11,BE,Bloom Energy,20260909,269.28,65.4,48.1,45.9,33.1,69.3,345.85,55,-22.1,27.5,3.5,260
12,CRCL,Circle,20260909,92.99,57.3,59.8,56.2,30.7,72.1,150.48,50.23,-38.2,30.7,19.5,260
13,NBIS,NEBIUS,20260909,240.35,57.2,44.5,47.5,34.0,69.7,286.69,73.87,-16.2,24.4,3.4,260
14,ORCL,Oracle,20260909,161.63,62.4,46.4,54.2,25.7,63.4,324.63,114.99,-50.2,11.1,-11.9,260
15,GLW,Corning,20260909,168.46,59.2,42.7,48.6,30.2,69.2,255.21,71.76,-34.0,6.0,-5.8,260
16,AMZN,Amazon,20260909,252.4,44.1,46.3,61.0,33.3,72.2,284.02,198.79,-11.1,-7.3,5.8,260
17,MSTR,Strategy,20260909,132.7,58.6,59.0,46.2,23.6,72.9,359.69,82.31,-63.1,38.1,7.0,260
18,PLTR,Palantir,20260909,169.53,50.7,61.9,73.6,27.4,73.9,207.18,107.27,-18.2,-3.1,32.5,260
19,AAOI,Applied Optoelectronics,20260909,107.93,45.4,41.6,56.2,31.5,62.5,223.1,19.49,-51.6,-19.7,-36.2,260
20,HOOD,Robinhood,20260909,115.28,58.6,53.1,47.1,36.0,71.2,152.46,65.16,-24.4,22.1,23.7,260
