time,open,high,low,close,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,EMA,EMA,Volume,Histogram,MACD,Signal line
1977-10-10,2331.25,2331.25,2317.75,2325,41.225059652797256,27.860936144884363,,,,,2328.1086991606185,2323.0208875112185,0,4.269164675782198,-10.224162408538177,-14.493327084320375
1977-10-17,2325.25,2327.5,2323.25,2326,42.28664604854933,29.53368472650265,,,,,2327.907870669131,2323.5625443273607,0,4.191724055876755,-9.253672014474432,-13.445396070351187
1977-10-24,2328.5,2339.75,2326.5,2335.25,51.08723569441113,31.850954742269206,,,,,2328.607121081595,2325.6875362678406,0,4.636341173876184,-7.649969603005957,-12.286310776882141
1977-10-31,2336.25,2345.75,2334,2343.5,57.33599728163692,34.75581434048073,,,,,2330.0254905023953,2328.926166037324,0,5.310481580846313,-5.64820880082425,-10.958690381670563
1977-11-07,2344.75,2348,2343.25,2347,59.68885497569157,37.640631901297866,,,,,2331.642110454548,2332.2123176669015,0,5.777905619784574,-3.736308356939844,-9.514213976724418
1977-11-14,2347,2360.25,2345.75,2357.75,65.90776942967408,41.082721957370474,,,,,2334.1285761255435,2336.855532636556,0,6.540769750519347,-1.338251788575235,-7.879021539094582
1977-11-21,2360.75,2360.75,2348.25,2353.25,61.62213684458606,44.312342956418455,,,,,2335.949664113587,2339.836344884455,0,6.460692298317407,0.19684383380217696,-6.26384846451523
1977-11-28,2355.75,2355.75,2340.75,2344,53.86816209556548,46.88959354356086,,,,,2336.716362769436,2340.593373087281,0,5.538614057043988,0.6594191067897555,-4.879194950254233
1977-12-05,2343.75,2345,2334,2338.25,49.68305375257936,48.870721282534156,,,,,2336.862423458061,2340.16730525323,0,4.347861100095521,0.5556314248651688,-3.7922296752303524
1977-12-12,2336.75,2336.75,2331,2332.5,45.84711843642634,49.73893482204455,,,,,2336.4469545572933,2338.7732497526426,0,3.0412196191562373,0.009294848714944237,-3.031924770441293
1977-12-19,2333,2343.25,2330.5,2342.25,52.53863655308058,50.95125002840411,,,,,2336.9996255518367,2339.405386161253,0,2.712679996553038,0.3589252252500046,-2.3537547713030333
1977-12-26,2345.75,2359.75,2344.75,2347,55.42822938375817,51.82327259711866,,,,,2337.9520421659477,2340.786225041025,0,2.6891471941569214,1.0076792213931185,-1.6814679727638029
1978-01-02,2347.75,2348.5,2340,2344.75,53.758607816755806,52.51018002829568,,,,,2338.599466721572,2341.506911397202,0,2.4051676289522144,1.3249915634264653,-1.080176065525749
1978-01-09,2345.5,2348.5,2342.25,2344.5,53.565537866582545,53.13164613086388,,,,,2339.161422271898,2342.051109324984,0,2.0949852206670707,1.538555460308089,-0.5564297603589814
1978-01-16,2343.75,2343.75,2335.25,2341.5,51.189708442809724,53.84340675872191,,,,,2339.384143960289,2341.950907629532,0,1.6043661817783237,1.4490279668639232,-0.15533821491440042
1978-01-23,2341.25,2345,2336.75,2340.25,50.190796251103365,54.4079889160472,,,,,2339.4666064402613,2341.6416516968898,0,1.1343962558169371,1.2626571048567712,0.12826084903983392
