rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
129,ON,ON Semiconductor,20260904,74.38,41.9,36.3,41.3,33.2,60.5,133.93,44.9,-44.5,-8.4,-32.5,260
130,GME,GameStop,20260904,19.16,51.3,30.4,30.5,24.4,59.2,27.69,17.87,-30.8,0.0,-14.5,260
131,PM,Philip Morris International,20260904,182.53,40.6,53.8,52.1,40.6,65.7,200.17,140.59,-8.8,-3.7,0.6,260
132,MO,Altria,20260904,68.88,51.9,51.9,40.7,30.8,64.4,74.92,53.03,-8.1,0.8,-4.4,260
133,ADI,Analog Devices,20260904,362.25,43.4,39.4,54.4,34.8,62.1,444.13,222.42,-18.4,-6.8,-7.5,260
134,DAL,Delta Air Lines,20260904,80.17,41.7,35.5,58.5,29.5,75.4,93.43,55.22,-14.2,-12.2,5.1,260
135,ILMN,Illumina,20260904,218.22,58.6,59.7,48.0,47.2,73.8,227.69,91,-4.2,16.1,34.3,260
136,ATI,ATI Inc,20260904,210.65,51.9,50.3,72.4,39.8,75.0,231.78,74.88,-9.1,-7.5,14.9,260
137,QNT,Quantinuum,20260904,49.65,41.7,40.5,50.0,34.5,65.6,83.17,47.34,-40.3,-15.4,-3.4,65
138,HESAY,Hermes International SA,20260904,168.84,33.9,51.6,53.1,33.9,64.9,258.19,168.84,-34.6,-10.6,-10.5,260
139,IBKR,Interactive Brokers,20260904,92.62,50.4,57.3,45.1,39.2,72.0,98.1,59.91,-5.6,5.5,8.5,260
140,SBUX,Starbucks,20260904,104.47,45.5,56.4,54.4,45.5,63.6,108.49,76.51,-3.7,-0.5,6.4,260
141,ICE,Intercontinental Exchange,20260904,161.26,60.0,72.1,60.2,21.8,77.0,173.95,122.91,-7.3,7.3,15.3,260
142,MXL,MaxLinear,20260904,62.74,44.6,41.4,48.8,36.0,72.7,128.03,13.05,-51.0,-16.3,-12.8,260
143,SAP,SAP SE,20260904,215.11,59.5,71.3,75.1,30.5,76.5,275.65,146.38,-22.0,4.3,26.3,260
144,AMGN,Amgen,20260904,437.23,62.5,64.6,72.1,47.0,79.8,444.12,263.86,-1.6,7.0,30.2,260
145,A,Agilent Technologies,20260904,150.86,54.0,61.0,69.9,46.7,80.5,159,109.78,-5.1,3.4,14.8,260
146,NEM,Newmont,20260904,128.09,60.7,64.5,72.3,36.0,78.0,134.86,75.05,-5.0,13.6,38.4,260
147,ETN,Eaton,20260904,410.85,48.1,41.3,63.1,34.4,65.5,459.96,313.2,-10.7,-8.4,9.7,260
165,GIS,General Mills,20260904,38.29,46.1,67.4,54.4,44.9,68.4,48.12,31.62,-20.4,3.8,15.2,260
166,QBTS,D-Wave Quantum,20260904,16.58,39.9,40.4,53.2,31.3,57.4,44.78,12.98,-63.0,-20.1,-28.7,260
167,RTX,RTX Corp,20260904,200.79,35.3,48.5,75.9,34.1,77.4,225.49,149.53,-11.0,-9.7,13.6,260
168,MOG.A,Moog-A,20260904,371.68,40.2,39.3,50.4,36.3,81.6,445.38,190.93,-16.5,-7.7,-2.7,260
169,JOBY,Joby Aviation,20260904,6.74,36.4,37.7,58.2,32.0,59.8,19.57,6.65,-65.6,-22.0,-23.9,260
170,RIOT,Riot Platforms,20260904,21.8,55.6,43.4,45.2,26.8,65.3,28.69,11.83,-24.0,6.2,-9.5,260
171,ENTG,Entegris,20260904,138.74,48.7,43.9,58.3,31.2,69.9,183.84,68.64,-24.5,-8.8,7.7,260
172,CL,Colgate-Palmolive,20260904,88.77,40.3,46.9,55.3,40.3,66.4,97.97,73.64,-9.4,-4.8,-0.7,260
173,PCG,PG&E Corp,20260904,14.3,35.6,38.8,52.0,22.0,68.1,19.0,13.27,-24.7,-18.1,-14.2,260
174,PSX,Phillips 66,20260904,255.09,75.0,70.5,56.0,37.1,81.5,256.09,123.11,-0.4,25.8,41.1,260
175,NVS,Novartis AG,20260904,159.99,55.2,47.0,53.9,42.2,64.1,163.67,118.23,-2.3,2.3,8.0,260
176,ONTO,Onto Innovation,20260904,268.01,44.3,42.7,55.9,32.1,69.8,378.45,103.63,-29.2,-13.1,-0.5,260
177,GILD,Gilead Sciences,20260904,151.0,67.7,61.3,53.6,39.6,74.1,153.91,108.5,-1.9,13.4,25.1,260
178,DUK,Duke Energy,20260904,120.22,41.8,40.2,46.0,36.7,62.4,131.16,111.09,-8.3,-2.9,-3.0,260
179,CVS,CVS Health,20260904,96.74,49.7,38.1,32.1,28.7,74.7,109.92,68.1,-12.0,1.1,-0.7,260
180,RMBS,Rambus,20260904,85.46,38.6,37.2,48.1,28.1,52.6,170.66,73.28,-49.9,-15.8,-38.1,260
181,MDT,Medtronic,20260904,94.17,64.5,57.1,62.2,46.0,75.0,102.81,73.09,-8.4,8.0,18.4,260
182,TWLO,Twilio,20260904,232.98,54.4,59.6,73.6,33.4,77.5,255.95,100.09,-9.0,-3.4,12.5,260
183,CME,CME Group,20260904,281.29,60.8,71.8,60.2,21.8,71.9,317.19,218.58,-11.3,6.7,6.6,260
184,ABBV,AbbVie,20260904,256.46,50.3,50.6,47.7,44.7,77.2,265.97,195.99,-3.6,4.2,14.8,260
185,VZ,Verizon,20260904,50.14,63.0,66.2,59.3,30.6,71.0,50.59,36.56,-0.9,6.5,8.6,260
186,TAL,TAL Education,20260904,12.4,62.2,58.3,73.4,32.0,83.7,12.91,8.95,-4.0,0.2,33.3,260
187,HONA,Honeywell Aerospace,20260904,161.01,43.1,40.4,37.9,32.3,62.2,269.95,152.55,-40.4,-4.5,,58
188,LVMUY,LVMH Moet Hennessy Louis Vuitton,20260904,99.75,35.1,48.4,52.5,33.6,67.2,149.68,99.75,-33.4,-10.3,-11.1,260
189,NTDOY,Nintendo (ADR),20260904,14.07,64.9,67.4,66.5,32.2,76.6,24.25,10.19,-42.0,10.6,26.8,260
190,HL,Hecla Mining,20260904,20.68,59.6,62.3,59.4,37.6,71.3,31.79,9.01,-35.0,22.8,47.2,260
191,LNG,Cheniere Energy,20260904,292,65.2,62.5,49.4,36.3,70.6,295.86,187.49,-1.3,14.2,21.0,260
192,GM,General Motors,20260904,87.76,58.1,52.9,60.9,37.6,73.7,90.11,54.88,-2.6,0.4,10.8,260
193,SYM,Symbotic,20260904,42.94,55.3,43.8,43.7,31.8,62.2,87.3,38.22,-50.8,6.9,4.1,260
194,BKR,Baker Hughes,20260904,63.5,56.4,53.7,60.3,25.0,68.9,69.18,43.79,-8.2,3.2,1.1,260
201,HBM,Hudbay Minerals,20260904,27.42,50.9,60.3,68.8,33.3,70.3,31.85,12.71,-13.9,-0.7,11.1,260
202,TRI,Thomson Reuters,20260904,105.68,53.7,57.3,56.6,36.3,68.5,169.37,75.56,-37.6,5.1,30.6,260
203,DHR,Danaher,20260904,207.66,50.5,63.6,61.0,38.0,69.2,241.04,161.57,-13.8,1.4,13.3,260
204,SLB,SLB Ltd,20260904,57.51,62.8,70.9,54.5,25.7,76.5,59.79,30.96,-3.8,14.4,4.1,260
205,FRVO,Fervo Energy,20260904,18.16,46.6,32.3,51.5,27.3,51.5,42.5,14.77,-57.3,-29.7,-45.1,80
206,C,Citigroup,20260904,137.72,58.1,46.9,51.8,35.9,74.6,144.93,91.98,-5.0,2.0,3.8,260
207,ZS,Zscaler,20260904,169.8,48.3,60.4,67.8,40.0,76.5,336.27,118.05,-49.5,0.7,36.1,260
208,NCLH,Norwegian Cruise,20260904,15.57,30.1,35.1,47.5,28.3,69.9,26.94,14.79,-42.2,-19.1,-13.1,260
209,MKSI,MKS Inc,20260904,260.31,39.8,34.0,44.9,29.1,76.4,444.39,104.05,-41.4,-14.6,-17.6,260
210,NRG,NRG Energy,20260904,119.02,50.6,38.6,38.5,36.7,65.2,182.82,109.51,-34.9,0.8,-1.0,260
211,HPQ,HP Inc,20260904,32.64,66.4,59.6,70.2,38.7,72.8,32.64,17.69,0.0,8.6,32.2,260
212,AEM,Agnico Eagle,20260904,204.73,59.5,63.7,72.3,29.1,83.9,250.39,136.04,-18.2,14.7,34.6,260
213,VEEV,Veeva Systems,20260904,275.09,65.9,74.9,75.6,37.8,82.6,306.22,151.43,-10.2,19.4,68.0,260
214,PG,Procter & Gamble,20260904,146.44,52.8,45.5,47.4,41.3,64.9,164.72,135.04,-11.1,0.4,-1.0,260
215,IFNNY,INFINEON TECHNOLOG,20260904,66.23,45.1,41.7,46.2,30.4,62.8,102.41,36.53,-35.3,-8.3,-23.2,260
216,MTSI,MACOM Technology Solutions,20260904,268.95,46.3,43.3,56.4,25.5,60.3,409.68,122.18,-34.4,-13.5,-24.1,260
217,TECK,Teck Resources,20260904,69.1,59.0,61.4,63.6,37.6,70.2,71.62,34.06,-3.5,4.0,15.5,260
218,VLO,Valero Energy,20260904,370.72,75.3,68.0,53.4,39.7,75.8,370.72,153.14,0.0,24.3,44.3,260
219,HWM,Howmet Aerospace,20260904,259.27,42.0,38.7,52.3,27.8,67.2,292.65,177.83,-11.4,-8.0,4.0,260
220,MUFG,Mitsubishi UFJ Financial Group,20260904,24.09,68.4,58.6,57.1,43.2,77.5,24.13,14.34,-0.2,7.1,22.5,260
221,APTV,Aptiv PLC,20260904,47.95,45.9,33.2,35.3,25.1,56.4,88.67,44.76,-45.9,-3.2,-26.5,260
222,SCHW,Charles Schwab,20260904,109.29,53.5,57.3,69.3,46.8,76.4,113.65,85.1,-3.8,1.9,22.8,260
223,CELH,Celsius Holdings,20260904,30.66,48.3,57.7,46.7,31.1,68.9,64.86,23.77,-52.7,10.4,8.1,260
224,VICR,Vicor,20260904,188.55,41.9,38.5,44.4,31.2,67.7,379.78,48.46,-50.4,-14.8,-31.6,260
225,MCO,Moody's,20260904,493.55,49.6,66.2,48.1,43.8,72.6,536.03,409.5,-7.9,3.5,9.7,260
226,GTLB,Gitlab,20260904,49.83,73.8,69.6,70.9,42.3,76.6,51.04,19.42,-2.4,27.9,74.8,260
227,WDAY,Workday,20260904,195.79,56.1,66.2,70.4,33.3,75.2,247.69,112.5,-21.0,9.0,42.4,260
228,BG,Bunge,20260904,118.71,57.1,55.5,40.9,27.2,66.4,130.59,75.21,-9.1,10.2,-6.8,260
229,ROST,Ross Stores,20260904,230.24,42.1,38.6,71.1,32.8,72.1,254.74,143.48,-9.6,-9.6,-0.5,260
230,HTHT,H World Group,20260904,44.9,50.2,60.8,50.5,31.2,72.2,53.59,35.18,-16.2,8.0,2.8,260
231,WULF,TeraWulf,20260904,16.51,48.7,40.5,39.7,29.1,64.6,28.98,9.13,-43.0,-3.3,-28.8,260
232,TSN,Tyson Foods,20260904,51.42,28.7,37.0,46.9,27.6,66.0,67.54,49.0,-23.9,-10.6,-7.5,260
233,KMB,Kimberly-Clark,20260904,104.96,42.2,50.3,51.3,42.2,76.7,124.59,90.7,-15.8,-3.2,4.6,260
234,CROX,Crocs,20260904,117.53,37.9,41.0,55.7,33.3,68.9,141.19,73.39,-16.8,-14.0,-3.6,260
235,AEIS,Advanced Energy Industries,20260904,280.9,45.1,40.1,54.4,33.6,64.4,388.79,153.51,-27.8,-13.5,-8.8,260
236,MMM,3M,20260904,168.56,35.5,45.3,69.8,34.8,77.3,182.98,139.86,-7.9,-7.4,7.9,260
237,KKR,KKR & Co,20260904,107.73,52.2,55.3,55.3,35.5,71.7,148.27,83.56,-27.3,5.0,13.6,260
238,COP,ConocoPhillips,20260904,134.26,63.2,62.0,54.6,30.0,74.6,137.2,83.04,-2.1,14.9,12.7,260
239,TWST,Twist Bioscience,20260904,124.72,49.2,60.6,67.7,45.8,79.4,153.1,24.16,-18.5,7.8,84.0,260
240,GH,Guardant Health,20260904,161.41,50.2,50.5,63.3,45.3,81.1,170.92,54.79,-5.6,-4.2,23.5,260
241,EADSY,AIRBUS SE,20260904,57.87,45.2,46.4,63.3,35.9,75.4,62.9,44.36,-8.0,-6.1,15.1,260
242,ADP,Automatic Data Processing,20260904,277.62,53.9,69.1,65.9,42.5,73.5,290.36,187.37,-4.4,2.3,21.0,260
243,CDE,Coeur Mining,20260904,21.24,60.0,62.7,57.6,35.0,71.1,27.12,13.8,-21.7,22.1,37.8,260
244,MAAS,Maase,20260904,16.35,48.6,49.7,55.5,41.3,85.0,21.24,2.86,-23.0,-12.8,36.3,260
245,UPS,United Parcel Service,20260904,102.29,42.8,51.8,41.8,37.8,69.6,115.87,77.49,-11.7,-0.6,0.6,260
246,NU,Nu Holdings,20260904,15.37,58.7,49.2,48.1,42.0,67.3,18.76,11.6,-18.1,11.1,32.3,260
247,VFS,VinFast Auto,20260904,3.08,46.4,46.4,61.0,24.8,62.8,4.76,2.81,-35.3,-8.1,1.0,260
248,ROK,Rockwell Automation,20260904,433.81,46.9,40.9,40.6,34.0,65.1,493.56,329.34,-12.1,-1.3,-1.1,260
249,SU,Suncor Energy,20260904,67.33,57.5,51.9,41.8,26.9,72.9,68.82,37.02,-2.2,12.8,9.2,260
250,AFRM,Affirm Holdings,20260904,72.35,44.5,53.4,49.4,37.5,70.8,92.18,42.53,-21.5,-3.9,15.2,260
251,LUMN,Lumen Technologies,20260904,6.77,57.0,44.3,42.2,25.8,60.2,11.83,4.75,-42.8,8.5,-18.0,260
252,TGT,Target,20260904,164.44,63.6,63.9,67.6,43.6,79.4,169.89,81.44,-3.2,10.7,29.5,260
253,TU,TELUS,20260904,9.67,43.2,41.3,37.6,15.0,61.1,15.16,9.52,-36.2,-0.5,-18.5,260
254,SOBKY,SoftBank (ADR),20260904,15.23,71.3,63.4,67.0,29.5,74.0,15.65,12.51,-2.7,4.5,14.5,260
255,XP,XP Inc,20260904,19.86,75.2,62.1,44.0,35.4,77.4,22.66,14.94,-12.3,22.3,32.9,260
256,CCEP,Coca-Cola Europacific,20260904,105.76,44.9,55.6,56.4,44.9,75.3,111.71,83.96,-5.3,-2.3,8.5,260
257,HUBB,Hubbell,20260904,460.72,43.2,37.9,59.2,32.8,70.5,554.46,402.45,-16.9,-10.1,-1.2,260
293,FIGR,Figure Technology Solutions,20260904,35.96,54.7,56.1,49.3,31.9,73.4,73.91,24.91,-51.3,25.6,28.1,248
294,HAL,Halliburton,20260904,37.07,63.5,61.4,39.9,26.8,68.1,42.6,21.32,-13.0,16.8,-6.3,260
