rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,NVDA,NVIDIA,20260911,218.29,49.9,59.2,63.2,37.6,64.4,235.2,164.79,-7.2,-3.0,5.4,260
2,ORCL,Oracle,20260911,150.28,51.1,57.6,61.5,25.7,63.4,324.45,114.99,-53.7,-3.8,-19.9,260
3,TSLA,Tesla,20260911,365.44,54.5,60.5,47.7,25.4,60.5,489.88,298.32,-25.4,7.5,-9.7,260
4,SPCX,SpaceX,20260911,151.21,59.1,60.3,55.5,32.6,62.3,201.8,108.27,-25.1,7.0,-25.1,63
5,INTC,Intel,20260911,102.94,57.5,45.5,53.4,31.5,67.3,140.94,24.08,-27.0,-1.5,-12.1,260
6,AAPL,Apple,20260911,332.27,62.8,63.5,43.2,32.2,71.7,339.79,229.18,-2.2,8.8,11.1,260
7,AVGO,Broadcom,20260911,361.99,42.2,37.5,59.1,34.4,64.9,480.81,292.95,-24.7,-13.4,-3.8,260
8,BE,Bloom Energy,20260911,275.75,65.0,57.4,53.1,33.1,69.3,345.85,67.02,-20.3,16.7,-1.8,260
9,MRVL,Marvell Technology,20260911,236.1,55.5,44.9,53.7,31.9,64.6,316.35,66.45,-25.4,6.3,-15.3,260
10,GOOG,Alphabet-C,20260911,335.45,46.3,46.9,46.5,32.3,62.5,398.54,236.87,-15.8,-2.4,-9.5,260
11,NBIS,NEBIUS,20260911,224.55,51.4,48.4,60.8,34.0,69.7,286.69,73.87,-21.7,-12.0,-15.3,260
12,CRCL,Circle,20260911,90.6,54.9,68.4,61.4,30.7,72.1,150.48,50.23,-39.8,20.2,13.6,260
13,CRWD,CrowdStrike,20260911,206.74,50.0,54.0,69.8,38.8,74.6,231,87.56,-10.5,-8.3,21.7,260
14,GOOGL,Alphabet-A,20260911,338.5,46.9,47.8,47.3,31.0,62.6,402.12,235.96,-15.8,-2.2,-9.3,260
15,MSTR,Strategy,20260911,130.97,57.0,67.8,47.8,23.6,72.9,359.69,82.31,-63.6,34.9,6.6,260
16,GLW,Corning,20260911,166.4,57.0,43.4,48.3,30.2,69.2,255.21,74.82,-34.8,5.2,-6.0,260
17,PLTR,Palantir,20260911,167.23,49.2,60.5,72.9,27.4,73.9,207.18,107.27,-19.3,-6.6,25.5,260
18,MSFT,Microsoft,20260911,495.63,56.9,66.4,71.8,28.8,79.1,537.65,352.17,-7.8,-0.1,26.1,260
19,CRWV,CoreWeave,20260911,88.99,50.0,46.5,63.8,28.6,65.0,143.08,60.82,-37.8,-16.3,-24.0,260
20,RKLB,Rocket Lab,20260911,62.95,37.8,36.1,53.0,29.9,56.2,150.23,39.48,-58.1,-21.4,-39.8,260
21,COHR,Coherent,20260911,305.37,52.6,40.4,51.6,28.3,63.6,426.89,102.99,-28.5,-6.7,-20.2,260
22,AAOI,Applied Optoelectronics,20260911,105.36,44.4,40.2,53.6,31.5,62.5,223.1,19.49,-52.8,-19.0,-38.3,260
23,HOOD,Robinhood,20260911,112.57,55.8,68.9,54.0,36.0,71.2,152.46,65.16,-26.2,13.3,16.4,260
24,PANW,Palo Alto Networks,20260911,330.65,43.0,43.0,72.8,41.8,81.4,396,141.67,-16.5,-16.5,18.1,260
25,AMZN,Amazon,20260911,256.78,48.9,49.9,55.4,33.3,72.2,284.02,198.79,-9.6,-3.1,4.4,260
