rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,ORCL,Oracle,20260911,150.28,51.1,57.6,61.5,25.7,63.4,324.45,114.99,-53.7,-3.8,-19.9,260
2,SPCX,SpaceX,20260911,151.21,59.1,60.3,55.5,32.6,62.3,201.8,108.27,-25.1,7.0,-25.1,63
3,NVDA,NVIDIA,20260911,218.29,49.9,59.2,63.2,37.6,64.4,235.2,164.79,-7.2,-3.0,5.4,260
4,AAPL,Apple,20260911,332.27,62.8,63.5,43.2,32.2,71.7,339.79,229.18,-2.2,8.8,11.1,260
5,TSLA,Tesla,20260911,365.44,54.5,60.5,47.7,25.4,60.5,489.88,298.32,-25.4,7.5,-9.7,260
6,INTC,Intel,20260911,102.94,57.5,45.5,53.4,31.5,67.3,140.94,24.08,-27.0,-1.5,-12.1,260
7,GOOG,Alphabet-C,20260911,335.45,46.3,46.9,46.5,32.3,62.5,398.54,236.87,-15.8,-2.4,-9.5,260
8,CRCL,Circle,20260911,90.6,54.9,68.4,61.4,30.7,72.1,150.48,50.23,-39.8,20.2,13.6,260
9,BE,Bloom Energy,20260911,275.75,65.0,57.4,53.1,33.1,69.3,345.85,67.02,-20.3,16.7,-1.8,260
10,OKLO,Oklo Inc,20260911,36.22,38.7,44.2,51.7,28.7,55.4,174.14,36.22,-79.2,-22.0,-37.0,260
11,GOOGL,Alphabet-A,20260911,338.5,46.9,47.8,47.3,31.0,62.6,402.12,235.96,-15.8,-2.2,-9.3,260
12,MRVL,Marvell Technology,20260911,236.1,55.5,44.9,53.7,31.9,64.6,316.35,66.45,-25.4,6.3,-15.3,260
13,AVGO,Broadcom,20260911,361.99,42.2,37.5,59.1,34.4,64.9,480.81,292.95,-24.7,-13.4,-3.8,260
14,MSTR,Strategy,20260911,130.97,57.0,67.8,47.8,23.6,72.9,359.69,82.31,-63.6,34.9,6.6,260
15,NBIS,NEBIUS,20260911,224.55,51.4,48.4,60.8,34.0,69.7,286.69,73.87,-21.7,-12.0,-15.3,260
16,HOOD,Robinhood,20260911,112.57,55.8,68.9,54.0,36.0,71.2,152.46,65.16,-26.2,13.3,16.4,260
17,RKLB,Rocket Lab,20260911,62.95,37.8,36.1,53.0,29.9,56.2,150.23,39.48,-58.1,-21.4,-39.8,260
18,PLTR,Palantir,20260911,167.23,49.2,60.5,72.9,27.4,73.9,207.18,107.27,-19.3,-6.6,25.5,260
19,GLW,Corning,20260911,166.4,57.0,43.4,48.3,30.2,69.2,255.21,74.82,-34.8,5.2,-6.0,260
20,MSFT,Microsoft,20260911,495.63,56.9,66.4,71.8,28.8,79.1,537.65,352.17,-7.8,-0.1,26.1,260
21,QCOM,Qualcomm,20260911,181.97,67.4,54.0,46.3,28.9,67.4,248.74,122.94,-26.8,11.0,-14.5,260
22,CRWV,CoreWeave,20260911,88.99,50.0,46.5,63.8,28.6,65.0,143.08,60.82,-37.8,-16.3,-24.0,260
23,ADBE,Adobe,20260911,252.23,42.5,61.5,63.6,27.7,69.3,367.46,193.41,-31.4,-6.8,21.7,260
24,MRNA,Moderna,20260911,143.97,61.2,64.9,57.3,36.7,92.2,174.38,22.36,-17.4,126.2,159.9,260
25,BMNR,Bitmine Immersion Technologies,20260911,25.03,61.0,68.2,56.6,30.2,79.8,63.2,13.31,-60.4,36.9,54.4,260
26,AMZN,Amazon,20260911,256.78,48.9,49.9,55.4,33.3,72.2,284.02,198.79,-9.6,-3.1,4.4,260
27,COHR,Coherent,20260911,305.37,52.6,40.4,51.6,28.3,63.6,426.89,102.99,-28.5,-6.7,-20.2,260
28,HPE,Hewlett Packard Enterprise,20260911,62.09,64.1,55.4,73.8,42.3,73.8,62.09,19.72,0.0,3.8,28.3,260
29,AAOI,Applied Optoelectronics,20260911,105.36,44.4,40.2,53.6,31.5,62.5,223.1,19.49,-52.8,-19.0,-38.3,260
30,COIN,Coinbase,20260911,175.26,51.6,60.9,48.2,33.0,67.0,387.27,141.09,-54.7,13.9,3.5,260
31,SMCI,Super Micro Computer,20260911,40.1,60.5,58.5,69.8,34.1,70.7,58.68,20.53,-31.7,2.4,37.2,260
32,UNH,UnitedHealth,20260911,379.09,35.5,49.8,40.3,33.3,72.0,436.35,257.55,-13.1,-5.0,-7.0,260
33,WDC,Western Digital,20260911,447.18,43.9,42.1,47.2,38.3,78.0,745.99,95.97,-40.1,-8.2,-34.3,260
34,MCD,McDonald's,20260911,252.53,32.3,40.1,50.1,32.3,55.8,334.5,252.53,-24.5,-6.6,-11.7,260
35,AVAV,AeroVironment,20260911,146.71,43.3,40.5,63.6,31.1,68.8,409.83,136.68,-64.2,-22.6,-12.0,260
36,CRWD,CrowdStrike,20260911,206.74,50.0,54.0,69.8,38.8,74.6,231,87.56,-10.5,-8.3,21.7,260
37,NOW,ServiceNow,20260911,132.53,52.8,65.7,66.7,36.2,74.4,192.23,83,-31.1,4.1,30.8,260
38,KO,Coca-Cola,20260911,88.29,51.5,54.0,60.8,47.0,73.2,91.99,64.35,-4.0,1.0,10.0,260
39,XE,X-Energy,20260911,14.93,37.3,46.7,64.4,29.0,67.8,35.98,13.83,-58.5,-34.3,-31.0,97
40,UBER,Uber Technologies,20260911,71.67,41.4,50.6,56.8,33.2,65.0,100.1,65.94,-28.4,-5.5,-2.2,260
41,APP,Applovin,20260911,323.96,46.1,38.0,29.5,26.6,62.3,733.6,298.59,-55.8,3.6,-37.1,260
42,IBM,IBM Corp,20260911,243.29,57.1,50.3,50.8,29.2,67.9,326.89,204.3,-25.6,2.6,-9.5,260
43,CRDO,Credo Technology,20260911,162.95,33.2,31.6,60.1,31.6,71.2,302.52,87.81,-46.1,-38.7,-31.9,260
44,VRT,Vertiv Holdings,20260911,257.06,45.1,49.3,51.5,26.9,63.5,376.15,134.69,-31.7,-10.5,-14.2,260
45,TEM,Tempus AI,20260911,59.01,48.3,57.7,58.6,31.6,75.1,103.25,41.55,-42.8,8.7,16.7,260
46,NKE,Nike,20260911,36.8,35.1,43.3,44.4,33.7,55.6,72.19,36.62,-49.0,-9.8,-17.4,260
47,NFLX,Netflix,20260911,77.4,48.0,63.7,62.0,19.1,67.3,124.13,67.6,-37.6,-1.1,-1.7,260
48,LULU,Lululemon Athletica,20260911,98.97,33.9,53.4,48.0,27.1,66.3,215.88,96.88,-54.2,-17.2,-14.3,260
49,PANW,Palo Alto Networks,20260911,330.65,43.0,43.0,72.8,41.8,81.4,396,141.67,-16.5,-16.5,18.1,260
50,VST,Vistra Energy,20260911,148.38,54.5,50.9,45.6,36.5,63.5,217.02,134.52,-31.6,1.4,-6.3,260
51,CBRS,Cerebras Systems,20260911,191.93,47.1,46.5,53.9,30.9,63.9,311.07,168.52,-38.3,-16.9,-9.6,83
52,OXY,Occidental Petroleum,20260911,61.46,63.8,60.1,56.9,25.7,67.8,65.63,38.38,-6.4,7.0,15.0,260
53,HPQ,HP Inc,20260911,35.48,71.8,63.9,70.9,38.7,72.8,35.48,17.52,0.0,14.5,47.5,260
54,AMAT,Applied Materials,20260911,456.49,41.7,33.0,49.5,33.0,78.2,722.23,166.88,-36.8,-14.5,-19.6,260
55,IONQ,IonQ Inc,20260911,36.75,41.1,45.2,57.1,25.5,60.3,82.09,26.59,-55.2,-18.3,-34.4,260
56,FIG,Figma Inc,20260911,23.2,43.2,47.4,57.8,34.3,69.1,71.08,16.84,-67.4,-12.0,29.0,260
57,ASTS,AST SpaceMobile,20260911,59.86,44.3,46.9,53.5,31.8,56.7,133.09,38.37,-55.0,-16.3,-27.2,260
58,NTAP,NetApp,20260911,199.28,61.6,48.8,75.7,43.3,76.7,207.08,93.35,-3.8,-2.8,24.0,260
59,NET,Cloudflare,20260911,306.53,55.5,48.6,73.3,44.1,73.3,330.83,160.19,-7.3,-7.3,32.7,260
60,CRM,Salesforce,20260911,247.72,64.9,81.9,65.6,30.0,81.9,264.88,150.12,-6.5,23.0,53.2,260
80,ANET,Arista Networks,20260911,199.59,57.1,51.5,63.4,40.1,69.2,210.5,116.13,-5.2,-2.0,18.8,260
81,RBLX,Roblox,20260911,45.5,63.9,52.9,37.6,26.6,68.6,141.56,35.54,-67.9,19.9,-7.8,260
82,WMT,Walmart,20260911,107.15,47.3,49.0,58.2,25.9,59.3,133.88,99.77,-20.0,-7.2,-11.3,260
83,VSH,Vishay Intertechnology,20260911,33.21,51.2,40.1,40.8,27.3,70.0,64.7,11.61,-48.7,-0.0,-44.8,260
84,MXL,MaxLinear,20260911,74.57,56.4,40.7,50.8,36.0,72.7,128.03,13.05,-41.8,-2.7,-11.6,260
86,PL,Planet Labs PBC,20260911,16.45,23.5,29.3,52.5,23.5,52.5,51.4,9.67,-68.0,-33.5,-41.7,260
87,TER,Teradyne,20260911,379.72,53.1,40.7,58.7,39.3,64.7,483.65,112.02,-21.5,-7.5,-7.2,260
88,PFE,Pfizer,20260911,27.72,53.4,68.9,67.4,25.1,77.4,29.02,22.05,-4.5,3.4,8.3,260
89,APLD,Applied Digital,20260911,26.42,45.8,42.6,50.4,26.4,57.2,49.65,17.18,-46.8,-13.7,-42.9,260
90,BA,Boeing,20260911,210.45,44.9,41.4,55.3,33.5,65.4,252.15,179.12,-16.5,-8.6,-7.5,260
91,U,Unity Software,20260911,43.96,60.3,54.1,84.4,44.6,84.8,49.47,17.13,-11.1,-4.0,56.7,260
92,CIEN,Ciena,20260911,349.54,43.3,32.8,57.2,30.4,57.2,627,131.28,-44.3,-21.1,-18.8,260
93,CEG,Constellation Energy,20260911,284.75,53.8,58.9,60.4,31.9,66.9,401.71,236.14,-29.1,2.3,6.4,260
94,ALB,Albemarle,20260911,117.52,35.3,48.9,55.3,25.1,67.8,214.35,73.8,-45.2,-9.6,-29.0,260
95,BAC,Bank of America,20260911,62.69,54.9,55.6,66.6,43.1,75.4,64.48,46.24,-2.8,-1.7,10.9,260
96,OSCR,Oscar Health,20260911,32.77,58.4,58.2,56.0,37.9,72.1,33.01,10.85,-0.7,6.5,14.7,260
97,DUOL,Duolingo,20260911,143.68,50.1,66.0,60.4,44.0,68.9,347.27,90.03,-58.6,-0.3,12.2,260
98,HUT,Hut 8,20260911,98.6,56.5,50.0,39.1,37.5,59.8,133.02,31.96,-25.9,18.9,-18.8,260
99,SIMO,Silicon Motion Technology,20260911,284.48,58.3,44.3,47.2,32.7,71.2,336.22,79.53,-15.4,14.2,0.8,260
100,RGTI,Rigetti Computing,20260911,15.27,44.3,42.8,59.2,31.8,60.0,56.34,12.9,-72.9,-18.0,-26.0,260
101,LRCX,Lam Research,20260911,298.22,45.2,42.1,56.2,31.1,72.2,433.33,114.94,-31.2,-11.5,-19.2,260
102,CVX,Chevron,20260911,214.06,69.5,71.2,62.2,28.0,72.3,214.06,142.76,0.0,9.2,19.9,260
103,PYPL,PayPal,20260911,53.72,42.9,48.6,74.8,32.3,81.4,75.29,38.74,-28.6,-11.1,23.4,260
104,TTWO,Take-Two Interactive Software,20260911,215.47,36.2,30.5,50.2,28.9,74.3,262.29,189.69,-17.9,-10.9,-6.3,260
105,JNJ,Johnson & Johnson,20260911,265.58,49.2,66.0,58.0,45.1,74.6,278.43,170.32,-4.6,1.8,13.5,260
106,TXN,Texas Instruments,20260911,268.7,51.8,37.0,43.3,36.1,65.0,330.59,150.79,-18.7,-1.7,-11.7,260
107,KLAC,KLA Corp,20260911,180.64,44.8,35.6,52.0,32.3,72.5,301.37,95.41,-40.1,-13.6,-23.8,260
108,PATH,UiPath,20260911,13.75,38.9,71.0,77.0,34.9,78.6,19.29,9.38,-28.7,-17.6,30.7,260
109,FRO,Frontline,20260911,49.21,75.3,65.1,59.0,42.0,77.5,49.21,19.11,0.0,21.4,24.8,260
110,MRK,Merck & Co,20260911,143.93,50.4,66.4,68.3,44.3,83.2,156.45,75.83,-8.0,6.2,25.0,260
111,FTNT,Fortinet,20260911,156.07,47.5,47.9,59.0,42.3,71.7,172.78,75.23,-9.7,-5.7,6.2,260
112,QBTS,D-Wave Quantum,20260911,16.8,42.5,40.9,53.7,31.3,57.4,44.78,12.98,-62.5,-19.6,-29.8,260
113,SMMT,Summit Therapeutics,20260911,17.55,67.0,69.3,48.1,34.0,71.1,26.38,12.43,-33.5,25.4,26.4,260
114,DIS,Disney,20260911,106.55,54.0,55.6,63.9,35.6,71.0,115.41,91.72,-7.7,1.7,6.0,260
115,ONTO,Onto Innovation,20260911,281.26,49.5,38.2,60.6,32.1,68.6,378.45,108.25,-25.7,-16.7,-11.0,260
116,VG,Venture Global,20260911,15.8,65.1,54.7,52.6,35.8,70.0,17.51,5.9,-9.7,16.7,42.5,260
117,INTU,Intuit,20260911,321.57,43.8,52.5,72.0,29.3,72.0,694.29,253.95,-53.7,-10.2,14.9,260
118,AAL,American Airlines,20260911,13.01,36.9,33.5,45.7,30.2,79.2,18.15,10.18,-28.3,-13.6,-17.2,260
119,APH,Amphenol,20260911,83.92,57.4,54.0,54.7,37.4,71.6,88.16,58.89,-4.8,1.3,5.8,260
120,PM,Philip Morris International,20260911,191.06,54.6,45.5,51.8,40.6,65.7,200.17,140.59,-4.6,1.1,4.7,260
121,DAL,Delta Air Lines,20260911,79.91,43.3,37.3,57.3,29.5,75.4,93.43,55.22,-14.5,-12.5,-3.6,260
122,TTD,The Trade Desk,20260911,14.34,47.1,52.0,36.0,27.3,54.6,54.13,13.03,-73.5,-1.5,-24.4,260
123,JOBY,Joby Aviation,20260911,6.39,33.8,38.3,52.5,31.6,59.8,19.57,6.31,-67.3,-22.6,-31.6,260
124,AZN,AstraZeneca,20260911,160.17,44.7,50.5,36.7,30.7,62.4,207.08,144.57,-22.7,1.9,-9.8,260
125,TXG,10x Genomics,20260911,68.59,68.4,62.4,73.2,55.6,75.2,68.59,11.34,0.0,18.0,116.0,260
126,FSLR,First Solar,20260911,209.03,47.1,43.5,47.5,31.5,64.0,318.25,184.7,-34.3,-6.6,-20.9,260
127,SNPS,Synopsys,20260911,397.38,44.5,50.3,51.4,22.7,71.7,534.56,372.33,-25.7,-3.5,-11.4,260
128,NU,Nu Holdings,20260911,14.62,49.0,62.8,50.3,44.0,67.3,18.76,11.6,-22.1,5.0,14.9,260
129,KTOS,Kratos Defense & Security Solutions,20260911,46.69,34.5,36.2,68.1,30.6,71.0,130.72,43.88,-64.3,-25.6,-17.1,260
130,VICR,Vicor,20260911,197.91,48.1,37.0,47.7,31.2,67.7,379.78,48.46,-47.9,-12.7,-38.2,260
131,GFS,GlobalFoundries,20260911,46.95,44.2,34.4,42.7,24.0,64.4,89.83,31.62,-47.7,-10.9,-41.2,260
132,DDOG,Datadog,20260911,221.21,44.3,39.3,49.6,36.3,71.8,288.15,102.61,-23.2,-12.3,-4.3,260
133,BSX,Boston Scientific,20260911,42.98,33.3,44.0,71.9,25.1,72.3,104.98,42.63,-59.1,-16.9,-8.4,260
134,V,Visa,20260911,370.45,50.7,59.6,57.8,47.0,76.8,384.14,294.36,-3.6,1.4,11.4,260
135,RVMD,Revolution Medicines,20260911,203.77,48.4,56.7,61.8,47.9,78.1,221.15,42.51,-7.9,0.9,30.1,260
136,ETN,Eaton,20260911,425.37,54.4,40.8,62.1,34.4,65.5,459.96,313.2,-7.5,-6.2,4.6,260
137,RBRK,Rubrik,20260911,86.65,44.7,50.7,78.4,40.8,78.4,107.02,43.81,-19.0,-17.5,25.3,260
138,ZM,Zoom Communications,20260911,95.57,44.8,48.2,72.6,32.2,72.9,111.88,72.72,-14.6,-13.0,3.8,260
