rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,SPCX,SpaceX,20260910,148.18,56.8,53.5,58.2,32.6,62.3,201.8,108.27,-26.6,1.4,-23.0,62
2,ORCL,Oracle,20260910,152.94,53.5,50.7,59.7,25.7,63.4,324.63,114.99,-52.9,-0.2,-20.3,260
3,NVDA,NVIDIA,20260910,218.36,50.0,56.7,62.4,37.6,64.4,235.2,164.79,-7.2,-2.4,2.9,260
4,AAPL,Apple,20260910,326.57,59.0,61.0,40.4,32.2,71.7,339.79,225.96,-3.9,8.0,10.3,260
5,TSLA,Tesla,20260910,363.56,53.7,53.5,41.4,25.4,60.5,489.88,298.32,-25.8,11.0,-11.6,260
6,INTC,Intel,20260910,100.32,54.8,42.8,50.0,31.5,67.3,140.94,24.08,-28.8,-0.6,-21.5,260
7,GOOG,Alphabet-C,20260910,330.39,41.1,41.9,45.6,32.3,62.5,398.54,236.87,-17.1,-3.4,-9.9,260
8,AVGO,Broadcom,20260910,360.83,41.4,42.1,58.3,34.4,64.9,480.81,292.95,-25.0,-13.3,-8.3,260
9,CRCL,Circle,20260910,90.32,54.7,58.8,56.3,30.7,72.1,150.48,50.23,-40.0,26.7,8.3,260
10,NBIS,NEBIUS,20260910,228.11,52.7,46.1,62.0,34.0,69.7,286.69,73.87,-20.4,-12.0,-12.3,260
11,BE,Bloom Energy,20260910,258.49,60.5,49.8,53.3,33.1,69.3,345.85,62.96,-25.3,9.0,-5.8,260
12,ADBE,Adobe,20260910,248.83,40.2,58.4,58.4,27.7,69.3,367.46,193.41,-32.3,-3.8,20.6,260
13,GOOGL,Alphabet-A,20260910,332.6,41.4,43.1,45.7,31.0,62.6,402.12,235.96,-17.3,-3.1,-9.9,260
14,MRVL,Marvell Technology,20260910,226.96,51.9,43.8,51.9,31.9,64.6,316.35,66.45,-28.3,4.6,-26.5,260
15,PLTR,Palantir,20260910,165.86,48.1,52.2,69.7,27.4,73.9,207.18,107.27,-19.9,-3.0,23.1,260
16,MSTR,Strategy,20260910,128.56,55.6,57.7,44.8,23.6,72.9,359.69,82.31,-64.3,35.6,-2.0,260
17,RKLB,Rocket Lab,20260910,61.96,35.3,34.5,54.3,29.9,56.2,150.23,39.48,-58.8,-23.7,-43.3,260
18,HOOD,Robinhood,20260910,113.33,56.6,56.5,47.9,36.0,71.2,152.46,65.16,-25.7,19.4,15.5,260
19,CRWV,CoreWeave,20260910,89.12,50.1,41.8,65.0,28.6,65.0,143.08,60.82,-37.7,-17.3,-16.5,260
20,MSFT,Microsoft,20260910,492.44,55.2,61.1,70.8,28.8,79.1,537.65,352.17,-8.4,0.2,23.4,260
21,AAOI,Applied Optoelectronics,20260910,103.29,43.0,41.5,57.6,31.5,62.5,223.1,19.49,-53.7,-25.2,-46.1,260
22,AMZN,Amazon,20260910,251.89,43.6,46.4,57.1,33.3,72.2,284.02,198.79,-11.3,-5.8,2.4,260
23,AVAV,AeroVironment,20260910,147.06,43.5,38.8,67.0,31.1,68.8,409.83,136.68,-64.1,-24.1,-14.5,260
24,GLW,Corning,20260910,163.12,54.9,41.8,52.7,30.2,69.2,255.21,74.28,-36.1,-2.4,-13.0,260
25,COHR,Coherent,20260910,293.17,49.1,41.4,57.1,28.3,63.6,426.89,102.99,-31.3,-17.6,-29.2,260
26,QCOM,Qualcomm,20260910,176.88,62.8,54.6,44.8,28.9,62.8,248.74,122.94,-28.9,9.1,-19.5,260
27,COIN,Coinbase,20260910,172.28,50.0,53.3,44.1,33.0,67.0,387.27,141.09,-55.5,15.6,1.6,260
