date,open,high,low,close,volume,position
2017-01-16,426.500,426.500,426.500,426.500,0,0
2017-01-17,426.500,437.500,423.750,433.750,0,0
2017-01-18,433.750,434.500,428.250,430.000,0,0
2017-01-19,430.000,430.750,422.750,423.000,0,0
2017-01-20,423.000,428.750,421.500,428.250,0,0
2017-01-23,428.250,433.750,427.500,433.250,0,0
2017-01-24,433.250,434.750,426.000,426.500,0,0
2017-01-25,426.500,428.750,423.000,425.750,0,0
2017-01-26,425.750,430.500,421.750,427.000,0,0
2017-01-27,427.000,427.500,419.250,420.500,0,0
2017-01-30,420.500,420.500,412.750,414.250,0,0
2017-01-31,414.250,420.500,413.000,420.500,0,0
2017-02-01,420.500,434.500,417.000,433.750,0,0
2017-02-02,433.750,437.750,429.750,434.250,0,0
2017-02-03,434.250,435.750,429.250,429.500,0,0
2017-02-06,429.500,432.250,422.250,423.000,0,0
2017-02-07,423.000,431.000,419.750,430.000,0,0
2017-02-08,430.000,433.250,427.500,431.750,0,0
2017-02-09,431.750,444.000,429.500,442.500,0,0
2017-02-10,442.500,450.750,441.000,447.500,0,0
2017-02-13,447.500,456.000,444.250,451.250,0,0
2017-02-14,451.250,452.000,446.250,450.000,0,0
2017-02-15,450.000,455.500,446.250,454.250,0,0
2017-02-16,468.000,477.000,458.500,458.750,0,0
2017-02-17,458.750,460.750,455.000,457.250,0,0
2017-02-20,457.250,457.250,457.250,457.250,0,0
2017-02-21,457.250,457.250,449.250,450.250,0,0
2017-02-22,450.250,458.000,450.000,456.750,0,0
2017-02-23,456.750,459.000,452.000,454.500,0,0
2017-02-24,454.500,454.500,445.750,447.750,0,0
2017-02-27,447.750,447.750,438.000,439.500,0,0
2017-02-28,439.500,454.500,439.000,444.250,0,0
2017-03-01,444.250,457.750,442.250,457.750,0,0
2017-03-02,457.750,459.500,449.750,452.250,0,0
2017-03-03,452.250,455.500,448.000,452.500,0,0
2017-03-06,452.500,462.500,452.500,459.000,0,0
2017-03-07,459.000,460.500,450.750,457.500,0,0
2017-03-08,457.500,457.500,445.250,447.500,0,0
2017-03-09,447.500,450.750,442.250,445.000,0,0
2017-03-10,445.000,446.500,439.500,440.750,0,0
2017-03-13,440.750,442.000,430.000,430.250,0,0
2017-03-14,431.250,434.500,428.500,430.000,0,0
2017-03-15,431.000,437.000,430.500,435.750,0,0
2017-03-16,436.250,440.750,434.500,435.500,0,0
2017-03-17,435.250,437.750,433.000,436.500,0,0
2017-03-20,439.250,442.750,429.000,429.750,0,0
2017-03-21,430.250,430.500,423.000,426.000,0,0
2017-03-22,427.000,427.250,421.250,421.500,0,0
2017-03-23,421.750,424.750,420.000,420.750,0,0
2017-03-24,421.000,426.250,420.750,425.250,0,0
2017-03-27,425.750,425.750,418.250,420.000,0,0
2017-03-28,420.750,425.750,419.250,424.250,0,0
2017-03-29,423.750,427.500,422.500,425.000,0,0
2017-03-30,425.000,426.250,419.500,420.250,0,0
2017-03-31,422.000,432.250,416.500,427.000,0,0
2017-04-03,430.250,434.000,427.000,428.000,0,0
2017-04-04,426.750,432.250,425.750,427.500,0,0
2017-04-05,427.000,430.500,425.000,429.000,0,0
2017-04-06,429.000,430.750,421.750,422.500,0,0
2017-04-07,422.500,425.250,419.500,424.750,0,0
2017-04-10,423.250,429.000,422.500,428.250,0,0
2017-04-11,428.000,434.750,423.750,433.000,0,0
2017-04-12,433.250,436.500,431.500,433.250,0,0
2017-04-13,432.750,436.000,428.750,429.250,0,0
2017-04-14,429.250,429.250,429.250,429.250,0,0
2017-04-17,443.250,444.750,433.750,435.500,0,0
2017-04-18,436.500,437.750,432.750,436.000,0,0
2017-04-19,436.000,440.500,432.750,434.250,0,0
2017-04-20,433.500,437.000,421.000,421.250,0,0
2017-04-21,421.250,424.000,416.250,421.000,0,0
2017-04-24,423.750,425.000,418.000,419.250,0,0
2017-04-25,419.000,429.250,416.000,427.500,0,0
2017-04-26,427.500,432.500,424.500,426.000,0,0
2017-04-27,426.000,433.000,425.000,431.000,0,0
2017-04-28,430.750,434.500,429.500,431.750,0,0
2017-05-01,439.750,457.000,438.750,454.500,0,0
2017-05-02,456.750,461.500,448.250,453.500,0,0
2017-05-03,453.000,456.000,445.750,452.500,0,0
2017-05-04,453.750,455.250,436.000,437.250,0,0
2017-05-05,438.000,444.000,436.000,442.750,0,0
2017-05-08,440.750,441.500,432.750,433.750,0,0
2017-05-09,433.750,434.500,428.500,429.750,0,0
2017-05-10,429.000,435.750,426.000,433.000,0,0
2017-05-11,431.750,435.500,428.500,434.250,0,0
2017-05-12,434.000,437.750,431.250,433.250,0,0
2017-05-15,430.500,431.000,421.500,423.000,0,0
2017-05-16,423.000,426.000,420.250,423.500,0,0
2017-05-17,423.000,432.250,421.500,429.000,0,0
2017-05-18,429.250,429.250,421.250,426.500,0,0
2017-05-19,425.750,436.750,425.750,436.250,0,0
2017-05-22,437.000,442.500,434.000,436.500,0,0
2017-05-23,433.750,435.750,428.000,429.750,0,0
2017-05-24,429.250,433.000,427.500,431.500,0,0
2017-05-25,431.750,436.000,430.250,430.750,0,0
2017-05-26,430.250,439.000,429.250,438.750,0,0
2017-05-29,438.750,438.750,438.750,438.750,0,0
2017-05-30,438.500,439.250,426.250,430.750,0,0
2017-05-31,433.500,436.000,428.250,429.750,0,0
2017-06-01,429.500,431.250,421.250,429.500,0,0
2017-06-02,428.000,434.000,426.500,429.000,0,0
2017-06-05,429.250,433.250,425.500,429.750,0,0
2017-06-06,429.500,440.750,429.250,436.000,0,0
2017-06-07,437.500,448.750,437.500,445.750,0,0
2017-06-08,446.500,455.750,446.000,447.500,0,0
2017-06-09,448.750,454.250,443.750,446.000,0,0
2017-06-12,443.000,444.000,431.250,434.000,0,0
2017-06-13,437.000,446.250,436.750,444.750,0,0
2017-06-14,445.250,452.250,441.750,443.250,0,0
2017-06-15,443.250,457.250,437.250,455.750,0,0
2017-06-16,470.250,484.250,470.250,482.250,0,0
2017-06-19,479.000,489.250,475.000,480.000,0,0
2017-06-20,484.000,490.000,478.250,488.000,0,0
2017-06-21,488.000,489.000,478.500,479.250,0,0
2017-06-22,479.750,480.000,470.500,476.250,0,0
2017-06-23,463.500,467.000,459.000,460.000,0,0
2017-06-26,457.500,460.750,449.250,451.250,0,0
2017-06-27,451.000,457.000,449.250,453.250,0,0
2017-06-28,453.000,459.250,451.500,456.500,0,0
2017-06-29,456.250,483.750,456.250,481.000,0,0
2017-06-30,480.250,511.500,480.250,511.000,0,0
2017-07-03,534.250,556.000,533.500,555.000,0,0
2017-07-04,555.000,555.000,555.000,555.000,0,0
2017-07-05,555.000,574.500,536.750,559.750,0,0
2017-07-06,559.250,559.750,535.000,539.000,0,0
2017-07-07,537.250,545.750,530.000,532.250,0,0
2017-07-10,542.750,553.500,540.250,550.500,0,0
2017-07-11,552.750,559.250,540.750,551.250,0,0
2017-07-12,548.250,552.250,534.750,536.750,0,0
2017-07-13,535.000,535.000,509.250,514.250,0,0
2017-07-14,513.500,520.500,507.000,512.750,0,0
2017-07-17,509.250,512.000,502.750,506.000,0,0
2017-07-18,508.500,517.750,503.000,504.250,0,0
2017-07-19,504.250,509.000,500.000,504.250,0,0
2017-07-20,503.500,508.250,495.000,505.000,0,0
2017-07-21,506.750,510.250,497.500,501.250,0,0
2017-07-24,495.000,496.250,483.000,488.750,0,0
2017-07-25,495.250,495.250,473.250,474.750,0,0
2017-07-26,475.250,481.000,473.000,478.250,0,0
2017-07-27,478.750,485.500,477.500,479.250,0,0
2017-07-28,480.500,489.250,478.000,481.500,0,0
2017-07-31,479.000,479.250,471.500,476.250,0,0
2017-08-01,470.000,478.000,460.500,461.000,0,0
2017-08-02,462.250,466.750,455.750,461.250,0,0
2017-08-03,461.500,463.750,454.250,457.500,0,0
2017-08-04,457.500,461.500,453.500,455.500,0,0
2017-08-07,458.000,464.000,454.250,463.750,0,0
2017-08-08,463.750,468.000,454.750,457.250,0,0
2017-08-09,457.250,461.500,454.000,459.000,0,0
2017-08-10,458.500,462.000,439.250,442.000,0,0
2017-08-11,442.250,444.000,434.500,438.500,0,0
2017-08-14,437.000,441.750,431.000,440.250,0,0
2017-08-15,440.250,440.250,428.000,428.500,0,0
2017-08-16,429.000,435.750,417.000,419.500,0,0
2017-08-17,420.250,422.250,412.250,414.750,0,0
2017-08-18,413.250,417.750,412.000,417.500,0,0
2017-08-21,414.750,418.750,408.750,409.250,0,0
2017-08-22,411.000,413.000,402.000,402.750,0,0
2017-08-23,402.750,408.500,401.250,403.250,0,0
2017-08-24,402.750,411.250,400.750,408.750,0,0
2017-08-25,409.250,412.750,408.500,409.500,0,0
2017-08-28,407.250,410.000,398.750,399.750,0,0
2017-08-29,399.500,404.000,394.500,403.500,0,0
2017-08-30,403.250,407.000,400.000,404.500,0,0
2017-08-31,404.250,411.000,403.500,410.000,0,0
2017-09-01,433.750,440.000,433.250,439.750,0,0
2017-09-04,439.750,439.750,439.750,439.750,0,0
2017-09-05,441.000,446.750,439.500,441.500,0,0
2017-09-06,439.750,448.000,439.250,446.250,0,0
2017-09-07,445.500,446.250,435.750,437.250,0,0
2017-09-08,437.000,442.000,435.500,437.750,0,0
2017-09-11,438.000,440.000,431.500,434.750,0,0
2017-09-12,433.750,437.750,428.250,436.750,0,0
2017-09-13,441.750,449.750,441.250,444.000,0,0
2017-09-14,443.750,450.500,441.750,443.250,0,0
2017-09-15,443.500,450.250,440.750,448.250,0,0
2017-09-18,448.000,450.750,442.250,442.750,0,0
2017-09-19,442.500,446.750,435.750,443.750,0,0
2017-09-20,443.250,452.000,442.750,451.500,0,0
2017-09-21,451.500,454.500,445.500,452.750,0,0
2017-09-22,452.250,455.000,448.000,449.750,0,0
2017-09-25,448.750,454.750,444.000,454.000,0,0
2017-09-26,452.750,460.750,451.500,453.250,0,0
2017-09-27,454.250,462.750,449.000,461.000,0,0
2017-09-28,462.000,462.000,454.000,455.000,0,0
2017-09-29,455.750,459.000,446.250,449.000,0,0
2017-10-02,446.750,448.500,439.500,444.750,0,0
2017-10-03,445.000,450.500,443.250,448.250,0,0
2017-10-04,448.250,449.250,441.500,442.000,0,0
2017-10-05,442.750,444.000,438.000,441.500,0,0
2017-10-06,440.750,444.750,438.750,443.500,0,0
2017-10-09,443.500,445.750,435.500,436.000,0,0
2017-10-10,436.250,439.750,434.000,435.250,0,0
2017-10-11,434.250,435.500,429.750,433.250,0,0
2017-10-12,432.500,437.750,428.000,430.750,0,0
2017-10-13,430.500,440.750,430.500,439.750,0,0
2017-10-16,440.500,442.750,435.500,436.250,0,0
2017-10-17,436.750,440.750,433.500,434.750,0,0
2017-10-18,434.500,435.250,429.000,429.750,0,0
2017-10-19,430.250,436.250,429.500,432.500,0,0
2017-10-20,433.000,436.000,425.000,426.000,0,0
2017-10-23,426.250,438.250,423.750,436.250,0,0
2017-10-24,438.000,438.750,433.000,438.750,0,0
2017-10-25,438.000,443.000,433.750,434.750,0,0
2017-10-26,435.750,437.500,431.000,431.500,0,0
2017-10-27,430.750,431.250,424.750,427.000,0,0
2017-10-30,427.750,428.000,422.500,425.000,0,0
2017-10-31,425.500,426.250,416.250,419.500,0,0
2017-11-01,418.500,422.000,416.500,417.750,0,0
2017-11-02,418.000,426.750,417.500,426.750,0,0
2017-11-03,427.250,429.000,422.250,426.000,0,0
2017-11-06,426.000,431.250,426.000,430.750,0,0
2017-11-07,430.750,431.000,424.000,427.000,0,0
2017-11-08,427.000,427.500,419.000,426.250,0,0
2017-11-09,426.250,432.000,423.750,429.500,0,0
2017-11-10,429.500,434.250,426.750,430.750,0,0
2017-11-13,430.750,432.000,422.250,424.750,0,0
2017-11-14,424.750,429.500,423.250,427.500,0,0
2017-11-15,427.500,428.250,418.000,420.750,0,0
2017-11-16,420.750,424.500,419.500,421.500,0,0
2017-11-17,421.500,428.000,421.000,427.500,0,0
2017-11-20,427.500,428.000,419.250,421.500,0,0
2017-11-21,421.500,428.750,420.250,424.750,0,0
2017-11-22,424.750,426.250,420.750,423.000,0,0
2017-11-23,423.000,423.000,423.000,423.000,0,0
2017-11-24,423.000,423.000,412.500,414.750,0,0
2017-11-27,414.750,416.000,408.750,409.500,0,0
2017-11-28,409.500,412.250,405.250,410.250,0,0
2017-11-29,410.250,417.250,410.250,417.000,0,0
2017-11-30,417.000,417.000,407.750,409.250,0,0
2017-12-01,433.000,439.000,432.000,438.750,0,0
2017-12-04,438.750,443.000,434.250,434.500,0,0
2017-12-05,434.500,436.250,431.000,432.000,0,0
2017-12-06,432.000,433.500,424.500,425.250,0,0
2017-12-07,425.250,425.750,419.500,421.500,0,0
2017-12-08,421.500,424.750,417.750,418.000,0,0
2017-12-11,418.000,418.750,410.750,414.000,0,0
2017-12-12,414.000,418.750,410.500,411.500,0,0
2017-12-13,411.500,417.250,411.000,416.250,0,0
2017-12-14,416.250,420.750,416.000,418.750,0,0
2017-12-15,418.750,421.500,415.000,418.500,0,0
2017-12-18,418.500,423.500,418.500,420.500,0,0
2017-12-19,420.500,424.000,419.000,419.000,0,0
2017-12-20,419.000,424.500,416.250,424.000,0,0
2017-12-21,424.000,427.500,422.500,427.000,0,0
2017-12-22,427.000,429.000,424.250,425.000,0,0
2017-12-25,425.000,425.000,425.000,425.000,0,0
2017-12-26,425.000,426.750,420.750,422.250,0,0
2017-12-27,422.250,428.250,420.750,427.250,0,0
2017-12-28,427.500,428.750,425.250,426.750,0,0
2017-12-29,426.750,428.000,424.000,427.250,0,0
2018-01-01,427.250,427.250,427.250,427.250,0,0
2018-01-02,427.250,436.250,427.250,434.250,0,0
2018-01-03,434.250,437.000,432.000,435.000,0,0
2018-01-04,435.000,436.000,431.000,433.500,0,0
2018-01-05,433.500,433.750,427.500,431.000,0,0
2018-01-08,431.000,432.250,425.750,427.000,0,0
2018-01-09,427.000,433.750,425.250,431.750,0,0
2018-01-10,431.750,435.000,431.500,434.000,0,0
2018-01-11,434.000,434.500,428.500,433.750,0,0
2018-01-12,433.750,436.000,418.750,420.500,0,0
2018-01-15,420.500,420.500,420.500,420.500,0,0
2018-01-16,420.500,422.750,413.250,416.250,0,0
2018-01-17,416.250,423.250,415.500,421.500,0,0
2018-01-18,421.500,425.750,421.250,424.750,0,0
2018-01-19,425.250,427.250,421.500,423.250,0,0
2018-01-22,423.250,427.500,423.250,425.500,0,0
2018-01-23,425.500,425.500,419.750,421.750,0,0
2018-01-24,421.750,433.750,420.750,432.500,0,0
2018-01-25,432.500,438.750,429.500,434.250,0,0
2018-01-26,434.250,442.500,434.250,442.250,0,0
2018-01-29,442.250,449.750,442.250,449.000,0,0
2018-01-30,449.000,458.500,449.000,458.000,0,0
2018-01-31,458.000,458.750,447.500,451.500,0,0
2018-02-01,449.500,451.500,443.250,451.250,0,0
2018-02-02,451.250,451.250,445.000,447.000,0,0
2018-02-05,447.000,447.000,438.750,442.000,0,0
2018-02-06,442.000,447.750,438.750,446.750,0,0
2018-02-07,446.750,461.750,446.750,461.000,0,0
2018-02-08,461.000,464.500,451.250,456.500,0,0
2018-02-09,456.500,456.500,448.250,449.250,0,0
2018-02-12,449.250,465.000,449.250,464.250,0,0
2018-02-13,464.250,467.250,459.000,459.250,0,0
2018-02-14,459.250,460.500,453.750,454.750,0,0
2018-02-15,454.750,463.500,452.250,461.250,0,0
2018-02-16,461.250,464.500,456.750,458.000,0,0
2018-02-19,458.000,458.000,458.000,458.000,0,0
2018-02-20,458.000,463.250,449.000,449.250,0,0
2018-02-21,449.250,452.000,445.500,447.500,0,0
2018-02-22,447.500,452.000,444.750,450.750,0,0
2018-02-23,450.750,456.250,450.750,452.000,0,0
2018-02-26,452.000,464.000,452.000,460.250,0,0
2018-02-27,460.250,465.750,460.250,464.500,0,0
2018-02-28,464.500,487.500,464.000,482.750,0,0
2018-03-01,495.500,518.000,489.500,516.000,0,0
2018-03-02,516.000,518.500,493.250,499.000,0,0
2018-03-05,499.000,510.250,495.250,507.000,0,0
2018-03-06,507.000,507.750,495.250,506.000,0,0
2018-03-07,506.000,509.750,496.000,497.250,0,0
2018-03-08,497.250,502.500,490.250,499.250,0,0
2018-03-09,499.250,499.500,486.000,490.250,0,0
2018-03-12,488.750,492.750,483.000,491.250,0,0
2018-03-13,490.250,498.000,484.750,486.250,0,0
2018-03-14,485.250,490.500,483.000,489.500,0,0
2018-03-15,488.750,493.250,476.000,479.500,0,0
2018-03-16,478.500,482.250,467.000,468.250,0,0
2018-03-19,464.750,466.000,450.250,452.250,0,0
2018-03-20,450.000,457.500,450.000,453.250,0,0
2018-03-21,453.750,454.500,446.750,454.250,0,0
2018-03-22,453.000,459.750,451.250,456.500,0,0
2018-03-23,455.000,461.750,446.500,460.000,0,0
2018-03-26,462.250,463.750,451.250,454.250,0,0
2018-03-27,454.000,457.500,448.750,448.750,0,0
2018-03-28,449.250,452.500,444.500,445.500,0,0
2018-03-29,447.000,455.750,441.500,451.750,0,0
2018-03-30,451.750,455.750,441.500,451.750,0,0
2018-04-02,454.250,457.250,445.750,446.750,0,0
2018-04-03,448.500,463.500,448.250,456.250,0,0
2018-04-04,456.250,461.500,447.000,455.500,0,0
2018-04-05,458.000,466.000,456.500,463.000,0,0
2018-04-06,461.000,472.750,459.250,472.000,0,0
2018-04-09,476.750,493.750,474.750,489.750,0,0
2018-04-10,491.250,494.000,481.750,490.500,0,0
2018-04-11,490.750,492.000,483.000,484.500,0,0
2018-04-12,484.000,484.750,474.750,480.750,0,0
2018-04-13,480.750,481.250,469.500,474.000,0,0
2018-04-16,466.250,470.250,461.500,463.000,0,0
2018-04-17,463.000,470.750,461.500,466.250,0,0
2018-04-18,466.500,476.000,465.500,475.250,0,0
2018-04-19,476.750,480.000,471.750,476.750,0,0
2018-04-20,476.250,476.750,462.250,463.500,0,0
2018-04-23,463.000,469.000,458.750,462.250,0,0
2018-04-24,461.500,473.000,455.500,472.500,0,0
2018-04-25,474.000,488.500,472.250,485.750,0,0
2018-04-26,486.250,491.500,476.500,480.500,0,0
2018-04-27,480.500,495.750,480.250,495.000,0,0
2018-04-30,511.000,515.500,503.250,515.500,0,0
2018-05-01,513.500,530.000,506.000,528.750,0,0
2018-05-02,529.000,534.500,521.000,526.750,0,0
2018-05-03,526.000,538.500,520.500,537.500,0,0
2018-05-04,537.250,537.250,523.500,524.250,0,0
2018-05-07,522.500,524.000,510.500,511.500,0,0
2018-05-08,509.000,520.250,506.750,515.500,0,0
2018-05-09,515.250,515.500,506.250,510.750,0,0
2018-05-10,510.750,515.000,500.250,505.750,0,0
2018-05-11,503.500,505.250,497.000,497.500,0,0
2018-05-14,497.750,498.250,490.250,491.500,0,0
2018-05-15,491.000,496.250,486.250,494.500,0,0
2018-05-16,493.750,498.750,491.000,496.000,0,0
2018-05-17,495.750,505.000,495.000,497.500,0,0
2018-05-18,497.500,518.750,495.250,518.250,0,0
2018-05-21,522.500,525.500,504.250,507.500,0,0
2018-05-22,506.250,530.250,502.750,521.250,0,0
2018-05-23,520.250,531.750,517.250,531.500,0,0
2018-05-24,530.750,545.250,529.250,530.500,0,0
2018-05-25,529.250,544.750,528.250,544.500,0,0
2018-05-28,544.500,544.500,544.500,544.500,0,0
2018-05-29,549.000,554.000,531.500,538.000,0,0
2018-05-30,534.500,534.750,516.500,522.750,0,0
2018-05-31,521.000,531.750,515.250,524.750,0,0
2018-06-01,524.500,528.000,518.250,523.000,0,0
2018-06-04,519.500,521.000,503.250,507.250,0,0
2018-06-05,507.250,518.750,506.000,509.500,0,0
2018-06-06,509.750,531.250,507.500,522.000,0,0
2018-06-07,520.000,537.000,519.250,527.500,0,0
2018-06-08,528.500,533.500,514.250,523.250,0,0
2018-06-11,520.000,528.250,511.750,514.750,0,0
2018-06-12,513.750,538.250,510.250,535.000,0,0
2018-06-13,534.500,538.750,514.500,517.500,0,0
2018-06-14,515.500,517.000,498.250,502.250,0,0
2018-06-15,502.000,508.750,487.000,499.750,0,0
2018-06-18,494.250,499.000,487.750,490.000,0,0
2018-06-19,489.500,490.500,467.500,480.000,0,0
2018-06-20,477.750,490.000,474.750,489.250,0,0
2018-06-21,491.500,498.750,482.250,496.250,0,0
2018-06-22,495.500,497.500,487.000,489.500,0,0
2018-06-25,489.750,491.000,473.750,477.000,0,0
2018-06-26,479.500,481.750,466.750,471.000,0,0
2018-06-27,470.000,482.250,468.750,478.500,0,0
2018-06-28,478.500,485.250,474.250,478.000,0,0
2018-06-29,484.750,509.000,483.250,502.000,0,0
2018-07-02,501.750,509.750,479.500,481.500,0,0
2018-07-03,481.750,493.000,481.500,490.750,0,0
2018-07-04,490.750,490.750,490.750,490.750,0,0
2018-07-05,490.750,508.500,490.750,505.250,0,0
2018-07-06,504.000,516.250,498.250,513.750,0,0
2018-07-09,511.000,511.750,503.500,508.000,0,0
2018-07-10,505.500,507.750,488.000,492.250,0,0
2018-07-11,488.500,490.500,471.250,474.000,0,0
2018-07-12,474.000,488.500,473.000,483.750,0,0
2018-07-13,483.250,497.750,481.250,497.000,0,0
2018-07-16,494.250,498.500,486.750,488.250,0,0
2018-07-17,491.250,504.250,487.750,498.500,0,0
2018-07-18,498.750,505.000,493.750,494.250,0,0
2018-07-19,493.250,505.750,490.250,503.000,0,0
2018-07-20,503.000,519.750,503.000,515.500,0,0
2018-07-23,518.250,522.500,512.000,512.500,0,0
2018-07-24,511.250,516.250,505.250,510.750,0,0
2018-07-25,512.000,545.250,511.500,542.000,0,0
2018-07-26,544.500,553.750,532.000,535.500,0,0
2018-07-27,535.750,542.000,525.250,530.250,0,0
2018-07-30,533.000,551.750,532.750,545.000,0,0
2018-07-31,544.750,565.000,540.500,554.500,0,0
2018-08-01,554.750,566.000,550.750,559.250,0,0
2018-08-02,559.250,593.000,559.000,561.750,0,0
2018-08-03,564.000,567.750,554.000,558.750,0,0
2018-08-06,552.000,576.250,551.500,573.750,0,0
2018-08-07,575.500,586.250,564.000,568.250,0,0
2018-08-08,569.000,578.000,564.500,570.750,0,0
2018-08-09,570.500,573.750,561.750,563.750,0,0
2018-08-10,564.000,574.000,545.750,546.500,0,0
2018-08-13,547.250,549.750,530.500,536.500,0,0
2018-08-14,534.750,544.250,532.250,541.250,0,0
2018-08-15,540.750,542.750,528.250,532.500,0,0
2018-08-16,532.000,547.750,531.000,542.000,0,0
2018-08-17,541.750,563.000,535.000,560.000,0,0
2018-08-20,562.250,562.750,540.750,542.250,0,0
2018-08-21,543.000,543.000,526.250,527.500,0,0
2018-08-22,527.250,533.000,520.500,528.250,0,0
2018-08-23,530.500,531.250,515.500,523.250,0,0
2018-08-24,522.000,522.000,513.000,513.500,0,0
2018-08-27,513.750,513.750,499.000,501.000,0,0
2018-08-28,499.500,504.250,494.750,498.000,0,0
2018-08-29,497.500,520.000,496.000,515.500,0,0
2018-08-30,520.000,525.000,502.500,508.000,0,0
2018-08-31,537.000,548.000,535.250,546.500,0,0
2018-09-03,546.500,546.500,546.500,546.500,0,0
2018-09-04,537.750,542.500,519.500,531.750,0,0
2018-09-05,531.500,538.250,521.250,521.750,0,0
2018-09-06,523.000,524.500,512.500,514.500,0,0
2018-09-07,513.500,514.500,507.500,513.000,0,0
2018-09-10,511.750,529.000,508.250,528.500,0,0
2018-09-11,528.000,532.750,517.250,517.750,0,0
2018-09-12,519.250,529.250,500.250,506.250,0,0
2018-09-13,505.750,510.000,495.250,497.000,0,0
2018-09-14,496.750,514.250,496.000,511.750,0,0
2018-09-17,512.750,517.750,505.500,507.750,0,0
2018-09-18,507.750,514.250,506.500,511.000,0,0
2018-09-19,511.000,523.250,510.500,523.000,0,0
2018-09-20,523.000,525.750,516.000,522.250,0,0
2018-09-21,521.250,524.250,515.000,522.500,0,0
2018-09-24,521.500,531.250,520.000,526.250,0,0
2018-09-25,524.750,525.750,516.250,521.000,0,0
2018-09-26,521.500,527.000,516.750,518.250,0,0
2018-09-27,518.000,522.000,511.250,513.000,0,0
2018-09-28,512.250,518.000,505.500,510.500,0,0
2018-10-01,510.500,515.250,505.500,510.750,0,0
2018-10-02,510.750,524.750,505.250,520.250,0,0
2018-10-03,521.750,527.250,514.250,515.250,0,0
2018-10-04,516.250,520.750,513.750,517.750,0,0
2018-10-05,517.500,524.500,517.250,523.000,0,0
2018-10-08,525.250,525.500,512.750,513.500,0,0
2018-10-09,513.000,520.500,511.250,516.000,0,0
2018-10-10,516.750,518.000,510.250,510.250,0,0
2018-10-11,510.500,521.000,506.500,507.250,0,0
2018-10-12,507.500,519.000,507.250,517.750,0,0
2018-10-15,518.750,526.000,514.750,524.750,0,0
2018-10-16,525.500,527.000,521.000,523.250,0,0
2018-10-17,523.000,523.500,516.000,516.500,0,0
2018-10-18,515.500,519.500,511.000,512.500,0,0
2018-10-19,513.000,518.500,510.750,513.750,0,0
2018-10-22,513.500,513.750,507.250,508.500,0,0
2018-10-23,508.250,511.250,505.250,508.750,0,0
2018-10-24,510.750,510.750,496.750,500.250,0,0
2018-10-25,499.750,499.750,485.500,486.250,0,0
2018-10-26,487.250,506.750,486.750,504.750,0,0
2018-10-29,510.250,515.000,502.750,506.500,0,0
2018-10-30,505.500,507.500,497.000,499.750,0,0
2018-10-31,498.500,501.250,490.000,501.250,0,0
2018-11-01,500.750,510.000,500.500,506.500,0,0
2018-11-02,508.000,509.750,502.750,508.500,0,0
2018-11-05,508.500,512.250,503.750,506.750,0,0
2018-11-06,506.750,514.000,505.500,511.250,0,0
2018-11-07,512.500,514.250,507.250,509.500,0,0
2018-11-08,509.500,517.000,503.250,507.250,0,0
2018-11-09,507.500,508.000,500.750,502.250,0,0
2018-11-12,502.250,520.750,501.250,518.750,0,0
2018-11-13,518.250,520.750,506.000,506.500,0,0
2018-11-14,506.500,511.000,501.000,503.750,0,0
2018-11-15,503.750,509.000,503.000,505.500,0,0
2018-11-16,505.500,508.750,502.750,506.750,0,0
2018-11-19,506.750,507.250,496.000,498.000,0,0
2018-11-20,497.500,502.500,495.500,500.750,0,0
2018-11-21,500.750,504.250,497.750,498.000,0,0
2018-11-22,498.000,498.000,498.000,498.000,0,0
2018-11-23,498.000,507.500,498.000,499.750,0,0
2018-11-26,499.750,508.000,499.750,507.500,0,0
2018-11-27,507.500,510.000,497.500,497.500,0,0
2018-11-28,497.500,501.000,494.750,497.500,0,0
2018-11-29,497.500,501.500,492.000,496.501,0,0
2018-11-30,507.750,519.250,507.250,515.495,0,0
2018-12-03,515.500,529.500,515.500,519.251,0,0
2018-12-04,519.250,523.250,516.000,521.751,0,0
2018-12-05,521.750,522.000,513.500,518.251,0,0
2018-12-06,518.250,518.500,510.000,515.251,0,0
2018-12-07,515.250,532.000,515.250,531.752,0,0
2018-12-10,531.750,531.750,524.500,524.501,0,0
2018-12-11,524.500,529.000,517.500,521.501,0,0
2018-12-12,521.500,528.750,521.500,526.001,0,0
2018-12-13,526.000,538.500,526.000,535.001,0,0
2018-12-14,535.000,538.000,527.750,530.002,0,0
2018-12-17,530.000,537.500,530.000,535.001,0,0
2018-12-18,535.000,536.000,530.000,532.251,0,0
2018-12-19,532.750,533.000,521.500,522.751,0,0
2018-12-20,522.750,527.750,521.250,522.501,0,0
2018-12-21,522.500,524.000,512.250,513.504,0,0
2018-12-24,513.500,518.000,511.000,516.001,0,0
2018-12-25,516.001,516.000,516.000,516.001,0,0
2018-12-26,516.000,520.750,509.000,510.251,0,0
2018-12-27,510.250,513.000,507.250,511.001,0,0
2018-12-28,511.000,514.000,509.500,511.253,0,0
2018-12-31,511.250,513.500,503.000,503.001,0,0
2019-01-01,503.001,503.000,503.000,503.001,0,0
2019-01-02,503.000,510.750,501.250,508.251,0,0
2019-01-03,508.250,516.000,506.000,514.001,0,0
2019-01-04,513.750,518.750,513.000,516.004,0,0
2019-01-07,516.000,518.500,513.500,516.501,0,0
2019-01-08,516.500,524.500,513.750,519.251,0,0
