rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,ORCL,Oracle,20260911,150.28,51.1,57.6,61.5,25.7,63.4,324.45,114.99,-53.7,-3.8,-19.9,260
2,NVDA,NVIDIA,20260911,218.29,49.9,59.2,63.2,37.6,64.4,235.2,164.79,-7.2,-3.0,5.4,260
3,AAPL,Apple,20260911,332.27,62.8,63.5,43.2,32.2,71.7,339.79,229.18,-2.2,8.8,11.1,260
4,TSLA,Tesla,20260911,365.44,54.5,60.5,47.7,25.4,60.5,489.88,298.32,-25.4,7.5,-9.7,260
5,SPCX,SpaceX,20260911,151.21,59.1,60.3,55.5,32.6,62.3,201.8,108.27,-25.1,7.0,-25.1,63
6,BE,Bloom Energy,20260911,275.75,65.0,57.4,53.1,33.1,69.3,345.85,67.02,-20.3,16.7,-1.8,260
7,INTC,Intel,20260911,102.94,57.5,45.5,53.4,31.5,67.3,140.94,24.08,-27.0,-1.5,-12.1,260
8,GOOG,Alphabet-C,20260911,335.45,46.3,46.9,46.5,32.3,62.5,398.54,236.87,-15.8,-2.4,-9.5,260
9,AVGO,Broadcom,20260911,361.99,42.2,37.5,59.1,34.4,64.9,480.81,292.95,-24.7,-13.4,-3.8,260
10,GOOGL,Alphabet-A,20260911,338.5,46.9,47.8,47.3,31.0,62.6,402.12,235.96,-15.8,-2.2,-9.3,260
11,RKLB,Rocket Lab,20260911,62.95,37.8,36.1,53.0,29.9,56.2,150.23,39.48,-58.1,-21.4,-39.8,260
12,CRCL,Circle,20260911,90.6,54.9,68.4,61.4,30.7,72.1,150.48,50.23,-39.8,20.2,13.6,260
13,NKE,Nike,20260911,36.8,35.1,43.3,44.4,33.7,55.6,72.19,36.62,-49.0,-9.8,-17.4,260
14,HPE,Hewlett Packard Enterprise,20260911,62.09,64.1,55.4,73.8,42.3,73.8,62.09,19.72,0.0,3.8,28.3,260
15,MSTR,Strategy,20260911,130.97,57.0,67.8,47.8,23.6,72.9,359.69,82.31,-63.6,34.9,6.6,260
16,GLW,Corning,20260911,166.4,57.0,43.4,48.3,30.2,69.2,255.21,74.82,-34.8,5.2,-6.0,260
17,MRVL,Marvell Technology,20260911,236.1,55.5,44.9,53.7,31.9,64.6,316.35,66.45,-25.4,6.3,-15.3,260
18,MSFT,Microsoft,20260911,495.63,56.9,66.4,71.8,28.8,79.1,537.65,352.17,-7.8,-0.1,26.1,260
19,UBER,Uber Technologies,20260911,71.67,41.4,50.6,56.8,33.2,65.0,100.1,65.94,-28.4,-5.5,-2.2,260
20,OKLO,Oklo Inc,20260911,36.22,38.7,44.2,51.7,28.7,55.4,174.14,36.22,-79.2,-22.0,-37.0,260
21,COHR,Coherent,20260911,305.37,52.6,40.4,51.6,28.3,63.6,426.89,102.99,-28.5,-6.7,-20.2,260
22,PLTR,Palantir,20260911,167.23,49.2,60.5,72.9,27.4,73.9,207.18,107.27,-19.3,-6.6,25.5,260
23,QCOM,Qualcomm,20260911,181.97,67.4,54.0,46.3,28.9,67.4,248.74,122.94,-26.8,11.0,-14.5,260
24,NBIS,NEBIUS,20260911,224.55,51.4,48.4,60.8,34.0,69.7,286.69,73.87,-21.7,-12.0,-15.3,260
25,KO,Coca-Cola,20260911,88.29,51.5,54.0,60.8,47.0,73.2,91.99,64.35,-4.0,1.0,10.0,260
26,MRNA,Moderna,20260911,143.97,61.2,64.9,57.3,36.7,92.2,174.38,22.36,-17.4,126.2,159.9,260
27,SMCI,Super Micro Computer,20260911,40.1,60.5,58.5,69.8,34.1,70.7,58.68,20.53,-31.7,2.4,37.2,260
28,MCD,McDonald's,20260911,252.53,32.3,40.1,50.1,32.3,55.8,334.5,252.53,-24.5,-6.6,-11.7,260
29,LULU,Lululemon Athletica,20260911,98.97,33.9,53.4,48.0,27.1,66.3,215.88,96.88,-54.2,-17.2,-14.3,260
30,CRWV,CoreWeave,20260911,88.99,50.0,46.5,63.8,28.6,65.0,143.08,60.82,-37.8,-16.3,-24.0,260
39,CBRS,Cerebras Systems,20260911,191.93,47.1,46.5,53.9,30.9,63.9,311.07,168.52,-38.3,-16.9,-9.6,83
40,JPM,JPMorgan,20260911,356.23,51.9,60.3,65.7,48.2,72.1,365.18,280.14,-2.5,-1.9,8.1,260
41,PANW,Palo Alto Networks,20260911,330.65,43.0,43.0,72.8,41.8,81.4,396,141.67,-16.5,-16.5,18.1,260
42,ASTS,AST SpaceMobile,20260911,59.86,44.3,46.9,53.5,31.8,56.7,133.09,38.37,-55.0,-16.3,-27.2,260
43,UNH,UnitedHealth,20260911,379.09,35.5,49.8,40.3,33.3,72.0,436.35,257.55,-13.1,-5.0,-7.0,260
44,ADBE,Adobe,20260911,252.23,42.5,61.5,63.6,27.7,69.3,367.46,193.41,-31.4,-6.8,21.7,260
45,COIN,Coinbase,20260911,175.26,51.6,60.9,48.2,33.0,67.0,387.27,141.09,-54.7,13.9,3.5,260
46,OXY,Occidental Petroleum,20260911,61.46,63.8,60.1,56.9,25.7,67.8,65.63,38.38,-6.4,7.0,15.0,260
47,CRM,Salesforce,20260911,247.72,64.9,81.9,65.6,30.0,81.9,264.88,150.12,-6.5,23.0,53.2,260
48,SNOW,Snowflake,20260911,328.99,53.7,66.2,80.5,45.7,81.7,356.47,121.11,-7.7,-2.5,38.0,260
49,VRT,Vertiv Holdings,20260911,257.06,45.1,49.3,51.5,26.9,63.5,376.15,134.69,-31.7,-10.5,-14.2,260
50,WMT,Walmart,20260911,107.15,47.3,49.0,58.2,25.9,59.3,133.88,99.77,-20.0,-7.2,-11.3,260
51,APH,Amphenol,20260911,83.92,57.4,54.0,54.7,37.4,71.6,88.16,58.89,-4.8,1.3,5.8,260
52,BAC,Bank of America,20260911,62.69,54.9,55.6,66.6,43.1,75.4,64.48,46.24,-2.8,-1.7,10.9,260
53,ANET,Arista Networks,20260911,199.59,57.1,51.5,63.4,40.1,69.2,210.5,116.13,-5.2,-2.0,18.8,260
54,NOW,ServiceNow,20260911,132.53,52.8,65.7,66.7,36.2,74.4,192.23,83,-31.1,4.1,30.8,260
55,DIS,Disney,20260911,106.55,54.0,55.6,63.9,35.6,71.0,115.41,91.72,-7.7,1.7,6.0,260
56,CVX,Chevron,20260911,214.06,69.5,71.2,62.2,28.0,72.3,214.06,142.76,0.0,9.2,19.9,260
57,XOM,Exxon Mobil,20260911,165.99,62.0,57.1,62.1,33.3,72.4,169.22,107.52,-1.9,5.3,17.8,260
58,NET,Cloudflare,20260911,306.53,55.5,48.6,73.3,44.1,73.3,330.83,160.19,-7.3,-7.3,32.7,260
59,AAL,American Airlines,20260911,13.01,36.9,33.5,45.7,30.2,79.2,18.15,10.18,-28.3,-13.6,-17.2,260
60,KSPI,Kaspi.kz,20260911,99.89,52.1,68.9,74.6,43.7,81.9,106.39,64.48,-6.1,2.7,21.6,260
61,HPQ,HP Inc,20260911,35.48,71.8,63.9,70.9,38.7,72.8,35.48,17.52,0.0,14.5,47.5,260
62,PEP,PepsiCo,20260911,136.32,42.4,48.4,53.7,32.9,62.0,165.45,132.96,-17.6,-2.0,-5.7,260
63,MO,Altria,20260911,68.98,52.6,54.6,34.2,30.8,64.4,74.92,53.03,-7.9,6.0,-1.7,260
64,DAL,Delta Air Lines,20260911,79.91,43.3,37.3,57.3,29.5,75.4,93.43,55.22,-14.5,-12.5,-3.6,260
65,DUOL,Duolingo,20260911,143.68,50.1,66.0,60.4,44.0,68.9,347.27,90.03,-58.6,-0.3,12.2,260
66,HESAY,Hermes International SA,20260911,161.75,28.2,36.9,46.0,28.2,61.6,258.19,161.75,-37.4,-11.2,-20.3,260
67,TEM,Tempus AI,20260911,59.01,48.3,57.7,58.6,31.6,75.1,103.25,41.55,-42.8,8.7,16.7,260
68,ON,ON Semiconductor,20260911,76.14,49.0,40.2,43.1,33.2,60.5,133.93,44.9,-43.1,-6.6,-35.6,260
80,NTRA,Natera,20260911,328.93,60.1,61.8,66.1,44.7,79.3,338.7,160.21,-2.9,5.8,49.4,260
81,PM,Philip Morris International,20260911,191.06,54.6,45.5,51.8,40.6,65.7,200.17,140.59,-4.6,1.1,4.7,260
82,FTNT,Fortinet,20260911,156.07,47.5,47.9,59.0,42.3,71.7,172.78,75.23,-9.7,-5.7,6.2,260
83,TTWO,Take-Two Interactive Software,20260911,215.47,36.2,30.5,50.2,28.9,74.3,262.29,189.69,-17.9,-10.9,-6.3,260
84,PFE,Pfizer,20260911,27.72,53.4,68.9,67.4,25.1,77.4,29.02,22.05,-4.5,3.4,8.3,260
85,IBKR,Interactive Brokers,20260911,91.37,48.8,51.0,52.4,39.2,72.0,98.1,60.79,-6.9,0.0,-1.8,260
86,AMAT,Applied Materials,20260911,456.49,41.7,33.0,49.5,33.0,78.2,722.23,166.88,-36.8,-14.5,-19.6,260
87,ISRG,Intuitive Surgical,20260911,369.15,48.1,44.8,59.6,29.0,59.7,592.85,332.02,-37.7,-8.0,-11.5,260
88,AVAV,AeroVironment,20260911,146.71,43.3,40.5,63.6,31.1,68.8,409.83,136.68,-64.2,-22.6,-12.0,260
89,IONQ,IonQ Inc,20260911,36.75,41.1,45.2,57.1,25.5,60.3,82.09,26.59,-55.2,-18.3,-34.4,260
90,ZETA,Zeta Global,20260911,30.18,56.8,69.8,73.0,39.4,74.3,32.68,14.55,-7.6,1.9,53.0,260
91,BA,Boeing,20260911,210.45,44.9,41.4,55.3,33.5,65.4,252.15,179.12,-16.5,-8.6,-7.5,260
92,JOBY,Joby Aviation,20260911,6.39,33.8,38.3,52.5,31.6,59.8,19.57,6.31,-67.3,-22.6,-31.6,260
93,TXG,10x Genomics,20260911,68.59,68.4,62.4,73.2,55.6,75.2,68.59,11.34,0.0,18.0,116.0,260
94,TTD,The Trade Desk,20260911,14.34,47.1,52.0,36.0,27.3,54.6,54.13,13.03,-73.5,-1.5,-24.4,260
95,SNPS,Synopsys,20260911,397.38,44.5,50.3,51.4,22.7,71.7,534.56,372.33,-25.7,-3.5,-11.4,260
96,TJX,TJX Companies,20260911,126.02,18.2,22.9,44.6,17.5,63.3,167.88,126.02,-24.9,-18.1,-24.0,260
97,LRCX,Lam Research,20260911,298.22,45.2,42.1,56.2,31.1,72.2,433.33,114.94,-31.2,-11.5,-19.2,260
98,HON,Honeywell,20260911,202.36,29.3,31.6,46.0,28.9,62.1,268.58,202.18,-24.7,-13.3,-19.0,260
99,RCL,Royal Caribbean,20260911,260.14,24.4,25.8,52.1,22.5,66.7,344.4,243.31,-24.5,-16.1,-16.8,260
100,CDNS,Cadence Design Systems,20260911,289.37,32.7,35.5,36.3,28.3,59.2,416.39,265.66,-30.5,-10.6,-25.4,260
101,RIOT,Riot Platforms,20260911,21.47,53.3,53.3,41.8,26.8,65.3,28.69,11.83,-25.2,11.8,-21.7,260
102,WPM,Wheaton Precious Metals,20260911,154.12,59.2,64.1,66.6,34.1,81.3,164.99,93.81,-6.6,17.0,20.3,260
103,AXP,American Express,20260911,324.69,40.6,42.7,51.9,34.6,74.6,381.78,290.55,-15.0,-5.5,-4.4,260
104,GM,General Motors,20260911,85.62,50.3,55.9,54.9,37.6,73.7,90.11,54.88,-5.0,-0.7,4.0,260
105,SHEL,Shell,20260911,96.77,71.6,58.7,58.5,25.4,72.1,96.77,68.25,0.0,8.6,18.7,260
106,SAP,SAP SE,20260911,206.36,49.9,61.7,72.1,30.5,76.5,275.65,146.38,-25.1,-1.4,24.8,260
107,WDC,Western Digital,20260911,447.18,43.9,42.1,47.2,38.3,78.0,745.99,95.97,-40.1,-8.2,-34.3,260
108,QNT,Quantinuum,20260911,49.03,41.5,40.0,59.5,34.5,65.6,83.17,47.34,-41.0,-28.4,-11.5,69
109,FCX,Freeport-McMoRan,20260911,71.07,48.2,52.9,54.2,35.3,73.0,79.91,34.96,-11.1,6.3,1.6,260
110,AMKR,Amkor Technology,20260911,51.73,49.6,39.5,47.8,25.9,72.8,93.38,25.21,-44.6,-10.3,-40.1,260
111,AZN,AstraZeneca,20260911,160.17,44.7,50.5,36.7,30.7,62.4,207.08,144.57,-22.7,1.9,-9.8,260
112,KHC,The Kraft Heinz,20260911,24.6,46.2,49.6,50.2,38.4,71.0,27.19,20.5,-9.5,-1.5,5.0,260
113,FPS,Forgent Power Solutions,20260911,31.82,44.6,35.5,44.5,23.0,66.3,64.59,27.97,-50.7,-15.3,-46.4,151
114,APLD,Applied Digital,20260911,26.42,45.8,42.6,50.4,26.4,57.2,49.65,17.18,-46.8,-13.7,-42.9,260
115,NU,Nu Holdings,20260911,14.62,49.0,62.8,50.3,44.0,67.3,18.76,11.6,-22.1,5.0,14.9,260
116,GME,GameStop,20260911,21.15,69.6,52.4,27.5,24.4,69.6,27.69,17.87,-23.6,13.9,-1.4,260
117,SMMT,Summit Therapeutics,20260911,17.55,67.0,69.3,48.1,34.0,71.1,26.38,12.43,-33.5,25.4,26.4,260
118,RDDT,Reddit,20260911,157.77,50.5,48.1,44.5,30.5,64.7,270.71,121.84,-41.7,-0.2,-10.0,260
119,CIEN,Ciena,20260911,349.54,43.3,32.8,57.2,30.4,57.2,627,131.28,-44.3,-21.1,-18.8,260
120,CSCO,Cisco,20260911,112.13,51.0,39.2,44.2,37.2,63.1,129.52,65.18,-13.4,-1.2,-5.9,260
121,PL,Planet Labs PBC,20260911,16.45,23.5,29.3,52.5,23.5,52.5,51.4,9.67,-68.0,-33.5,-41.7,260
122,AEP,American Electric Power,20260911,123.33,43.1,48.2,40.9,30.7,70.3,137.64,103.24,-10.4,-1.6,-4.2,260
123,AFRM,Affirm Holdings,20260911,71.44,45.4,47.8,54.8,37.5,70.8,92.18,42.53,-22.5,-8.8,-4.4,260
124,RVMD,Revolution Medicines,20260911,203.77,48.4,56.7,61.8,47.9,78.1,221.15,42.51,-7.9,0.9,30.1,260
125,CCL,Carnival,20260911,22.75,30.2,31.4,55.0,26.9,64.9,33.45,22.47,-32.0,-20.0,-26.0,260
126,HONA,Honeywell Aerospace,20260911,158.26,43.6,37.6,39.7,32.3,62.2,269.95,151.58,-41.4,-6.8,-41.4,62
127,BLTE,Belite Bio,20260911,173.79,54.9,60.6,56.3,41.6,72.6,193.61,66.8,-10.2,4.5,25.8,260
128,AUR,Aurora Innovation,20260911,6.43,53.9,52.7,55.1,35.0,64.4,8.4,3.77,-23.5,-6.0,4.7,260
129,YMM,Full Truck Alliance,20260911,8.17,35.0,42.7,42.4,33.5,69.6,13.62,7.47,-40.0,-7.9,2.7,260
130,OKTA,Okta,20260911,166.5,58.0,63.3,64.8,38.8,78.1,173.04,62.93,-3.8,7.5,43.2,260
131,MNST,Monster Beverage,20260911,43.4,34.7,34.6,47.8,29.8,77.1,49.97,31.9,-13.1,-7.0,-6.6,260
132,ABNB,Airbnb,20260911,170.19,44.2,61.0,76.6,40.3,81.6,190.5,111.54,-10.7,-8.1,20.5,260
133,VIST,Vista Energy,20260911,76.27,58.9,60.4,49.1,24.2,67.0,79.25,33.7,-3.8,15.2,10.1,260
