rank,code,name,last_date,price,rsi14,rsi14_5d,rsi14_20d,rsi60_min,rsi60_max,hi52,lo52,off_hi52,ret20,ret60,bars
1,NVDA,NVIDIA,20260914,210.96,44.1,60.4,63.0,37.6,64.4,235.2,164.79,-10.3,-6.2,3.2,260
2,SPCX,SpaceX,20260914,148.15,55.9,58.5,54.7,32.6,62.3,201.8,108.27,-26.6,5.8,-22.8,64
3,CRWD,CrowdStrike,20260914,235.38,62.3,53.1,61.3,38.8,74.6,235.38,87.56,0.0,8.5,37.9,260
4,TSLA,Tesla,20260914,358.97,51.5,50.9,48.8,25.4,60.5,489.88,298.32,-26.7,4.9,-9.4,260
5,AAPL,Apple,20260914,333.08,63.4,54.0,43.8,32.2,71.7,339.79,233.21,-2.0,8.9,12.6,260
6,INTC,Intel,20260914,97.19,50.3,51.7,51.3,31.5,67.3,140.94,24.08,-31.0,-5.2,-19.7,260
7,ORCL,Oracle,20260914,144.79,46.4,61.0,56.1,25.7,63.4,324.45,114.99,-55.4,-3.8,-20.8,260
8,AVGO,Broadcom,20260914,344.72,34.3,38.0,46.5,34.3,64.9,480.81,292.95,-28.3,-12.3,-12.1,260
9,GOOG,Alphabet-C,20260914,345.71,54.9,44.1,46.3,32.3,62.5,398.54,236.87,-13.3,0.7,-4.5,260
10,BE,Bloom Energy,20260914,257.05,57.3,63.1,51.1,33.1,69.3,345.85,67.02,-25.7,11.8,-9.8,260
11,MRVL,Marvell Technology,20260914,218.82,48.2,51.1,53.7,31.9,64.6,316.35,67.21,-30.8,-1.4,-24.4,260
12,CRCL,Circle,20260914,97.42,60.3,67.0,55.1,30.7,72.1,150.48,50.23,-35.3,36.1,20.9,260
13,GOOGL,Alphabet-A,20260914,349.39,55.3,45.0,47.0,31.0,62.6,402.12,235.96,-13.1,1.1,-3.9,260
14,GLW,Corning,20260914,143.6,42.4,50.2,51.9,30.2,69.2,255.21,76.22,-43.7,-13.3,-18.0,260
15,NBIS,NEBIUS,20260914,212.19,47.2,53.5,64.6,34.0,69.7,286.69,73.87,-26.0,-23.6,-24.5,260
16,AMD,Advanced Micro Devices,20260914,493.41,51.5,49.7,53.7,36.0,64.9,580.91,157.39,-15.1,-4.1,-3.7,260
17,PANW,Palo Alto Networks,20260914,373.94,57.7,43.5,65.5,41.8,81.4,396,141.67,-5.6,-2.7,32.5,260
18,PLTR,Palantir,20260914,173.31,53.7,54.2,68.1,27.4,73.9,207.18,107.27,-16.3,-0.4,32.7,260
19,MSTR,Strategy,20260914,136.94,60.2,66.2,43.3,23.6,72.9,359.69,82.31,-61.9,47.2,17.5,260
20,COIN,Coinbase,20260914,191.45,59.1,56.4,44.3,33.0,67.0,387.27,141.09,-50.6,28.9,16.1,260
21,AAOI,Applied Optoelectronics,20260914,95.76,39.4,43.6,61.1,31.5,62.5,223.1,19.49,-57.1,-36.3,-42.8,260
22,COHR,Coherent,20260914,266.5,42.5,46.0,51.3,28.3,63.6,426.89,102.99,-37.6,-18.2,-29.7,260
23,NOW,ServiceNow,20260914,142.35,60.4,61.0,61.7,36.2,74.4,192.23,83,-25.9,14.8,49.1,260
24,CRWV,CoreWeave,20260914,82.98,44.5,52.0,62.8,28.6,65.0,143.08,60.82,-42.0,-21.2,-28.0,260
25,HOOD,Robinhood,20260914,114.33,57.3,65.9,48.8,36.0,71.2,152.46,65.16,-25.0,19.6,8.7,260
26,AMZN,Amazon,20260914,253.54,45.8,49.5,53.5,33.3,72.2,284.02,198.79,-10.7,-3.5,6.8,260
27,RKLB,Rocket Lab,20260914,62.55,37.2,37.2,53.2,29.9,56.2,150.23,39.48,-58.4,-22.1,-42.1,260
28,MRNA,Moderna,20260914,146.69,62.2,63.2,56.6,36.7,92.2,174.38,22.36,-15.9,131.7,137.4,260
29,NET,Cloudflare,20260914,330.36,62.3,46.7,63.9,44.1,73.3,330.83,160.19,-0.1,4.6,45.6,260
30,MCD,McDonald's,20260914,257.49,42.7,35.7,50.9,32.3,55.8,334.5,252.53,-23.0,-5.0,-8.6,260
31,WDC,Western Digital,20260914,426.94,40.1,48.3,50.4,38.3,78.0,745.99,97.48,-42.8,-16.1,-40.0,260
32,NFLX,Netflix,20260914,80.32,55.9,49.2,61.8,19.1,67.3,124.13,67.6,-35.3,2.8,4.4,260
33,KO,Coca-Cola,20260914,88.82,56.7,50.2,61.9,47.0,73.2,91.44,63.97,-2.9,1.9,11.8,260
34,VRT,Vertiv Holdings,20260914,237.39,39.0,54.9,54.1,26.9,63.5,376.06,134.66,-36.9,-19.2,-25.2,260
35,QCOM,Qualcomm,20260914,180.15,64.3,54.2,47.1,28.9,67.4,248.74,122.94,-27.6,9.3,-15.0,260
36,CRDO,Credo Technology,20260914,150.09,30.2,34.2,57.9,30.2,71.2,302.52,87.81,-50.4,-42.3,-39.8,260
37,BAC,Bank of America,20260914,59.47,34.8,55.3,68.4,34.8,75.4,64.48,46.24,-7.8,-7.3,5.7,260
38,OKLO,Oklo Inc,20260914,36.21,38.6,47.4,48.3,28.7,55.4,174.14,36.21,-79.2,-18.4,-38.4,260
39,SMCI,Super Micro Computer,20260914,36.74,50.7,62.7,70.7,34.1,70.7,58.68,20.53,-37.4,-7.8,32.3,260
40,APP,Applovin,20260914,334.24,50.7,41.7,30.4,26.6,62.3,733.6,298.59,-54.4,6.0,-30.3,260
41,RBLX,Roblox,20260914,51.29,75.2,58.4,38.4,26.6,75.2,141.56,35.54,-63.8,34.2,6.8,260
42,CBRS,Cerebras Systems,20260914,181.21,43.4,52.9,50.6,30.9,63.9,311.07,168.52,-41.7,-17.2,-15.2,84
43,OKTA,Okta,20260914,186.45,67.8,63.4,55.1,38.8,78.1,186.45,62.93,0.0,26.5,65.0,260
44,AMAT,Applied Materials,20260914,424.21,34.7,39.8,44.9,33.0,78.2,722.23,166.88,-41.3,-16.3,-28.4,260
45,BMNR,Bitmine Immersion Technologies,20260914,25.76,63.3,61.7,55.1,30.2,79.8,63.2,13.31,-59.2,42.5,64.1,260
46,ADBE,Adobe,20260914,265.6,50.6,48.9,59.2,27.7,69.3,367.46,193.41,-27.7,0.6,35.3,260
47,NKE,Nike,20260914,37.05,37.1,41.5,42.2,33.7,55.6,72.19,36.62,-48.7,-8.1,-15.3,260
48,HPE,Hewlett Packard Enterprise,20260914,55.41,52.1,48.8,69.9,42.3,73.8,62.09,19.72,-10.8,-5.6,15.0,260
49,TEM,Tempus AI,20260914,62.21,53.5,57.6,53.3,31.6,75.1,103.25,41.55,-39.7,19.4,27.5,260
50,ZS,Zscaler,20260914,191.73,61.5,48.3,70.8,40.0,76.5,336.27,118.05,-43.0,4.4,54.1,260
51,OXY,Occidental Petroleum,20260914,61.78,65.1,56.8,58.9,25.7,67.8,65.63,38.38,-5.9,6.3,17.0,260
52,CRM,Salesforce,20260914,259.43,69.8,76.6,60.5,30.0,81.9,264.88,150.12,-2.1,32.2,67.4,260
53,IBM,IBM Corp,20260914,249.09,61.1,50.5,48.6,29.2,67.9,326.89,204.3,-23.8,6.3,-4.4,260
73,LRCX,Lam Research,20260914,273.49,37.2,48.9,54.6,31.1,72.2,433.33,116.32,-36.9,-17.7,-26.9,260
74,XOM,Exxon Mobil,20260914,165.08,59.8,51.6,64.3,33.3,72.4,169.22,107.52,-2.4,3.8,18.1,260
75,APLD,Applied Digital,20260914,24.58,40.6,44.4,52.0,26.4,57.2,49.65,18.68,-50.5,-21.2,-46.1,260
76,KLAC,KLA Corp,20260914,169.09,37.9,47.4,49.1,32.3,72.5,301.37,95.88,-43.9,-16.9,-29.1,260
77,BA,Boeing,20260914,210.27,44.7,44.1,56.5,33.5,65.4,252.15,179.12,-16.6,-9.2,-6.8,260
78,TER,Teradyne,20260914,329.2,40.5,46.9,60.3,39.3,64.7,483.65,112.02,-31.9,-21.4,-19.4,260
79,RBRK,Rubrik,20260914,100.2,58.5,52.2,72.9,40.8,78.4,107.02,43.81,-6.4,-2.0,44.7,260
80,MP,MP Materials,20260914,50.68,42.1,50.5,67.0,26.4,67.0,98.65,38.1,-48.6,-13.7,-16.7,260
81,PFE,Pfizer,20260914,27.72,53.4,63.2,67.3,25.1,77.4,29.02,22.05,-4.5,3.5,8.8,260
82,SOFI,SoFi Technologies,20260914,17.65,48.1,51.2,55.3,34.4,61.2,32.21,15.15,-45.2,-3.5,1.3,260
83,ANET,Arista Networks,20260914,187.81,47.9,53.2,59.7,40.1,69.2,210.5,116.13,-10.8,-5.5,13.9,260
84,CVX,Chevron,20260914,212.17,65.0,64.9,64.5,28.0,72.3,214.06,142.76,-0.9,7.0,20.5,260
85,DIS,Disney,20260914,108.59,58.9,50.5,67.8,35.6,71.0,115.0,91.72,-5.6,1.6,8.5,260
86,INTU,Intuit,20260914,339.15,52.5,46.7,64.0,29.3,72.0,694.29,253.95,-51.2,-1.9,26.6,260
87,FCX,Freeport-McMoRan,20260914,69.34,44.9,53.3,53.3,35.3,73.0,79.91,34.96,-13.2,4.3,0.6,260
88,PATH,UiPath,20260914,14.66,45.7,45.3,69.6,34.9,78.6,19.29,9.38,-24.0,-8.4,43.3,260
89,RDDT,Reddit,20260914,162.38,53.5,47.1,55.3,30.5,64.7,270.71,121.84,-40.0,-8.8,-2.2,260
90,DAL,Delta Air Lines,20260914,79.8,43.0,41.7,52.0,29.5,75.4,93.43,55.22,-14.6,-10.7,-2.7,260
91,CSCO,Cisco,20260914,110.06,46.2,41.0,41.8,37.2,63.1,129.52,65.18,-15.0,-1.5,-5.8,260
92,ON,ON Semiconductor,20260914,71.65,41.9,41.9,44.7,33.2,60.5,133.93,44.9,-46.5,-13.3,-36.5,260
93,HPQ,HP Inc,20260914,34.02,64.0,66.4,63.3,38.7,72.8,35.48,17.52,-4.1,14.1,48.2,260
94,ISRG,Intuitive Surgical,20260914,377.94,53.0,43.0,55.9,29.0,59.7,592.85,332.02,-36.3,-4.2,-6.0,260
95,APH,Amphenol,20260914,78.55,45.4,55.5,56.2,37.4,71.6,88.16,58.89,-10.9,-6.0,-2.3,260
96,TTMI,TTM Technologies,20260914,113.22,41.8,50.5,51.3,26.3,69.3,221.47,46.77,-48.9,-19.1,-44.1,260
97,ETN,Eaton,20260914,393.16,42.2,48.1,61.2,34.4,65.5,459.96,313.2,-14.5,-12.9,-3.8,260
98,AMKR,Amkor Technology,20260914,47.12,42.0,41.3,49.5,25.9,72.8,93.38,25.28,-49.5,-20.0,-45.4,260
99,PYPL,PayPal,20260914,54.03,44.0,44.0,77.2,32.3,81.4,75.29,38.74,-28.2,-12.2,28.7,260
100,C,Citigroup,20260914,136.18,52.0,58.1,59.5,35.9,74.6,144.93,91.98,-6.0,-2.3,-4.8,260
101,NDAQ,Nasdaq,20260914,91.57,37.8,52.1,64.7,27.8,70.2,99.96,76.59,-8.4,-5.3,10.3,260
102,GME,GameStop,20260914,21.62,72.4,51.3,29.1,24.4,72.4,27.69,17.87,-21.9,15.9,0.5,260
103,AAL,American Airlines,20260914,13.1,38.7,36.2,43.8,30.2,79.2,18.15,10.18,-27.8,-11.7,-15.0,260
104,SIMO,Silicon Motion Technology,20260914,236.81,44.8,51.3,52.0,32.7,71.2,336.22,79.53,-29.6,-11.9,-22.7,260
105,MDB,MongoDB,20260914,382.29,47.9,42.2,75.2,37.9,80.4,472.29,225.95,-19.1,-17.0,14.2,260
106,TTD,The Trade Desk,20260914,14.97,52.9,46.5,34.5,27.3,54.6,54.13,13.03,-72.3,5.9,-17.6,260
107,KTOS,Kratos Defense & Security Solutions,20260914,47.58,37.9,35.7,70.3,30.6,71.0,130.72,43.88,-63.6,-26.3,-15.3,260
108,GE,GE Aerospace,20260914,317.56,31.7,41.8,55.3,31.7,76.6,381.22,272.91,-16.7,-13.8,-10.9,260
109,SANM,Sanmina,20260914,196.04,47.5,50.0,52.4,28.2,59.6,282.72,113.14,-30.7,-7.0,-19.2,260
110,CIEN,Ciena,20260914,319.64,37.2,33.9,53.7,30.4,57.2,627,131.28,-49.0,-25.5,-26.8,260
111,FPS,Forgent Power Solutions,20260914,28.64,37.2,38.8,49.8,23.0,66.3,64.59,27.97,-55.7,-27.8,-53.7,152
112,U,Unity Software,20260914,43.45,57.7,52.2,84.8,45.9,84.8,49.47,17.13,-12.2,-6.1,64.1,260
113,V,Visa,20260914,375.28,55.6,55.1,56.2,47.0,76.8,384.14,294.36,-2.3,3.1,13.8,260
114,FRO,Frontline,20260914,50.52,78.0,67.2,61.5,42.0,78.0,50.52,19.11,0.0,22.6,30.0,260
115,NTAP,NetApp,20260914,188.28,50.9,49.1,76.7,43.3,76.7,207.08,93.35,-9.1,-9.1,22.0,260
116,JNJ,Johnson & Johnson,20260914,266.32,50.2,61.2,55.2,45.1,74.6,278.43,170.32,-4.3,2.8,14.3,260
117,VG,Venture Global,20260914,15.23,58.6,54.1,55.4,35.8,70.0,17.46,5.89,-12.8,9.1,38.2,260
118,TTWO,Take-Two Interactive Software,20260914,222.91,45.6,31.3,54.2,28.9,74.3,262.29,189.69,-15.0,-9.7,-2.2,260
119,SFTBY,SoftBank Group (ADR),20260914,18.37,51.5,56.3,52.1,30.6,72.3,28.68,10.91,-35.9,2.4,-15.9,260
120,SNPS,Synopsys,20260914,381.43,38.7,42.6,56.5,22.7,71.7,534.56,372.33,-28.6,-9.5,-17.4,260
121,BLSH,Bullish,20260914,37.62,70.7,71.9,49.9,28.6,73.3,69.49,21.79,-45.9,54.2,57.7,260
122,CF,CF Industries Holdings,20260914,131.24,54.1,60.8,50.2,33.1,72.3,139.27,74.99,-5.8,10.9,24.6,260
123,NEM,Newmont,20260914,123.07,52.0,60.7,71.0,36.0,78.0,134.86,77.59,-8.7,4.7,16.7,260
124,ONTO,Onto Innovation,20260914,250.13,40.5,44.3,58.9,32.1,68.6,378.45,110.98,-33.9,-24.6,-21.6,260
125,ZETA,Zeta Global,20260914,31.01,60.0,62.9,69.8,39.4,74.3,32.68,14.55,-5.1,6.7,67.6,260
126,MRK,Merck & Co,20260914,144.0,52.0,62.3,68.8,44.3,83.2,155.53,75.39,-7.4,6.6,25.5,260
127,TXN,Texas Instruments,20260914,263.42,47.4,41.6,47.7,36.1,65.0,330.59,150.79,-20.3,-5.8,-12.3,260
128,OSCR,Oscar Health,20260914,33.81,62.4,58.2,62.1,37.9,72.1,33.81,10.85,0.0,3.2,19.6,260
129,TWST,Twist Bioscience,20260914,134.75,56.5,49.2,63.2,45.8,79.4,153.1,25.31,-12.0,13.6,62.6,260
130,ZM,Zoom Communications,20260914,95.36,44.5,52.9,63.6,32.2,72.9,111.88,72.72,-14.8,-10.0,9.1,260
131,CIFR,Cipher Digital,20260914,15.63,44.5,51.0,44.4,35.0,67.2,29.18,10.85,-46.4,-12.4,-40.7,260
132,ACN,Accenture,20260914,195,63.5,59.1,65.9,20.0,70.6,282.71,122.96,-31.0,10.2,26.5,260
155,GSK,GlaxoSmithKline,20260914,50.05,48.6,43.3,40.2,35.8,59.7,59.62,38.17,-16.1,1.1,-3.2,260
156,PM,Philip Morris International,20260914,194.86,59.7,40.6,53.9,40.6,65.7,200.17,140.59,-2.7,2.3,9.5,260
157,RGTI,Rigetti Computing,20260914,15.27,44.3,43.0,60.0,31.8,60.0,56.34,12.9,-72.9,-18.9,-24.6,260
158,MS,Morgan Stanley,20260914,206.58,39.0,55.0,53.6,37.0,71.5,227.3,148.49,-9.1,-5.0,-7.7,260
159,PL,Planet Labs PBC,20260914,16.2,22.7,28.6,52.2,22.7,52.5,51.4,9.75,-68.5,-34.4,-42.6,260
160,TXG,10x Genomics,20260914,70.11,70.4,60.9,67.0,55.6,75.2,70.11,11.34,0.0,25.0,118.2,260
161,WFC,Wells Fargo & Co,20260914,88.71,54.6,64.3,59.2,39.8,66.6,94.83,73.0,-6.5,-0.1,6.5,260
162,HON,Honeywell,20260914,201.38,28.5,34.7,46.6,28.5,62.1,268.58,201.38,-25.0,-13.9,-19.1,260
163,BWXT,BWX Technologies,20260914,148.53,37.5,44.8,48.4,28.3,60.8,237.73,148.53,-37.5,-14.1,-26.7,260
164,AMKBY,A.P. Moller - Maersk A/S Unsponsored ADR,20260914,17.93,67.9,70.2,79.1,40.5,82.2,17.93,8.99,0.0,12.7,48.5,260
165,WULF,TeraWulf,20260914,15.47,44.1,48.7,44.2,29.1,64.6,28.98,10.49,-46.6,-11.0,-44.5,260
166,SAIL,SailPoint,20260914,19.88,57.9,52.4,68.6,35.4,75.4,23.63,10.49,-15.9,1.8,50.5,260
167,PG,Procter & Gamble,20260914,146.13,52.6,52.8,45.0,41.3,60.5,164.72,135.04,-11.3,1.1,-2.2,260
168,LEN,Lennar Corp,20260914,79.99,40.5,44.9,51.8,34.4,57.5,134.56,77.9,-40.6,-7.9,-7.0,260
169,SAP,SAP SE,20260914,218.28,60.6,59.5,70.5,30.5,76.5,275.65,146.38,-20.8,5.0,37.5,260
170,SBUX,Starbucks,20260914,99.07,33.5,45.5,61.0,32.1,63.6,108.49,76.51,-8.7,-8.0,-0.2,260
171,AXP,American Express,20260914,327.78,44.8,39.3,50.7,34.6,74.6,381.78,290.55,-14.1,-4.3,-3.5,260
172,HWM,Howmet Aerospace,20260914,227.13,29.2,42.0,58.9,27.8,66.1,292.65,183.71,-22.4,-21.5,-19.8,260
173,IOT,Samsara,20260914,42.91,61.3,54.0,56.8,36.9,67.2,45.22,24.25,-5.1,7.8,35.8,260
174,PEP,PepsiCo,20260914,136.34,42.4,45.8,54.1,32.9,62.0,165.45,132.96,-17.6,-2.1,-2.7,260
175,MO,Altria,20260914,69.5,59.2,51.9,37.1,30.8,64.4,73.74,52.19,-5.8,7.5,2.4,260
176,HUBS,HubSpot,20260914,250.61,55.7,54.3,51.3,35.4,65.9,522.97,170.28,-52.1,11.8,41.8,260
177,RMBS,Rambus,20260914,80.39,34.8,38.6,48.7,28.1,50.3,170.66,79.73,-52.9,-20.3,-38.2,260
178,CHKP,Check Point Software,20260914,138.5,57.6,57.3,52.0,37.2,65.5,206.91,112.47,-33.1,5.1,13.6,260
179,TGT,Target,20260914,158.7,53.0,63.6,72.2,43.6,79.4,169.89,81.44,-6.6,2.7,25.1,260
180,GLXY,Galaxy Digital,20260914,24.13,50.6,59.8,47.4,29.3,61.7,42.86,16.84,-43.7,11.4,-27.0,260
181,DFTX,Definium Therapeutics,20260914,40.25,47.5,37.1,50.2,36.3,89.4,48.45,9.04,-16.9,-5.6,64.8,260
182,YUMC,Yum China,20260914,42.81,35.4,36.1,60.9,27.1,74.4,56.9,39.93,-24.8,-9.5,-0.5,260
183,BP,BP PLC,20260914,45.93,64.2,55.5,54.0,23.9,68.4,46.52,31.17,-1.3,8.0,15.8,260
184,WBD,Warner Bros Discovery,20260914,28.1,53.1,56.9,68.5,33.4,72.2,29.98,17.1,-6.3,0.4,7.1,260
219,VEEV,Veeva Systems,20260914,265.67,58.7,65.9,72.9,37.8,82.6,306.22,151.43,-13.2,9.0,71.6,260
220,CCEP,Coca-Cola Europacific,20260914,104.67,44.8,44.9,54.2,38.1,75.3,111.71,83.96,-6.3,-2.8,7.8,260
221,FORM,FormFactor,20260914,102.94,44.3,44.9,59.5,32.0,63.2,159.93,30.14,-35.6,-21.8,-26.4,260
222,ILMN,Illumina,20260914,208.21,51.0,58.6,50.1,45.6,73.8,227.69,91,-8.6,9.1,30.9,260
223,CELH,Celsius Holdings,20260914,28.45,43.7,48.3,51.5,31.1,68.9,64.86,23.77,-56.1,-2.2,-6.4,260
224,AUR,Aurora Innovation,20260914,6.46,54.5,53.0,57.6,35.0,64.4,8.4,3.77,-23.1,-7.6,6.8,260
225,HESAY,Hermes International SA,20260914,163.75,32.2,33.9,46.3,28.2,61.6,258.19,161.75,-36.6,-10.3,-17.0,260
226,UPS,United Parcel Service,20260914,102.46,47.7,42.8,42.9,34.8,69.6,115.87,77.49,-11.6,-0.4,-1.0,260
