label,symbol,entry_date,exit_date,pnl_pct,vix,days_in_run,day_no_in_run,show_marker
VIX 低位日 <15 (区间D2天),SPY,2005-10-14,2005-11-11,4.2892,14.87,2,1,False
VIX 低位日 <15 (区间D2天),SPY,2005-10-17,2005-11-14,3.8452,14.67,2,2,False
VIX 低位日 <15 (区间D1天),SPY,2005-10-19,2005-11-16,3.0973,13.5,1,1,False
VIX 低位日 <15 (区间D3天),SPY,2005-10-24,2005-11-21,4.8349,14.74,3,1,False
VIX 低位日 <15 (区间D3天),SPY,2005-10-25,2005-11-22,5.4962,14.53,3,2,False
VIX 低位日 <15 (区间D3天),SPY,2005-10-26,2005-11-23,6.417,14.59,3,3,False
VIX 低位日 <15 (区间D1天),SPY,2005-10-28,2005-11-28,5.3673,14.25,1,1,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-01,2005-11-30,4.0833,14.85,135,1,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-02,2005-12-01,4.0575,13.48,135,2,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-03,2005-12-02,3.7458,13.0,135,3,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-04,2005-12-05,3.6606,13.17,135,4,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-07,2005-12-06,3.7552,13.1,135,5,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-08,2005-12-07,3.1498,13.08,135,6,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-09,2005-12-08,2.9496,12.8,135,7,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-10,2005-12-09,2.4242,11.9,135,8,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-11,2005-12-12,2.1736,11.63,135,9,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-14,2005-12-13,2.9267,12.18,135,10,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-15,2005-12-14,3.7082,12.23,135,11,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-16,2005-12-15,3.1986,12.26,135,12,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-17,2005-12-16,1.38,11.25,135,13,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-18,2005-12-19,0.4635,11.12,135,14,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-21,2005-12-20,0.0557,10.82,135,15,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-22,2005-12-21,-0.2138,10.6,135,16,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-23,2005-12-22,-0.2677,10.96,135,17,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-25,2005-12-23,-0.291,10.88,135,18,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-28,2005-12-27,-0.6021,11.84,135,19,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-29,2005-12-28,-0.2696,11.89,135,20,False
VIX 低位日 <15 (区间D135天),SPY,2005-11-30,2005-12-29,-0.1754,12.06,135,21,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-01,2005-12-30,-1.7207,11.24,135,22,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-02,2006-01-03,-0.1183,11.01,135,23,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-05,2006-01-04,0.5688,11.6,135,24,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-06,2006-01-05,0.4416,11.52,135,25,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-07,2006-01-06,1.8718,12.18,135,26,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-08,2006-01-09,2.1984,12.21,135,27,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-09,2006-01-10,2.0343,11.69,135,28,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-12,2006-01-11,2.2618,11.47,135,29,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-13,2006-01-12,1.1704,11.11,135,30,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-14,2006-01-13,0.6807,10.48,135,31,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-15,2006-01-17,0.6984,10.73,135,32,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-16,2006-01-18,1.1554,10.68,135,33,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-19,2006-01-19,2.0683,11.38,135,34,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-20,2006-01-20,0.1113,11.19,135,35,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-21,2006-01-23,0.3094,10.81,135,36,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-22,2006-01-24,-0.1105,10.29,135,37,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-23,2006-01-25,-0.0789,10.27,135,38,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-27,2006-01-26,1.5063,11.57,135,39,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-28,2006-01-27,2.2187,11.35,135,40,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-29,2006-01-30,2.5961,11.61,135,41,False
VIX 低位日 <15 (区间D135天),SPY,2005-12-30,2006-01-31,2.4014,12.07,135,42,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-03,2006-02-01,1.3339,11.14,135,43,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-04,2006-02-02,-0.3142,11.37,135,44,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-05,2006-02-03,-0.8714,11.31,135,45,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-06,2006-02-06,-1.4326,11.0,135,46,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-09,2006-02-07,-2.5549,11.13,135,47,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-10,2006-02-08,-1.7688,10.86,135,48,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-11,2006-02-09,-2.2427,10.94,135,49,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-12,2006-02-10,-1.677,11.2,135,50,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-13,2006-02-13,-1.7641,11.23,135,51,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-17,2006-02-14,-0.452,11.91,135,52,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-18,2006-02-15,0.2973,12.25,135,53,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-19,2006-02-16,0.6625,11.98,135,54,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-20,2006-02-17,2.2545,14.56,135,55,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-23,2006-02-21,1.6374,13.93,135,56,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-24,2006-02-22,2.1493,13.31,135,57,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-25,2006-02-23,1.9106,12.87,135,58,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-26,2006-02-24,1.6096,12.42,135,59,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-27,2006-02-27,0.7157,11.97,135,60,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-30,2006-02-28,-0.1635,12.39,135,61,False
VIX 低位日 <15 (区间D135天),SPY,2006-01-31,2006-03-01,1.4667,12.95,135,62,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-01,2006-03-02,0.7555,12.36,135,63,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-02,2006-03-03,1.4657,13.23,135,64,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-03,2006-03-06,1.5047,12.96,135,65,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-06,2006-03-07,1.0822,13.04,135,66,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-07,2006-03-08,2.1996,13.59,135,67,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-08,2006-03-09,0.6002,12.83,135,68,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-09,2006-03-10,1.7245,13.12,135,69,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-10,2006-03-13,1.7293,12.87,135,70,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-13,2006-03-14,2.9824,13.35,135,71,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-14,2006-03-15,2.3562,12.25,135,72,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-15,2006-03-16,2.2075,12.31,135,73,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-16,2006-03-17,1.1304,11.48,135,74,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-17,2006-03-20,1.2421,12.01,135,75,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-21,2006-03-21,0.8561,12.41,135,76,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-22,2006-03-22,0.8587,11.88,135,77,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-23,2006-03-23,0.798,11.87,135,78,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-24,2006-03-24,0.6182,11.46,135,79,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-27,2006-03-27,0.4326,11.59,135,80,False
VIX 低位日 <15 (区间D135天),SPY,2006-02-28,2006-03-28,0.7721,12.34,135,81,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-01,2006-03-29,0.5102,11.54,135,82,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-02,2006-03-30,0.3401,11.72,135,83,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-03,2006-03-31,0.831,11.96,135,84,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-06,2006-04-03,1.2171,12.74,135,85,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-07,2006-04-04,2.0239,12.66,135,86,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-08,2006-04-05,2.16,12.32,135,87,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-09,2006-04-06,2.7398,12.68,135,88,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-10,2006-04-07,0.7388,11.85,135,89,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-13,2006-04-10,0.7064,11.37,135,90,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-14,2006-04-11,-1.183,10.74,135,91,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-15,2006-04-12,-1.4377,11.35,135,92,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-16,2006-04-13,-1.7706,11.98,135,93,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-17,2006-04-17,-1.5005,12.12,135,94,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-20,2006-04-18,0.2224,11.79,135,95,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-21,2006-04-19,1.0495,11.62,135,96,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-22,2006-04-20,0.5752,11.21,135,97,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-23,2006-04-21,0.7993,11.17,135,98,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-24,2006-04-24,0.5376,11.19,135,99,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-27,2006-04-25,0.2692,11.46,135,100,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-28,2006-04-26,0.9132,11.58,135,101,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-29,2006-04-27,0.7691,10.95,135,102,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-30,2006-04-28,1.2866,11.57,135,103,False
VIX 低位日 <15 (区间D135天),SPY,2006-03-31,2006-05-01,0.439,11.39,135,104,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-03,2006-05-02,1.2719,11.57,135,105,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-04,2006-05-03,0.2528,11.14,135,106,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-05,2006-05-04,0.2672,11.13,135,107,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-06,2006-05-05,1.2608,11.45,135,108,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-07,2006-05-08,2.1769,12.26,135,109,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-10,2006-05-09,2.2198,12.19,135,110,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-11,2006-05-10,3.0395,13.0,135,111,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-12,2006-05-11,1.6061,12.76,135,112,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-13,2006-05-12,0.4118,12.38,135,113,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-17,2006-05-15,0.6529,12.58,135,114,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-18,2006-05-16,-1.0635,11.4,135,115,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-19,2006-05-17,-3.131,11.32,135,116,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-20,2006-05-18,-3.752,11.64,135,117,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-21,2006-05-19,-3.0881,11.59,135,118,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-24,2006-05-22,-3.6514,11.75,135,119,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-25,2006-05-23,-3.9886,11.75,135,120,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-26,2006-05-24,-3.2439,11.76,135,121,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-27,2006-05-25,-2.5185,11.84,135,122,False
VIX 低位日 <15 (区间D135天),SPY,2006-04-28,2006-05-26,-2.3503,11.59,135,123,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-01,2006-05-30,-3.2975,12.54,135,124,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-02,2006-05-31,-2.9457,11.99,135,125,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-03,2006-06-01,-1.6502,11.99,135,126,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-04,2006-06-02,-1.7966,11.86,135,127,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-05,2006-06-05,-4.0749,11.62,135,128,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-08,2006-06-06,-4.1931,12.0,135,129,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-09,2006-06-07,-5.0973,11.99,135,130,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-10,2006-06-08,-5.1301,11.78,135,131,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-11,2006-06-09,-4.2764,12.49,135,132,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-12,2006-06-12,-4.0622,14.19,135,133,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-15,2006-06-13,-5.3668,13.57,135,134,False
VIX 低位日 <15 (区间D135天),SPY,2006-05-16,2006-06-14,-4.4931,13.35,135,135,False
VIX 低位日 <15 (区间D1天),SPY,2006-05-26,2006-06-26,-2.6406,14.26,1,1,False
VIX 低位日 <15 (区间D2天),SPY,2006-06-01,2006-06-29,-1.1342,14.52,2,1,False
VIX 低位日 <15 (区间D2天),SPY,2006-06-02,2006-06-30,-1.3333,14.32,2,2,False
VIX 低位日 <15 (区间D9天),SPY,2006-06-29,2006-07-28,0.5579,13.03,9,1,False
VIX 低位日 <15 (区间D9天),SPY,2006-06-30,2006-07-31,0.4478,13.08,9,2,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-03,2006-08-01,-0.4538,13.05,9,3,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-05,2006-08-02,0.7948,14.15,9,4,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-06,2006-08-03,0.769,13.65,9,5,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-07,2006-08-04,1.2558,13.97,9,6,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-10,2006-08-07,0.8278,14.02,9,7,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-11,2006-08-08,0.0,13.14,9,8,False
VIX 低位日 <15 (区间D9天),SPY,2006-07-12,2006-08-09,0.7378,14.49,9,9,False
VIX 低位日 <15 (区间D6天),SPY,2006-07-24,2006-08-21,3.1059,14.98,6,1,False
VIX 低位日 <15 (区间D6天),SPY,2006-07-25,2006-08-22,2.7317,14.85,6,2,False
VIX 低位日 <15 (区间D6天),SPY,2006-07-26,2006-08-23,2.3102,14.62,6,3,False
VIX 低位日 <15 (区间D6天),SPY,2006-07-27,2006-08-24,2.3203,14.94,6,4,False
VIX 低位日 <15 (区间D6天),SPY,2006-07-28,2006-08-25,1.4299,14.33,6,5,False
VIX 低位日 <15 (区间D6天),SPY,2006-07-31,2006-08-28,2.018,14.95,6,6,False
VIX 低位日 <15 (区间D3天),SPY,2006-08-02,2006-08-30,2.0144,14.34,3,1,False
VIX 低位日 <15 (区间D3天),SPY,2006-08-03,2006-08-31,1.7287,14.46,3,2,False
VIX 低位日 <15 (区间D3天),SPY,2006-08-04,2006-09-01,2.5117,14.34,3,3,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-10,2006-09-08,2.2847,14.46,136,1,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-11,2006-09-11,2.677,14.3,136,2,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-14,2006-09-12,3.6032,14.26,136,3,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-15,2006-09-13,2.7909,13.42,136,4,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-16,2006-09-14,1.9507,12.41,136,5,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-17,2006-09-15,1.4843,12.24,136,6,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-18,2006-09-18,1.1095,11.64,136,7,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-21,2006-09-19,1.291,12.22,136,8,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-22,2006-09-20,1.8368,12.19,136,9,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-23,2006-09-21,1.6261,12.4,136,10,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-24,2006-09-22,1.4038,12.4,136,11,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-25,2006-09-25,2.0569,12.31,136,12,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-28,2006-09-26,2.4151,12.18,136,13,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-29,2006-09-27,2.42,12.28,136,14,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-30,2006-09-28,2.319,12.22,136,15,False
VIX 低位日 <15 (区间D136天),SPY,2006-08-31,2006-09-29,2.2505,12.31,136,16,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-01,2006-10-02,1.2631,11.96,136,17,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-05,2006-10-03,1.2835,12.63,136,18,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-06,2006-10-04,3.3791,13.74,136,19,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-07,2006-10-05,4.0566,13.88,136,20,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-08,2006-10-06,3.6306,13.16,136,21,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-11,2006-10-09,3.5887,12.99,136,22,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-12,2006-10-10,2.7185,11.92,136,23,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-13,2006-10-11,2.1858,11.18,136,24,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-14,2006-10-12,3.0628,11.55,136,25,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-15,2006-10-13,3.5389,11.76,136,26,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-18,2006-10-16,3.5568,11.78,136,27,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-19,2006-10-17,3.4899,11.98,136,28,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-20,2006-10-18,3.079,11.39,136,29,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-21,2006-10-19,3.7461,12.25,136,30,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-22,2006-10-20,4.0846,12.59,136,31,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-25,2006-10-23,3.7666,12.12,136,32,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-26,2006-10-24,3.219,11.53,136,33,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-27,2006-10-25,3.447,11.58,136,34,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-28,2006-10-26,3.8073,11.72,136,35,False
VIX 低位日 <15 (区间D136天),SPY,2006-09-29,2006-10-27,3.2415,11.98,136,36,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-02,2006-10-30,3.5542,12.57,136,37,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-03,2006-10-31,3.3218,12.24,136,38,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-04,2006-11-01,1.4379,11.86,136,39,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-05,2006-11-02,1.1836,11.98,136,40,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-06,2006-11-03,1.1332,11.56,136,41,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-09,2006-11-06,2.2133,11.68,136,42,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-10,2006-11-07,2.4691,11.52,136,43,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-11,2006-11-08,2.8125,11.62,136,44,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-12,2006-11-09,1.3942,11.09,136,45,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-13,2006-11-10,1.1784,10.75,136,46,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-16,2006-11-13,1.2716,11.09,136,47,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-17,2006-11-14,2.3532,11.73,136,48,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-18,2006-11-15,2.5112,11.34,136,49,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-19,2006-11-16,2.6095,10.9,136,50,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-20,2006-11-17,2.6162,10.63,136,51,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-23,2006-11-20,2.2041,11.08,136,52,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-24,2006-11-21,2.0017,10.78,136,53,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-25,2006-11-22,1.8576,10.66,136,54,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-26,2006-11-24,1.1313,10.56,136,55,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-27,2006-11-27,0.3698,10.8,136,56,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-30,2006-11-28,0.878,11.2,136,57,False
VIX 低位日 <15 (区间D136天),SPY,2006-10-31,2006-11-29,1.945,11.1,136,58,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-01,2006-11-30,2.6816,11.51,136,59,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-02,2006-12-01,2.515,11.42,136,60,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-03,2006-12-04,3.4788,11.16,136,61,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-06,2006-12-05,2.7665,11.16,136,62,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-07,2006-12-06,2.287,11.09,136,63,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-08,2006-12-07,1.6198,10.75,136,64,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-09,2006-12-08,2.3448,11.01,136,65,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-10,2006-12-11,2.5969,10.79,136,66,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-13,2006-12-12,2.2658,10.86,136,67,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-14,2006-12-13,1.6115,10.5,136,68,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-15,2006-12-14,2.214,10.31,136,69,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-16,2006-12-15,1.3962,10.16,136,70,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-17,2006-12-18,1.0896,10.05,136,71,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-20,2006-12-19,1.2242,9.97,136,72,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-21,2006-12-20,1.0666,9.9,136,73,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-22,2006-12-21,0.4967,10.14,136,74,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-24,2006-12-22,0.285,10.73,136,75,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-27,2006-12-26,2.2829,12.3,136,76,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-28,2006-12-27,2.5104,11.62,136,77,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-29,2006-12-28,1.2387,10.83,136,78,False
VIX 低位日 <15 (区间D136天),SPY,2006-11-30,2006-12-29,0.7756,10.91,136,79,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-01,2007-01-03,0.8201,11.66,136,80,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-04,2007-01-04,0.269,11.23,136,81,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-05,2007-01-05,-0.9584,11.27,136,82,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-06,2007-01-08,-0.4161,11.33,136,83,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-07,2007-01-09,-0.0638,12.67,136,84,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-08,2007-01-10,0.0849,12.07,136,85,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-11,2007-01-11,0.2327,10.71,136,86,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-12,2007-01-12,1.0725,10.65,136,87,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-13,2007-01-16,0.7683,10.18,136,88,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-14,2007-01-17,-0.0699,9.97,136,89,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-15,2007-01-18,0.1405,10.05,136,90,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-18,2007-01-19,0.6129,10.6,136,91,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-19,2007-01-22,0.1125,10.3,136,92,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-20,2007-01-23,0.4643,10.26,136,93,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-21,2007-01-24,1.6452,10.53,136,94,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-22,2007-01-25,1.0728,11.36,136,95,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-26,2007-01-26,0.3885,11.26,136,96,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-27,2007-01-29,-0.3228,10.64,136,97,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-28,2007-01-30,0.4078,10.99,136,98,False
VIX 低位日 <15 (区间D136天),SPY,2006-12-29,2007-01-31,1.504,11.56,136,99,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-03,2007-02-01,2.2919,12.04,136,100,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-04,2007-02-02,2.2164,11.51,136,101,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-05,2007-02-05,3.0668,12.14,136,102,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-08,2007-02-06,2.6206,12.0,136,103,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-09,2007-02-07,2.9347,11.91,136,104,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-10,2007-02-08,2.4587,11.47,136,105,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-11,2007-02-09,1.2521,10.87,136,106,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-12,2007-02-12,0.1466,10.15,136,107,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-16,2007-02-13,1.1891,10.74,136,108,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-17,2007-02-14,1.8109,10.59,136,109,False
VIX 低位日 <15 (区间D136天),SPY,2007-01-18,2007-02-15,2.2871,10.85,136,110,False
