,DJF,JFM,MAM,AMJ,MJJ,JJA,JAS,SON,OND,dmi_SON,dmi_JJA,dmi_DJF,T_gl_DJF,T_gl_JFM,T_gl_MAM,T_gl_AMJ,T_gl_MJJ,T_gl_JJA,T_gl_JAS,T_gl_SON,T_gl_OND,T_nh_DJF,T_nh_JFM,T_nh_MAM,T_nh_AMJ,T_nh_MJJ,T_nh_JJA,T_nh_JAS,T_nh_SON,T_nh_OND,T_sh_DJF,T_sh_JFM,T_sh_MAM,T_sh_AMJ,T_sh_MJJ,T_sh_JJA,T_sh_JAS,T_sh_SON,T_sh_OND,T_nh_land_DJF,T_nh_land_JFM,T_nh_land_MAM,T_nh_land_AMJ,T_nh_land_MJJ,T_nh_land_JJA,T_nh_land_JAS,T_nh_land_SON,T_nh_land_OND,T_gl_land_DJF,T_gl_land_JFM,T_gl_land_MAM,T_gl_land_AMJ,T_gl_land_MJJ,T_gl_land_JJA,T_gl_land_JAS,T_gl_land_SON,T_gl_land_OND
1958,1.2266666666666668,1.2100000000000002,0.5666666666666668,0.3566666666666667,0.24333333333333332,0.17666666666666667,0.03,-0.03666666666666666,0.036666666666666674,-0.9816666666666668,-1.059,-0.29333333333333333,0.13366666666666668,0.11833333333333333,-0.015000000000000001,-0.06833333333333334,-0.051666666666666666,-0.08466666666666667,-0.07066666666666667,-0.05533333333333334,-0.04533333333333334,0.2843333333333333,0.265,0.018666666666666665,-0.0026666666666666666,0.008333333333333333,0.036333333333333336,0.034999999999999996,0.0013333333333333322,0.037,-0.017333333333333333,-0.028666666666666663,-0.048999999999999995,-0.134,-0.11166666666666668,-0.205,-0.17566666666666667,-0.11166666666666665,-0.12766666666666668,0.4453333333333333,0.24466666666666667,-0.10866666666666668,-0.08366666666666667,-0.08566666666666667,-0.055,-0.028666666666666663,0.00033333333333333365,0.051333333333333335,0.3253333333333333,0.20166666666666666,-0.012666666666666666,-0.015,-0.013666666666666666,-0.03933333333333333,-0.052,-0.02,0.016333333333333335
1959,0.32333333333333336,0.3566666666666667,0.17,0.02,-0.21333333333333335,-0.42,-0.48666666666666664,-0.33,-0.24666666666666667,-0.6666666666666666,-0.775,-0.399,-0.02466666666666667,0.008666666666666666,0.0026666666666666666,-0.0036666666666666666,-0.02666666666666667,-0.026333333333333334,-0.07266666666666667,-0.131,-0.11833333333333333,0.14,0.14666666666666667,0.077,0.05533333333333334,0.012000000000000004,0.028333333333333335,0.034999999999999996,-0.009333333333333334,-0.045000000000000005,-0.18900000000000003,-0.12866666666666668,-0.07166666666666667,-0.063,-0.06533333333333334,-0.08133333333333333,-0.18066666666666667,-0.25266666666666665,-0.19166666666666665,0.15733333333333335,0.20533333333333334,0.109,0.06866666666666667,0.018333333333333337,0.07066666666666667,0.065,-0.11199999999999999,-0.15033333333333332,0.055333333333333325,0.119,0.03866666666666666,0.016,0.009666666666666669,0.056,0.033,-0.08833333333333333,-0.11066666666666668
1960,-0.33666666666666667,-0.32666666666666666,-0.20666666666666667,-0.28,-0.3633333333333333,-0.38666666666666666,-0.3433333333333333,-0.4066666666666667,-0.42,-0.7663333333333333,-0.6666666666666666,-0.21266666666666667,-0.06366666666666666,-0.17766666666666667,-0.2936666666666667,-0.18699999999999997,-0.13699999999999998,-0.07866666666666666,-0.035666666666666666,-0.07933333333333333,-0.05299999999999999,0.114,-0.05100000000000001,-0.25933333333333336,-0.053333333333333344,0.042333333333333334,0.07366666666666667,0.066,-0.033,0.048666666666666664,-0.24133333333333332,-0.30433333333333334,-0.3283333333333333,-0.32066666666666666,-0.3163333333333333,-0.231,-0.1376666666666667,-0.12533333333333332,-0.15466666666666665,0.21666666666666667,-0.081,-0.4626666666666666,-0.09866666666666668,0.008999999999999992,0.08433333333333333,0.04566666666666667,-0.052,0.08,0.12333333333333334,-0.10133333333333332,-0.4426666666666666,-0.19200000000000003,-0.11466666666666665,-0.012333333333333333,-0.014,-0.05366666666666667,0.03366666666666667
1961,-0.28,-0.3033333333333333,-0.35000000000000003,-0.22333333333333336,-0.23666666666666666,-0.36000000000000004,-0.6233333333333334,-0.69,-0.6066666666666666,0.4446666666666667,0.4663333333333333,-0.28833333333333333,0.045000000000000005,-0.0013333333333333322,0.028333333333333332,0.07733333333333334,0.04433333333333333,0.016999999999999998,-0.022000000000000002,-0.03733333333333333,-0.11166666666666665,0.18500000000000003,0.07,0.023333333333333334,0.06033333333333333,0.03666666666666667,0.03166666666666667,-0.04633333333333334,-0.08233333333333334,-0.09100000000000001,-0.09566666666666666,-0.073,0.033333333333333326,0.09433333333333332,0.05166666666666666,0.001999999999999999,0.001999999999999997,0.008000000000000002,-0.13166666666666668,0.35433333333333333,0.25,0.127,0.12666666666666668,0.082,0.055333333333333325,-0.013666666666666667,-0.08533333333333333,-0.15733333333333333,0.214,0.13566666666666669,0.10000000000000002,0.10133333333333333,0.055999999999999994,0.015666666666666666,0.005333333333333331,-5.782411586589357e-19,-0.08033333333333333
1962,-0.5933333333333334,-0.5666666666666667,-0.5499999999999999,-0.5466666666666666,-0.5366666666666666,-0.4533333333333333,-0.5499999999999999,-0.6933333333333334,-0.6766666666666667,-0.24233333333333332,-0.41,0.45566666666666666,-0.09366666666666666,-0.0030000000000000005,-0.055999999999999994,-0.081,-0.11066666666666665,-0.08766666666666667,-0.09400000000000001,-0.04066666666666667,-0.057999999999999996,0.08233333333333333,0.20433333333333334,0.09800000000000002,-0.027999999999999994,-0.061666666666666654,-0.05233333333333332,-0.01933333333333333,0.010333333333333335,0.053333333333333344,-0.26866666666666666,-0.20933333333333334,-0.2093333333333333,-0.13366666666666666,-0.159,-0.123,-0.16833333333333333,-0.09066666666666667,-0.169,0.17400000000000002,0.261,0.065,-0.03666666666666666,-0.07666666666666666,-0.09400000000000001,-0.021,0.04866666666666667,0.108,0.08133333333333333,0.13966666666666666,-0.024333333333333335,-0.06999999999999999,-0.09799999999999999,-0.08666666666666667,-0.043666666666666666,0.058666666666666666,0.08266666666666667
1963,-0.6633333333333333,-0.52,-0.25666666666666665,-0.29666666666666663,-0.06666666666666665,0.17666666666666667,0.45999999999999996,0.49333333333333335,0.5366666666666666,0.2773333333333334,0.146,0.21766666666666667,-0.06366666666666666,-0.13533333333333333,-0.218,-0.12666666666666665,-0.04666666666666666,0.051333333333333335,0.11466666666666665,0.08266666666666667,0.021333333333333333,0.16366666666666665,0.027666666666666673,-0.17400000000000002,-0.08800000000000001,-0.04566666666666667,0.041333333333333326,0.10866666666666665,0.2673333333333333,0.256,-0.291,-0.298,-0.26166666666666666,-0.16466666666666666,-0.04700000000000001,0.062,0.121,-0.102,-0.213,0.23933333333333331,0.073,-0.25866666666666666,-0.17533333333333334,-0.08333333333333333,0.0013333333333333391,0.11033333333333334,0.42366666666666664,0.3193333333333333,0.11633333333333333,-0.007666666666666673,-0.2396666666666667,-0.17766666666666667,-0.08900000000000001,-0.017000000000000005,0.07466666666666666,0.27166666666666667,0.18766666666666668
1964,0.4433333333333333,0.14333333333333334,-0.5800000000000001,-0.8066666666666666,-0.9366666666666666,-1.0233333333333334,-1.1533333333333333,-1.3066666666666666,-1.2433333333333334,-0.7639999999999999,-0.6186666666666667,-0.40399999999999997,-0.15466666666666665,-0.262,-0.3956666666666666,-0.3246666666666667,-0.24433333333333337,-0.21966666666666668,-0.2976666666666667,-0.33466666666666667,-0.3243333333333333,-0.03933333333333333,-0.231,-0.37400000000000005,-0.25066666666666665,-0.17499999999999996,-0.18933333333333335,-0.25066666666666665,-0.31033333333333335,-0.29300000000000004,-0.26899999999999996,-0.2926666666666667,-0.4176666666666667,-0.39833333333333326,-0.31366666666666665,-0.25,-0.34500000000000003,-0.3586666666666667,-0.35566666666666663,-0.18800000000000003,-0.3793333333333333,-0.425,-0.246,-0.15000000000000002,-0.20433333333333334,-0.25366666666666665,-0.29633333333333334,-0.3096666666666667,-0.13533333333333333,-0.2643333333333333,-0.337,-0.255,-0.21,-0.24,-0.2476666666666667,-0.3196666666666667,-0.3713333333333333
1965,-0.8366666666666666,-0.5733333333333333,-0.26666666666666666,-0.003333333333333336,0.26666666666666666,0.52,0.6,0.9,1.0433333333333332,-0.135,-0.4026666666666667,-0.32,-0.26333333333333336,-0.226,-0.24766666666666662,-0.2303333333333333,-0.21933333333333335,-0.20966666666666667,-0.22266666666666668,-0.16366666666666665,-0.13033333333333333,-0.261,-0.236,-0.243,-0.26566666666666666,-0.2373333333333333,-0.236,-0.22799999999999998,-0.079,-0.042,-0.2663333333333333,-0.21599999999999997,-0.252,-0.19499999999999998,-0.20133333333333334,-0.18333333333333332,-0.21766666666666667,-0.24833333333333332,-0.21833333333333335,-0.33699999999999997,-0.30666666666666664,-0.34800000000000003,-0.3456666666666666,-0.264,-0.2843333333333333,-0.301,-0.19933333333333336,-0.14833333333333334,-0.317,-0.26733333333333337,-0.33033333333333337,-0.28099999999999997,-0.22799999999999998,-0.22366666666666668,-0.24766666666666667,-0.16,-0.13933333333333334
1966,0.7533333333333334,0.6266666666666666,0.18000000000000002,-0.006666666666666664,-0.040000000000000015,-0.003333333333333318,-0.15,-0.3333333333333333,-0.39666666666666667,-0.18766666666666665,0.001666666666666668,-0.22833333333333336,-0.19566666666666668,-0.20433333333333337,-0.18466666666666667,-0.16166666666666665,-0.10366666666666667,-0.06433333333333334,-0.057999999999999996,-0.13899999999999998,-0.15766666666666668,-0.16233333333333333,-0.17899999999999996,-0.19866666666666666,-0.14233333333333334,-0.041666666666666664,0.049666666666666665,0.07333333333333333,-0.03866666666666667,-0.09333333333333334,-0.22899999999999998,-0.22966666666666669,-0.17033333333333334,-0.18100000000000002,-0.16533333333333336,-0.17800000000000002,-0.18900000000000003,-0.24000000000000002,-0.22199999999999998,-0.17400000000000002,-0.18233333333333332,-0.26366666666666666,-0.20066666666666666,-0.05566666666666666,0.078,0.10533333333333333,-0.06833333333333334,-0.23033333333333336,-0.15966666666666665,-0.15633333333333332,-0.19600000000000004,-0.13,-0.043333333333333335,0.027999999999999997,0.0013333333333333333,-0.11233333333333333,-0.22366666666666665
1967,-0.6966666666666667,-0.7133333333333334,-0.51,-0.35000000000000003,-0.24,-0.32,-0.55,-0.6366666666666666,-0.5466666666666667,0.10866666666666668,0.10433333333333333,-0.18199999999999997,-0.22666666666666666,-0.212,-0.055,-0.059666666666666666,-0.038,-0.09100000000000001,-0.09566666666666668,-0.08600000000000001,-0.09566666666666668,-0.27,-0.22233333333333336,0.07200000000000001,0.03133333333333334,0.021333333333333333,-0.037,-0.03133333333333333,0.04800000000000001,0.07166666666666667,-0.18299999999999997,-0.20199999999999999,-0.18166666666666667,-0.15,-0.09666666666666666,-0.14433333333333334,-0.15933333333333333,-0.21966666666666668,-0.26299999999999996,-0.442,-0.302,0.009333333333333332,-0.065,-0.036666666666666674,-0.09000000000000001,-0.067,0.126,0.13633333333333333,-0.3646666666666667,-0.28099999999999997,-0.012999999999999992,-0.05133333333333332,-0.064,-0.133,-0.10366666666666667,0.079,0.079
1968,-0.65,-0.7366666666666667,-0.66,-0.37000000000000005,-0.17666666666666667,0.05333333333333334,-0.056666666666666664,0.1366666666666667,0.3666666666666667,-0.5730000000000001,-0.2956666666666667,0.20033333333333334,-0.24333333333333332,-0.19266666666666665,-0.13266666666666668,-0.18233333333333335,-0.18733333333333335,-0.15466666666666665,-0.17900000000000002,-0.11333333333333333,-0.102,-0.18033333333333335,-0.09633333333333334,0.020000000000000004,-0.09666666666666668,-0.11199999999999999,-0.11766666666666666,-0.11699999999999999,-0.1436666666666667,-0.2353333333333333,-0.307,-0.289,-0.2843333333333333,-0.26766666666666666,-0.26266666666666666,-0.19233333333333333,-0.24133333333333332,-0.08266666666666667,0.03166666666666667,-0.283,-0.042333333333333334,0.118,-0.18333333333333335,-0.24433333333333337,-0.26666666666666666,-0.2163333333333333,-0.21233333333333335,-0.3443333333333333,-0.24933333333333332,-0.09566666666666666,-0.05833333333333333,-0.26766666666666666,-0.27066666666666667,-0.2293333333333333,-0.19566666666666666,-0.18366666666666664,-0.255
1969,0.7999999999999999,0.8166666666666668,0.4466666666666667,0.3466666666666667,0.18333333333333335,0.08666666666666667,0.13,0.4166666666666667,0.5266666666666667,-0.15066666666666667,-0.4606666666666667,-0.17966666666666667,-0.17933333333333334,-0.16,-0.00366666666666667,0.042666666666666665,-0.009,-0.054,-0.06033333333333333,0.006999999999999999,0.067,-0.4166666666666667,-0.39633333333333337,-0.129,-0.07166666666666667,-0.06,-0.07133333333333333,-0.036,0.0026666666666666644,0.10833333333333332,0.057666666666666665,0.07566666666666666,0.12166666666666666,0.157,0.04166666666666668,-0.037000000000000005,-0.08433333333333333,0.011333333333333334,0.025333333333333336,-0.892,-0.8903333333333333,-0.24333333333333332,-0.126,-0.10166666666666667,-0.08633333333333333,-0.052333333333333336,0.02,0.158,-0.5796666666666667,-0.539,-0.09533333333333333,-0.028333333333333335,-0.015333333333333336,-0.021,-0.015333333333333332,0.026999999999999996,0.1416666666666667
1970,0.27,0.06333333333333334,0.03000000000000001,-0.12333333333333334,-0.39666666666666667,-0.65,-0.8566666666666668,-0.9633333333333334,-1.01,-0.5146666666666667,-0.435,0.17966666666666664,0.08333333333333333,-0.003333333333333332,-0.10266666666666664,-0.11833333333333333,-0.129,-0.14766666666666667,-0.112,-0.048999999999999995,-0.10266666666666667,0.12533333333333332,-0.03333333333333333,-0.152,-0.12166666666666666,-0.11833333333333333,-0.10866666666666668,-0.11366666666666665,-0.13899999999999998,-0.221,0.041666666666666664,0.027333333333333334,-0.05266666666666667,-0.11499999999999999,-0.13933333333333334,-0.18666666666666668,-0.11,0.040999999999999995,0.015333333333333332,0.18499999999999997,-0.07133333333333335,-0.20033333333333334,-0.05833333333333333,-0.04633333333333334,-0.026,-0.043666666666666666,-0.13933333333333334,-0.26099999999999995,0.18533333333333335,0.009666666666666676,-0.108,0.004666666666666666,-0.005666666666666668,0.005666666666666667,-0.021333333333333333,-0.08366666666666667,-0.19166666666666665
1971,-1.45,-1.49,-1.0533333333333335,-0.9666666666666667,-0.9533333333333333,-0.9566666666666667,-0.96,-1.0066666666666666,-0.9433333333333334,-0.4523333333333333,-0.379,-0.007999999999999993,-0.20099999999999998,-0.25,-0.25500000000000006,-0.22866666666666668,-0.212,-0.20633333333333334,-0.161,-0.1416666666666667,-0.17666666666666667,-0.2973333333333333,-0.304,-0.291,-0.235,-0.20866666666666667,-0.21733333333333335,-0.20766666666666667,-0.15166666666666667,-0.163,-0.10533333333333333,-0.19600000000000004,-0.21833333333333335,-0.22199999999999998,-0.21533333333333335,-0.19566666666666666,-0.115,-0.132,-0.19033333333333333,-0.2956666666666667,-0.3673333333333333,-0.411,-0.284,-0.23266666666666666,-0.21799999999999997,-0.14933333333333335,0.018666666666666665,0.039,-0.27699999999999997,-0.3303333333333333,-0.37833333333333335,-0.3236666666666666,-0.26099999999999995,-0.20199999999999999,-0.102,-0.04800000000000001,-0.07200000000000001
1972,-0.58,-0.3466666666666667,0.09000000000000001,0.28,0.4266666666666667,0.5933333333333334,0.71,1.06,1.2266666666666666,0.4533333333333333,0.6523333333333333,0.04733333333333333,-0.2926666666666667,-0.26366666666666666,-0.11466666666666668,-0.078,-0.066,-0.01733333333333333,-0.023666666666666666,-0.04966666666666667,0.004666666666666666,-0.484,-0.48100000000000004,-0.20666666666666667,-0.18833333333333335,-0.16766666666666666,-0.124,-0.16133333333333333,-0.19866666666666669,-0.15966666666666665,-0.10166666666666667,-0.04633333333333334,-0.02266666666666667,0.03233333333333333,0.036,0.08933333333333333,0.11366666666666665,0.09933333333333334,0.169,-0.6046666666666667,-0.6906666666666667,-0.253,-0.222,-0.20366666666666666,-0.12666666666666668,-0.22066666666666665,-0.33266666666666667,-0.23900000000000002,-0.505,-0.5686666666666667,-0.22133333333333335,-0.14933333333333335,-0.11533333333333334,-0.07200000000000001,-0.12866666666666668,-0.19066666666666668,-0.08566666666666667
