t,ticker,src,K,date,dir,in_choppy,in_choppy_a,fwd5,spy_fwd5,fwd10,spy_fwd10,fwd20,spy_fwd20,fwd60,spy_fwd60,ex5,ex10,ex20,ex60,fake10,mae20,surv20,nodes
844,MSFT,bluechip,5.0,1998-05-06,dn,True,False,0.6512115959667941,1.8144959376367398,-0.723598351511523,1.9846821161281003,-0.3617955378647175,-0.31189521313309543,27.27932971421383,1.7403313047832603,-1.1632843416699457,-2.7082804676396233,-0.04990032473162209,25.53899840943057,False,-3.424135444569787,True,sep_oct
925,MSFT,bluechip,5.0,1998-08-31,dn,True,False,6.2867327694116515,7.291703304940644,12.899048862783813,8.398418504399462,17.654754595409837,9.695989397321814,26.84047137689396,24.004170906488078,-1.0049705355289928,4.500630358384351,7.958765198088024,2.836300470405881,False,-15.566607102837315,False,sep_oct
951,MSFT,bluechip,5.0,1998-10-07,dn,True,False,6.440973665366356,3.539266223639159,13.081040298983293,9.78117399005396,12.084994583514842,15.572716718032552,49.80079686594989,27.093851634624034,2.901707441727197,3.2998663089293334,-3.4877221345177105,22.706945231325857,False,-14.431847474654202,False,sep_oct
1093,MSFT,bluechip,5.0,1999-05-03,dn,True,False,-0.2348163440358153,-1.0018365404781737,-0.939052943866836,-1.1055072508876385,-1.7215275643073902,-4.3759028662083255,12.676054232543944,0.763840872245436,0.7670201964423584,0.16645430702080244,2.6543753019009353,11.912213360298509,False,-1.0068921685991272,True,sep_oct
1209,MSFT,bluechip,5.0,1999-10-15,dn,True,False,5.2519252649034565,4.1791246970731555,5.109968801977249,9.709688713283459,1.277529666381616,11.911884037346043,24.201543066466556,15.999737269546399,1.072800567830301,-4.5997199113062095,-10.634354370964427,8.201805796920157,False,-5.372741428120131,False,sep_oct
1232,MSFT,bluechip,5.0,1999-11-17,dn,True,False,7.867720868594996,0.24272311130970614,11.54412921024539,-0.2647598601954848,33.75003484177841,0.35304474701045585,17.205931139041873,-1.2586542932232048,7.62499775728529,11.808889070440875,33.39699009476795,18.46458543226508,True,-25.233664336389527,False,sep_oct
1276,MSFT,bluechip,5.0,2000-01-21,dn,True,False,-5.301287359190365,-5.928127701192077,2.7108018116190014,-1.2765263700412532,-8.373546776635033,-6.317588282986386,-26.86747644768093,-2.3052869899883865,0.6268403420017119,3.9873281816602546,-2.055958493648647,-24.562189457692543,False,-5.62818545796282,False,sep_oct
1296,MSFT,bluechip,5.0,2000-02-18,dn,True,False,-3.6817984633958134,0.6004927036559637,-4.667975001920455,3.279427111874389,2.4326547363380024,8.311562267228666,-26.89017665699144,8.682016820454352,-4.282291167051778,-7.947402113794844,-5.878907530890664,-35.57219347744579,False,-5.878735992894713,False,sep_oct
1326,MSFT,bluechip,5.0,2000-04-03,dn,True,False,-5.2957411613053225,-0.26859824652741837,-16.506174154304066,-6.942153777173377,-23.1086604132147,-4.710783339152114,-13.136184084955493,-3.5337961168197984,-5.0271429147779045,-9.564020377130689,-18.397877074062585,-9.602387968135695,False,0.0,True,sep_oct
4669,MSFT,bluechip,5.0,2013-07-19,dn,True,False,0.7006346522854034,-0.03546510522720592,1.5605061518875418,1.052176447278308,1.9874926558545392,-1.9743366714924604,10.48648651073265,1.538812131563061,0.7360997575126094,0.5083297046092339,3.9618293273469996,8.94767437916959,False,-4.530243483083152,True,sep_oct
5052,MSFT,bluechip,5.0,2015-01-27,dn,True,True,-2.48471295876167,1.0358595503979995,-0.1406084750203762,2.007527990786362,3.8515785119761503,4.384986296177518,2.3170152618100515,4.618069729130836,-3.5205725091596696,-2.148136465806738,-0.5334077842013674,-2.3010544673207844,False,-4.057695017096597,True,sep_oct
5143,MSFT,bluechip,5.0,2015-06-08,dn,True,False,-0.5466733496547693,0.30220141797725475,1.0933952769513366,2.130026883911529,-3.1270205262882267,0.2647107289001527,-7.947117601904474,-7.567729355685904,-0.8488747676320241,-1.0366316069601922,-3.3917312551883794,-0.3793882462185705,False,-2.119035938024083,True,sep_oct
5196,MSFT,bluechip,5.0,2015-08-21,dn,True,False,1.9968089834627278,0.732946891116204,-1.0679934113676182,-2.6487555528171947,2.4147114286209304,-0.1762451086454786,24.843310922022212,4.478074501604068,1.2638620923465238,1.5807621414495765,2.590956537266409,20.365236420418142,False,-2.7765616845547125,True,sep_oct
5311,MSFT,bluechip,5.0,2016-02-05,dn,True,False,0.6778460452483648,-0.7023061604181646,5.717743969773137,3.633955294307989,2.4649010667474602,6.7252098347900136,-0.04503124129769942,10.254507740486662,1.3801522056665294,2.083788675465148,-4.260308768042553,-10.299538981784362,False,-5.944436666502517,False,sep_oct
5409,MSFT,bluechip,5.0,2016-06-27,dn,True,False,5.657625013366374,4.413824508355746,9.869913657200513,7.690342945458051,17.20006333745172,8.592146561665048,20.008208162426655,8.672406401437938,1.2438005050106282,2.1795707117424623,8.607916775786672,11.335801760988717,True,-14.675814029151102,False,sep_oct
6036,MSFT,bluechip,5.0,2018-12-21,dn,False,False,3.4001690293941955,3.8305049193710694,4.652343192323172,6.6763702949921955,8.632795795801073,9.434988052348569,22.908904484190963,18.813547191097225,-0.4303358899768739,-2.0240271026690237,-0.8021922565474959,4.095357293093738,False,-8.801407347526125,False,sep_oct
6339,MSFT,bluechip,5.0,2020-03-09,dn,False,False,-10.091646451534974,-12.536929770104233,-9.719828661633711,-18.221578010190598,9.726467691375928,-2.8489290229322117,23.407387783799784,14.508151439069138,2.4452833185692597,8.501749348556887,12.575396714308141,8.899236344730646,False,-8.864285797236493,False,sep_oct
6474,MSFT,bluechip,5.0,2020-09-18,dn,True,False,3.707767934480688,-0.5806760482285012,2.8943334219961425,0.9647621445254773,9.616233652161776,5.0325290787224475,7.171422243709102,10.285795113221408,4.28844398270919,1.9295712774706653,4.583704573439329,-3.114372869512305,False,-10.082548927255619,False,sep_oct;president_pre2m
6790,MSFT,bluechip,5.0,2021-12-20,dn,True,False,6.6706524944230905,4.811205620774528,2.8445455739651404,4.960664273351223,-5.182674071072613,-0.7099107781886937,-7.526963866811198,-3.0572727609716632,1.8594468736485625,-2.1161186993860825,-4.472763292883919,-4.469691105839535,True,-6.581996717454553,False,sep_oct
6810,MSFT,bluechip,5.0,2022-01-19,dn,True,False,-2.1824943390382434,-4.066418664518934,3.3395802726469803,1.2396134681621707,-1.0585161374033647,-1.1400182103094125,-7.556599153680987,-2.7891626115151835,1.8839243254806903,2.0999668044848097,0.08150207290604783,-4.767436542165804,False,-3.231656509380021,True,sep_oct
7196,MSFT,bluechip,5.0,2023-08-03,dn,True,False,-1.1418491836200917,-0.6527858772692019,-2.788578633755323,-2.796100095763576,0.5491749010484881,0.33641815446963097,1.1780858930739102,-8.179178731213488,-0.4890633063508898,0.007521462008253099,0.21275674657885713,9.3572646242874,False,-1.0451060802250112,True,sep_oct
7233,MSFT,bluechip,5.0,2023-09-26,dn,True,False,0.40047523915549554,-1.0073319666839664,5.205987997349659,2.0334381914808075,5.891560702756826,-0.5283178516734321,18.976166600261024,10.396951410322552,1.407807205839462,3.1725498058688517,6.419878554430259,8.579215189938472,True,-6.162802761749586,False,sep_oct
7510,MSFT,bluechip,5.0,2024-10-31,dn,False,False,4.695439323556716,4.742877085456132,5.054740887942821,4.345453824480039,4.419230727859169,5.963342548595918,2.3306463911278774,6.759339243983331,-0.04743776189941595,0.7092870634627824,-1.5441118207367488,-4.428692852855454,True,-5.245840042087879,False,sep_oct
7572,MSFT,bluechip,5.0,2025-02-03,dn,True,False,0.3163717108985553,1.1843991967196654,-0.3115005156163919,2.2951875565283553,-5.23966694877438,-3.4979998477518537,-3.6180934713861745,-6.952817717530257,-0.8680274858211101,-2.606688072144747,-1.741667101022526,3.3347242461440825,False,-1.4496197894956153,True,sep_oct
7592,MSFT,bluechip,5.0,2025-03-04,dn,True,True,-2.099780553653119,-3.629993088822725,-1.3097895952875471,-2.745906940815057,-1.6520289650109432,-2.4620342623066227,18.247631139452515,2.594220482267162,1.530212535169606,1.43611734552751,0.8100052972956795,15.653410657185354,False,-3.0946124518243634,True,sep_oct
7773,MSFT,bluechip,5.0,2025-11-19,dn,True,False,-0.14602357676282152,2.573081296708457,-1.1044556835056896,3.283889293198561,-0.45864970827498297,2.088634093299313,-17.813284620909076,3.8766549608797884,-2.7191048734712786,-4.38834497670425,-2.547283801574296,-21.689939581788863,False,-1.1808409168265421,True,sep_oct
752,MSFT,bluechip,8.0,1997-12-22,dn,True,False,2.5590605340660266,1.8181837190776706,2.017726325065383,1.1302364401390985,9.153544027915284,0.7206777354287874,28.83860069788153,15.51524919743732,0.740876814988356,0.8874898849262847,8.432866292486498,13.323351500444211,False,-8.38593387822051,False,sep_oct
776,MSFT,bluechip,8.0,1998-01-28,up,True,False,5.243287376937467,2.9101253870485344,6.669471193691812,4.541088938992477,14.765126204137902,7.579170057185247,23.657793828122877,13.725318848013156,2.333161989888932,2.1283822546993347,7.1859561469526545,9.93247498010972,False,-0.5033470851884769,True,sep_oct
925,MSFT,bluechip,8.0,1998-08-31,dn,True,False,6.2867327694116515,7.291703304940644,12.899048862783813,8.398418504399462,17.654754595409837,9.695989397321814,26.84047137689396,24.004170906488078,-1.0049705355289928,4.500630358384351,7.958765198088024,2.836300470405881,False,-15.566607102837315,False,sep_oct
951,MSFT,bluechip,8.0,1998-10-07,dn,True,False,6.440973665366356,3.539266223639159,13.081040298983293,9.78117399005396,12.084994583514842,15.572716718032552,49.80079686594989,27.093851634624034,2.901707441727197,3.2998663089293334,-3.4877221345177105,22.706945231325857,False,-14.431847474654202,False,sep_oct
1093,MSFT,bluechip,8.0,1999-05-03,dn,True,False,-0.2348163440358153,-1.0018365404781737,-0.939052943866836,-1.1055072508876385,-1.7215275643073902,-4.3759028662083255,12.676054232543944,0.763840872245436,0.7670201964423584,0.16645430702080244,2.6543753019009353,11.912213360298509,False,-1.0068921685991272,True,sep_oct
1276,MSFT,bluechip,8.0,2000-01-21,dn,True,False,-5.301287359190365,-5.928127701192077,2.7108018116190014,-1.2765263700412532,-8.373546776635033,-6.317588282986386,-26.86747644768093,-2.3052869899883865,0.6268403420017119,3.9873281816602546,-2.055958493648647,-24.562189457692543,False,-5.62818545796282,False,sep_oct
1296,MSFT,bluechip,8.0,2000-02-18,dn,True,False,-3.6817984633958134,0.6004927036559637,-4.667975001920455,3.279427111874389,2.4326547363380024,8.311562267228666,-26.89017665699144,8.682016820454352,-4.282291167051778,-7.947402113794844,-5.878907530890664,-35.57219347744579,False,-5.878735992894713,False,sep_oct
1327,MSFT,bluechip,8.0,2000-04-04,dn,True,False,-5.292868028738795,0.18735926819215543,-9.033165125671783,-3.7676929521365032,-20.32463395088793,-6.244758834806563,-12.844011372733032,-3.7289348237293907,-5.48022729693095,-5.265472173535279,-14.079875116081366,-9.115076549003641,False,-0.5614642468218745,True,sep_oct
3593,MSFT,bluechip,8.0,2009-04-09,up,True,False,-2.389381593956763,1.4800282716987745,6.304031548461575,0.990544230201329,-1.2709386196897654,8.355678787027943,15.267329929926587,3.2017577831889854,-3.8694098656555376,5.313487318260246,-9.626617406717708,12.065572146737601,False,-5.388911677221819,False,sep_oct
3615,MSFT,bluechip,8.0,2009-05-12,up,True,False,2.7601007825539092,0.16492880845186964,1.8494127613404965,-1.429025301223108,14.093603132499544,3.770496089005615,18.697859791597658,10.425733688892457,2.5951719741020396,3.2784380625636045,10.323107043493929,8.2721261027052,False,-0.7038647160058087,True,sep_oct
5053,MSFT,bluechip,8.0,2015-01-28,dn,True,True,1.5780781933256494,1.9586044169367378,2.8890450227520237,3.392624679997658,7.728976105177399,5.616064024833722,17.04461339265546,6.223025473920973,-0.38052622361108845,-0.5035796572456341,2.1129120803436763,10.821587918734487,False,-7.363715191877985,False,sep_oct
5311,MSFT,bluechip,8.0,2016-02-05,dn,True,False,0.6778460452483648,-0.7023061604181646,5.717743969773137,3.633955294307989,2.4649010667474602,6.7252098347900136,-0.04503124129769942,10.254507740486662,1.3801522056665294,2.083788675465148,-4.260308768042553,-10.299538981784362,False,-5.944436666502517,False,sep_oct
6036,MSFT,bluechip,8.0,2018-12-21,dn,False,False,3.4001690293941955,3.8305049193710694,4.652343192323172,6.6763702949921955,8.632795795801073,9.434988052348569,22.908904484190963,18.813547191097225,-0.4303358899768739,-2.0240271026690237,-0.8021922565474959,4.095357293093738,False,-8.801407347526125,False,sep_oct
