t,ticker,src,K,date,dir,in_choppy,in_choppy_a,fwd5,spy_fwd5,ex5,fwd10,spy_fwd10,ex10,fwd20,spy_fwd20,ex20,fwd60,spy_fwd60,ex60,fake10,mae20,surv20,nodes
3093,MSFT,bluechip,,2007-04-17,base,True,True,-0.20797860245204136,0.7002521563750586,-0.9082307588270999,5.372613410622229,1.074187339761301,4.298426070860928,7.452680626637109,2.3659439523469272,5.086736674290182,4.566437395619372,5.4153266811643785,-0.848889285545007,,,,
4063,MSFT,bluechip,,2011-02-18,base,False,False,-1.7738485245073043,-1.0258178263385043,-0.7480306981688001,-4.9519479668388104,-2.3042966909244234,-2.647651275914387,-6.393199315302567,-3.1416285778400166,-3.2515707374625507,-8.792551997251453,-0.5809295991489605,-8.211622398102492,,,,
3665,MSFT,bluechip,,2009-07-23,base,True,False,-6.846646688809777,1.034224853732879,-7.880871542542656,-8.215953697383682,2.283447506413605,-10.499401203797287,-6.873695455249007,3.4097961465144655,-10.283491601763473,4.260571474969765,12.030201205666891,-7.769629730697126,,,,
7875,MSFT,bluechip,,2026-04-20,base,False,False,1.6145601012486965,0.9100979724274927,0.7044621288212038,-1.0644218942414962,1.3108204834641812,-2.3752423777056775,1.3083968031136761,4.223114999961153,-2.9147181968474767,-3.851333909800536,6.199072167351782,-10.050406077152319,,,,
1051,MSFT,bluechip,,1999-03-03,base,True,False,7.852860158314878,4.6316929744655955,3.221167183849283,11.695791530778287,5.4162871162437565,6.2795044145345305,19.799416617889086,4.225810332469715,15.573606285419372,4.761853960257967,4.378082357267021,0.3837716029909455,,,,
2975,MSFT,bluechip,,2006-10-24,base,False,False,1.5204709442193654,-0.06529519442646237,1.5857661386458277,2.3691533577439694,0.5294424282079158,1.8397109295360536,6.160861653155325,2.0017627395244375,4.159098913630888,9.070314957377645,4.145397528154815,4.92491742922283,,,,
4047,MSFT,bluechip,,2011-01-27,base,False,False,-4.2258211207306,0.6077055740153048,-4.833526694745904,-4.745419936273287,1.7924267806953331,-6.5378467169686205,-7.492464675524813,1.8001166202345598,-9.292581295759373,-10.767701105971073,3.254506693322723,-14.022207799293795,,,,
5121,MSFT,bluechip,,2015-05-06,base,True,False,2.9170183398256944,0.9517671198255417,1.9652512200001526,3.4771509473797035,2.3264838973708235,1.15066705000888,0.823898347091867,1.0046214620453409,-0.18072311495347382,1.5633371612765457,1.6746578766450915,-0.11132071536854582,,,,
2174,MSFT,bluechip,,2003-08-20,base,True,False,-0.11340893376300398,-0.3086424038286628,0.19523347006565883,7.485794870865736,2.946738937768445,4.539055933097291,11.531131918735404,4.131418537889342,7.3997133808460624,-2.3285185752275894,6.289960027823627,-8.618478603051216,,,,
4751,MSFT,bluechip,,2013-11-13,base,True,False,-2.0932293826917525,0.05041327955208619,-2.1436426622438387,-0.7202428257014559,1.536007385030591,-2.256250210732047,-1.723621445531287,-0.14016781284603708,-1.58345363268525,-1.855644787390065,2.5720220417176476,-4.427666829107713,,,,
4467,MSFT,bluechip,,2012-09-26,base,False,False,-1.0275063977211674,1.2562147844635385,-2.283721182184706,-3.944296953984583,-0.00692772953388987,-3.937369224450693,-7.524002057848356,-1.5841475722528142,-5.939854485595541,-9.571256902007919,0.04860214150568254,-9.619859043513602,,,,
7159,MSFT,bluechip,,2023-06-09,base,False,False,4.755339124238533,2.6035020435416056,2.151837080696928,0.5538792184911712,0.7310185669338054,-0.17713934844263424,1.73810480424208,3.3039314601867042,-1.5658266559446243,2.0792283560568725,4.181794219331003,-2.1025658632741306,,,,
4390,MSFT,bluechip,,2012-06-07,base,True,False,0.3763600411200496,1.0753325887680854,-0.6989725476480357,3.113258403385344,0.8149790890892739,2.29827931429607,3.284299551410075,3.1367254588894333,0.14757409252064146,6.138141133277508,7.452782745988618,-1.3146416127111094,,,,
6130,MSFT,bluechip,,2019-05-09,base,True,False,3.1133368282970197,0.36278233995616915,2.7505544883408506,0.913996808697104,-1.576774394739744,2.490771203436848,5.088766087705876,0.3453416787844832,4.743424408921393,5.736584430848279,-0.5091677807007478,6.245752211549027,,,,
5939,MSFT,bluechip,,2018-08-03,base,False,False,0.888578033173637,-0.15515648277537597,1.043734515949013,-0.04255973447869765,0.5148081403068661,-0.5573678747855637,4.370887793917166,2.3660148234845524,2.004872970432614,-3.50827594635299,-6.539330424301204,3.0310544779482136,,,,
3220,MSFT,bluechip,,2007-10-16,base,True,False,1.912945215236217,-1.3135467920103228,3.2264920072465397,17.315299947343465,-0.46820404772707214,17.78350399507054,14.030095724332048,-3.7066083755054713,17.736704099837517,12.21013216577096,-8.379608839830222,20.589741005601184,,,,
6085,MSFT,bluechip,,2019-03-06,base,False,False,2.4608643102324246,1.4459682229077009,1.0148960873247237,5.163319003352829,1.968876327558955,3.1944426757938738,7.355736556000814,3.7326179337060728,3.623118622294741,11.085321452086806,-0.305595565699901,11.390917017786707,,,,
5468,MSFT,bluechip,,2016-09-20,base,True,True,2.0066824128253113,1.0073795946045738,0.9993028182207375,0.7569060598008104,0.5903508658381851,0.1665551939626253,1.496185032538655,0.13585836589977696,1.360326666638878,11.078038161925097,5.838226826181403,5.239811335743694,,,,
6151,MSFT,bluechip,,2019-06-10,base,True,False,0.18854087717861123,0.13845699435253156,0.05008388282607967,3.906504353292828,2.110329068082173,1.796175285210655,2.910995015116735,3.3448294951479607,-0.4338344800312255,4.138991033103934,2.249420754938525,1.889570278165409,,,,
2101,MSFT,bluechip,,2003-05-07,base,True,False,-1.4236427543789287,1.199256490950762,-2.6228992453296907,-7.541392306730055,-0.7923685721609952,-6.749023734569059,-7.310517802433846,6.703053189373431,-14.013570991807278,0.6925331274634461,5.863411280217545,-5.170878152754099,,,,
6581,MSFT,bluechip,,2021-02-23,base,True,False,0.257204909932085,-0.2477385555457179,0.5049434654778029,0.2186152755130788,-0.08517205569482655,0.30378733120790535,1.8476413061311314,0.8453424065914872,1.0022988995396442,4.463228657409957,6.375656771373528,-1.9124281139635713,,,,
6376,MSFT,bluechip,,2020-04-30,base,True,False,2.4496217740637816,-0.9639440512325126,3.413565825296294,0.7365532966837174,-1.8968474677648284,2.6334007644485458,2.539115866049735,4.764513988910624,-2.225398122860889,14.06599811292024,11.760665133541192,2.305332979379049,,,,
906,MSFT,bluechip,,1998-08-04,base,False,False,-1.0168065533921467,-0.11680089234676894,-0.9000056610453777,6.459257646661576,3.1541915377139684,3.3050661089476074,-3.1101249764332928,-6.483619155438991,3.373494179005698,1.1363314486988685,0.17734373045790175,0.9589877182409667,,,,
5712,MSFT,bluechip,,2017-09-08,base,True,True,1.7977611424889295,1.5600036653699467,0.23775747711898276,0.5811879855306401,1.66189781720385,-1.08070983167321,2.730408635894599,3.671165621108252,-0.9407569852136533,10.14757534219699,7.653033289433853,2.494542052763138,,,,
498,MSFT,bluechip,,1996-12-19,base,False,False,-0.7363791841897172,1.6002692499564874,-2.3366484341462046,-0.5890989047311113,-0.3245526499440321,-0.26454625478707916,6.921913981682493,3.985455349240974,2.9364586324415187,17.378517648532732,5.847575436687857,11.530942211844874,,,,
1679,MSFT,bluechip,,2001-08-27,base,True,False,-9.966335644257185,-4.133197671439071,-5.833137972818115,-15.085863371006457,-11.841749981718863,-3.2441133892875946,-16.88335317880959,-11.536399311049317,-5.346953867760272,2.2949714864581194,-2.068178811991539,4.363150298449659,,,,
1710,MSFT,bluechip,,2001-10-16,base,True,False,3.3874997258277695,-0.9819219604793483,4.369421686307118,0.7357061665306919,-3.482153952851552,4.2178601193822445,16.167687590772516,4.145820365728503,12.021867225044012,17.382367222164664,4.859814199886792,12.522553022277872,,,,
7466,MSFT,bluechip,,2024-08-29,base,True,False,-2.7643293156031756,-3.2219956718826492,0.4576663562794736,4.228799312292497,0.6555176446483291,3.573281667644168,3.606697464228681,2.6637090414772135,0.9429884227514673,1.1412366668877683,6.98247144923001,-5.841234782342242,,,,
4386,MSFT,bluechip,,2012-06-01,base,True,False,4.217922809184649,3.8545456653812593,0.3633771438033895,5.518437246836894,5.208359716704392,0.31007753013250205,7.521950156072621,6.745596049558733,0.7763541065138879,8.588100593885372,11.01228684397717,-2.4241862500917986,,,,
1053,MSFT,bluechip,,1999-03-05,base,True,False,3.3884871747342116,1.4332975076497334,1.9551896670844782,10.488134413506556,1.9249381975599666,8.56319621594659,22.5495100808913,4.061675366431716,18.48783471445958,1.3311635766427132,1.9740405147667284,-0.6428769381240151,,,,
2960,MSFT,bluechip,,2006-10-03,base,False,False,1.1691830064026965,1.4322659399540472,-0.2630829335513507,3.909370186703809,2.287047083045768,1.622323103658041,4.895857467689035,3.3218228465340394,1.574034621154996,9.910514410081838,7.230326815019761,2.680187595062077,,,,
3385,MSFT,bluechip,,2008-06-12,base,False,False,2.4433433892278478,-0.02228430540389681,2.4656276946317446,-1.7351404588679342,-4.149225095187903,2.414084636319969,-10.587855851461791,-7.430670323163646,-3.157185528298145,-7.138226775475054,-5.076073037663176,-2.0621537378118786,,,,
1851,MSFT,bluechip,,2002-05-09,base,True,False,6.945526034290439,2.422246090946012,4.523279943344427,5.180427674742627,2.1809605972289425,2.9994670775136845,-0.2685484511288472,-4.09283656441869,3.8242881132898425,-15.598599163884908,-21.98312763073411,6.384528466849202,,,,
6053,MSFT,bluechip,,2019-01-17,base,False,False,0.9894289505264053,1.072421726109174,-0.08299277558276863,-3.147428741281344,2.700037096369412,-5.847465837650756,1.9788733663171465,5.479929657655447,-3.5010562913383003,14.556115595737085,10.757253073196482,3.7988625225406025,,,,
3721,MSFT,bluechip,,2009-10-12,base,True,False,2.488336502509436,1.9595414167013825,0.5287950858080537,11.508572623012636,-0.7150760328451855,12.223648655857822,12.713839145740714,1.75520398045661,10.958635165284104,18.91371248568454,6.616608067281682,12.29710441840286,,,,
3495,MSFT,bluechip,,2008-11-17,base,True,False,7.816547400427942,-0.514770307244794,8.331317707672737,-0.2084884760136907,-0.23399098949944408,0.025502513485753386,4.794159665284248,7.499740304730507,-2.705580639446259,-0.5211081825819641,-2.3846872812483766,1.8635790986664125,,,,
5237,MSFT,bluechip,,2015-10-20,base,False,False,12.392747870202903,1.7183076900873395,10.674440180115564,13.355700183555875,3.884615836269756,9.47108434728612,11.632911885968799,1.161930870581318,10.47098101538748,7.460124687906022,-6.982548357685747,14.44267304559177,,,,
6997,MSFT,bluechip,,2022-10-17,base,True,False,4.092128958769892,3.2849935664199803,0.8071353923499114,-2.2733799005242195,5.285971998521433,-7.559351899045652,1.692422885674505,7.714964216079134,-6.022541330404629,0.695560628398173,8.713508630070077,-8.017948001671904,,,,
6847,MSFT,bluechip,,2022-03-14,base,True,False,8.21879682758877,6.899431420713986,1.319365406874784,12.393294111688856,9.670584597071862,2.7227095146169944,3.1905607726570473,5.824138182608984,-2.633577409951937,-1.9534817210988598,-1.0797188572911232,-0.8737628638077366,,,,
2505,MSFT,bluechip,,2004-12-13,base,False,False,-1.100917712620464,-0.2788260652540231,-0.8220916473664408,-1.100917712620464,1.1485248049401875,-2.2494425175606514,-1.9082696387944464,-1.3555680698854489,-0.5527015689089976,-6.390971139344048,1.1986293128075642,-7.589600452151612,,,,
2786,MSFT,bluechip,,2006-01-25,base,True,False,6.212098746431605,1.3659030732512178,4.846195673180387,1.9318729952571223,-0.031597089909773945,1.9634700851668963,1.3270691407287094,1.9106326926896067,-0.5835635519608973,3.189403717182504,3.9566977760280286,-0.7672940588455246,,,,
1712,MSFT,bluechip,,2001-10-18,base,True,False,10.237838138330456,2.932405610787714,7.3054325275427425,8.969142159042232,1.0147048690986704,7.954437289943561,16.511009646833518,6.93535947581676,9.575650171016758,22.555072596815773,7.564806109544153,14.990266487271619,,,,
4045,MSFT,bluechip,,2011-01-25,base,False,False,-1.6169169078078194,1.2154268582572625,-2.832343766065082,-0.5975489430072201,2.6321829489555526,-3.2297318919627727,-5.985394191370441,1.4321790679849178,-7.4175732593553585,-8.920024623944089,3.490071506883874,-12.410096130827963,,,,
