ticker,date,dir,choppy,dev_adr
MSTR,2016-01-28,up,True,0.8310420345380957
MSTR,2016-03-18,up,False,0.7136965055347875
MSTR,2016-04-18,up,False,-1.268556541915776
MSTR,2016-06-24,dn,True,0.30653843286364124
MSTR,2016-08-02,dn,True,-0.23410484171780388
MSTR,2016-10-10,up,True,1.117456602817208
MSTR,2016-11-07,up,True,-3.8287625794167655
MSTR,2017-07-28,dn,True,-4.907203724099831
MSTR,2017-10-12,up,False,-1.3119384667346679
MSTR,2018-06-18,up,True,3.6479855658764517
MSTR,2018-07-19,up,False,2.9888189571393093
MSTR,2018-08-16,up,False,-0.5302179164618295
MSTR,2018-12-03,up,False,2.7734569853825697
MSTR,2019-01-08,up,False,-0.14487826163606438
MSTR,2019-02-12,up,False,-0.1603696110148753
MSTR,2019-03-13,up,False,0.8355178408213232
MSTR,2019-04-10,up,False,-0.08972134263457568
MSTR,2019-09-17,up,True,0.41574296665952976
MSTR,2019-10-30,up,True,-0.9588860836924172
MSTR,2020-05-27,up,True,0.8761557456196103
MSTR,2020-08-11,up,False,-1.9398135040902726
MSTR,2021-02-16,dn,True,-0.10378589110651135
MSTR,2024-03-18,dn,False,1.379908607424953
MSTR,2024-04-16,dn,False,-0.5016398860992874
MSTR,2024-09-19,up,True,-0.34103854355562285
MSTR,2026-02-25,up,True,0.3656058887809884
MSTR,2026-04-17,up,False,-1.049990262760387
MSTR,2026-06-15,up,True,4.582904460248937
MSTR,2026-07-21,up,True,1.232141259624233
MSTR,2026-08-19,up,True,-2.2169488943563977
LULU,2015-03-25,dn,True,4.202149630828012
LULU,2015-04-07,up,True,-0.2359414855399324
LULU,2015-05-21,dn,True,1.8903887014123189
LULU,2015-08-24,dn,True,2.3641689063775946
LULU,2015-09-22,dn,True,-1.7899579088230126
LULU,2015-11-23,up,True,1.970725277916136
LULU,2015-12-22,up,True,0.2588895185956397
LULU,2016-01-22,up,True,-2.332125050070626
LULU,2016-05-16,dn,True,2.26340413676495
LULU,2016-10-04,dn,True,-0.6199061550860202
LULU,2017-03-13,dn,False,-0.19596672497912573
LULU,2017-05-17,dn,True,0.06220621775768071
LULU,2017-06-23,up,True,-0.28243258260145737
LULU,2018-11-19,dn,True,0.9617842687038682
LULU,2018-12-24,dn,False,3.387419190367442
LULU,2019-05-29,dn,True,1.2636636618165185
LULU,2019-08-05,dn,True,2.101824105877639
LULU,2020-03-09,dn,False,-1.1879074878159699
LULU,2021-01-15,dn,False,0.6263073955816992
LULU,2021-02-22,dn,True,-0.5866735116047158
LULU,2021-09-02,dn,True,3.992622907888776
LULU,2021-12-20,dn,True,1.0101370140710608
LULU,2022-01-19,dn,True,-1.5391663346924225
LULU,2022-05-18,dn,True,0.5753500367063324
LULU,2022-07-01,dn,True,1.8609002006176572
LULU,2022-09-30,dn,False,1.2387124725617902
LULU,2023-01-09,dn,True,1.242205825434458
LULU,2023-03-10,dn,True,1.357091941380872
LULU,2023-08-24,dn,True,4.526901973292454
LULU,2024-03-22,dn,False,-3.498316623780691
INTC,2015-07-07,dn,True,-0.2909314997405285
INTC,2015-09-30,up,False,-0.5141719920804263
INTC,2016-01-07,dn,True,0.9736444775720053
INTC,2016-02-05,dn,True,-2.6003166334712247
INTC,2016-06-23,up,True,4.12072463773703
INTC,2016-07-22,up,True,-2.066796197556139
INTC,2017-06-20,dn,False,-0.9852249435982148
INTC,2018-01-10,dn,False,2.6039674883402326
INTC,2018-04-02,dn,True,1.8291945192893655
INTC,2018-07-27,dn,False,1.1278177703837466
INTC,2018-09-06,dn,False,-0.5415729221178529
INTC,2018-10-11,dn,True,0.8183246183592383
INTC,2018-12-07,dn,False,1.2742538520904967
INTC,2019-05-10,dn,True,-0.5831921455115453
INTC,2020-02-24,dn,False,-2.5007320940637827
INTC,2020-07-24,dn,False,-3.669219494906767
INTC,2021-04-23,dn,True,-1.7381372839584428
INTC,2022-10-28,up,True,0.2824063628158833
INTC,2023-03-29,up,True,-1.831059064068822
INTC,2023-05-31,up,False,1.303458307972488
INTC,2023-07-28,up,False,2.139973583490427
INTC,2023-09-07,up,True,2.0685653857696096
INTC,2023-11-01,up,True,-0.6897804093683341
INTC,2024-07-08,up,False,-1.2660503860219356
INTC,2024-08-15,up,True,0.5945731387627413
INTC,2024-09-23,up,True,-0.21194405893028948
INTC,2024-11-06,up,False,-0.5406319242611758
INTC,2025-01-17,up,True,1.6792042020167774
INTC,2025-02-18,up,True,0.5762047182524184
INTC,2025-05-12,up,False,1.632328894401669
INTC,2025-06-24,up,False,0.2345088936587955
INTC,2025-08-15,up,False,0.34032101687531874
INTC,2025-09-18,up,False,-3.7288495143442812
INTC,2026-06-05,dn,True,3.0867624006000423
INTC,2026-07-07,dn,True,-1.2086613087101494
BE,2018-09-12,up,False,0.7271083203598484
BE,2018-10-04,dn,True,-0.561610869432436
BE,2019-01-04,up,False,-0.9149478894573546
BE,2019-02-13,up,False,-0.41406982824749905
BE,2019-11-04,up,True,-1.2984772620009863
BE,2021-01-28,dn,False,1.4589410050797906
BE,2021-03-03,dn,True,0.8164824518406527
BE,2021-04-15,dn,True,2.226752820865913
BE,2021-05-13,dn,True,0.9346376436831543
BE,2021-07-07,dn,True,-0.7705147331587202
BE,2021-11-18,dn,True,-0.07615114743974728
BE,2022-09-02,dn,False,1.3197743775933606
BE,2022-10-03,dn,False,-1.137023367490682
BE,2023-02-21,dn,True,-0.3047578150124431
BE,2024-12-19,dn,True,0.9790015817919269
BE,2025-01-28,dn,True,1.2624950680657006
BE,2025-03-06,dn,True,1.4370920373265128
BE,2025-04-03,dn,True,-0.814490309502575
BE,2025-11-11,dn,True,-0.17627745412819895
BE,2026-02-04,dn,True,0.517316156525522
BE,2026-03-06,dn,True,0.7187289439053682
BE,2026-06-05,dn,True,2.676400563744178
BE,2026-07-08,dn,True,-0.3812551361550194
PLTR,2020-10-27,up,True,-0.38646707489825055
PLTR,2020-12-28,dn,False,0.09107015564389444
PLTR,2021-02-16,dn,True,-0.4293985543166631
PLTR,2022-05-27,up,True,1.0265332753371026
PLTR,2022-07-21,up,True,1.3463190214332954
PLTR,2022-09-29,up,False,-0.07901350465964374
PLTR,2022-10-27,up,True,3.4383385209831494
PLTR,2023-01-27,up,True,0.2715076071922543
PLTR,2023-03-21,up,True,0.837932169112952
PLTR,2023-05-09,up,False,-1.8135285257420077
PLTR,2025-01-07,dn,True,0.6908627586314949
PLTR,2025-03-06,dn,True,0.4533931801093223
PLTR,2025-04-04,dn,True,3.49295898899715
PLTR,2025-06-05,dn,False,3.1902446609445594
PLTR,2025-11-13,dn,True,-0.10613441525157756
PLTR,2026-01-02,dn,True,0.6098594768350272
PLTR,2026-02-02,dn,True,-1.2821963695642355
GOOG,2015-08-21,dn,True,0.9611913734499232
GOOG,2015-09-17,up,True,2.105952335018061
GOOG,2015-10-15,up,False,0.05020465116093151
GOOG,2015-11-12,up,True,-5.528176040216064
GOOG,2016-02-05,dn,True,0.532924136685499
GOOG,2016-06-24,dn,True,2.081660879908944
GOOG,2018-03-22,dn,True,-0.5761517399855168
GOOG,2018-10-10,dn,True,0.7464513537777533
GOOG,2018-12-20,dn,False,1.5752000528070371
GOOG,2019-05-02,dn,True,1.0990052780295438
GOOG,2019-05-31,dn,True,-1.3092503681482164
GOOG,2020-03-06,dn,False,-0.8637944035539338
GOOG,2020-09-21,dn,True,0.47391480149436355
GOOG,2022-01-05,dn,True,0.010456264961256517
GOOG,2022-03-07,dn,True,2.3190077717647286
GOOG,2022-10-24,up,True,5.78308516389012
GOOG,2023-02-02,up,True,2.304725938268177
GOOG,2023-04-14,up,True,1.650532855986065
GOOG,2023-05-12,up,False,-3.127851458885941
MRVL,2015-03-25,dn,True,1.0147299509001693
MRVL,2015-04-23,dn,True,-2.063223419606393
MRVL,2015-10-06,up,False,0.23020740102319195
MRVL,2016-01-29,up,True,0.20520855416578415
MRVL,2016-02-29,up,False,-1.2907731122724795
MRVL,2016-07-20,up,True,-2.764448481195857
MRVL,2017-08-10,dn,True,2.0163098878695207
MRVL,2018-02-05,dn,True,3.094119953222336
MRVL,2018-03-28,dn,True,2.01598467380073
MRVL,2018-04-30,dn,True,2.404492513632049
MRVL,2018-06-26,dn,True,3.8372614498511917
MRVL,2018-08-17,dn,False,2.065279420474572
MRVL,2018-10-10,dn,True,1.0591287390744197
MRVL,2018-11-19,dn,True,1.0468642315644374
MRVL,2018-12-19,dn,False,2.126844431684875
MRVL,2019-08-23,dn,True,1.2263608563859332
MRVL,2019-10-08,dn,True,1.4831127056785836
MRVL,2020-01-29,dn,False,0.17554630829751927
MRVL,2020-02-27,dn,False,0.7704490032016039
MRVL,2020-08-11,dn,False,0.2866212567379585
MRVL,2020-11-02,dn,True,4.993329691287871
MRVL,2021-02-22,dn,True,-0.27628659080483386
MRVL,2021-05-03,dn,True,0.7722222322243569
MRVL,2022-01-07,dn,True,0.7741749865509348
MRVL,2022-02-11,dn,True,1.191691990392233
MRVL,2022-03-14,dn,True,3.0183334438689324
MRVL,2022-04-22,dn,True,0.8749565923228496
MRVL,2022-06-13,dn,True,-0.8892492120461285
MRVL,2022-08-22,dn,True,1.4479997517654066
MRVL,2022-09-22,dn,False,1.360992260125428
MRVL,2022-11-09,dn,True,2.935736855081144
MRVL,2022-12-15,dn,True,-0.6173377837655665
MRVL,2023-02-17,dn,True,0.8000666765386786
MRVL,2023-04-21,dn,True,1.1534079486447713
MRVL,2023-08-11,dn,True,1.7134933474198548
MRVL,2023-09-20,dn,True,0.5091294095849
MRVL,2023-10-19,dn,True,-1.26303518899151
MRVL,2024-02-16,dn,False,4.537071240156147
MRVL,2024-04-19,dn,False,1.4395500148623148
MRVL,2024-07-19,dn,True,0.4238013411557816
MRVL,2024-12-18,dn,True,1.7840259946285302
MRVL,2025-01-27,dn,True,2.501859147764376
MRVL,2025-02-25,dn,True,-1.3832518091620967
MRVL,2026-06-10,dn,True,1.7024611336492996
MRVL,2026-07-13,dn,True,-0.3131479942143186
MRVL,2026-08-28,dn,True,-0.9658621400063462
COIN,2021-06-28,up,True,0.4163306367932179
COIN,2021-08-05,up,False,0.09316518890955192
COIN,2021-10-15,up,True,-1.5606840893036282
COIN,2021-11-18,dn,True,0.22531706936543752
COIN,2021-12-17,dn,True,0.8007344493727246
COIN,2022-01-18,dn,True,-0.2677756173755196
COIN,2022-02-07,up,True,1.3252848769392662
COIN,2022-03-18,up,True,0.15896025224876734
COIN,2022-05-17,up,True,0.4805200574629022
COIN,2022-06-21,up,True,1.169906952119197
COIN,2022-07-20,up,True,1.4161528722755379
COIN,2022-10-04,up,False,0.696383493369324
COIN,2022-12-02,up,True,1.74136848015209
COIN,2023-01-04,up,True,0.7225062250154191
COIN,2023-02-02,up,True,1.1016068234307488
COIN,2023-03-16,up,True,0.3818201580322018
COIN,2023-05-31,up,False,2.602910706384572
COIN,2023-06-29,up,False,-4.658355510515547
COIN,2024-04-15,dn,False,-0.3254591777787267
COIN,2024-06-24,dn,False,0.4578486675696733
COIN,2024-07-25,dn,True,0.6709830676004518
COIN,2024-09-03,dn,True,-1.2732694865132668
COIN,2024-10-31,dn,False,8.951062109113993
COIN,2024-12-18,dn,True,-0.5405511170594764
COIN,2025-02-05,dn,True,1.1324912643901122
COIN,2025-03-10,dn,True,-0.12325787632456355
COIN,2025-06-12,dn,False,10.201522029880238
COIN,2025-08-01,dn,False,-0.36157697139066114
COIN,2025-11-04,dn,True,-0.048187999052608725
NBIS,2024-11-25,up,False,-0.27258640570593384
NBIS,2024-12-12,dn,True,0.4746518218384943
NBIS,2025-01-27,dn,True,3.660013416506617
NBIS,2025-02-25,dn,True,-0.7020539509434046
NBIS,2025-04-24,up,False,0.33382315550171276
NBIS,2025-05-22,up,False,-6.61417322834646
NBIS,2025-10-17,dn,True,1.349822639590151
NBIS,2025-11-14,dn,True,-0.7596193899738396
NBIS,2026-07-01,dn,True,-0.6804080550259377
NBIS,2026-08-28,dn,True,-0.20817405759985247
RKLB,2021-09-30,up,True,1.223618202668425
RKLB,2021-10-06,dn,True,0.4444349208389983
RKLB,2021-11-04,up,True,1.5216000528153242
RKLB,2021-12-03,dn,True,-1.2432912467662858
RKLB,2022-03-18,up,True,1.821675530343819
RKLB,2022-07-20,up,True,0.8325791855203629
RKLB,2022-10-04,up,False,1.4085765336509823
RKLB,2022-11-01,up,True,-0.46493953550752204
RKLB,2023-01-06,up,True,-0.22004088703007155
RKLB,2023-05-15,up,False,-0.82683540858679
RKLB,2023-12-07,up,False,0.9506039874803442
RKLB,2024-02-14,up,False,1.219621558604609
RKLB,2024-05-14,up,False,1.5383231378193631
RKLB,2024-06-12,up,False,0.6165088855671821
RKLB,2024-07-12,up,False,-0.841931069099524
RKLB,2024-08-15,up,True,-1.1042910237639378
RKLB,2024-12-10,dn,True,1.4427506841200606
RKLB,2025-01-13,dn,True,2.675088760521269
RKLB,2025-02-19,dn,True,-0.8740485523823166
RKLB,2025-06-13,dn,False,4.976741154195399
RKLB,2025-08-12,dn,False,1.3179181326228977
RKLB,2025-09-25,dn,False,5.279941703909464
RKLB,2025-11-04,dn,True,-0.7682995528374682
RKLB,2026-01-30,dn,True,0.10515424411188788
RKLB,2026-03-20,dn,True,0.8387329269089635
RKLB,2026-06-01,dn,False,-0.1678956644823895
AMD,2015-03-05,dn,True,-0.7867986798679838
AMD,2015-08-03,up,True,2.144834730200582
AMD,2015-09-08,up,True,1.3042347159994225
AMD,2015-10-21,up,False,-1.4758465735836983
AMD,2015-11-24,up,True,0.44142614601018215
AMD,2015-12-23,up,True,2.555038544343355
AMD,2016-09-08,dn,True,0.30874893954982857
AMD,2016-11-10,dn,True,5.6346732911773545
