sector,ticker,pair,date,t,entry,entry_reason,days_into_window,etf_depth_pct,ema_state,support_level,support_band_lo,support_band_hi,support_age,support_touches,n_levels,lower_shadow,stk_vol_ratio,stk_ret_day,rs5,vix,spy_above_ma100,etf_t_index,fwd1,fwd5,fwd10,fwd20,support_broken_day,cls
XLK,MSFT,XLK/MSFT,2026-03-27,7860,355.33,连续3日低于EMA20,9,-5.13,EMA10<EMA20,351.543,344.178,358.909,232,分形支撑(1触),1,0.04,1.16,-2.51,-2.72,31.0,False,6856,0.61,4.52,7.74,19.07,,V型反转
XLK,MSFT,XLK/MSFT,2026-06-25,7921,352.167,连续3日低于EMA20,0,-0.06,EMA10>=EMA20,354.842,346.682,363.002,57,分形支撑(1触),1,0.24,1.53,-3.46,-6.34,18.9,True,6917,5.71,10.67,9.15,8.18,,V型反转
XLK,AAPL,XLK/AAPL,2000-05-10,1352,0.743,连续3日低于EMA20,4,-9.74,EMA10<EMA20,0.708,0.665,0.752,90,分形支撑(2触),1,0.09,1.24,-5.81,-5.57,29.9,False,348,3.52,2.08,-11.71,-4.53,9.0,支撑击穿
XLK,AAPL,XLK/AAPL,2000-05-19,1359,0.703,连续3日低于EMA20,0,-6.48,EMA10<EMA20,0.66,0.616,0.704,127,分形支撑(4触),1,0.11,1.88,-6.7,-9.54,25.4,False,355,-4.32,-8.11,-2.86,2.79,,支撑击穿
XLK,AAPL,XLK/AAPL,2000-08-03,1411,0.718,连续3日低于EMA20,7,-2.98,EMA10<EMA20,0.66,0.62,0.7,179,分形支撑(5触),1,0.34,1.18,1.59,-6.26,20.0,False,407,-1.3,-0.91,7.16,26.95,,横盘消化
XLK,AAPL,XLK/AAPL,2000-09-22,1446,0.78,死叉,9,-5.59,EMA10<EMA20,0.718,0.682,0.754,184,分形支撑(6触),1,0.13,2.18,-7.94,-2.53,20.7,False,442,2.51,-50.66,-57.49,-62.63,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2001-04-04,1579,0.292,连续3日低于EMA20,40,-14.09,EMA10<EMA20,0.268,0.254,0.283,111,分形支撑(7触),1,0.5,1.37,-3.66,0.34,34.1,False,575,7.03,11.8,31.9,28.0,,V型反转
XLK,AAPL,XLK/AAPL,2001-07-24,1655,0.285,连续3日低于EMA20,2,-4.63,EMA10<EMA20,0.27,0.255,0.285,187,分形支撑(8触),1,0.3,0.82,-2.3,-17.72,25.2,False,651,-3.25,-1.57,0.84,-6.13,,死猫反弹
XLK,AAPL,XLK/AAPL,2001-09-10,1688,0.26,死叉,23,-8.23,EMA10<EMA20,0.241,0.227,0.255,191,分形支撑(1触),1,0.14,1.24,0.52,0.37,31.8,False,684,-2.19,-9.44,-10.71,3.68,8.0,支撑击穿
XLK,AAPL,XLK/AAPL,2002-02-27,1801,0.328,连续3日低于EMA20,28,-4.73,EMA10<EMA20,0.305,0.294,0.317,153,分形支撑(4触),1,0.31,2.48,-7.22,-2.95,21.5,False,797,-1.18,9.61,11.52,6.88,,V型反转
XLK,AAPL,XLK/AAPL,2002-05-07,1849,0.336,死叉,33,-9.05,EMA10<EMA20,0.322,0.311,0.333,69,分形支撑(2触),1,0.41,0.82,-0.79,0.93,21.9,False,845,8.46,13.97,4.41,1.11,,V型反转
XLK,AAPL,XLK/AAPL,2002-06-04,1868,0.341,连续3日低于EMA20,4,-4.19,EMA10<EMA20,0.325,0.314,0.336,88,分形支撑(3触),1,0.7,1.24,-0.57,-0.95,23.9,False,864,-0.26,-10.18,-11.55,-25.64,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2002-06-07,1871,0.32,连续3日低于EMA20,7,-6.12,EMA10<EMA20,0.317,0.306,0.328,223,分形支撑(4触),1,0.47,2.09,-3.43,-3.23,23.5,False,867,0.37,-6.07,-21.26,-15.84,2.0,支撑击穿
XLK,AAPL,XLK/AAPL,2002-06-12,1874,0.3,连续3日低于EMA20,10,-5.3,EMA10<EMA20,0.289,0.278,0.3,242,分形支撑(1触),1,0.19,1.76,-1.81,-5.91,24.1,False,870,-2.74,-14.78,-17.62,-8.91,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2002-06-14,1876,0.301,连续3日低于EMA20,12,-5.87,EMA10<EMA20,0.262,0.252,0.273,216,分形支撑(5触),2,0.5,1.37,2.87,-3.08,26.0,False,872,2.19,-16.17,-11.84,-9.3,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2002-07-17,1898,0.234,连续3日低于EMA20,34,-1.13,EMA10<EMA20,0.221,0.209,0.232,202,分形支撑(2触),1,0.44,2.8,-12.49,-14.51,35.5,False,894,-4.09,-2.75,-2.37,-2.94,,横盘消化
XLK,AAPL,XLK/AAPL,2002-12-19,2007,0.212,连续3日低于EMA20,6,-3.2,EMA10<EMA20,0.207,0.2,0.214,99,分形支撑(6触),1,0.12,1.38,-2.54,-3.96,30.2,False,1003,-0.42,-0.99,4.93,-1.27,,死猫反弹
XLK,AAPL,XLK/AAPL,2003-03-11,2061,0.213,连续3日低于EMA20,9,-4.28,EMA10<EMA20,0.207,0.201,0.213,153,分形支撑(12触),1,0.3,0.86,-0.97,1.06,33.6,False,1057,-0.07,5.41,2.25,1.55,,V型反转
XLK,AAPL,XLK/AAPL,2003-11-18,2237,0.305,连续3日低于EMA20,0,-2.31,EMA10>=EMA20,0.302,0.294,0.311,75,分形支撑(3触),1,0.06,1.09,-3.41,-2.56,19.1,True,1233,0.05,1.32,3.04,-2.6,,死猫反弹
XLK,AAPL,XLK/AAPL,2003-11-21,2240,0.303,连续3日低于EMA20,3,-1.44,EMA10<EMA20,0.29,0.281,0.299,88,分形支撑(2触),1,0.59,0.94,-0.49,-3.27,19.0,True,1236,4.29,7.05,3.8,-2.12,,死猫反弹
XLK,AAPL,XLK/AAPL,2006-05-31,2873,1.788,死叉,22,-2.29,EMA10<EMA20,1.745,1.693,1.797,134,分形支撑(2触),1,0.35,1.82,-2.37,-6.14,16.4,False,1869,4.02,-2.02,-3.61,-6.27,,死猫反弹
XLK,AAPL,XLK/AAPL,2006-06-28,2893,1.676,连续3日低于EMA20,2,-1.14,EMA10<EMA20,1.62,1.57,1.671,163,分形支撑(1触),1,0.32,1.04,-2.46,-1.21,15.8,False,1889,5.27,-0.45,-6.73,13.17,10.0,支撑击穿
XLK,AAPL,XLK/AAPL,2006-07-13,2903,1.563,连续3日低于EMA20,4,-4.12,EMA10<EMA20,1.522,1.473,1.572,195,分形支撑(2触),1,0.23,1.66,-1.34,-1.21,17.8,False,1899,-3.02,15.79,21.34,22.62,,V型反转
XLK,AAPL,XLK/AAPL,2006-07-14,2904,1.516,连续3日低于EMA20,5,-3.97,EMA10<EMA20,1.454,1.404,1.503,205,分形支撑(2触),1,0.19,1.34,-3.02,-4.13,18.0,False,1900,3.36,19.83,29.45,25.62,,V型反转
XLK,AAPL,XLK/AAPL,2007-08-16,3178,3.501,连续3日低于EMA20,3,-3.91,EMA10<EMA20,3.452,3.376,3.527,42,分形支撑(1触),1,0.78,1.52,-2.38,-3.44,30.8,False,2174,4.28,11.98,16.4,18.59,,V型反转
XLK,AAPL,XLK/AAPL,2008-01-16,3283,4.775,连续3日低于EMA20,9,-6.27,EMA10<EMA20,4.544,4.391,4.697,63,分形支撑(2触),1,0.24,1.83,-5.56,-7.44,24.4,False,2279,0.78,-15.06,-15.21,-20.16,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-01-23,3287,4.16,连续3日低于EMA20,13,-6.84,EMA10<EMA20,3.832,3.677,3.988,117,分形支撑(3触),2,0.73,2.27,-10.65,-12.04,29.0,False,2283,-2.5,-4.95,-12.27,-12.61,10.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-02-07,3298,3.626,连续3日低于EMA20,24,-4.15,EMA10<EMA20,3.447,3.277,3.617,162,分形支撑(3触),1,0.36,1.26,-0.62,-7.08,27.7,False,2294,3.5,5.13,-1.47,0.83,,死猫反弹
XLK,AAPL,XLK/AAPL,2008-02-21,3307,3.635,连续3日低于EMA20,2,-2.05,EMA10<EMA20,3.462,3.294,3.63,171,分形支撑(4触),1,0.12,0.75,-1.84,-2.85,25.1,False,2303,-1.71,6.89,-0.5,9.65,,死猫反弹
XLK,AAPL,XLK/AAPL,2008-06-26,3395,5.033,连续3日低于EMA20,12,-3.55,EMA10<EMA20,4.989,4.863,5.115,114,分形支撑(2触),1,0.04,0.95,-5.15,-3.14,23.9,False,2391,1.09,1.11,2.57,-3.65,,死猫反弹
XLK,AAPL,XLK/AAPL,2008-07-15,3407,5.074,连续3日低于EMA20,24,-3.93,EMA10<EMA20,4.961,4.828,5.094,126,分形支撑(3触),1,0.44,1.25,-2.44,-1.88,28.5,False,2403,1.87,-4.49,-7.4,4.18,7.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-07-22,3412,4.846,连续3日低于EMA20,29,-2.15,EMA10<EMA20,4.544,4.41,4.678,192,分形支撑(2触),2,0.15,2.06,-2.57,-5.54,21.2,False,2408,2.62,-3.05,-0.85,7.1,,死猫反弹
XLK,AAPL,XLK/AAPL,2008-09-08,3445,4.723,死叉,4,-3.6,EMA10<EMA20,4.564,4.421,4.707,225,分形支撑(4触),1,0.48,1.59,-1.41,-2.58,22.6,False,2441,-3.95,-11.12,-17.01,-37.85,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-09-09,3446,4.537,死叉,5,-4.8,EMA10<EMA20,4.353,4.21,4.496,100,分形支撑(2触),1,0.19,1.84,-3.95,-3.34,25.5,False,2442,-0.05,-7.78,-16.38,-41.22,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-09-17,3452,3.823,死叉,11,-8.65,EMA10<EMA20,3.719,3.577,3.862,162,分形支撑(2触),1,0.0,1.57,-8.61,-9.21,36.2,False,2448,4.9,0.69,-14.64,-23.37,8.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-09-18,3453,4.011,死叉,12,-4.31,EMA10<EMA20,3.513,3.37,3.655,152,分形支撑(4触),1,0.67,2.03,4.9,-8.09,33.1,False,2449,5.09,-1.61,-25.35,-24.01,7.0,支撑击穿
XLK,AAPL,XLK/AAPL,2008-09-26,3459,3.836,死叉,18,-1.65,EMA10<EMA20,3.554,3.407,3.702,158,分形支撑(6触),1,0.28,1.1,-2.8,-8.75,34.7,False,2455,-17.92,-24.31,-24.52,-24.84,1.0,支撑击穿
XLK,AAPL,XLK/AAPL,2010-05-06,3863,7.365,死叉,1,-4.91,EMA10<EMA20,5.889,5.788,5.989,110,分形支撑(3触),2,0.8,2.01,-3.8,-1.43,32.8,False,2859,-4.22,4.92,-3.45,3.94,,死猫反弹
XLK,AAPL,XLK/AAPL,2010-08-25,3940,7.265,死叉,8,-2.5,EMA10<EMA20,6.92,6.744,7.096,63,分形支撑(1触),1,0.12,1.35,1.23,-0.98,26.7,False,2936,-1.07,3.06,8.31,18.95,,V型反转
XLK,AAPL,XLK/AAPL,2011-04-18,4103,9.926,连续3日低于EMA20,2,-1.14,EMA10<EMA20,9.582,9.438,9.725,79,分形支撑(3触),1,0.49,1.55,1.34,1.79,17.0,True,3099,1.81,5.6,4.93,1.29,,V型反转
XLK,AAPL,XLK/AAPL,2011-06-07,4137,9.931,连续3日低于EMA20,2,-2.61,EMA10<EMA20,9.825,9.682,9.968,94,分形支撑(5触),1,0.02,1.48,-1.77,-0.04,18.1,False,3133,0.06,0.12,-2.03,5.94,8.0,支撑击穿
XLK,AAPL,XLK/AAPL,2011-06-16,4144,9.725,连续3日低于EMA20,9,-3.22,EMA10<EMA20,9.58,9.446,9.714,120,分形支撑(4触),1,0.66,1.41,-0.49,0.28,22.7,False,3140,-1.51,1.87,3.23,12.23,2.0,支撑击穿
XLK,AAPL,XLK/AAPL,2011-06-20,4146,9.431,连续3日低于EMA20,11,-2.4,EMA10<EMA20,9.298,9.165,9.431,136,分形支撑(1触),1,0.67,1.62,-1.54,-2.84,20.0,False,3142,3.16,5.3,10.82,19.51,,V型反转
XLK,AAPL,XLK/AAPL,2011-10-04,4220,11.141,死叉,2,-2.0,EMA10<EMA20,10.485,10.261,10.709,105,分形支撑(4触),1,0.66,1.96,-0.56,-2.35,40.8,False,3216,1.54,7.46,13.35,6.45,,V型反转
XLK,AAPL,XLK/AAPL,2012-05-18,4377,15.863,死叉,10,-4.62,EMA10<EMA20,15.44,15.154,15.726,49,分形支撑(1触),1,0.39,1.29,0.05,-2.16,25.1,False,3373,5.83,6.02,6.39,10.45,,V型反转
XLK,AAPL,XLK/AAPL,2012-10-26,4489,18.143,死叉,14,-2.91,EMA10<EMA20,17.806,17.54,18.071,143,分形支撑(2触),1,0.57,1.75,-0.91,0.07,17.8,True,3485,-1.44,-3.5,-9.71,-3.05,3.0,支撑击穿
XLK,AAPL,XLK/AAPL,2012-11-07,4495,16.838,死叉,20,-3.22,EMA10<EMA20,16.572,16.304,16.84,133,分形支撑(3触),2,0.12,1.37,-3.83,-4.63,19.1,False,3491,-3.63,-3.78,0.66,-1.93,1.0,支撑击穿
XLK,AAPL,XLK/AAPL,2012-11-15,4501,15.861,死叉,26,-4.07,EMA10<EMA20,15.529,15.241,15.817,173,分形支撑(2触),1,0.18,1.26,-2.1,-0.51,18.0,False,3497,0.39,8.73,11.35,-3.01,,死猫反弹
XLK,AAPL,XLK/AAPL,2013-06-28,4655,12.115,死叉,6,-1.24,EMA10<EMA20,11.688,11.442,11.934,46,分形支撑(1触),1,0.22,1.65,0.7,-4.37,16.9,True,3651,3.2,4.67,7.8,12.93,,V型反转
XLK,AAPL,XLK/AAPL,2014-01-28,4801,15.668,死叉,0,-2.03,EMA10<EMA20,15.854,15.638,16.071,58,分形支撑(3触),1,0.34,2.81,-7.99,-4.02,15.8,True,3797,-1.14,0.45,6.45,2.75,1.0,支撑击穿
XLK,AAPL,XLK/AAPL,2014-04-11,4853,16.169,死叉,1,-2.33,EMA10<EMA20,15.902,15.675,16.129,110,分形支撑(4触),1,0.33,1.13,-0.74,-0.29,17.0,False,3849,0.4,2.22,14.33,14.73,,V型反转
XLK,AAPL,XLK/AAPL,2015-07-08,5164,27.32,连续3日低于EMA20,7,-2.67,EMA10<EMA20,27.197,26.843,27.551,78,分形支撑(3触),1,0.01,1.53,-2.48,-1.19,19.7,False,4160,-2.04,3.47,2.16,-5.85,1.0,支撑击穿
XLK,AAPL,XLK/AAPL,2015-08-12,5189,25.802,死叉,1,-0.12,EMA10<EMA20,24.601,24.25,24.951,172,分形支撑(1触),1,0.5,1.61,1.54,0.74,13.6,False,4185,-0.08,-0.2,-4.82,-2.32,7.0,支撑击穿
XLK,AAPL,XLK/AAPL,2015-08-24,5197,23.088,死叉,3,-8.7,EMA10<EMA20,21.626,21.275,21.977,233,分形支撑(4触),3,0.17,2.39,-2.5,-1.06,40.7,False,4193,0.6,9.35,8.91,9.97,,V型反转
XLK,AAPL,XLK/AAPL,2015-12-14,5275,25.292,连续3日低于EMA20,1,-1.23,EMA10<EMA20,24.885,24.445,25.324,88,分形支撑(4触),1,0.83,1.69,-0.62,-2.15,22.7,True,4271,-1.77,-4.58,-3.33,-13.42,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2016-01-20,5299,21.764,连续3日低于EMA20,10,-4.93,EMA10<EMA20,20.599,20.174,21.023,99,分形支撑(1触),1,0.35,1.41,0.13,1.14,27.6,False,4295,-0.51,-3.48,-0.45,-0.01,,死猫反弹
XLK,AAPL,XLK/AAPL,2016-04-27,5367,22.115,连续3日低于EMA20,1,-1.69,EMA10<EMA20,21.683,21.339,22.027,73,分形支撑(1触),1,0.11,3.07,-6.26,-5.69,13.8,True,4363,-3.06,-3.71,-4.85,2.46,2.0,支撑击穿
XLK,AAPL,XLK/AAPL,2016-04-29,5369,21.192,连续3日低于EMA20,3,-3.18,EMA10<EMA20,20.882,20.538,21.226,169,分形支撑(5触),1,0.56,1.62,-1.15,-8.28,15.7,True,4365,-0.11,-0.49,-2.85,7.7,,横盘消化
XLK,AAPL,XLK/AAPL,2016-06-24,5408,21.244,死叉,0,-2.42,EMA10<EMA20,20.818,20.49,21.145,208,分形支撑(8触),1,0.13,2.15,-2.81,-0.24,25.8,True,4404,-1.46,2.67,3.83,4.22,,V型反转
XLK,AAPL,XLK/AAPL,2016-11-14,5507,24.298,连续3日低于EMA20,0,-2.11,EMA10<EMA20,23.632,23.318,23.946,224,分形支撑(3触),1,0.44,1.43,-2.51,-1.8,14.5,True,4503,1.32,5.69,5.44,8.97,,V型反转
XLK,AAPL,XLK/AAPL,2018-02-09,5818,36.679,死叉,3,-3.69,EMA10<EMA20,35.286,34.837,35.735,172,分形支撑(1触),1,0.81,1.53,1.22,2.29,29.1,False,4814,4.03,10.24,14.42,16.18,,V型反转
XLK,AAPL,XLK/AAPL,2018-10-29,5999,50.139,死叉,15,-5.09,EMA10<EMA20,48.147,47.402,48.891,54,分形支撑(1触),1,0.45,1.33,-1.88,1.36,24.7,False,4995,0.5,-5.02,-8.19,-17.62,10.0,支撑击穿
XLK,AAPL,XLK/AAPL,2018-11-13,6010,45.571,连续3日低于EMA20,0,-3.02,EMA10<EMA20,44.587,43.788,45.386,107,分形支撑(4触),1,0.03,1.12,-1.0,-2.96,20.0,False,5006,-2.82,-7.93,-5.87,-11.07,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2018-11-14,6011,44.283,连续3日低于EMA20,1,-3.8,EMA10<EMA20,43.371,42.569,44.174,125,分形支撑(5触),1,0.1,1.39,-2.82,-4.42,21.2,False,5007,2.47,-5.36,-3.88,-11.41,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2018-11-23,6017,40.844,连续3日低于EMA20,7,-5.22,EMA10<EMA20,40.123,39.22,41.025,224,分形支撑(3触),1,0.04,0.52,-2.54,-3.78,21.5,False,5013,1.35,3.65,-1.56,-14.78,,死猫反弹
XLK,AAPL,XLK/AAPL,2018-12-10,6027,40.206,连续3日低于EMA20,1,-2.27,EMA10<EMA20,38.306,37.257,39.355,177,分形支撑(3触),1,0.25,1.4,0.66,-1.42,22.6,False,5023,-0.57,-3.34,-13.43,-9.6,8.0,支撑击穿
XLK,AAPL,XLK/AAPL,2018-12-21,6036,35.732,连续3日低于EMA20,10,-8.07,EMA10<EMA20,35.233,34.15,36.315,215,分形支撑(1触),1,0.13,2.1,-3.89,-0.99,30.1,False,5032,-2.59,4.65,0.01,2.12,7.0,支撑击穿
XLK,AAPL,XLK/AAPL,2019-05-13,6132,44.386,连续3日低于EMA20,2,-4.5,EMA10<EMA20,43.651,43.048,44.255,246,分形支撑(5触),1,0.43,1.88,-5.81,-4.28,20.5,True,5128,1.58,-1.42,-4.03,4.89,8.0,支撑击穿
XLK,AAPL,XLK/AAPL,2019-05-20,6137,43.758,连续3日低于EMA20,7,-2.64,EMA10<EMA20,42.546,41.938,43.154,223,分形支撑(1触),1,0.69,1.16,-3.13,-2.45,16.3,True,5133,1.92,-2.65,-1.88,8.39,8.0,支撑击穿
XLK,AAPL,XLK/AAPL,2019-06-03,6146,41.418,连续3日低于EMA20,16,-4.7,EMA10<EMA20,40.271,39.606,40.937,125,分形支撑(3触),1,0.4,1.22,-1.01,0.47,18.9,False,5142,3.66,11.13,11.88,16.3,,V型反转
XLK,AAPL,XLK/AAPL,2020-02-28,6333,65.933,死叉,3,-8.1,EMA10<EMA20,61.67,60.783,62.556,56,分形支撑(1触),2,0.04,2.65,-0.06,-1.55,40.1,False,5329,9.31,5.73,1.69,-9.37,9.0,支撑击穿
XLK,AAPL,XLK/AAPL,2020-03-16,6344,58.42,死叉,14,-17.49,EMA10<EMA20,56.92,55.793,58.046,89,分形支撑(1触),1,0.1,1.26,-12.86,2.68,82.7,False,5340,4.4,-7.37,5.2,18.51,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2020-03-23,6349,54.117,死叉,19,-13.97,EMA10<EMA20,51.852,50.634,53.069,120,分形支撑(2触),1,0.74,1.11,-2.12,-4.9,61.6,False,5345,10.03,13.57,16.98,19.61,,V型反转
XLK,AAPL,XLK/AAPL,2022-02-24,6835,159.166,连续3日低于EMA20,7,-2.6,EMA10<EMA20,152.66,149.528,155.792,58,分形支撑(3触),1,0.05,1.52,1.67,-1.61,30.3,False,5831,1.3,2.14,-2.59,6.96,,死猫反弹
XLK,AAPL,XLK/AAPL,2022-03-07,6842,155.802,连续3日低于EMA20,14,-6.07,EMA10<EMA20,154.138,150.92,157.356,61,分形支撑(1触),1,0.04,1.13,-2.37,2.84,36.5,False,5838,-1.17,-5.45,3.82,12.02,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2022-03-08,6843,153.982,连续3日低于EMA20,15,-5.94,EMA10<EMA20,150.835,147.602,154.068,66,分形支撑(3触),1,0.23,1.49,-1.17,1.38,35.1,False,5839,3.5,-1.49,7.23,11.19,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2022-05-02,6881,154.491,连续3日低于EMA20,15,-2.63,EMA10<EMA20,147.733,144.439,151.027,43,分形支撑(2触),1,0.69,1.42,0.2,-1.88,32.3,False,5877,0.96,-3.59,-7.73,-5.64,7.0,支撑击穿
XLK,AAPL,XLK/AAPL,2022-05-11,6888,143.493,连续3日低于EMA20,2,-7.25,EMA10<EMA20,142.787,139.437,146.137,187,分形支撑(6触),1,0.07,1.41,-5.18,-0.87,32.6,False,5884,-2.69,-3.88,-4.08,-2.63,5.0,支撑击穿
XLK,AAPL,XLK/AAPL,2022-05-12,6889,139.634,连续3日低于EMA20,3,-7.49,EMA10<EMA20,137.044,133.683,140.406,204,分形支撑(5触),1,0.51,1.71,-2.69,-1.72,31.8,False,5885,3.19,-3.65,0.86,-3.81,,死猫反弹
XLK,AAPL,XLK/AAPL,2022-09-16,6976,147.812,连续3日低于EMA20,1,-5.47,EMA10<EMA20,143.615,140.7,146.531,222,分形支撑(3触),1,0.78,1.97,-1.1,1.95,26.3,False,5972,2.51,-0.18,-8.29,-8.18,9.0,支撑击穿
XLK,AAPL,XLK/AAPL,2022-09-28,6984,146.969,连续3日低于EMA20,9,-4.28,EMA10<EMA20,139.203,136.287,142.119,51,分形支撑(1触),1,0.48,1.53,-1.27,-0.68,30.2,False,5980,-4.91,-2.3,-7.67,-0.33,2.0,支撑击穿
XLK,AAPL,XLK/AAPL,2022-09-29,6985,139.75,连续3日低于EMA20,10,-6.17,EMA10<EMA20,135.228,132.312,138.144,246,分形支撑(4触),1,0.3,1.31,-4.91,-3.3,31.8,False,5981,-3.0,2.07,0.36,1.63,,V型反转
XLK,AAPL,XLK/AAPL,2022-10-13,6995,140.25,连续3日低于EMA20,20,-2.96,EMA10<EMA20,130.456,127.541,133.372,97,分形支撑(2触),1,0.07,1.14,3.36,2.9,31.9,False,5991,-3.22,0.28,1.27,2.88,,V型反转
XLK,AAPL,XLK/AAPL,2022-11-03,7010,136.219,死叉,0,-4.22,EMA10<EMA20,135.109,131.912,138.306,118,分形支撑(3触),1,0.03,1.09,-4.24,0.23,25.3,False,6006,-0.19,5.93,8.71,6.61,,V型反转
XLK,AAPL,XLK/AAPL,2022-11-04,7011,135.953,死叉,1,-2.24,EMA10<EMA20,130.903,127.701,134.104,113,分形支撑(3触),1,0.48,1.53,-0.19,-4.37,24.5,False,6007,0.39,8.18,9.33,5.96,,V型反转
XLK,AAPL,XLK/AAPL,2023-08-18,7207,172.161,连续3日低于EMA20,10,-3.05,EMA10<EMA20,167.968,165.896,170.041,61,分形支撑(2触),1,0.11,1.09,0.28,-0.69,17.3,True,6203,0.77,2.36,8.58,1.99,,V型反转
XLK,AAPL,XLK/AAPL,2023-09-26,7233,169.665,死叉,7,-3.8,EMA10<EMA20,168.534,166.199,170.869,87,分形支撑(3触),1,0.08,0.97,-2.34,0.34,18.9,False,6229,-0.89,0.26,3.74,0.86,,V型反转
XLK,AAPL,XLK/AAPL,2023-10-20,7251,170.573,死叉,0,-2.18,EMA10<EMA20,168.534,166.052,171.016,105,分形支撑(3触),1,0.09,1.19,-1.47,-0.56,21.7,False,6247,0.07,-2.7,2.18,9.87,4.0,支撑击穿
XLK,AAPL,XLK/AAPL,2024-04-19,7375,163.221,连续3日低于EMA20,3,-5.31,EMA10<EMA20,160.932,158.521,163.343,244,分形支撑(2触),1,0.4,1.16,-1.22,-0.27,18.7,True,6371,0.51,2.61,11.14,15.23,,V型反转
XLK,AAPL,XLK/AAPL,2025-03-10,7596,226.089,死叉,9,-7.23,EMA10<EMA20,219.924,215.99,223.859,157,分形支撑(6触),1,0.27,1.52,-4.85,-0.12,27.9,False,6592,-2.92,-5.93,-2.97,-20.23,2.0,支撑击穿
XLK,AAPL,XLK/AAPL,2025-03-11,7597,219.49,死叉,10,-6.94,EMA10<EMA20,213.217,209.253,217.181,153,分形支撑(3触),1,0.4,1.54,-2.92,-1.77,26.9,False,6593,-1.75,-3.69,1.32,-21.93,2.0,支撑击穿
XLK,AAPL,XLK/AAPL,2025-03-13,7599,208.398,死叉,12,-6.18,EMA10<EMA20,204.639,200.614,208.665,177,分形支撑(1触),1,0.15,1.21,-3.36,-7.3,24.7,False,6595,1.82,2.11,6.76,-9.19,,死猫反弹
XLK,AAPL,XLK/AAPL,2025-04-04,7615,187.228,连续3日低于EMA20,5,-12.82,EMA10<EMA20,184.868,180.409,189.326,213,分形支撑(1触),1,0.08,2.14,-7.29,-1.91,45.3,False,6611,-3.67,5.19,2.54,5.58,1.0,支撑击穿
XLK,AAPL,XLK/AAPL,2025-04-08,7617,171.366,连续3日低于EMA20,7,-11.96,EMA10<EMA20,164.968,160.476,169.461,246,分形支撑(3触),1,0.15,1.84,-4.98,-9.16,52.3,False,6613,15.33,17.24,18.66,13.82,,V型反转
XLK,AAPL,XLK/AAPL,2026-01-20,7813,246.03,死叉,0,-2.15,EMA10<EMA20,243.102,239.307,246.897,65,分形支撑(1触),1,0.29,1.74,-3.46,-1.83,20.1,True,6809,0.39,4.69,9.23,7.25,,V型反转
XLK,AAPL,XLK/AAPL,2026-03-19,7854,248.517,连续3日低于EMA20,3,-0.66,EMA10<EMA20,242.931,238.608,247.254,106,分形支撑(2触),1,0.37,0.89,-0.39,-3.09,24.1,False,6850,-0.39,1.58,2.8,8.54,,V型反转
XLK,CSCO,XLK/CSCO,2000-05-22,1360,35.424,连续3日低于EMA20,1,-6.29,EMA10<EMA20,31.617,29.711,33.524,92,分形支撑(2触),1,0.58,1.65,3.39,-2.59,26.0,False,356,-8.51,8.37,10.97,21.49,,横盘消化
XLK,CSCO,XLK/CSCO,2000-08-11,1417,41.235,连续3日低于EMA20,13,-1.47,EMA10<EMA20,38.946,37.429,40.463,121,分形支撑(8触),1,0.28,1.1,1.48,-2.7,18.5,True,413,0.29,-1.26,1.85,-4.86,,死猫反弹
XLK,CSCO,XLK/CSCO,2000-09-11,1437,39.231,死叉,0,-4.81,EMA10<EMA20,39.124,37.683,40.566,141,分形支撑(10触),1,0.1,1.54,-4.21,-2.03,18.4,True,433,-3.78,-1.84,-6.54,-12.26,10.0,支撑击穿
XLK,CSCO,XLK/CSCO,2000-09-25,1447,36.667,死叉,10,-6.89,EMA10<EMA20,35.304,33.896,36.712,109,分形支撑(1触),1,0.07,1.25,-5.18,-1.95,21.4,False,443,-3.5,-2.95,-6.12,-2.3,,死猫反弹
XLK,CSCO,XLK/CSCO,2000-10-10,1458,32.78,死叉,21,-9.62,EMA10<EMA20,32.058,30.65,33.466,173,分形支撑(2触),1,0.12,1.02,-4.77,-4.79,24.9,False,454,0.12,6.72,7.34,11.0,,V型反转
XLK,CSCO,XLK/CSCO,2000-10-11,1459,32.82,死叉,22,-11.46,EMA10<EMA20,30.475,29.068,31.883,205,分形支撑(2触),1,0.1,1.53,0.12,-2.78,26.6,False,455,-2.69,2.08,-1.1,1.83,,死猫反弹
