date,ZC,ZS,ZW,ZL
2013-01-04,,,,
2013-01-11,,,,
2013-01-18,,,,
2013-01-25,,,,
2013-02-01,,,,
2013-02-08,,,,
2013-02-15,,,,
2013-02-22,,,,
2013-03-01,,,,
2013-03-08,,,,
2013-03-15,,,,
2013-03-22,,,,
2013-03-29,,,,
2013-04-05,-0.1649,-0.0769,,0.1218
2013-04-12,-0.1506,-0.0137,,0.1907
2013-04-19,-0.0451,0.0607,,0.2352
2013-04-26,-0.0282,0.0522,,0.2402
2013-05-03,0.0365,0.0646,,0.2387
2013-05-10,0.0137,0.1043,,0.255
2013-05-17,0.015,0.1695,,0.2629
2013-05-24,-0.0012,0.1474,,0.1894
2013-05-31,0.0067,0.1916,,0.2321
2013-06-07,0.0044,0.2088,,0.2917
2013-06-14,-0.0112,0.2071,,0.2665
2013-06-21,0.0262,0.2474,,0.3069
2013-06-28,0.0322,0.245,,0.311
2013-07-05,0.0668,0.237,,0.3344
2013-07-12,0.0368,0.1273,,0.3206
2013-07-19,0.0131,0.0362,,0.2426
2013-07-26,0.0173,0.0715,,0.3219
2013-08-02,-0.0029,0.0138,,0.2616
2013-08-09,-0.017,0.057,,0.3353
2013-08-16,0.0002,0.0999,,0.3755
2013-08-23,0.024,0.1074,,0.3496
2013-08-30,-0.1151,0.0249,,0.2392
2013-09-06,-0.0966,0.0175,,0.2305
2013-09-13,-0.0962,0.1343,,0.3147
2013-09-20,-0.1324,0.1651,,0.2661
2013-09-27,-0.1814,0.1686,,0.2599
2013-10-04,-0.1465,0.2119,,0.1984
2013-10-11,-0.1365,0.2652,,0.2446
2013-10-18,-0.1523,0.2531,,0.2821
2013-10-25,-0.1835,0.2388,,0.2609
2013-11-01,-0.1794,0.239,,0.2342
2013-11-08,-0.1826,0.219,,0.2077
2013-11-15,-0.1905,0.1438,,0.1846
2013-11-22,-0.1629,0.1936,,0.2672
2013-11-29,-0.2163,0.2146,,0.3003
2013-12-06,-0.0975,0.2467,,0.2998
2013-12-13,-0.1272,0.1941,,0.2682
2013-12-20,-0.0668,0.1195,,0.2825
2013-12-27,-0.1009,0.0159,,0.2553
2014-01-03,-0.0902,0.0448,,0.3191
2014-01-10,0.0057,0.0107,,0.3366
2014-01-17,0.0054,0.0107,,0.3266
2014-01-24,0.0463,0.0338,,0.2375
2014-01-31,0.0839,0.0271,,0.1716
2014-02-07,0.1291,0.087,,0.178
2014-02-14,0.1014,0.069,,0.2089
2014-02-21,0.1443,0.1036,,0.2118
2014-02-28,0.1519,0.1551,,0.2031
2014-03-07,0.1634,0.0785,,0.0976
2014-03-14,0.183,0.1723,,0.1593
2014-03-21,0.2019,0.1842,,0.1531
2014-03-28,0.1938,0.198,,0.1235
2014-04-04,0.2308,0.2329,,0.1811
2014-04-11,0.2122,0.2064,,0.1315
2014-04-18,0.2383,0.2146,,0.1641
2014-04-25,0.1775,0.1831,,0.1727
2014-05-02,0.1733,0.2333,,0.2594
2014-05-09,0.1482,0.2506,,0.3115
2014-05-16,0.1385,0.2299,,0.3458
2014-05-23,0.0888,0.2304,,0.3597
2014-05-30,0.1244,0.2416,,0.3968
2014-06-06,0.0046,-0.0895,,0.2995
2014-06-13,0.0759,-0.0875,,0.4442
2014-06-20,0.0365,-0.1124,,0.4516
2014-06-27,-0.0022,-0.1357,,0.3934
2014-07-04,0.1331,-0.077,,0.4609
2014-07-11,0.1363,-0.073,,0.5064
2014-07-18,0.1811,-0.0921,,0.3973
2014-07-25,0.1681,-0.1211,,0.3271
2014-08-01,0.1727,-0.1311,,0.2878
2014-08-08,0.2291,-0.1058,,0.284
2014-08-15,0.2121,-0.1226,,0.0844
2014-08-22,0.216,-0.1444,,0.0572
2014-08-29,0.1983,-0.1503,,0.0433
2014-09-05,0.074,-0.1701,,-0.019
2014-09-12,0.0968,-0.0583,,-0.0517
2014-09-19,0.0651,-0.0437,,-0.1228
2014-09-26,0.0415,-0.1132,,-0.1451
2014-10-03,0.036,-0.0706,,-0.1219
2014-10-10,-0.1013,-0.138,,-0.1334
2014-10-17,-0.1413,-0.1636,,-0.0338
2014-10-24,-0.0493,-0.0213,,0.0038
2014-10-31,-0.0383,0.0038,,0.0738
2014-11-07,0.0359,0.1404,,0.2172
2014-11-14,-0.0173,0.1159,,0.2763
2014-11-21,0.0276,0.1551,,0.2763
2014-11-28,0.056,0.2823,,0.4205
2014-12-05,0.1358,0.3244,,0.4393
2014-12-12,0.15,0.3096,,0.4568
2014-12-19,0.1425,0.3032,,0.425
2014-12-26,0.1902,0.3221,,0.4278
2015-01-02,0.1552,0.2998,,0.3545
2015-01-09,0.1149,0.2172,,0.3383
2015-01-16,0.205,0.3248,,0.369
2015-01-23,0.1716,0.3145,,0.3294
2015-01-30,0.0865,0.2233,,0.3048
2015-02-06,0.1541,0.2689,,0.3602
2015-02-13,0.1535,0.2674,,0.3757
2015-02-20,0.1878,0.3295,,0.3547
2015-02-27,0.1734,0.2649,,0.3968
2015-03-06,0.171,0.1792,,0.3141
2015-03-13,0.1892,0.2143,,0.321
2015-03-20,0.2447,0.2568,,0.3548
2015-03-27,0.2364,0.267,,0.4019
2015-04-03,0.2154,0.2789,,0.3825
2015-04-10,0.2729,0.2241,,0.4293
2015-04-17,0.2968,0.379,,0.5215
2015-04-24,0.2723,0.2911,,0.4895
2015-05-01,0.2839,0.2747,,0.4977
2015-05-08,0.2617,0.2829,,0.4488
2015-05-15,0.2553,0.2403,,0.4302
2015-05-22,0.2955,0.2697,,0.4941
2015-05-29,0.3021,0.2355,,0.4908
2015-06-05,0.2741,0.3176,,0.3731
2015-06-12,0.2399,0.2624,,0.3407
2015-06-19,0.2325,0.2263,,0.2528
2015-06-26,0.2559,0.2048,,0.1895
2015-07-03,0.2618,0.2379,,0.2541
2015-07-10,0.2705,0.3429,,0.3024
2015-07-17,0.1692,0.3371,,0.2806
2015-07-24,0.2203,0.3559,,0.3152
2015-07-31,0.2684,0.4238,,0.3235
2015-08-07,0.2432,0.3808,,0.2885
2015-08-14,0.2146,0.2892,,0.23
2015-08-21,0.1634,0.2993,,0.2437
2015-08-28,0.1257,0.327,,0.4552
2015-09-04,0.1687,0.3098,,0.4307
2015-09-11,0.1466,0.3012,,0.4428
2015-09-18,0.0981,0.2922,,0.5063
2015-09-25,0.0569,0.2634,,0.4691
2015-10-02,0.0663,0.2743,,0.4721
2015-10-09,0.168,0.2742,,0.4764
2015-10-16,0.1477,0.2152,,0.4338
2015-10-23,0.0908,0.1804,,0.4117
2015-10-30,0.0544,0.1718,,0.4372
2015-11-06,0.0716,0.2649,,0.4643
2015-11-13,0.0679,0.2607,,0.4443
2015-11-20,0.0879,0.1498,,0.3264
2015-11-27,0.0247,0.0729,,0.2904
2015-12-04,0.0549,0.034,,0.1632
2015-12-11,0.2172,0.199,,0.2226
2015-12-18,0.2,0.111,,0.1653
2015-12-25,0.18,0.0632,,0.1408
2016-01-01,0.1433,0.0371,,0.1288
2016-01-08,0.1229,0.0893,,0.1498
2016-01-15,0.0777,0.0986,,0.1925
2016-01-22,0.0501,0.1082,,0.2923
2016-01-29,0.0446,0.0849,,0.2772
2016-02-05,-0.0056,0.0142,,0.2871
2016-02-12,0.0129,0.0455,,0.3397
2016-02-19,0.0487,0.0591,,0.3689
2016-02-26,0.0471,0.0642,,0.3824
2016-03-04,0.0352,0.1056,,0.4573
2016-03-11,-0.0283,0.0407,,0.4873
2016-03-18,-0.0302,0.056,,0.5172
2016-03-25,-0.0302,0.0847,,0.5251
2016-04-01,-0.0677,0.0292,,0.4852
2016-04-08,-0.0719,0.1387,,0.464
2016-04-15,-0.0643,0.1542,,0.4321
2016-04-22,0.0783,0.1662,,0.3234
2016-04-29,0.1315,0.224,,0.2826
2016-05-06,0.197,0.2638,,0.2907
2016-05-13,0.2486,0.3072,,0.3065
2016-05-20,0.2729,0.3414,,0.2422
2016-05-27,0.2512,0.3328,,0.1295
2016-06-03,0.2372,0.3272,,0.1416
2016-06-10,0.2523,0.3396,,0.1082
2016-06-17,0.3103,0.4168,,0.167
2016-06-24,0.2476,0.395,,0.1959
2016-07-01,0.2684,0.297,,0.1671
2016-07-08,0.2506,0.4143,,0.2215
2016-07-15,0.188,0.3853,,0.267
2016-07-22,0.093,0.3302,,0.1998
2016-07-29,0.075,0.337,,0.2269
2016-08-05,0.0884,0.3599,,0.2657
2016-08-12,-0.0062,0.3146,,0.2424
2016-08-19,0.0315,0.3452,,0.3338
2016-08-26,0.0309,0.3203,,0.3392
2016-09-02,-0.0098,0.2924,,0.3617
2016-09-09,0.0356,0.3127,,0.358
2016-09-16,0.016,0.2883,,0.3131
2016-09-23,0.0002,0.301,,0.294
2016-09-30,-0.0129,0.2872,,0.3334
2016-10-07,0.0877,0.2278,,0.2651
2016-10-14,0.1848,0.3203,,0.3086
2016-10-21,0.2034,0.3374,,0.3269
2016-10-28,0.0415,0.0893,,0.2787
2016-11-04,0.0634,0.0899,,0.2685
2016-11-11,0.049,0.0236,,0.2077
2016-11-18,0.0699,0.0576,,0.1956
2016-11-25,0.093,0.1801,,0.1861
2016-12-02,0.0906,0.1024,,0.2305
2016-12-09,0.0384,0.0537,,0.2293
2016-12-16,0.0313,0.0709,,0.196
2016-12-23,0.068,0.0574,,0.1516
2016-12-30,0.0854,0.0832,,0.1921
2017-01-06,0.087,0.1037,,0.1744
2017-01-13,0.0392,0.07,,0.1428
2017-01-20,0.0463,0.0572,,0.1234
2017-01-27,0.1121,0.0315,,0.1031
2017-02-03,0.1252,0.1944,,0.109
2017-02-10,0.1562,0.1863,,0.1025
