date,open,high,low,close,volume
1990-01-05,7.35861873626709,8.019394317294575,7.268513541640392,7.899251937866211,999001
1990-01-12,7.899252028285915,7.929287001653161,7.6890052127423445,7.689007759094238,1027688
1990-01-19,7.74907902949119,7.7791141026213575,7.358619940123912,7.658972263336182,459001
1990-01-26,7.598901271820068,7.658971411398565,7.268515372767903,7.35861873626709,622352
1990-02-02,7.388655289710935,7.388655289710935,7.088303908495074,7.268515110015869,1055364
1990-02-09,7.208445227883543,7.839183966758067,7.208445227883543,7.71904182434082,702339
1990-02-16,7.71904395636102,7.71904395636102,7.4787638698891294,7.568869113922119,385764
1990-02-23,7.50879430770874,7.628936341609316,7.448724182168138,7.50879430770874,332776
1990-03-02,7.538832187652588,7.628939276610776,7.508797113658531,7.568869113922119,827551
1990-03-09,7.568865678480458,8.469921263326125,7.5388306107687795,8.379816055297852,1054351
1990-03-16,8.379814324827137,8.379814324827137,7.959323406219482,7.959323406219482,433014
1990-03-23,7.98935790343407,8.04942938614105,7.779113716811588,7.809148788452148,288902
1990-03-30,7.749078750610352,7.809148894708829,7.568867043945679,7.689007759094238,367200
1990-04-06,7.628935625357481,7.959323406219482,7.44872522354126,7.959323406219482,403988
1990-04-12,7.959323934977523,8.04942992088506,7.869218199680058,7.899251937866211,222414
1990-04-20,7.929288337373007,8.019394317294575,7.47876047534543,7.628935813903809,414788
1990-04-27,7.689007336466351,7.869216964155166,7.598902117075846,7.749078750610352,223764
1990-05-04,7.689007059747428,7.989360332489014,7.689005032606629,7.989360332489014,378338
1990-05-11,7.929288864135742,7.989359779201497,7.628937609532133,7.839181900024414,775914
1990-05-18,7.8391846797640845,8.10949907418154,7.478757836914234,8.049428939819336,985501
1990-05-25,8.079464759244633,8.439886193983366,8.049429689267093,8.379816055297852,1648688
1990-06-01,8.349779172928525,8.409849298570736,7.839183475214787,8.169569969177246,1320976
1990-06-08,8.139535795204825,8.229641015056279,7.8992532685265315,7.929288864135742,660488
1990-06-15,7.929287001653161,8.109500624176219,7.809146746505362,7.989360332489014,522114
1990-06-22,7.959322110819891,7.959322110819891,7.689007759094238,7.689007759094238,666564
1990-06-29,7.628937450768975,7.628937450768975,7.178408529306903,7.328585147857666,1337513
1990-07-06,7.268515372767903,7.418690360637569,7.208445227883543,7.328585147857666,411075
1990-07-13,7.298549175262451,7.689007557622878,7.148372173309326,7.538832187652588,1325364
1990-07-20,7.538830424449369,7.628935625357481,7.298549175262451,7.298549175262451,633152
1990-07-27,7.328584898601954,7.328584898601954,6.908093348727145,6.96816349029541,1358438
1990-08-03,6.908093400365864,6.938128747476466,6.637773948795479,6.667809009552002,950064
1990-08-10,6.487599046663353,6.51763411285982,6.127177092232631,6.187249183654785,1418852
1990-08-17,6.157214129592537,6.21728427744368,5.4363688738241125,5.526474475860596,1354727
1990-08-24,5.586543509493563,5.73671922525682,5.4363688738241125,5.526474475860596,1011826
