date,open,high,low,close,volume
2018-01-05,29.72829541900551,30.183078677134347,28.989722056251857,29.07703971862793,11423800
2018-01-12,29.13889964923569,29.477246977936726,28.447623693505918,28.45853805541992,11024600
2018-01-19,28.520386254371463,28.6404501653859,27.92735727567583,28.011035919189453,10303600
2018-01-26,28.196585091331286,28.571322642847882,27.850949520343036,28.484004974365234,14093600
2018-02-02,28.378498543533425,28.735054628092055,27.614465032533808,27.64357185363769,15053800
2018-02-09,27.60355376826574,27.883699319456262,26.17734408026865,27.299894332885746,18172200
2018-02-16,27.34407848605737,28.356830814002286,27.038413365357968,28.25371551513672,11608600
2018-02-23,28.08063012244354,28.673542227713373,27.0862972234891,28.62934875488281,11802000
2018-03-02,28.710363357428562,28.857673724016678,27.83020918997456,28.18742561340332,16466200
2018-03-09,28.15795813220914,29.038124278632655,28.006968709481026,28.27581024169922,14879200
2018-03-16,28.32736066961183,29.097059866353206,28.205830753953403,29.049182891845703,14923400
2018-03-23,29.049170328841512,29.516890226915862,28.42680167469223,28.4857234954834,12048600
2018-03-29,28.533600031647158,29.502148383544387,28.46731122820197,29.012351989746094,8777200
2018-04-06,29.078639083278947,29.476374530859218,28.68458981771807,29.08600807189941,11813600
2018-04-13,29.093371142124045,29.351160016787578,28.41207051707418,28.964475631713867,10489800
2018-04-20,29.071264233651874,29.67892263746622,28.953430454609972,29.08600807189941,14549600
2018-04-27,29.21490429004042,30.35284854353136,28.802430448080013,30.23868560791016,14306000
2018-05-04,30.25710660156802,30.43019507924437,29.76362374808823,30.27182388305664,12987800
2018-05-11,30.26447441999283,30.352858566767388,28.890573028492604,29.3673152923584,9404600
2018-05-18,29.445522129149314,29.471593184381156,28.100992599798634,28.35798072814941,10888000
2018-05-25,28.465992747918612,29.855221887685495,28.223902748599954,29.695070266723636,12413400
2018-06-01,29.635471295130994,30.216478022240064,29.49394608066343,29.83659172058105,13858600
2018-06-08,29.933423736067233,29.99301349443074,28.242523265245048,28.637319564819336,22735200
2018-06-15,28.629871743092163,29.147571614331074,28.272324589717563,29.12894821166992,29323400
2018-06-22,29.050734061596657,30.1010301437123,28.976246136513133,29.873838424682617,26904600
2018-06-29,29.944607545709218,30.5926586992237,29.866394361005884,30.0898551940918,22061400
2018-07-06,30.20158369125865,30.831013334913056,29.978117111542844,30.74907493591309,10865800
2018-07-13,30.786326510257354,30.786326510257354,29.628022924317644,30.49953842163086,16774400
2018-07-20,30.462303701750454,30.592654524258936,29.799344472741076,29.985567092895508,16742800
