ticker,sector,dir,break_date,entry_date,exit_date,hold,entry,exit,ref,atr,pnl_pct,pnl_atr,reason,choppy
msft,Technology,up,2020-09-02,2020-09-03,2020-09-03,0,206.6524810791016,206.6524810791016,217.693603515625,4.932345430091823,0.0,0.0,target,0
msft,Technology,down,2022-01-13,2022-01-14,2022-01-18,1,298.2521057128906,290.9928894042969,297.6210632324219,8.19920559761262,-2.4339195497857644,-0.8853560533605147,stop,1
msft,Technology,down,2022-06-13,2022-06-21,2022-06-24,3,245.04055786132807,258.52197265625,243.90103149414065,8.744343046467502,5.501707518373858,1.541729861612427,target,0
msft,Technology,down,2022-11-02,2022-11-07,2022-11-10,3,220.52459716796875,235.1475372314453,218.1439514160156,8.44791730439065,6.630979152107278,1.730952083997858,target,0
msft,Technology,up,2022-11-30,2022-12-05,2022-12-13,6,242.81719970703125,249.3389129638672,244.08969116210935,7.016443517621494,-2.685853088127467,-0.9294898819404642,stop,0
msft,Technology,up,2023-02-02,2023-02-06,2023-02-07,1,249.1932830810547,259.6649475097656,249.63003540039065,6.989170543120302,-4.202225798078529,-1.4982699826975294,stop,0
msft,Technology,up,2023-07-18,2023-07-20,2023-07-27,5,338.21563720703125,322.468505859375,339.4149475097656,8.000920938618009,4.655944201071043,1.9681648485800731,target,0
msft,Technology,down,2023-08-17,2023-08-21,2023-09-05,10,314.5136108398437,325.9164428710937,313.0008544921875,6.747395946743012,3.6255448534647163,1.6899604115798452,target,0
msft,Technology,down,2023-09-26,2023-10-02,2023-10-06,4,314.43536376953125,319.7704772949219,309.2372131347656,6.169523825555062,1.6967282119389895,0.8647528847026753,target,0
msft,Technology,up,2024-03-14,2024-03-15,2024-03-20,3,408.46978759765625,417.1116027832031,411.7594604492188,7.428187991512855,-2.115655906002792,-1.163381324681155,stop,0
msft,Technology,down,2024-04-30,2024-05-03,2024-05-06,1,398.8961181640625,405.6448364257813,391.4216003417969,8.768930982788763,1.6918485676872688,0.7696169892276341,target,0
msft,Technology,down,2025-03-31,2025-04-01,2025-04-03,2,377.7554931640625,368.7807922363281,374.3751220703125,8.702168318542713,-2.375796273023774,-1.0313177818694848,stop,0
msft,Technology,up,2025-10-27,2025-10-30,2025-11-03,2,521.469482421875,512.8107299804688,524.256591796875,7.611120812829405,1.6604523818330017,1.137644856038935,target,0
msft,Technology,up,2026-04-22,2026-04-23,2026-04-28,3,414.0719604492188,427.5174865722656,422.4480590820313,9.752065071617103,-3.247147212880588,-1.3787363009071123,stop,0
msft,Technology,up,2026-05-29,2026-06-03,2026-06-08,3,426.53704833984375,410.9663391113281,431.1726989746094,11.755992882337623,3.6504939697781307,1.32449120923757,target,0
msft,Technology,up,2026-08-06,2026-08-12,2026-08-26,10,491.5047302246094,496.3699951171875,491.884033203125,16.535501095364502,-0.9898714281660689,-0.29423147593283605,timeout,0
aapl,Technology,down,2011-04-15,2011-04-18,2011-04-20,2,9.925511360168455,10.241355895996094,9.87048053741455,0.2124123223379488,3.182148751500477,1.486940740307564,target,1
aapl,Technology,up,2011-09-19,2011-09-22,2011-09-30,6,12.01828670501709,11.40513801574707,12.065841674804688,0.34517229607217986,5.101797821265636,1.7763554498643843,target,0
aapl,Technology,up,2012-07-09,2012-07-10,2012-07-25,11,18.191335678100582,17.1971378326416,18.24486923217773,0.3846791102816601,5.465227309591311,2.584486183122952,target,1
aapl,Technology,down,2012-12-14,2012-12-18,2012-12-26,5,16.11056137084961,15.479902267456056,15.860710144042969,0.647859997092151,-3.9145693863571083,-0.97344967465841,stop,0
aapl,Technology,up,2013-10-23,2013-10-29,2013-11-14,12,15.889843940734863,16.337722778320312,16.033767700195312,0.3480463599220338,-2.8186484351635235,-1.2868367239518868,stop,0
aapl,Technology,down,2015-07-08,2015-07-13,2015-07-16,3,28.0083065032959,28.643539428710938,27.74751853942871,0.4554310198848312,2.26801618777018,1.3947950352079135,target,0
aapl,Technology,up,2016-03-22,2016-03-24,2016-03-29,2,23.889558792114254,24.343978881835938,23.95737648010254,0.4957830701076492,-1.9021702898576913,-0.9165704057280841,stop,0
aapl,Technology,up,2017-04-04,2017-04-05,2017-04-11,4,33.2479248046875,32.696189880371094,33.2710075378418,0.3816201099108003,1.659456725667941,1.4457700471952815,target,0
aapl,Technology,up,2017-08-02,2017-08-03,2017-08-07,2,36.06256103515625,36.813621520996094,36.09269714355469,0.7018747862077486,-2.082659867411132,-1.0700775987378703,stop,0
aapl,Technology,up,2018-01-17,2018-01-22,2018-01-25,3,41.33942413330078,39.96377944946289,41.36045455932617,0.5853466079705116,3.327682261373705,2.35013693614364,target,0
aapl,Technology,up,2018-07-25,2018-07-27,2018-08-01,3,44.959102630615234,47.4356575012207,45.66533279418945,0.646970895263358,-5.508461525473242,-3.8279231550243917,stop,0
aapl,Technology,down,2019-05-31,2019-06-04,2019-06-06,2,42.93326187133789,44.26686477661133,42.39312362670898,1.1540134136195304,3.106223117334922,1.1556216674212043,target,0
aapl,Technology,up,2019-07-31,2019-08-01,2019-08-05,2,49.81395721435547,46.2075080871582,50.112701416015625,0.932359107181434,7.239836641924029,3.86809020196063,target,0
aapl,Technology,up,2019-10-04,2019-10-08,2019-10-09,1,53.83449935913086,54.4654426574707,53.88006210327149,1.1674868929205122,-1.1720055092010986,-0.5404285925313607,stop,0
aapl,Technology,up,2019-12-06,2019-12-09,2019-12-11,2,64.22748565673828,65.15386962890625,64.44883728027344,1.0364986027781469,-1.442348182706385,-0.8937628759797305,stop,0
aapl,Technology,up,2020-02-12,2020-02-18,2020-02-21,3,76.94136047363281,75.50625610351562,78.25347137451172,1.7487541492043568,1.8651923507500057,0.8206438685335656,target,0
aapl,Technology,down,2020-03-09,2020-03-10,2020-03-12,2,68.82270812988281,59.8719596862793,65.93318176269531,3.3139611311065083,-13.005516183280067,-2.700921371583777,stop,0
aapl,Technology,up,2020-08-31,2020-09-03,2020-09-03,0,117.14937591552734,117.14937591552734,122.6177215576172,3.324140129295407,0.0,0.0,target,0
aapl,Technology,down,2021-03-08,2021-03-09,2021-04-07,20,117.73103332519533,124.35211944580078,116.79766845703124,4.175658504589068,5.623908950426661,1.5856387952532158,target,1
aapl,Technology,down,2021-10-04,2021-10-06,2021-10-18,8,138.50271606445312,142.9405975341797,138.0150146484375,3.0179709823679315,3.204183712658289,1.470485135759839,target,0
aapl,Technology,up,2022-01-03,2022-01-04,2022-01-06,2,175.5299835205078,168.00869750976562,176.14540100097656,4.075261862841938,4.284900995198606,1.8455957589672825,target,0
aapl,Technology,down,2022-03-08,2022-03-09,2022-03-11,2,159.37147521972656,151.3319854736328,155.52523803710938,4.828213400700903,-5.044497288495102,-1.6651065474708866,stop,0
aapl,Technology,up,2022-03-29,2022-03-31,2022-04-11,7,170.7754364013672,162.10997009277344,172.40872192382812,4.441745580931337,5.074187770322909,1.950914601186318,target,0
aapl,Technology,down,2022-06-16,2022-06-21,2022-06-24,3,133.08143615722656,138.75259399414062,129.17330932617188,5.181213628503896,4.261419173605836,1.0945616690488866,target,0
aapl,Technology,down,2022-09-29,2022-10-04,2022-10-07,3,143.30026245117188,137.40542602539062,142.5039825439453,4.870169570754982,-4.113625700992596,-1.210396545775186,stop,0
aapl,Technology,down,2022-11-09,2022-11-10,2022-11-10,0,144.29444885253906,144.29444885253906,135.55166625976562,5.299761082575011,0.0,0.0,target,0
aapl,Technology,up,2023-06-22,2023-06-26,2023-06-27,1,182.55113220214844,185.30015563964844,183.28028869628903,2.7757682255298257,-1.5058922967707822,-0.9903649059082659,stop,0
aapl,Technology,down,2023-08-17,2023-08-22,2023-08-29,5,174.8649139404297,181.66297912597656,174.2137451171875,3.1660523157842158,3.8876096023829776,2.147173990668258,target,0
aapl,Technology,down,2023-10-26,2023-10-31,2023-11-02,2,168.4911346435547,175.2003936767578,168.15565490722656,3.3442835924896412,3.981965607506089,2.00618722893905,target,0
aapl,Technology,up,2026-06-02,2026-06-03,2026-06-08,3,309.9926452636719,301.2801818847656,312.24072265625,5.919021858882002,2.8105387376192907,1.4719430991511628,target,0
googl,Technology,up,2010-04-13,2010-04-16,2010-04-16,0,13.646512031555176,13.646512031555176,14.415220260620115,0.2422149309494093,0.0,0.0,target,0
googl,Technology,up,2011-01-18,2011-01-20,2011-01-21,1,15.547076225280762,15.176487922668455,15.547076225280762,0.20366650052512636,2.383652702555744,1.8195839848811413,target,0
googl,Technology,down,2011-05-16,2011-05-17,2011-06-09,16,13.158099174499512,12.817523956298828,12.936589241027832,0.2255126727103782,-2.5883314427415227,-1.5102265167957019,stop,1
googl,Technology,down,2011-06-23,2011-06-28,2011-06-30,2,12.245025634765623,12.560791969299316,12.020042419433594,0.22286426285364946,2.578731510673045,1.4168549523844056,target,0
googl,Technology,up,2011-10-24,2011-10-25,2011-10-28,3,14.465325355529783,14.886518478393556,14.676665306091309,0.39001187765043993,-2.9117431686578694,-1.07994947590104,stop,0
googl,Technology,up,2012-03-28,2012-03-29,2012-04-05,5,16.0838565826416,15.68474292755127,16.106678009033203,0.260418243059105,2.481454948566707,1.5325871582650548,target,0
googl,Technology,up,2012-07-27,2012-08-02,2012-08-03,1,15.596189498901367,15.908236503601074,15.600653648376465,0.3216840038885307,-2.0007900309347253,-0.9700420317071065,stop,1
googl,Technology,down,2012-11-15,2012-11-19,2012-11-28,6,16.574996948242188,16.95848274230957,16.180099487304688,0.35950071116862586,2.3136402091950448,1.0667177620338744,target,0
googl,Technology,up,2013-07-11,2013-07-18,2013-07-25,5,22.58948516845703,22.019458770751957,22.718719482421875,0.33373259904630165,2.523414736786629,1.7080333156965282,target,0
googl,Technology,down,2013-08-27,2013-09-03,2013-09-05,2,21.34178924560547,21.817550659179688,21.25571632385254,0.2844516342174449,2.229248017113578,1.6725564431474838,target,0
googl,Technology,down,2014-04-04,2014-04-08,2014-04-11,3,27.630491256713867,26.651674270629883,27.316089630126957,0.670546367837332,-3.542524731065518,-1.4597305019202427,stop,1
googl,Technology,up,2015-11-20,2015-11-30,2015-12-01,1,37.807254791259766,38.84505462646485,37.92620086669922,0.7134770727316923,-2.7449753782308535,-1.454566481346986,stop,0
googl,Technology,up,2015-12-29,2015-12-31,2016-01-04,1,38.55859375,37.63825988769531,38.84505462646485,0.7495059851685794,2.386844987843177,1.227920631077663,target,1
googl,Technology,down,2016-01-15,2016-01-21,2016-01-29,6,36.014156341552734,37.73291778564453,35.66227722167969,0.9911946732175385,4.772460661833438,1.7340301461795473,target,0
googl,Technology,up,2016-04-18,2016-04-19,2016-04-22,3,38.47136688232422,36.56427764892578,38.70231628417969,0.5799112927343688,4.957165258078353,3.2885878535081208,target,1
googl,Technology,down,2016-06-24,2016-07-01,2016-07-11,5,35.20037078857422,36.04042816162109,34.90300750732422,0.6440505011591374,2.3865014891250644,1.3043346314224813,target,1
googl,Technology,up,2016-09-22,2016-09-26,2016-10-10,10,39.779762268066406,40.35070037841797,40.06919479370117,0.5004790085188924,-1.4352476681588633,-1.1407833308357636,stop,0
googl,Technology,up,2016-10-24,2016-10-26,2016-10-31,3,40.74371337890625,40.13907623291016,40.978633880615234,0.5118840856615449,1.4840010785789548,1.1811993436261459,target,1
googl,Technology,up,2017-01-23,2017-01-30,2017-02-01,2,40.82946014404297,40.40373229980469,41.18183135986328,0.5147298907622329,1.0426977058632383,0.8270898035624981,target,1
googl,Technology,up,2017-11-27,2017-11-29,2017-11-30,1,51.413116455078125,51.35314178466797,52.44942474365234,0.6984346951710996,0.1166524703137938,0.085870119031621,target,0
googl,Technology,up,2018-07-17,2018-07-19,2018-07-24,3,59.42803955078125,62.354591369628906,59.69170379638672,1.1560214200706551,-4.924530307527506,-2.531572311755943,stop,0
googl,Technology,down,2018-10-24,2018-10-25,2018-10-29,2,54.69450759887695,51.281768798828125,54.057655334472656,1.5856723257285044,-6.239637122391613,-2.1522345724744336,stop,0
googl,Technology,up,2019-01-31,2019-02-07,2019-03-01,15,54.80949401855469,56.921268463134766,55.32740020751953,1.3743440313194197,-3.8529354857119786,-1.5365690077998146,stop,0
googl,Technology,up,2019-04-26,2019-04-30,2019-04-30,0,59.42109680175781,59.42109680175781,62.97111892700195,0.7766070189558001,0.0,0.0,target,0
googl,Technology,up,2019-10-17,2019-10-18,2019-10-23,3,61.673622131347656,62.32881927490234,61.74945068359375,1.0561338164050587,-1.0623620291983058,-0.6203732267421241,stop,1
googl,Technology,down,2020-02-27,2020-03-02,2020-03-05,3,68.7067642211914,65.16021728515625,66.38087463378906,1.7196944706658666,-5.161859936552339,-2.0623122284401667,stop,0
googl,Technology,up,2020-05-29,2020-06-04,2020-06-08,2,70.09346008300781,71.76563262939453,70.44386291503906,1.8537031715095744,-2.385632760041318,-0.9020713629275258,stop,0
googl,Technology,up,2020-07-20,2020-07-23,2020-08-04,8,75.17095184326172,73.01753997802734,76.27415466308594,1.9668011767514817,2.8646861752188992,1.0948803014197468,target,0
googl,Technology,down,2020-09-21,2020-09-22,2020-09-23,1,72.34945678710938,69.8501205444336,71.91679382324219,2.3613715110546587,-3.4545335288835126,-1.0584256780329764,stop,0
googl,Technology,up,2021-01-20,2021-01-27,2021-01-28,1,90.14763641357422,91.84558868408205,90.44649505615234,2.3314872300083653,-1.883523892648785,-0.7282700280977883,stop,0
googl,Technology,up,2021-06-14,2021-06-15,2021-07-02,13,120.3523178100586,124.15657806396484,120.68634033203124,1.8424997972570216,-3.1609364265922797,-2.064727637728782,stop,1
googl,Technology,down,2022-05-24,2022-05-27,2022-06-02,3,111.32931518554688,116.58867645263672,107.9507827758789,4.5517799236227265,4.724147685921121,1.1554515717675469,target,0
googl,Technology,up,2022-08-12,2022-08-17,2022-08-22,3,118.4992446899414,113.23591613769533,118.64791107177734,3.4972629166948233,4.441655781028659,1.5049850919473682,target,0
googl,Technology,up,2023-10-11,2023-10-13,2023-10-25,8,136.15267944335938,124.5059814453125,137.203369140625,2.9392587853438674,8.554145276951377,3.96246089528463,target,0
googl,Technology,up,2023-12-22,2023-12-27,2024-01-05,6,139.13624572753906,134.53701782226562,139.31466674804688,3.0567039745723736,3.305556996470775,1.5046363480182472,target,0
googl,Technology,up,2024-04-01,2024-04-04,2024-04-09,3,149.2069549560547,155.22360229492188,152.1607666015625,3.375032855309542,-4.03241748391638,-1.7826929682778954,stop,0
googl,Technology,down,2024-09-06,2024-09-13,2024-09-20,5,156.4625244140625,162.5536651611328,155.25289916992188,4.144789017851608,3.8930349423167394,1.4695900613603654,target,0
googl,Technology,up,2025-01-24,2025-01-27,2025-01-30,3,190.81333923339844,199.82627868652344,197.33924865722656,4.626167418956758,-4.723432590894802,-1.948251897713961,stop,0
googl,Technology,down,2025-02-27,2025-03-05,2025-03-10,3,172.12098693847656,165.19815063476562,171.5463409423828,4.746697807292585,-4.022075649720424,-1.4584531362150428,stop,0
googl,Technology,up,2025-07-29,2025-07-31,2025-08-06,4,191.35411071777344,195.5321807861328,192.6304626464844,4.206774435607736,-2.183423210866672,-0.9931766326700581,stop,0
googl,Technology,up,2025-10-20,2025-10-21,2025-10-24,3,249.9709014892578,259.4124450683594,254.22259521484372,5.812490525309009,-3.777057058582197,-1.6243542312870476,stop,1
googl,Technology,up,2026-02-02,2026-02-04,2026-02-06,2,332.6070556640625,322.4402770996094,337.8102722167969,8.13257627490899,3.056693594233823,1.2501301212286384,target,1
csco,Technology,down,2010-05-26,2010-05-27,2010-06-24,19,15.176387786865234,14.471104621887209,14.94556999206543,0.8649748097997647,-4.647240007852393,-0.8153800052758686,stop,0
csco,Technology,down,2010-06-29,2010-07-07,2010-07-15,6,14.41339874267578,15.336688041687012,14.22105312347412,0.6791597978464681,6.405770876771206,1.3594581156583012,target,0
csco,Technology,up,2010-08-09,2010-08-11,2010-08-12,1,15.214851379394531,13.695301055908203,15.496973991394045,0.7015822530248782,9.987283382499909,2.165890481030233,target,0
csco,Technology,down,2011-04-18,2011-04-25,2011-05-10,11,11.002333641052246,11.446283340454102,10.899813652038574,0.3614495984406635,4.0350503255543595,1.228247870013156,target,1
csco,Technology,down,2011-08-08,2011-08-11,2011-08-12,1,10.28200340270996,10.327218055725098,9.548222541809082,0.492035999521908,0.439745555843928,0.09189297746317707,target,0
csco,Technology,up,2012-02-03,2012-02-10,2012-02-17,5,12.946438789367676,13.20016384124756,12.959455490112305,0.36078757463599254,-1.9598057505069075,-0.7032532983872132,stop,0
csco,Technology,down,2012-07-24,2012-07-31,2012-08-07,5,10.464751243591309,11.24550724029541,10.422524452209473,0.41753226028019486,7.460817543868922,1.869929753883345,target,1
csco,Technology,up,2012-08-09,2012-08-13,2012-08-16,3,11.376723289489746,12.478967666625977,11.434733390808104,0.4473261967623236,-9.688592656151936,-2.464072940762471,stop,0
csco,Technology,down,2012-11-08,2012-11-14,2012-11-19,3,11.67250633239746,12.095511436462402,11.335415840148926,0.41953540496236313,3.623944095801237,1.0082703368095747,target,0
csco,Technology,up,2013-02-19,2013-02-20,2013-03-06,10,14.056050300598145,14.462217330932615,14.162580490112305,0.32884594545117457,-2.889624194907632,-1.2351285942638346,stop,0
csco,Technology,down,2013-10-23,2013-10-28,2013-11-08,9,15.35410976409912,16.00776481628418,15.320069313049316,0.4199633990832459,4.257199292097236,1.556457190345513,target,0
csco,Technology,down,2013-12-05,2013-12-06,2013-12-12,4,14.489383697509766,13.965096473693848,14.360011100769045,0.40131585593841956,-3.6184232177247484,-1.3064204069135208,stop,0
csco,Technology,up,2016-08-05,2016-08-10,2016-08-15,3,22.924848556518555,23.17750740051269,22.947141647338867,0.3721205005224281,-1.1021178324089513,-0.6789705045527559,stop,1
csco,Technology,up,2016-09-02,2016-09-08,2016-10-05,19,23.385578155517575,23.66875457763672,23.46731758117676,0.37587132342128415,-1.2109019509202588,-0.7533866099217,stop,1
csco,Technology,down,2016-12-01,2016-12-07,2016-12-19,8,22.439990997314453,23.039384841918945,22.26016998291016,0.49766435834713024,2.671096635806252,1.2044138475080501,target,0
csco,Technology,down,2017-07-06,2017-07-10,2017-07-25,11,23.835590362548828,24.71269798278809,23.790287017822266,0.5068243544023681,3.679823351962779,1.7305948552403725,target,1
csco,Technology,up,2017-08-16,2017-08-17,2017-08-17,0,23.881755828857425,23.881755828857425,24.71269798278809,0.39695221829189825,0.0,0.0,target,1
csco,Technology,down,2017-08-18,2017-08-22,2017-08-30,6,24.05871963500977,24.612668991088867,23.635555267333984,0.49109645864356366,2.3024889290991277,1.1279848313488914,target,1
csco,Technology,up,2020-11-16,2020-11-17,2020-11-27,7,35.617637634277344,36.31502151489258,35.747161865234375,1.1000791438346371,-1.9579734281537333,-0.6339397347215452,stop,0
csco,Technology,up,2021-03-15,2021-03-18,2021-03-22,2,41.83946228027344,43.12550735473633,41.95949172973633,0.9864197867439306,-3.0737610006743274,-1.30375028131582,stop,1
csco,Technology,up,2021-04-16,2021-04-20,2021-05-04,10,44.7213134765625,43.78872299194336,45.25669097900391,0.8782228960924838,2.0853378671623584,1.0619063665597388,target,0
csco,Technology,up,2021-12-10,2021-12-14,2021-12-15,1,50.572261810302734,52.463134765625,50.84364318847656,1.3139710338128816,-3.7389527136732714,-1.4390522368178313,stop,0
csco,Technology,down,2022-02-11,2022-02-17,2022-02-18,1,49.1091423034668,50.37715530395508,47.8585090637207,1.2851348288603668,2.582030434685005,0.9866770178602436,target,0
csco,Technology,down,2022-04-12,2022-04-20,2022-04-22,2,47.00730514526367,45.53554916381836,46.82847595214844,1.25287450655012,-3.1309090723180986,-1.174703430990785,stop,0
csco,Technology,up,2023-07-11,2023-07-12,2023-07-14,2,46.87810134887695,46.54549789428711,47.744815826416016,0.7448642736193626,0.7095070939723797,0.4465289400627226,target,0
csco,Technology,down,2023-10-26,2023-11-02,2023-11-16,10,49.08708572387695,44.70414733886719,48.57528305053711,0.8249279338951225,-8.928903234680757,-5.313116703800446,stop,0
csco,Technology,down,2024-08-05,2024-08-06,2024-08-15,7,43.06293487548828,46.27643585205078,43.03750228881836,0.946157556735399,7.462336196671182,3.3963698262372835,target,0
csco,Technology,up,2025-06-30,2025-07-02,2025-07-03,1,66.79685974121094,67.96273803710938,67.1474609375,1.0656006409821421,-1.7454088416960987,-1.094104349284054,stop,0
csco,Technology,up,2025-08-07,2025-08-14,2025-08-15,1,67.89415740966797,64.8570327758789,67.96273803710938,1.0972156884605426,4.4733225209104415,2.76802880758142,target,1
csco,Technology,up,2026-05-22,2026-05-26,2026-06-01,4,117.88898468017578,120.87779998779295,118.43692779541016,3.6289378605407925,-2.5352795392424587,-0.8236060859889658,stop,0
txn,Technology,down,2010-06-07,2010-06-10,2010-06-30,14,16.047550201416016,15.229801177978516,15.792413711547852,0.8246564848890978,-5.095787289485113,-0.9916238317673246,stop,0
txn,Technology,up,2010-11-24,2010-11-26,2010-12-02,4,21.2584228515625,21.68755340576172,21.284839630126957,0.6118431412228096,-2.018637775697822,-0.7013734816763207,stop,1
txn,Technology,up,2011-10-24,2011-10-31,2011-11-04,4,20.640085220336918,21.35204124450684,20.660490036010746,0.9320327323030632,-3.449385099768984,-0.7638744858355679,stop,0
txn,Technology,down,2012-04-24,2012-04-25,2012-05-04,7,21.586339950561523,20.764972686767575,21.39728546142578,0.7144231146249037,-3.8050325607541575,-1.1496930138174413,stop,1
txn,Technology,down,2012-07-16,2012-07-18,2012-08-03,12,18.769250869750977,19.31148910522461,18.151531219482425,0.6778594909939004,2.888971111508336,0.7999271865008261,target,1
txn,Technology,up,2013-02-01,2013-02-04,2013-02-05,1,23.03971099853516,23.37211036682129,23.065298080444336,0.5524474985425544,-1.442723688275703,-0.601684991176632,stop,0
txn,Technology,up,2013-09-10,2013-09-12,2013-09-16,2,28.054786682128903,28.434371948242188,28.075870513916016,0.6247312684332027,-1.3530142660292737,-0.6075976748614924,stop,1
txn,Technology,up,2013-10-31,2013-11-07,2013-11-13,4,29.49369239807129,30.017702102661133,29.571569442749023,0.6821598617497932,-1.7766839686173403,-0.7681626169644723,stop,0
txn,Technology,up,2013-11-29,2013-12-04,2013-12-06,2,30.0460205078125,30.796640396118164,30.23722076416016,0.5556473826481158,-2.4982339611679674,-1.3508925115931336,stop,0
txn,Technology,up,2014-01-22,2014-01-24,2014-02-03,6,30.41425323486328,29.594406127929688,31.09404563903809,0.6530226245272431,2.6956016332297073,1.2554650882534484,target,1
txn,Technology,up,2014-04-24,2014-04-25,2014-05-15,14,33.0458984375,32.22046661376953,34.00861358642578,1.0797857352197373,2.4978344144330507,0.7644403855386112,target,1
txn,Technology,up,2014-07-09,2014-07-14,2014-07-25,9,35.113059997558594,33.60575866699219,35.13460922241211,0.6019323510514866,4.292708555367173,2.50410420362583,target,0
txn,Technology,down,2015-06-08,2015-06-10,2015-06-12,2,39.91024398803711,39.04119110107422,39.54936599731445,0.929027887992501,-2.177518351487364,-0.9354432716124292,stop,1
txn,Technology,up,2015-10-14,2015-10-21,2015-10-22,1,38.48497009277344,43.07497787475586,38.618446350097656,1.292892653596318,-11.926754187199736,-3.550184749843561,stop,1
txn,Technology,up,2016-06-23,2016-06-24,2016-06-27,1,45.81762313842773,44.7051010131836,47.02853012084961,0.910718269646172,2.428153293510859,1.2215875779854053,target,1
txn,Technology,up,2016-10-24,2016-10-27,2016-11-03,5,53.81652069091797,52.041236877441406,53.99152374267578,1.1703329626729466,3.298771066365422,1.516904906636105,target,1
