ticker,sector,date,dir,ref,close,atr,adr,brk_atr,gap_skip,choppy,idx,dev_max,dev_adr,fwd5,fwd10,fwd20
msft,Technology,2010-05-20,down,21.04741859436035,20.317970275878903,0.783341773438934,1.1853593387457113,0.9312005860214904,False,0,95,-0.04355948925360417,-3.6747919242528324,-4.832138430267996,-6.7133456772646145,-4.278886357602751
msft,Technology,2010-12-14,up,20.726213455200195,20.93849372863769,0.46238996701754176,0.9772308182510187,0.45909359756813917,False,0,239,-0.01719136005551003,-1.759191353203326,2.0636646628956257,0.832753299135236,2.0636646628956257
msft,Technology,2011-03-01,down,20.24629592895508,19.948898315429688,0.47951788142326995,0.7034312399015247,0.6202013001948546,False,1,291,-0.013182520026114433,-1.8740310748723488,-1.0321286000683938,-5.237036770740666,-2.102492330027206
msft,Technology,2011-05-16,down,18.896541595458984,18.736400604248047,0.47368572223292393,0.9857403052323055,0.3380743469658389,False,1,344,0.015897279057819392,1.612724870174903,-1.0650933955800856,0.08198899144582494,-2.7447275703508134
msft,Technology,2011-07-07,up,20.36829948425293,20.547874450683597,0.4585448293655683,1.0688008044808257,0.39161921568088176,False,0,380,0.0024893118222880637,0.23290699369348408,0.03735262699242625,2.8390131480504177,-4.0717240984965875
msft,Technology,2012-01-04,up,21.094661712646484,21.32355690002441,0.49037329917574674,0.966579690254119,0.46677742805872374,False,0,505,-0.02118054431602784,-2.191287953759856,2.189784417002816,8.430613206007154,10.364952143105999
msft,Technology,2012-02-16,up,23.946191787719727,24.51118469238281,0.5558463134308503,0.9069357432366042,1.0164552521285544,False,0,535,-0.022285516795660845,-2.457232164665819,0.19174502681520433,1.6299066525976569,2.908266489869993
msft,Technology,2012-05-16,down,23.774826049804688,23.576007843017575,0.5665651992442978,0.9666490305663227,0.3509184945568538,False,0,597,-0.013005685745587584,-1.3454403133232389,-2.7759210744964236,-4.849482444971587,0.4013391563431723
msft,Technology,2012-09-06,up,24.52590751647949,24.88308525085449,0.4959843346082934,0.641176566942811,0.7201391444289934,False,1,675,0.005824955502677861,0.9084791620585553,-0.4465386566188445,-0.5103517939693103,-4.784674544950995
msft,Technology,2012-10-19,down,22.978168487548828,22.73210906982422,0.5092392590449172,0.7248103621292101,0.4831901966594171,False,1,706,0.03143317049021771,4.336744082670026,-0.34914750349298584,1.5362926462212378,-5.127598427007108
msft,Technology,2013-02-19,up,22.43876266479492,22.632604598999023,0.39623479733383976,0.645114676811771,0.4892097703392452,False,0,786,0.01581308108701731,2.4512046703335484,-0.8556208859882952,0.14261752672741768,0.9625650692992371
