ts,CL2610,CL2611,CL2612,CL2701,CL2702,CL2703,CL2704,CL2705,CL2706,CL2707,CL2708,CL2709,CL2710,abs1_OCT26_NOV26,abs1_NOV26_DEC26,abs1_DEC26_JAN27,abs1_JAN27_FEB27,abs1_FEB27_MAR27,abs1_MAR27_APR27,abs1_APR27_MAY27,abs1_MAY27_JUN27,abs1_JUN27_JUL27,abs1_JUL27_AUG27,abs1_AUG27_SEP27,abs1_SEP27_OCT27,abs2_OCT26_DEC26,abs2_NOV26_JAN27,abs2_DEC26_FEB27,abs2_JAN27_MAR27,abs2_FEB27_APR27,abs2_MAR27_MAY27,abs2_APR27_JUN27,abs2_MAY27_JUL27,abs2_JUN27_AUG27,abs2_JUL27_SEP27,abs2_AUG27_OCT27,abs3_OCT26_JAN27,abs3_NOV26_FEB27,abs3_DEC26_MAR27,abs3_JAN27_APR27,abs3_FEB27_MAY27,abs3_MAR27_JUN27,abs3_APR27_JUL27,abs3_MAY27_AUG27,abs3_JUN27_SEP27,abs3_JUL27_OCT27,pm1_OCT26_NOV26,pm1_NOV26_DEC26,pm1_DEC26_JAN27,pm1_JAN27_FEB27,pm1_FEB27_MAR27,pm1_MAR27_APR27,pm1_APR27_MAY27,pm1_MAY27_JUN27,pm1_JUN27_JUL27,pm1_JUL27_AUG27,pm1_AUG27_SEP27,pm1_SEP27_OCT27,pm2_OCT26_DEC26,pm2_NOV26_JAN27,pm2_DEC26_FEB27,pm2_JAN27_MAR27,pm2_FEB27_APR27,pm2_MAR27_MAY27,pm2_APR27_JUN27,pm2_MAY27_JUL27,pm2_JUN27_AUG27,pm2_JUL27_SEP27,pm2_AUG27_OCT27,pm3_OCT26_JAN27,pm3_NOV26_FEB27,pm3_DEC26_MAR27,pm3_JAN27_APR27,pm3_FEB27_MAY27,pm3_MAR27_JUN27,pm3_APR27_JUL27,pm3_MAY27_AUG27,pm3_JUN27_SEP27,pm3_JUL27_OCT27,vol_M1,vol_M6,vol_M13
2026-07-15,78.63,77.43,76.35,75.4,74.61,73.78,73.13,72.6,72.09,71.67,71.24,70.84,70.23,1.2,1.08,0.95,0.79,0.83,0.65,0.53,0.51,0.42,0.43,0.4,0.61,2.28,2.03,1.74,1.62,1.48,1.18,1.04,0.93,0.85,0.83,1.01,3.23,2.82,2.57,2.27,2.01,1.69,1.46,1.36,1.25,1.44,1.2,1.08,0.95,0.79,0.83,0.65,0.53,0.51,0.42,0.43,0.4,0.61,1.14,1.015,0.87,0.81,0.74,0.59,0.52,0.465,0.425,0.415,0.505,1.0767,0.94,0.8567,0.7567,0.67,0.5633,0.4867,0.4533,0.4167,0.48,100187.0,21806.0,888.0
2026-07-16,77.94,76.93,76.0,75.18,74.39,73.74,72.75,72.55,72.05,71.55,70.89,70.61,70.15,1.01,0.93,0.82,0.79,0.65,0.99,0.2,0.5,0.5,0.66,0.28,0.46,1.94,1.75,1.61,1.44,1.64,1.19,0.7,1.0,1.16,0.94,0.74,2.76,2.54,2.26,2.43,1.84,1.69,1.2,1.66,1.44,1.4,1.01,0.93,0.82,0.79,0.65,0.99,0.2,0.5,0.5,0.66,0.28,0.46,0.97,0.875,0.805,0.72,0.82,0.595,0.35,0.5,0.58,0.47,0.37,0.92,0.8467,0.7533,0.81,0.6133,0.5633,0.4,0.5533,0.48,0.4667,83096.0,16947.0,758.0
2026-07-17,80.29,78.81,77.53,76.41,75.49,74.66,73.88,73.39,72.85,72.38,72.06,71.4,71.66,1.48,1.28,1.12,0.92,0.83,0.78,0.49,0.54,0.47,0.32,0.66,-0.26,2.76,2.4,2.04,1.75,1.61,1.27,1.03,1.01,0.79,0.98,0.4,3.88,3.32,2.87,2.53,2.1,1.81,1.5,1.33,1.45,0.72,1.48,1.28,1.12,0.92,0.83,0.78,0.49,0.54,0.47,0.32,0.66,-0.26,1.38,1.2,1.02,0.875,0.805,0.635,0.515,0.505,0.395,0.49,0.2,1.2933,1.1067,0.9567,0.8433,0.7,0.6033,0.5,0.4433,0.4833,0.24,94706.0,16476.0,1237.0
2026-07-20,80.81,79.19,77.77,76.55,75.51,74.69,73.92,73.3,72.73,72.3,71.76,71.28,70.98,1.62,1.42,1.22,1.04,0.82,0.77,0.62,0.57,0.43,0.54,0.48,0.3,3.04,2.64,2.26,1.86,1.59,1.39,1.19,1.0,0.97,1.02,0.78,4.26,3.68,3.08,2.63,2.21,1.96,1.62,1.54,1.45,1.32,1.62,1.42,1.22,1.04,0.82,0.77,0.62,0.57,0.43,0.54,0.48,0.3,1.52,1.32,1.13,0.93,0.795,0.695,0.595,0.5,0.485,0.51,0.39,1.42,1.2267,1.0267,0.8767,0.7367,0.6533,0.54,0.5133,0.4833,0.44,119233.0,25373.0,1102.0
2026-07-21,82.18,79.94,78.15,76.71,75.6,74.66,73.81,73.24,72.6,72.16,71.71,71.26,71.15,2.24,1.79,1.44,1.11,0.94,0.85,0.57,0.64,0.44,0.45,0.45,0.11,4.03,3.23,2.55,2.05,1.79,1.42,1.21,1.08,0.89,0.9,0.56,5.47,4.34,3.49,2.9,2.36,2.06,1.65,1.53,1.34,1.01,2.24,1.79,1.44,1.11,0.94,0.85,0.57,0.64,0.44,0.45,0.45,0.11,2.015,1.615,1.275,1.025,0.895,0.71,0.605,0.54,0.445,0.45,0.28,1.8233,1.4467,1.1633,0.9667,0.7867,0.6867,0.55,0.51,0.4467,0.3367,142101.0,29050.0,1612.0
2026-07-22,83.37,80.64,78.54,76.99,75.74,74.79,74.02,73.44,72.81,72.37,71.83,71.5,71.12,2.73,2.1,1.55,1.25,0.95,0.77,0.58,0.63,0.44,0.54,0.33,0.38,4.83,3.65,2.8,2.2,1.72,1.35,1.21,1.07,0.98,0.87,0.71,6.38,4.9,3.75,2.97,2.3,1.98,1.65,1.61,1.31,1.25,2.73,2.1,1.55,1.25,0.95,0.77,0.58,0.63,0.44,0.54,0.33,0.38,2.415,1.825,1.4,1.1,0.86,0.675,0.605,0.535,0.49,0.435,0.355,2.1267,1.6333,1.25,0.99,0.7667,0.66,0.55,0.5367,0.4367,0.4167,186486.0,36270.0,2636.0
2026-07-23,86.8,82.72,79.92,78.01,76.58,75.52,74.65,73.87,73.4,72.82,72.35,71.8,71.45,4.08,2.8,1.91,1.43,1.06,0.87,0.78,0.47,0.58,0.47,0.55,0.35,6.88,4.71,3.34,2.49,1.93,1.65,1.25,1.05,1.05,1.02,0.9,8.79,6.14,4.4,3.36,2.71,2.12,1.83,1.52,1.6,1.37,4.08,2.8,1.91,1.43,1.06,0.87,0.78,0.47,0.58,0.47,0.55,0.35,3.44,2.355,1.67,1.245,0.965,0.825,0.625,0.525,0.525,0.51,0.45,2.93,2.0467,1.4667,1.12,0.9033,0.7067,0.61,0.5067,0.5333,0.4567,217191.0,42789.0,2293.0
2026-07-24,85.88,82.24,79.77,78.14,76.87,75.79,74.91,74.27,73.83,72.98,72.52,72.35,71.8,3.64,2.47,1.63,1.27,1.08,0.88,0.64,0.44,0.85,0.46,0.17,0.55,6.11,4.1,2.9,2.35,1.96,1.52,1.08,1.29,1.31,0.63,0.72,7.74,5.37,3.98,3.23,2.6,1.96,1.93,1.75,1.48,1.18,3.64,2.47,1.63,1.27,1.08,0.88,0.64,0.44,0.85,0.46,0.17,0.55,3.055,2.05,1.45,1.175,0.98,0.76,0.54,0.645,0.655,0.315,0.36,2.58,1.79,1.3267,1.0767,0.8667,0.6533,0.6433,0.5833,0.4933,0.3933,172996.0,29606.0,2157.0
2026-07-27,79.64,77.54,75.92,74.71,73.69,72.96,72.5,71.93,71.39,70.99,71.01,70.67,70.29,2.1,1.62,1.21,1.02,0.73,0.46,0.57,0.54,0.4,-0.02,0.34,0.38,3.72,2.83,2.23,1.75,1.19,1.03,1.11,0.94,0.38,0.32,0.72,4.93,3.85,2.96,2.21,1.76,1.57,1.51,0.92,0.72,0.7,2.1,1.62,1.21,1.02,0.73,0.46,0.57,0.54,0.4,-0.02,0.34,0.38,1.86,1.415,1.115,0.875,0.595,0.515,0.555,0.47,0.19,0.16,0.36,1.6433,1.2833,0.9867,0.7367,0.5867,0.5233,0.5033,0.3067,0.24,0.2333,165707.0,30458.0,2325.0
2026-07-28,77.05,75.25,73.85,72.77,71.91,71.23,70.54,70.17,69.73,69.35,68.99,68.67,68.43,1.8,1.4,1.08,0.86,0.68,0.69,0.37,0.44,0.38,0.36,0.32,0.24,3.2,2.48,1.94,1.54,1.37,1.06,0.81,0.82,0.74,0.68,0.56,4.28,3.34,2.62,2.23,1.74,1.5,1.19,1.18,1.06,0.92,1.8,1.4,1.08,0.86,0.68,0.69,0.37,0.44,0.38,0.36,0.32,0.24,1.6,1.24,0.97,0.77,0.685,0.53,0.405,0.41,0.37,0.34,0.28,1.4267,1.1133,0.8733,0.7433,0.58,0.5,0.3967,0.3933,0.3533,0.3067,168358.0,23552.0,806.0
2026-07-29,82.1,79.7,77.69,76.2,75.0,74.08,73.63,72.92,72.22,71.9,71.23,71.09,70.49,2.4,2.01,1.49,1.2,0.92,0.45,0.71,0.7,0.32,0.67,0.14,0.6,4.41,3.5,2.69,2.12,1.37,1.16,1.41,1.02,0.99,0.81,0.74,5.9,4.7,3.61,2.57,2.08,1.86,1.73,1.69,1.13,1.41,2.4,2.01,1.49,1.2,0.92,0.45,0.71,0.7,0.32,0.67,0.14,0.6,2.205,1.75,1.345,1.06,0.685,0.58,0.705,0.51,0.495,0.405,0.37,1.9667,1.5667,1.2033,0.8567,0.6933,0.62,0.5767,0.5633,0.3767,0.47,160795.0,28745.0,841.0
2026-07-30,81.15,78.51,76.42,74.93,73.81,72.97,72.2,71.7,71.27,70.81,70.31,69.95,69.57,2.64,2.09,1.49,1.12,0.84,0.77,0.5,0.43,0.46,0.5,0.36,0.38,4.73,3.58,2.61,1.96,1.61,1.27,0.93,0.89,0.96,0.86,0.74,6.22,4.7,3.45,2.73,2.11,1.7,1.39,1.39,1.32,1.24,2.64,2.09,1.49,1.12,0.84,0.77,0.5,0.43,0.46,0.5,0.36,0.38,2.365,1.79,1.305,0.98,0.805,0.635,0.465,0.445,0.48,0.43,0.37,2.0733,1.5667,1.15,0.91,0.7033,0.5667,0.4633,0.4633,0.44,0.4133,125432.0,23918.0,1180.0
2026-07-31,83.36,80.17,77.81,76.23,74.9,73.92,73.01,71.63,72.06,70.97,70.54,70.39,69.55,3.19,2.36,1.58,1.33,0.98,0.91,1.38,-0.43,1.09,0.43,0.15,0.84,5.55,3.94,2.91,2.31,1.89,2.29,0.95,0.66,1.52,0.58,0.99,7.13,5.27,3.89,3.22,3.27,1.86,2.04,1.09,1.67,1.42,3.19,2.36,1.58,1.33,0.98,0.91,1.38,-0.43,1.09,0.43,0.15,0.84,2.775,1.97,1.455,1.155,0.945,1.145,0.475,0.33,0.76,0.29,0.495,2.3767,1.7567,1.2967,1.0733,1.09,0.62,0.68,0.3633,0.5567,0.4733,103517.0,20140.0,1017.0
2026-08-03,77.73,75.57,73.84,72.69,71.86,71.14,70.78,70.26,69.86,69.54,69.06,68.95,68.62,2.16,1.73,1.15,0.83,0.72,0.36,0.52,0.4,0.32,0.48,0.11,0.33,3.89,2.88,1.98,1.55,1.08,0.88,0.92,0.72,0.8,0.59,0.44,5.04,3.71,2.7,1.91,1.6,1.28,1.24,1.2,0.91,0.92,2.16,1.73,1.15,0.83,0.72,0.36,0.52,0.4,0.32,0.48,0.11,0.33,1.945,1.44,0.99,0.775,0.54,0.44,0.46,0.36,0.4,0.295,0.22,1.68,1.2367,0.9,0.6367,0.5333,0.4267,0.4133,0.4,0.3033,0.3067,124758.0,28213.0,1258.0
2026-08-04,73.79,72.61,71.56,70.78,70.17,69.67,69.55,68.97,68.71,68.43,68.16,68.33,68.02,1.18,1.05,0.78,0.61,0.5,0.12,0.58,0.26,0.28,0.27,-0.17,0.31,2.23,1.83,1.39,1.11,0.62,0.7,0.84,0.54,0.55,0.1,0.14,3.01,2.44,1.89,1.23,1.2,0.96,1.12,0.81,0.38,0.41,1.18,1.05,0.78,0.61,0.5,0.12,0.58,0.26,0.28,0.27,-0.17,0.31,1.115,0.915,0.695,0.555,0.31,0.35,0.42,0.27,0.275,0.05,0.07,1.0033,0.8133,0.63,0.41,0.4,0.32,0.3733,0.27,0.1267,0.1367,178141.0,37966.0,1402.0
2026-08-05,73.9,72.76,71.6,70.78,70.1,69.6,69.15,68.82,68.61,68.25,68.29,67.91,67.86,1.14,1.16,0.82,0.68,0.5,0.45,0.33,0.21,0.36,-0.04,0.38,0.05,2.3,1.98,1.5,1.18,0.95,0.78,0.54,0.57,0.32,0.34,0.43,3.12,2.66,2.0,1.63,1.28,0.99,0.9,0.53,0.7,0.39,1.14,1.16,0.82,0.68,0.5,0.45,0.33,0.21,0.36,-0.04,0.38,0.05,1.15,0.99,0.75,0.59,0.475,0.39,0.27,0.285,0.16,0.17,0.215,1.04,0.8867,0.6667,0.5433,0.4267,0.33,0.3,0.1767,0.2333,0.13,141405.0,34436.0,1433.0
2026-08-06,77.0,75.62,74.15,72.99,72.05,71.43,70.72,70.21,69.9,69.46,69.16,68.79,68.3,1.38,1.47,1.16,0.94,0.62,0.71,0.51,0.31,0.44,0.3,0.37,0.49,2.85,2.63,2.1,1.56,1.33,1.22,0.82,0.75,0.74,0.67,0.86,4.01,3.57,2.72,2.27,1.84,1.53,1.26,1.05,1.11,1.16,1.38,1.47,1.16,0.94,0.62,0.71,0.51,0.31,0.44,0.3,0.37,0.49,1.425,1.315,1.05,0.78,0.665,0.61,0.41,0.375,0.37,0.335,0.43,1.3367,1.19,0.9067,0.7567,0.6133,0.51,0.42,0.35,0.37,0.3867,121831.0,19145.0,958.0
2026-08-07,76.1,75.0,73.76,72.68,71.77,71.05,70.44,70.04,69.65,69.19,69.47,68.44,68.81,1.1,1.24,1.08,0.91,0.72,0.61,0.4,0.39,0.46,-0.28,1.03,-0.37,2.34,2.32,1.99,1.63,1.33,1.01,0.79,0.85,0.18,0.75,0.66,3.42,3.23,2.71,2.24,1.73,1.4,1.25,0.57,1.21,0.38,1.1,1.24,1.08,0.91,0.72,0.61,0.4,0.39,0.46,-0.28,1.03,-0.37,1.17,1.16,0.995,0.815,0.665,0.505,0.395,0.425,0.09,0.375,0.33,1.14,1.0767,0.9033,0.7467,0.5767,0.4667,0.4167,0.19,0.4033,0.1267,128348.0,21144.0,898.0
2026-08-10,81.22,79.86,78.36,77.01,75.83,74.88,74.0,73.34,72.74,72.18,71.47,71.2,70.81,1.36,1.5,1.35,1.18,0.95,0.88,0.66,0.6,0.56,0.71,0.27,0.39,2.86,2.85,2.53,2.13,1.83,1.54,1.26,1.16,1.27,0.98,0.66,4.21,4.03,3.48,3.01,2.49,2.14,1.82,1.87,1.54,1.37,1.36,1.5,1.35,1.18,0.95,0.88,0.66,0.6,0.56,0.71,0.27,0.39,1.43,1.425,1.265,1.065,0.915,0.77,0.63,0.58,0.635,0.49,0.33,1.4033,1.3433,1.16,1.0033,0.83,0.7133,0.6067,0.6233,0.5133,0.4567,135296.0,24593.0,1072.0
2026-08-11,82.01,80.37,78.65,77.17,75.93,74.98,74.18,73.53,72.87,72.36,71.98,71.57,71.17,1.64,1.72,1.48,1.24,0.95,0.8,0.65,0.66,0.51,0.38,0.41,0.4,3.36,3.2,2.72,2.19,1.75,1.45,1.31,1.17,0.89,0.79,0.81,4.84,4.44,3.67,2.99,2.4,2.11,1.82,1.55,1.3,1.19,1.64,1.72,1.48,1.24,0.95,0.8,0.65,0.66,0.51,0.38,0.41,0.4,1.68,1.6,1.36,1.095,0.875,0.725,0.655,0.585,0.445,0.395,0.405,1.6133,1.48,1.2233,0.9967,0.8,0.7033,0.6067,0.5167,0.4333,0.3967,156115.0,24451.0,905.0
2026-08-12,81.56,80.02,78.43,76.93,75.7,74.65,74.01,73.39,72.63,72.26,71.85,71.53,71.12,1.54,1.59,1.5,1.23,1.05,0.64,0.62,0.76,0.37,0.41,0.32,0.41,3.13,3.09,2.73,2.28,1.69,1.26,1.38,1.13,0.78,0.73,0.73,4.63,4.32,3.78,2.92,2.31,2.02,1.75,1.54,1.1,1.14,1.54,1.59,1.5,1.23,1.05,0.64,0.62,0.76,0.37,0.41,0.32,0.41,1.565,1.545,1.365,1.14,0.845,0.63,0.69,0.565,0.39,0.365,0.365,1.5433,1.44,1.26,0.9733,0.77,0.6733,0.5833,0.5133,0.3667,0.38,156086.0,22791.0,3359.0
2026-08-13,80.39,79.02,77.54,76.12,75.01,74.02,73.45,72.68,72.16,71.84,71.39,71.07,71.34,1.37,1.48,1.42,1.11,0.99,0.57,0.77,0.52,0.32,0.45,0.32,-0.27,2.85,2.9,2.53,2.1,1.56,1.34,1.29,0.84,0.77,0.77,0.05,4.27,4.01,3.52,2.67,2.33,1.86,1.61,1.29,1.09,0.5,1.37,1.48,1.42,1.11,0.99,0.57,0.77,0.52,0.32,0.45,0.32,-0.27,1.425,1.45,1.265,1.05,0.78,0.67,0.645,0.42,0.385,0.385,0.025,1.4233,1.3367,1.1733,0.89,0.7767,0.62,0.5367,0.43,0.3633,0.1667,154449.0,27067.0,760.0
2026-08-14,81.49,80.1,78.44,77.0,75.82,74.82,73.87,73.3,72.84,72.26,71.8,71.44,71.08,1.39,1.66,1.44,1.18,1.0,0.95,0.57,0.46,0.58,0.46,0.36,0.36,3.05,3.1,2.62,2.18,1.95,1.52,1.03,1.04,1.04,0.82,0.72,4.49,4.28,3.62,3.13,2.52,1.98,1.61,1.5,1.4,1.18,1.39,1.66,1.44,1.18,1.0,0.95,0.57,0.46,0.58,0.46,0.36,0.36,1.525,1.55,1.31,1.09,0.975,0.76,0.515,0.52,0.52,0.41,0.36,1.4967,1.4267,1.2067,1.0433,0.84,0.66,0.5367,0.5,0.4667,0.3933,122675.0,26187.0,1222.0
2026-08-17,84.1,82.65,80.95,79.38,78.04,76.9,75.89,75.17,74.56,73.8,73.38,72.98,72.53,1.45,1.7,1.57,1.34,1.14,1.01,0.72,0.61,0.76,0.42,0.4,0.45,3.15,3.27,2.91,2.48,2.15,1.73,1.33,1.37,1.18,0.82,0.85,4.72,4.61,4.05,3.49,2.87,2.34,2.09,1.79,1.58,1.27,1.45,1.7,1.57,1.34,1.14,1.01,0.72,0.61,0.76,0.42,0.4,0.45,1.575,1.635,1.455,1.24,1.075,0.865,0.665,0.685,0.59,0.41,0.425,1.5733,1.5367,1.35,1.1633,0.9567,0.78,0.6967,0.5967,0.5267,0.4233,161404.0,23110.0,776.0
2026-08-18,84.42,83.02,81.5,80.0,78.62,77.43,76.45,75.5,74.93,74.08,73.65,73.13,72.71,1.4,1.52,1.5,1.38,1.19,0.98,0.95,0.57,0.85,0.43,0.52,0.42,2.92,3.02,2.88,2.57,2.17,1.93,1.52,1.42,1.28,0.95,0.94,4.42,4.4,4.07,3.55,3.12,2.5,2.37,1.85,1.8,1.37,1.4,1.52,1.5,1.38,1.19,0.98,0.95,0.57,0.85,0.43,0.52,0.42,1.46,1.51,1.44,1.285,1.085,0.965,0.76,0.71,0.64,0.475,0.47,1.4733,1.4667,1.3567,1.1833,1.04,0.8333,0.79,0.6167,0.6,0.4567,190856.0,24453.0,1583.0
2026-08-19,84.4,82.7,80.98,79.33,77.89,76.71,75.7,74.96,74.21,73.6,73.11,72.72,72.24,1.7,1.72,1.65,1.44,1.18,1.01,0.74,0.75,0.61,0.49,0.39,0.48,3.42,3.37,3.09,2.62,2.19,1.75,1.49,1.36,1.1,0.88,0.87,5.07,4.81,4.27,3.63,2.93,2.5,2.1,1.85,1.49,1.36,1.7,1.72,1.65,1.44,1.18,1.01,0.74,0.75,0.61,0.49,0.39,0.48,1.71,1.685,1.545,1.31,1.095,0.875,0.745,0.68,0.55,0.44,0.435,1.69,1.6033,1.4233,1.21,0.9767,0.8333,0.7,0.6167,0.4967,0.4533,246785.0,25276.0,1381.0
2026-08-20,86.21,84.29,82.17,80.33,78.75,77.45,76.36,75.5,74.79,74.34,73.66,72.93,72.78,1.92,2.12,1.84,1.58,1.3,1.09,0.86,0.71,0.45,0.68,0.73,0.15,4.04,3.96,3.42,2.88,2.39,1.95,1.57,1.16,1.13,1.41,0.88,5.88,5.54,4.72,3.97,3.25,2.66,2.02,1.84,1.86,1.56,1.92,2.12,1.84,1.58,1.3,1.09,0.86,0.71,0.45,0.68,0.73,0.15,2.02,1.98,1.71,1.44,1.195,0.975,0.785,0.58,0.565,0.705,0.44,1.96,1.8467,1.5733,1.3233,1.0833,0.8867,0.6733,0.6133,0.62,0.52,248776.0,32179.0,2011.0
2026-08-21,86.64,84.85,82.71,80.81,79.14,77.81,76.75,75.83,74.98,74.41,73.78,73.39,72.95,1.79,2.14,1.9,1.67,1.33,1.06,0.92,0.85,0.57,0.63,0.39,0.44,3.93,4.04,3.57,3.0,2.39,1.98,1.77,1.42,1.2,1.02,0.83,5.83,5.71,4.9,4.06,3.31,2.83,2.34,2.05,1.59,1.46,1.79,2.14,1.9,1.67,1.33,1.06,0.92,0.85,0.57,0.63,0.39,0.44,1.965,2.02,1.785,1.5,1.195,0.99,0.885,0.71,0.6,0.51,0.415,1.9433,1.9033,1.6333,1.3533,1.1033,0.9433,0.78,0.6833,0.53,0.4867,209116.0,22722.0,1577.0
2026-08-24,84.98,83.22,81.21,79.46,77.94,76.73,75.7,75.07,74.19,73.68,73.16,72.63,72.07,1.76,2.01,1.75,1.52,1.21,1.03,0.63,0.88,0.51,0.52,0.53,0.56,3.77,3.76,3.27,2.73,2.24,1.66,1.51,1.39,1.03,1.05,1.09,5.52,5.28,4.48,3.76,2.87,2.54,2.02,1.91,1.56,1.61,1.76,2.01,1.75,1.52,1.21,1.03,0.63,0.88,0.51,0.52,0.53,0.56,1.885,1.88,1.635,1.365,1.12,0.83,0.755,0.695,0.515,0.525,0.545,1.84,1.76,1.4933,1.2533,0.9567,0.8467,0.6733,0.6367,0.52,0.5367,194654.0,25008.0,1217.0
2026-08-25,81.11,79.7,78.19,76.83,75.66,74.61,73.91,73.1,72.67,71.9,71.93,71.05,71.43,1.41,1.51,1.36,1.17,1.05,0.7,0.81,0.43,0.77,-0.03,0.88,-0.38,2.92,2.87,2.53,2.22,1.75,1.51,1.24,1.2,0.74,0.85,0.5,4.28,4.04,3.58,2.92,2.56,1.94,2.01,1.17,1.62,0.47,1.41,1.51,1.36,1.17,1.05,0.7,0.81,0.43,0.77,-0.03,0.88,-0.38,1.46,1.435,1.265,1.11,0.875,0.755,0.62,0.6,0.37,0.425,0.25,1.4267,1.3467,1.1933,0.9733,0.8533,0.6467,0.67,0.39,0.54,0.1567,261364.0,31882.0,2377.0
2026-08-26,81.91,80.51,78.9,77.47,76.16,75.06,74.16,73.47,72.82,72.39,71.87,71.63,71.21,1.4,1.61,1.43,1.31,1.1,0.9,0.69,0.65,0.43,0.52,0.24,0.42,3.01,3.04,2.74,2.41,2.0,1.59,1.34,1.08,0.95,0.76,0.66,4.44,4.35,3.84,3.31,2.69,2.24,1.77,1.6,1.19,1.18,1.4,1.61,1.43,1.31,1.1,0.9,0.69,0.65,0.43,0.52,0.24,0.42,1.505,1.52,1.37,1.205,1.0,0.795,0.67,0.54,0.475,0.38,0.33,1.48,1.45,1.28,1.1033,0.8967,0.7467,0.59,0.5333,0.3967,0.3933,235660.0,19833.0,922.0
2026-08-27,83.54,81.97,80.04,78.2,76.61,75.3,74.26,73.5,72.81,72.38,71.88,71.43,70.78,1.57,1.93,1.84,1.59,1.31,1.04,0.76,0.69,0.43,0.5,0.45,0.65,3.5,3.77,3.43,2.9,2.35,1.8,1.45,1.12,0.93,0.95,1.1,5.34,5.36,4.74,3.94,3.11,2.49,1.88,1.62,1.38,1.6,1.57,1.93,1.84,1.59,1.31,1.04,0.76,0.69,0.43,0.5,0.45,0.65,1.75,1.885,1.715,1.45,1.175,0.9,0.725,0.56,0.465,0.475,0.55,1.78,1.7867,1.58,1.3133,1.0367,0.83,0.6267,0.54,0.46,0.5333,201590.0,24375.0,519.0
2026-08-28,83.44,81.82,79.98,78.26,76.72,75.47,74.48,73.61,73.0,72.56,71.91,71.52,71.01,1.62,1.84,1.72,1.54,1.25,0.99,0.87,0.61,0.44,0.65,0.39,0.51,3.46,3.56,3.26,2.79,2.24,1.86,1.48,1.05,1.09,1.04,0.9,5.18,5.1,4.51,3.78,3.11,2.47,1.92,1.7,1.48,1.55,1.62,1.84,1.72,1.54,1.25,0.99,0.87,0.61,0.44,0.65,0.39,0.51,1.73,1.78,1.63,1.395,1.12,0.93,0.74,0.525,0.545,0.52,0.45,1.7267,1.7,1.5033,1.26,1.0367,0.8233,0.64,0.5667,0.4933,0.5167,142318.0,16749.0,596.0
2026-08-31,86.31,84.36,82.23,80.23,78.45,76.95,75.66,74.76,74.04,73.14,72.69,72.18,71.7,1.95,2.13,2.0,1.78,1.5,1.29,0.9,0.72,0.9,0.45,0.51,0.48,4.08,4.13,3.78,3.28,2.79,2.19,1.62,1.62,1.35,0.96,0.99,6.08,5.91,5.28,4.57,3.69,2.91,2.52,2.07,1.86,1.44,1.95,2.13,2.0,1.78,1.5,1.29,0.9,0.72,0.9,0.45,0.51,0.48,2.04,2.065,1.89,1.64,1.395,1.095,0.81,0.81,0.675,0.48,0.495,2.0267,1.97,1.76,1.5233,1.23,0.97,0.84,0.69,0.62,0.48,214893.0,28421.0,670.0
2026-09-01,90.68,88.09,85.14,82.48,80.09,78.29,76.76,75.52,74.73,74.14,73.29,72.67,72.34,2.59,2.95,2.66,2.39,1.8,1.53,1.24,0.79,0.59,0.85,0.62,0.33,5.54,5.61,5.05,4.19,3.33,2.77,2.03,1.38,1.44,1.47,0.95,8.2,8.0,6.85,5.72,4.57,3.56,2.62,2.23,2.06,1.8,2.59,2.95,2.66,2.39,1.8,1.53,1.24,0.79,0.59,0.85,0.62,0.33,2.77,2.805,2.525,2.095,1.665,1.385,1.015,0.69,0.72,0.735,0.475,2.7333,2.6667,2.2833,1.9067,1.5233,1.1867,0.8733,0.7433,0.6867,0.6,300045.0,45396.0,1830.0
2026-09-02,90.63,87.89,84.94,82.25,79.86,77.94,76.39,75.17,74.26,73.46,72.88,72.25,71.82,2.74,2.95,2.69,2.39,1.92,1.55,1.22,0.91,0.8,0.58,0.63,0.43,5.69,5.64,5.08,4.31,3.47,2.77,2.13,1.71,1.38,1.21,1.06,8.38,8.03,7.0,5.86,4.69,3.68,2.93,2.29,2.01,1.64,2.74,2.95,2.69,2.39,1.92,1.55,1.22,0.91,0.8,0.58,0.63,0.43,2.845,2.82,2.54,2.155,1.735,1.385,1.065,0.855,0.69,0.605,0.53,2.7933,2.6767,2.3333,1.9533,1.5633,1.2267,0.9767,0.7633,0.67,0.5467,259459.0,45232.0,1475.0
2026-09-03,91.67,88.26,84.98,82.08,79.63,77.61,75.99,74.67,73.69,72.76,72.18,71.6,71.0,3.41,3.28,2.9,2.45,2.02,1.62,1.32,0.98,0.93,0.58,0.58,0.6,6.69,6.18,5.35,4.47,3.64,2.94,2.3,1.91,1.51,1.16,1.18,9.59,8.63,7.37,6.09,4.96,3.92,3.23,2.49,2.09,1.76,3.41,3.28,2.9,2.45,2.02,1.62,1.32,0.98,0.93,0.58,0.58,0.6,3.345,3.09,2.675,2.235,1.82,1.47,1.15,0.955,0.755,0.58,0.59,3.1967,2.8767,2.4567,2.03,1.6533,1.3067,1.0767,0.83,0.6967,0.5867,294026.0,55069.0,1026.0
