ts,CL2610,CL2611,CL2612,CL2701,CL2702,CL2703,CL2704,CL2705,CL2706,CL2707,CL2708,CL2709,CL2710,abs1_OCT26_NOV26,abs1_NOV26_DEC26,abs1_DEC26_JAN27,abs1_JAN27_FEB27,abs1_FEB27_MAR27,abs1_MAR27_APR27,abs1_APR27_MAY27,abs1_MAY27_JUN27,abs1_JUN27_JUL27,abs1_JUL27_AUG27,abs1_AUG27_SEP27,abs1_SEP27_OCT27,abs2_OCT26_DEC26,abs2_NOV26_JAN27,abs2_DEC26_FEB27,abs2_JAN27_MAR27,abs2_FEB27_APR27,abs2_MAR27_MAY27,abs2_APR27_JUN27,abs2_MAY27_JUL27,abs2_JUN27_AUG27,abs2_JUL27_SEP27,abs2_AUG27_OCT27,abs3_OCT26_JAN27,abs3_NOV26_FEB27,abs3_DEC26_MAR27,abs3_JAN27_APR27,abs3_FEB27_MAY27,abs3_MAR27_JUN27,abs3_APR27_JUL27,abs3_MAY27_AUG27,abs3_JUN27_SEP27,abs3_JUL27_OCT27,pm1_OCT26_NOV26,pm1_NOV26_DEC26,pm1_DEC26_JAN27,pm1_JAN27_FEB27,pm1_FEB27_MAR27,pm1_MAR27_APR27,pm1_APR27_MAY27,pm1_MAY27_JUN27,pm1_JUN27_JUL27,pm1_JUL27_AUG27,pm1_AUG27_SEP27,pm1_SEP27_OCT27,pm2_OCT26_DEC26,pm2_NOV26_JAN27,pm2_DEC26_FEB27,pm2_JAN27_MAR27,pm2_FEB27_APR27,pm2_MAR27_MAY27,pm2_APR27_JUN27,pm2_MAY27_JUL27,pm2_JUN27_AUG27,pm2_JUL27_SEP27,pm2_AUG27_OCT27,pm3_OCT26_JAN27,pm3_NOV26_FEB27,pm3_DEC26_MAR27,pm3_JAN27_APR27,pm3_FEB27_MAY27,pm3_MAR27_JUN27,pm3_APR27_JUL27,pm3_MAY27_AUG27,pm3_JUN27_SEP27,pm3_JUL27_OCT27,vol_M1,vol_M6,vol_M13
2026-05-01,84.5,82.22,80.03,78.43,77.18,76.2,75.01,74.4,74.36,73.51,73.28,72.51,72.14,2.28,2.19,1.6,1.25,0.98,1.19,0.61,0.04,0.85,0.23,0.77,0.37,4.47,3.79,2.85,2.23,2.17,1.8,0.65,0.89,1.08,1.0,1.14,6.07,5.04,3.83,3.42,2.78,1.84,1.5,1.12,1.85,1.37,2.28,2.19,1.6,1.25,0.98,1.19,0.61,0.04,0.85,0.23,0.77,0.37,2.235,1.895,1.425,1.115,1.085,0.9,0.325,0.445,0.54,0.5,0.57,2.0233,1.68,1.2767,1.14,0.9267,0.6133,0.5,0.3733,0.6167,0.4567,44598.0,10981.0,396.0
2026-05-04,87.93,85.35,83.27,81.51,79.93,78.87,78.03,77.19,76.73,75.98,75.47,75.01,74.59,2.58,2.08,1.76,1.58,1.06,0.84,0.84,0.46,0.75,0.51,0.46,0.42,4.66,3.84,3.34,2.64,1.9,1.68,1.3,1.21,1.26,0.97,0.88,6.42,5.42,4.4,3.48,2.74,2.14,2.05,1.72,1.72,1.39,2.58,2.08,1.76,1.58,1.06,0.84,0.84,0.46,0.75,0.51,0.46,0.42,2.33,1.92,1.67,1.32,0.95,0.84,0.65,0.605,0.63,0.485,0.44,2.14,1.8067,1.4667,1.16,0.9133,0.7133,0.6833,0.5733,0.5733,0.4633,65123.0,25465.0,1622.0
2026-05-05,86.9,84.26,82.18,80.53,79.05,77.88,76.84,76.37,75.95,75.15,74.32,74.22,73.88,2.64,2.08,1.65,1.48,1.17,1.04,0.47,0.42,0.8,0.83,0.1,0.34,4.72,3.73,3.13,2.65,2.21,1.51,0.89,1.22,1.63,0.93,0.44,6.37,5.21,4.3,3.69,2.68,1.93,1.69,2.05,1.73,1.27,2.64,2.08,1.65,1.48,1.17,1.04,0.47,0.42,0.8,0.83,0.1,0.34,2.36,1.865,1.565,1.325,1.105,0.755,0.445,0.61,0.815,0.465,0.22,2.1233,1.7367,1.4333,1.23,0.8933,0.6433,0.5633,0.6833,0.5767,0.4233,45572.0,14601.0,873.0
2026-05-06,81.12,78.78,76.91,75.52,74.55,73.56,73.19,72.6,72.17,72.05,71.75,71.31,72.01,2.34,1.87,1.39,0.97,0.99,0.37,0.59,0.43,0.12,0.3,0.44,-0.7,4.21,3.26,2.36,1.96,1.36,0.96,1.02,0.55,0.42,0.74,-0.26,5.6,4.23,3.35,2.33,1.95,1.39,1.14,0.85,0.86,0.04,2.34,1.87,1.39,0.97,0.99,0.37,0.59,0.43,0.12,0.3,0.44,-0.7,2.105,1.63,1.18,0.98,0.68,0.48,0.51,0.275,0.21,0.37,-0.13,1.8667,1.41,1.1167,0.7767,0.65,0.4633,0.38,0.2833,0.2867,0.0133,83246.0,32143.0,2437.0
2026-05-07,82.93,80.69,78.81,77.25,76.15,75.23,74.43,73.8,73.45,72.11,71.53,71.48,71.21,2.24,1.88,1.56,1.1,0.92,0.8,0.63,0.35,1.34,0.58,0.05,0.27,4.12,3.44,2.66,2.02,1.72,1.43,0.98,1.69,1.92,0.63,0.32,5.68,4.54,3.58,2.82,2.35,1.78,2.32,2.27,1.97,0.9,2.24,1.88,1.56,1.1,0.92,0.8,0.63,0.35,1.34,0.58,0.05,0.27,2.06,1.72,1.33,1.01,0.86,0.715,0.49,0.845,0.96,0.315,0.16,1.8933,1.5133,1.1933,0.94,0.7833,0.5933,0.7733,0.7567,0.6567,0.3,74407.0,30385.0,1816.0
2026-05-08,82.14,80.38,78.82,77.54,76.44,75.73,75.02,74.46,73.97,73.65,73.23,72.94,72.77,1.76,1.56,1.28,1.1,0.71,0.71,0.56,0.49,0.32,0.42,0.29,0.17,3.32,2.84,2.38,1.81,1.42,1.27,1.05,0.81,0.74,0.71,0.46,4.6,3.94,3.09,2.52,1.98,1.76,1.37,1.23,1.03,0.88,1.76,1.56,1.28,1.1,0.71,0.71,0.56,0.49,0.32,0.42,0.29,0.17,1.66,1.42,1.19,0.905,0.71,0.635,0.525,0.405,0.37,0.355,0.23,1.5333,1.3133,1.03,0.84,0.66,0.5867,0.4567,0.41,0.3433,0.2933,45811.0,18784.0,599.0
2026-05-11,85.57,83.57,81.86,80.4,79.28,78.38,77.42,76.92,76.48,75.61,75.4,75.0,74.61,2.0,1.71,1.46,1.12,0.9,0.96,0.5,0.44,0.87,0.21,0.4,0.39,3.71,3.17,2.58,2.02,1.86,1.46,0.94,1.31,1.08,0.61,0.79,5.17,4.29,3.48,2.98,2.36,1.9,1.81,1.52,1.48,1.0,2.0,1.71,1.46,1.12,0.9,0.96,0.5,0.44,0.87,0.21,0.4,0.39,1.855,1.585,1.29,1.01,0.93,0.73,0.47,0.655,0.54,0.305,0.395,1.7233,1.43,1.16,0.9933,0.7867,0.6333,0.6033,0.5067,0.4933,0.3333,32445.0,10292.0,1099.0
2026-05-12,87.57,85.34,83.36,81.62,80.5,79.36,78.72,77.95,77.24,76.96,76.36,75.78,75.45,2.23,1.98,1.74,1.12,1.14,0.64,0.77,0.71,0.28,0.6,0.58,0.33,4.21,3.72,2.86,2.26,1.78,1.41,1.48,0.99,0.88,1.18,0.91,5.95,4.84,4.0,2.9,2.55,2.12,1.76,1.59,1.46,1.51,2.23,1.98,1.74,1.12,1.14,0.64,0.77,0.71,0.28,0.6,0.58,0.33,2.105,1.86,1.43,1.13,0.89,0.705,0.74,0.495,0.44,0.59,0.455,1.9833,1.6133,1.3333,0.9667,0.85,0.7067,0.5867,0.53,0.4867,0.5033,30459.0,12874.0,1722.0
2026-05-13,85.73,83.47,81.59,80.24,78.99,77.82,77.23,76.61,75.89,75.05,75.04,74.56,75.09,2.26,1.88,1.35,1.25,1.17,0.59,0.62,0.72,0.84,0.01,0.48,-0.53,4.14,3.23,2.6,2.42,1.76,1.21,1.34,1.56,0.85,0.49,-0.05,5.49,4.48,3.77,3.01,2.38,1.93,2.18,1.57,1.33,-0.04,2.26,1.88,1.35,1.25,1.17,0.59,0.62,0.72,0.84,0.01,0.48,-0.53,2.07,1.615,1.3,1.21,0.88,0.605,0.67,0.78,0.425,0.245,-0.025,1.83,1.4933,1.2567,1.0033,0.7933,0.6433,0.7267,0.5233,0.4433,-0.0133,33700.0,10324.0,171.0
2026-05-14,86.24,83.84,81.99,80.38,79.06,78.05,76.91,76.25,76.04,75.2,74.77,74.38,74.0,2.4,1.85,1.61,1.32,1.01,1.14,0.66,0.21,0.84,0.43,0.39,0.38,4.25,3.46,2.93,2.33,2.15,1.8,0.87,1.05,1.27,0.82,0.77,5.86,4.78,3.94,3.47,2.81,2.01,1.71,1.48,1.66,1.2,2.4,1.85,1.61,1.32,1.01,1.14,0.66,0.21,0.84,0.43,0.39,0.38,2.125,1.73,1.465,1.165,1.075,0.9,0.435,0.525,0.635,0.41,0.385,1.9533,1.5933,1.3133,1.1567,0.9367,0.67,0.57,0.4933,0.5533,0.4,35430.0,8491.0,1812.0
2026-05-15,88.34,85.57,83.3,81.53,80.03,79.02,78.11,77.45,76.7,76.22,75.61,74.8,74.71,2.77,2.27,1.77,1.5,1.01,0.91,0.66,0.75,0.48,0.61,0.81,0.09,5.04,4.04,3.27,2.51,1.92,1.57,1.41,1.23,1.09,1.42,0.9,6.81,5.54,4.28,3.42,2.58,2.32,1.89,1.84,1.9,1.51,2.77,2.27,1.77,1.5,1.01,0.91,0.66,0.75,0.48,0.61,0.81,0.09,2.52,2.02,1.635,1.255,0.96,0.785,0.705,0.615,0.545,0.71,0.45,2.27,1.8467,1.4267,1.14,0.86,0.7733,0.63,0.6133,0.6333,0.5033,27088.0,12455.0,296.0
2026-05-18,88.91,85.98,83.63,81.73,80.17,78.99,78.19,77.29,76.49,76.5,75.91,75.59,75.13,2.93,2.35,1.9,1.56,1.18,0.8,0.9,0.8,-0.01,0.59,0.32,0.46,5.28,4.25,3.46,2.74,1.98,1.7,1.7,0.79,0.58,0.91,0.78,7.18,5.81,4.64,3.54,2.88,2.5,1.69,1.38,0.9,1.37,2.93,2.35,1.9,1.56,1.18,0.8,0.9,0.8,-0.01,0.59,0.32,0.46,2.64,2.125,1.73,1.37,0.99,0.85,0.85,0.395,0.29,0.455,0.39,2.3933,1.9367,1.5467,1.18,0.96,0.8333,0.5633,0.46,0.3,0.4567,59560.0,23215.0,1219.0
2026-05-19,90.28,87.08,84.57,82.52,80.78,79.5,78.55,78.0,76.93,76.61,75.86,75.15,74.87,3.2,2.51,2.05,1.74,1.28,0.95,0.55,1.07,0.32,0.75,0.71,0.28,5.71,4.56,3.79,3.02,2.23,1.5,1.62,1.39,1.07,1.46,0.99,7.76,6.3,5.07,3.97,2.78,2.57,1.94,2.14,1.78,1.74,3.2,2.51,2.05,1.74,1.28,0.95,0.55,1.07,0.32,0.75,0.71,0.28,2.855,2.28,1.895,1.51,1.115,0.75,0.81,0.695,0.535,0.73,0.495,2.5867,2.1,1.69,1.3233,0.9267,0.8567,0.6467,0.7133,0.5933,0.58,33792.0,13783.0,497.0
